group,crosswalk_id,run_label,association,scenario,elapsed_sec,sim_duration,warmup,step_length,ped_link_index,step_count,ped_crossing_presence_steps,ped_crossing_person_count,pedestrian_crossing_count,expected_ped_repeat_count,pedestrian_clearance_failure_count,unfinished_crossing_count,ped_wait_time_mean,ped_wait_time_max,veh_delay_mean,veh_delay_max,extension_count,generated_vehicle_count,vehicle_route_count,unique_vehicle_route_count,duplicate_factor,unique_vehicle_route_ratio,used_vehicle_edges,network_arrived_vehicles,network_departed_vehicles,network_mean_travel_time,network_mean_time_loss,network_avg_delay_sec,network_vehicle_edge_coverage_ratio,network_teleport_count,network_collision_count,local_500m_vehicle_count,local_500m_mean_speed,local_500m_mean_time_loss,local_500m_avg_delay_sec,local_500m_queue_proxy,local_500m_stop_count,total_vehicle_arrivals,surrounding_lane_count,vehicle_bbox_coverage,pet_event_count,very_risky_crossing_count,risky_crossing_count,safe_crossing_count,low_pet_event_count,low_pet_per_100_crossings,low_pet_per_100_conflict_candidates,pet_min,pet_p10,pet_mean,pet_coverage_ratio,accident_risk_estimate,average_pedestrian_wait_time,pedestrian_waiting_time_mean,pedestrian_waiting_time,pedestrian_waiting_time_max,max_pedestrian_wait_time,veh_avg_delay_sec,surrounding_road_delay_sec,safety_risk_score,accident_expected_value,elderly_incomplete_crossings,pedestrian_green_extension_count,total_extension_sec
p1_p4_recovery_6,NODE_122781,baseline_avg,C03_n5_Namdaemunno3ga_Hoehyeon2ga_212m,baseline_avg,1400.598739,600,0,0.1,4,6000,1457.086957,5,5,5,0,0,0,0,24.62043478,99.95652174,0,6,3480,3480,1,1,16576.78261,851.3043478,3465.782609,,,,0.574742624,0,0,578.173913,7.126338465,133.0622109,25.03314422,24.7740556,464.4347826,3465.782609,125,1,5,5,0,0,5,100,38.46153846,0,0,0,1,1,24.62043478,25.03314422,1,1,0,0,0,,,,,
p1_p4_recovery_6,NODE_122781,smart_avg,C03_n5_Namdaemunno3ga_Hoehyeon2ga_212m,smart_avg,1398.903783,600,0,0.1,4,6000,1501.434783,5,5,5,0,0,0,0,23.76391304,99.07391304,1,6,3480,3480,1,1,16576.78261,854.0869565,3465.565217,,,,0.57525331,0,0,579.1304348,7.312192212,130.5448406,24.20667623,24.51104775,464.1304348,3465.565217,125,1,5,5,0,0,5,100,38.46153846,0,0,0,1,1,23.76391304,24.20667623,1,1,0,1,5,,,,,
p1_p4_recovery_6,NODE_14937,baseline_avg,C01_n8_Bongnae2ga_49m,baseline_avg,1400.598739,600,0,0.1,2,6000,1089.043478,5,5,5,0,0,0,0,38.28826087,97.93913043,0,6,3480,3480,1,1,16576.78261,851.3043478,3465.782609,,,,0.574742624,0,0,561.5652174,5.761663196,127.9812005,38.61749079,45.41696365,655,3465.782609,125,1,5,5,0,0,5,100,26.31578947,0,0,0.01826087,1,1,38.28826087,38.61749079,1,1,0,0,0,,,,,
p1_p4_recovery_6,NODE_14937,smart_avg,C01_n8_Bongnae2ga_49m,smart_avg,1398.903783,600,0,0.1,2,6000,254.0869565,5,5,5,0,0,0,0,38.8473913,97.66521739,1,6,3480,3480,1,1,16576.78261,854.0869565,3465.565217,,,,0.57525331,0,0,568.2173913,5.70012289,128.4358525,39.19123598,47.79401283,656.7826087,3465.565217,125,1,5,5,0,0,5,100,26.31578947,0,0,0.01826087,1,1,38.8473913,39.19123598,1,1,0,1,5,,,,,
p1_p4_recovery_6,NODE_5647,baseline_avg,C08_n2_Chungjungno1ga_17m,baseline_avg,1400.598739,600,0,0.1,4,6000,306.9565217,5,5,5,0,0,0,0,35.18,99.9,0,6,3480,3480,1,1,16576.78261,851.3043478,3465.782609,,,,0.574742624,0,0,363.826087,6.841285929,101.5046477,35.57785059,24.34212402,319.5217391,3465.782609,125,1,5,5,0,0,5,100,35.71428571,0,0,0.005217391,1,1,35.18,35.57785059,1,1,0,0,0,,,,,
p1_p4_recovery_6,NODE_5647,smart_avg,C08_n2_Chungjungno1ga_17m,smart_avg,1398.903783,600,0,0.1,4,6000,306.0869565,5,5,5,0,0,0,0,35.6126087,99.69130435,1,6,3480,3480,1,1,16576.78261,854.0869565,3465.565217,,,,0.57525331,0,0,364.5217391,6.749911112,102.950928,35.97430503,24.80755524,322.1304348,3465.565217,125,1,5,5,0,0,5,100,35.71428571,0,0,0.005217391,1,1,35.6126087,35.97430503,1,1,0,1,5,,,,,
p1_p4_recovery_6,NODE_5938,baseline_avg,C11_solo_Taepyeongno1ga,baseline_avg,1400.598739,600,0,0.1,16,6000,1128.434783,5,5,5,0,0,0,0,18.35695652,92.23043478,0,6,3480,3480,1,1,16576.78261,851.3043478,3465.782609,,,,0.574742624,0,0,282.7391304,11.23771918,89.55344414,18.83750723,6.62295082,138.7826087,3465.782609,125,1,9,7.695652174,0.173913043,1.130434783,7.869565217,157.3913043,98.36956522,0,0,2.28115942,1.8,1.556521739,18.35695652,18.83750723,1.556521739,1.556521739,0,0,0,,,,,
p1_p4_recovery_6,NODE_5938,smart_avg,C11_solo_Taepyeongno1ga,smart_avg,1398.903783,600,0,0.1,16,6000,1132.434783,5,5,5,0,0,0,0,18.51608696,93.64347826,1,6,3480,3480,1,1,16576.78261,854.0869565,3465.565217,,,,0.57525331,0,0,280.173913,11.23307692,89.4993611,19.06644954,6.601568068,137.826087,3465.565217,125,1,9,7.695652174,0.130434783,1.173913043,7.826086957,156.5217391,97.82608696,0,0,2.306280193,1.8,1.552173913,18.51608696,19.06644954,1.552173913,1.552173913,0,1,5,,,,,
p1_p4_recovery_6,NODE_6342,baseline_avg,C03_n5_Namdaemunno3ga_Hoehyeon2ga_212m,baseline_avg,1400.598739,600,0,0.1,9,6000,1309.086957,5,5,5,0,0,0,0,25.68391304,99.95652174,0,6,3480,3480,1,1,16576.78261,851.3043478,3465.782609,,,,0.574742624,0,0,581.7391304,6.68365691,135.3969889,26.16687802,26.64647185,477.1304348,3465.782609,125,1,5,4.869565217,0,0.130434783,4.869565217,97.39130435,25.62929062,0,0,0.270434783,1,0.973913043,25.68391304,26.16687802,0.973913043,0.973913043,0,0,0,,,,,
p1_p4_recovery_6,NODE_6342,smart_avg,C03_n5_Namdaemunno3ga_Hoehyeon2ga_212m,smart_avg,1398.903783,600,0,0.1,9,6000,496.8695652,5,5,5,0,0,0,0,24.6,99.07391304,1,6,3480,3480,1,1,16576.78261,854.0869565,3465.565217,,,,0.57525331,0,0,582.9130435,6.898682275,132.206695,25.10331777,26.32501782,478.7391304,3465.565217,125,1,5,4.739130435,0,0.260869565,4.739130435,94.7826087,24.94279176,0.208695652,0.234782609,0.434782609,1,0.947826087,24.6,25.10331777,0.947826087,0.947826087,0,1,5,,,,,
signal_fix_9,LINK_10218,baseline_avg,C01_n8_Bongnae2ga_49m,baseline_avg,1401.9619,600,0,0.1,2,6000,188,15,15,5,0,0,0,0,38.91166667,99.55,0,9,3480,3479.966667,1.000009581,0.999990421,16571.9,859.4666667,3466.833333,,,,0.575455692,0,0,574.7666667,5.484474822,129.5329704,39.29703566,48.51530055,675.7666667,3466.833333,173,1,15,15,0,0,15,100,55.55555556,0,0,0,1,1,38.91166667,39.29703566,1,1,0,0,0,,,,,
signal_fix_9,LINK_10218,smart_avg,C01_n8_Bongnae2ga_49m,smart_avg,1403.714133,600,0,0.1,2,6000,188,15,15,5,0,0,0,0,40.10866667,99.24,1,9,3480,3479.966667,1.000009581,0.999990421,16571.9,855.9,3466.9,,,,0.575085918,0,0,577.2333333,5.316549164,131.3135607,40.49827178,51.01967213,688.2,3466.9,173,1,15,15,0,0,15,100,55.55555556,0,0,0,1,1,40.10866667,40.49827178,1,1,0,1,5,,,,,
signal_fix_9,LINK_140740,baseline_avg,C01_n8_Bongnae2ga_49m,baseline_avg,1401.9619,600,0,0.1,2,6000,188,15,15,5,0,0,,,38.91166667,99.55,0,9,3480,3479.966667,1.000009581,0.999990421,16571.9,859.4666667,3466.833333,,,,0.575455692,0,0,574.7666667,5.484474822,129.5329704,39.29703566,48.51530055,675.7666667,3466.833333,173,1,15,15,0,0,15,100,55.55555556,0,0,0,1,1,38.91166667,39.29703566,1,1,0,0,0,,,,,
signal_fix_9,LINK_140740,smart_avg,C01_n8_Bongnae2ga_49m,smart_avg,1403.714133,600,0,0.1,2,6000,188,15,15,5,0,0,,,40.10866667,99.24,1,9,3480,3479.966667,1.000009581,0.999990421,16571.9,855.9,3466.9,,,,0.575085918,0,0,577.2333333,5.316549164,131.3135607,40.49827178,51.01967213,688.2,3466.9,173,1,15,15,0,0,15,100,55.55555556,0,0,0,1,1,40.10866667,40.49827178,1,1,0,1,5,,,,,
signal_fix_9,LINK_194891,baseline_avg,C03_n5_Namdaemunno3ga_Hoehyeon2ga_212m,baseline_avg,1401.9619,600,0,0.1,11,6000,1263.966667,5,5,5,0,0,0,0,26.50333333,99.99666667,0,9,3480,3479.966667,1.000009581,0.999990421,16571.9,859.4666667,3466.833333,,,,0.575455692,0,0,467.6333333,7.088257286,139.219726,27.11118174,25.25300546,438.4,3466.833333,173,1,5,5,0,0,5,100,22.72727273,0,0,0,1,1,26.50333333,27.11118174,1,1,0,0,0,,,,,
signal_fix_9,LINK_194891,smart_avg,C03_n5_Namdaemunno3ga_Hoehyeon2ga_212m,smart_avg,1403.714133,600,0,0.1,11,6000,494,5,5,5,0,0,0,0,23.42133333,99.79,1,9,3480,3479.966667,1.000009581,0.999990421,16571.9,855.9,3466.9,,,,0.575085918,0,0,471.5,7.601086762,136.3854431,24.04046856,21.90983607,437.6,3466.9,173,1,5,5,0,0,5,100,22.72727273,0,0,0,1,1,23.42133333,24.04046856,1,1,0,1,5,,,,,
signal_fix_9,LINK_249048,baseline_avg,C02_n5_Namdaemunno5ga_36m,baseline_avg,1401.9619,600,0,0.1,2,6000,346,10,10,5,0,0,0,0,32.351,99.23,0,9,3480,3479.966667,1.000009581,0.999990421,16571.9,859.4666667,3466.833333,,,,0.575455692,0,0,645.4,7.660919551,137.8198637,32.7455249,36.07814208,591.5666667,3466.833333,173,1,10,7.033333333,0.266666667,2.7,7.3,73,81.11111111,0.836666667,1.169666667,2.539666667,1,0.716666667,32.351,32.7455249,0.716666667,0.716666667,0,0,0,,,,,
signal_fix_9,LINK_249048,smart_avg,C02_n5_Namdaemunno5ga_36m,smart_avg,1403.714133,600,0,0.1,2,6000,347,10,10,5,0,0,0,0,31.91333333,99.76666667,1,9,3480,3479.966667,1.000009581,0.999990421,16571.9,855.9,3466.9,,,,0.575085918,0,0,647.3,7.847339407,138.3557779,32.31178617,34.6989071,582.5666667,3466.9,173,1,10,7.033333333,0.266666667,2.7,7.3,73,81.11111111,0.833333333,1.181333333,2.55,1,0.716666667,31.91333333,32.31178617,0.716666667,0.716666667,0,1,5,,,,,
signal_fix_9,NODE_10262,baseline_avg,C03_n5_Namdaemunno3ga_Hoehyeon2ga_212m,baseline_avg,1401.9619,600,0,0.1,4,6000,1432.866667,5,5,5,0,0,0,0,24.16866667,99.70666667,0,9,3480,3479.966667,1.000009581,0.999990421,16571.9,859.4666667,3466.833333,,,,0.575455692,0,0,582.8666667,7.318875393,129.1987426,24.63176698,23.89398907,466.4666667,3466.833333,173,1,5,5,0,0,5,100,38.46153846,0,0,0,1,1,24.16866667,24.63176698,1,1,0,0,0,,,,,
signal_fix_9,NODE_10262,smart_avg,C03_n5_Namdaemunno3ga_Hoehyeon2ga_212m,smart_avg,1403.714133,600,0,0.1,4,6000,1500,5,5,5,0,0,0,0,21.462,99.79,1,9,3480,3479.966667,1.000009581,0.999990421,16571.9,855.9,3466.9,,,,0.575085918,0,0,590.1333333,7.744003162,126.8656124,21.93250996,21.12459016,464.6666667,3466.9,173,1,5,5,0,0,5,100,38.46153846,0,0,0,1,1,21.462,21.93250996,1,1,0,1,5,,,,,
signal_fix_9,NODE_10378,baseline_avg,C01_n8_Bongnae2ga_49m,baseline_avg,1401.9619,600,0,0.1,2,6000,188,15,15,5,0,0,,,38.91166667,99.55,0,9,3480,3479.966667,1.000009581,0.999990421,16571.9,859.4666667,3466.833333,,,,0.575455692,0,0,574.7666667,5.484474822,129.5329704,39.29703566,48.51530055,675.7666667,3466.833333,173,1,15,15,0,0,15,100,55.55555556,0,0,0,1,1,38.91166667,39.29703566,1,1,0,0,0,,,,,
signal_fix_9,NODE_10378,smart_avg,C01_n8_Bongnae2ga_49m,smart_avg,1403.714133,600,0,0.1,2,6000,188,15,15,5,0,0,,,40.10866667,99.24,1,9,3480,3479.966667,1.000009581,0.999990421,16571.9,855.9,3466.9,,,,0.575085918,0,0,577.2333333,5.316549164,131.3135607,40.49827178,51.01967213,688.2,3466.9,173,1,15,15,0,0,15,100,55.55555556,0,0,0,1,1,40.10866667,40.49827178,1,1,0,1,5,,,,,
signal_fix_9,NODE_5681,baseline_avg,C01_n8_Bongnae2ga_49m,baseline_avg,1401.9619,600,0,0.1,2,6000,1072.033333,5,5,5,0,0,0,0,38.90633333,99.55,0,9,3480,3479.966667,1.000009581,0.999990421,16571.9,859.4666667,3466.833333,,,,0.575455692,0,0,581.4666667,5.525102112,130.041731,39.28930785,49.71912568,690.7,3466.833333,173,1,5,5,0,0,5,100,26.31578947,0,0,0,1,1,38.90633333,39.28930785,1,1,0,0,0,,,,,
signal_fix_9,NODE_5681,smart_avg,C01_n8_Bongnae2ga_49m,smart_avg,1403.714133,600,0,0.1,2,6000,227,5,5,5,0,0,0,0,40.07,99.27333333,1,9,3480,3479.966667,1.000009581,0.999990421,16571.9,855.9,3466.9,,,,0.575085918,0,0,586.4,5.340399751,131.9952062,40.45915067,52.41803279,706.1333333,3466.9,173,1,5,4.966666667,0.033333333,0,5,100,26.31578947,0,0,0.028,1,0.996666667,40.07,40.45915067,0.996666667,0.996666667,0,1,5,,,,,
signal_fix_9,NODE_5837,baseline_avg,C02_n5_Namdaemunno5ga_36m,baseline_avg,1401.9619,600,0,0.1,2,6000,346,10,10,5,0,0,,,32.351,99.23,0,9,3480,3479.966667,1.000009581,0.999990421,16571.9,859.4666667,3466.833333,,,,0.575455692,0,0,645.4,7.660919551,137.8198637,32.7455249,36.07814208,591.5666667,3466.833333,173,1,10,7.033333333,0.266666667,2.7,7.3,73,81.11111111,0.836666667,1.169666667,2.539666667,1,0.716666667,32.351,32.7455249,0.716666667,0.716666667,0,0,0,,,,,
signal_fix_9,NODE_5837,smart_avg,C02_n5_Namdaemunno5ga_36m,smart_avg,1403.714133,600,0,0.1,2,6000,347,10,10,5,0,0,,,31.91333333,99.76666667,1,9,3480,3479.966667,1.000009581,0.999990421,16571.9,855.9,3466.9,,,,0.575085918,0,0,647.3,7.847339407,138.3557779,32.31178617,34.6989071,582.5666667,3466.9,173,1,10,7.033333333,0.266666667,2.7,7.3,73,81.11111111,0.833333333,1.181333333,2.55,1,0.716666667,31.91333333,32.31178617,0.716666667,0.716666667,0,1,5,,,,,
signal_fix_9,NODE_9634,baseline_avg,C08_n2_Chungjungno1ga_17m,baseline_avg,1401.9619,600,0,0.1,4,6000,299,5,5,5,0,0,0,0,33.927,99.64,0,9,3480,3479.966667,1.000009581,0.999990421,16571.9,859.4666667,3466.833333,,,,0.575455692,0,0,366.2333333,7.038355007,98.26264679,34.27734901,23.44863388,325.1333333,3466.833333,173,1,5,5,0,0,5,100,35.71428571,0,0,0,1,1,33.927,34.27734901,1,1,0,0,0,,,,,
signal_fix_9,NODE_9634,smart_avg,C08_n2_Chungjungno1ga_17m,smart_avg,1403.714133,600,0,0.1,4,6000,297,5,5,5,0,0,0,0,34.30933333,99.83,1,9,3480,3479.966667,1.000009581,0.999990421,16571.9,855.9,3466.9,,,,0.575085918,0,0,366.3,7.025584181,99.01672908,34.67630728,23.68142077,321.9,3466.9,173,1,5,5,0,0,5,100,35.71428571,0,0,0,1,1,34.30933333,34.67630728,1,1,0,1,5,,,,,
