crosswalk_id,source_bucket,final_candidate_class,nearest_junction_id,nearest_junction_type,selected_for_generation,selected_for_patch,patch_action,patch_status,crossing_present,walkingarea_present,tlLogic_present,tls_id_used,ped_link_indices,ped_phase_states,ped_has_green,ped_has_red,traci_ok,traci_error,traci_controlled_links_count,traci_ped_link_indices,recovery_outcome,recovered
LINK_209761,MANUAL_REVIEW_TLS_RETRY_BATCH,FINAL_MANUAL_REVIEW,3849142978,priority,True,False,AUDIT_ONLY_MANUAL_REVIEW,nan,True,True,True,3849142978,[9],"[{""linkIndex"": 9, ""phase_states"": [""G"", ""r"", ""r"", ""r"", ""r"", ""r""], ""has_green"": true, ""has_red"": true}]",True,True,True,,12,"[9, 10, 11]",PHASE6_READY_CONFIRMED,True
LINK_236544,MANUAL_REVIEW_TLS_RETRY_BATCH,FINAL_MANUAL_REVIEW,2135148748,priority,True,False,AUDIT_ONLY_MANUAL_REVIEW,nan,True,True,True,2135148748,[],[],False,False,True,,11,[10],TLS_CREATION_CANDIDATE_REMAINING,False
NODE_8236,MANUAL_REVIEW_TLS_RETRY_BATCH,FINAL_MANUAL_REVIEW,8496719949,priority,True,False,AUDIT_ONLY_MANUAL_REVIEW,nan,True,True,True,8496719949,[2],"[{""linkIndex"": 2, ""phase_states"": [""r"", ""r"", ""r""], ""has_green"": false, ""has_red"": true}]",False,True,True,,3,[2],RED_ONLY_PHASE_FIX_NEEDED,False
LINK_216150,MANUAL_REVIEW_TLS_RETRY_BATCH,FINAL_MANUAL_REVIEW,8496719949,priority,True,False,AUDIT_ONLY_MANUAL_REVIEW,nan,True,True,True,8496719949,[2],"[{""linkIndex"": 2, ""phase_states"": [""r"", ""r"", ""r""], ""has_green"": false, ""has_red"": true}]",False,True,True,,3,[2],RED_ONLY_PHASE_FIX_NEEDED,False
LINK_168284,MANUAL_REVIEW_TLS_RETRY_BATCH,FINAL_MANUAL_REVIEW,8496719949,priority,True,False,AUDIT_ONLY_MANUAL_REVIEW,nan,True,True,True,8496719949,[2],"[{""linkIndex"": 2, ""phase_states"": [""r"", ""r"", ""r""], ""has_green"": false, ""has_red"": true}]",False,True,True,,3,[2],RED_ONLY_PHASE_FIX_NEEDED,False
NODE_8786,MANUAL_REVIEW_TLS_RETRY_BATCH,FINAL_MANUAL_REVIEW,8496719939,priority,True,False,AUDIT_ONLY_MANUAL_REVIEW,nan,True,True,True,8496719939,[2],"[{""linkIndex"": 2, ""phase_states"": [""r"", ""r"", ""r""], ""has_green"": false, ""has_red"": true}]",False,True,True,,3,[2],RED_ONLY_PHASE_FIX_NEEDED,False
NODE_8233,MANUAL_REVIEW_TLS_RETRY_BATCH,FINAL_MANUAL_REVIEW,8496719949,priority,True,False,AUDIT_ONLY_MANUAL_REVIEW,nan,True,True,True,8496719949,[2],"[{""linkIndex"": 2, ""phase_states"": [""r"", ""r"", ""r""], ""has_green"": false, ""has_red"": true}]",False,True,True,,3,[2],RED_ONLY_PHASE_FIX_NEEDED,False
NODE_9115,MANUAL_REVIEW_TLS_RETRY_BATCH,FINAL_MANUAL_REVIEW,8568155160,priority,True,False,AUDIT_ONLY_MANUAL_REVIEW,nan,True,True,True,8568155160,[2],"[{""linkIndex"": 2, ""phase_states"": [""r"", ""r"", ""r""], ""has_green"": false, ""has_red"": true}]",False,True,True,,3,[2],RED_ONLY_PHASE_FIX_NEEDED,False
LINK_64827,MANUAL_REVIEW_TLS_RETRY_BATCH,FINAL_MANUAL_REVIEW,9040767533,priority,True,False,AUDIT_ONLY_MANUAL_REVIEW,nan,True,True,True,9040767533,[5],"[{""linkIndex"": 5, ""phase_states"": [""r"", ""r"", ""r""], ""has_green"": false, ""has_red"": true}]",False,True,True,,6,[5],RED_ONLY_PHASE_FIX_NEEDED,False
NODE_8234,MANUAL_REVIEW_TLS_RETRY_BATCH,FINAL_MANUAL_REVIEW,8496719949,priority,True,False,AUDIT_ONLY_MANUAL_REVIEW,nan,True,True,True,8496719949,[2],"[{""linkIndex"": 2, ""phase_states"": [""r"", ""r"", ""r""], ""has_green"": false, ""has_red"": true}]",False,True,True,,3,[2],RED_ONLY_PHASE_FIX_NEEDED,False
LINK_177144,MANUAL_REVIEW_TLS_RETRY_BATCH,FINAL_MANUAL_REVIEW,436835636,priority,True,False,AUDIT_ONLY_MANUAL_REVIEW,nan,True,True,True,436835636,[7],"[{""linkIndex"": 7, ""phase_states"": [""r"", ""r"", ""G"", ""r"", ""r""], ""has_green"": true, ""has_red"": true}]",True,True,True,,8,[7],PHASE6_READY_CONFIRMED,True
LINK_229603,MANUAL_REVIEW_TLS_RETRY_BATCH,FINAL_MANUAL_REVIEW,5157009757,priority,True,False,AUDIT_ONLY_MANUAL_REVIEW,nan,True,True,True,5157009757,[9],"[{""linkIndex"": 9, ""phase_states"": [""G"", ""r"", ""r"", ""r"", ""r""], ""has_green"": true, ""has_red"": true}]",True,True,True,,10,[9],PHASE6_READY_CONFIRMED,True
LINK_131058,MANUAL_REVIEW_TLS_RETRY_BATCH,FINAL_MANUAL_REVIEW,2135148748,priority,True,False,AUDIT_ONLY_MANUAL_REVIEW,nan,True,True,True,2135148748,[],[],False,False,True,,11,[10],TLS_CREATION_CANDIDATE_REMAINING,False
NODE_5657,MANUAL_REVIEW_TLS_RETRY_BATCH,FINAL_MANUAL_REVIEW,436835632,priority,True,False,AUDIT_ONLY_MANUAL_REVIEW,nan,True,True,True,436835632,[10],"[{""linkIndex"": 10, ""phase_states"": [""r"", ""r"", ""r"", ""G"", ""r"", ""r""], ""has_green"": true, ""has_red"": true}]",True,True,True,,12,"[9, 10, 11]",PHASE6_READY_CONFIRMED,True
NODE_10173,MANUAL_REVIEW_TLS_RETRY_BATCH,FINAL_MANUAL_REVIEW,8496719942,priority,True,False,AUDIT_ONLY_MANUAL_REVIEW,nan,True,True,True,8496719942,[2],"[{""linkIndex"": 2, ""phase_states"": [""r"", ""r"", ""r""], ""has_green"": false, ""has_red"": true}]",False,True,True,,3,[2],RED_ONLY_PHASE_FIX_NEEDED,False
LINK_211162,MANUAL_REVIEW_TLS_RETRY_BATCH,FINAL_MANUAL_REVIEW,436839429,priority,True,False,AUDIT_ONLY_MANUAL_REVIEW,nan,True,True,True,436839429,[9],"[{""linkIndex"": 9, ""phase_states"": [""G"", ""r"", ""r"", ""r"", ""r""], ""has_green"": true, ""has_red"": true}]",True,True,True,,10,[9],PHASE6_READY_CONFIRMED,True
LINK_164865,MANUAL_REVIEW_TLS_RETRY_BATCH,FINAL_MANUAL_REVIEW,2135148748,priority,True,False,AUDIT_ONLY_MANUAL_REVIEW,nan,True,True,True,2135148748,[],[],False,False,True,,11,[10],TLS_CREATION_CANDIDATE_REMAINING,False
NODE_8232,MANUAL_REVIEW_TLS_RETRY_BATCH,FINAL_MANUAL_REVIEW,8496719949,priority,True,False,AUDIT_ONLY_MANUAL_REVIEW,nan,True,True,True,8496719949,[2],"[{""linkIndex"": 2, ""phase_states"": [""r"", ""r"", ""r""], ""has_green"": false, ""has_red"": true}]",False,True,True,,3,[2],RED_ONLY_PHASE_FIX_NEEDED,False
NODE_9103,MANUAL_REVIEW_TLS_RETRY_BATCH,FINAL_MANUAL_REVIEW,8568155160,priority,True,False,AUDIT_ONLY_MANUAL_REVIEW,nan,True,True,True,8568155160,[2],"[{""linkIndex"": 2, ""phase_states"": [""r"", ""r"", ""r""], ""has_green"": false, ""has_red"": true}]",False,True,True,,3,[2],RED_ONLY_PHASE_FIX_NEEDED,False
NODE_5658,MANUAL_REVIEW_TLS_RETRY_BATCH,FINAL_MANUAL_REVIEW,436835632,priority,True,False,AUDIT_ONLY_MANUAL_REVIEW,nan,True,True,True,436835632,[9],"[{""linkIndex"": 9, ""phase_states"": [""G"", ""r"", ""r"", ""r"", ""r"", ""r""], ""has_green"": true, ""has_red"": true}]",True,True,True,,12,"[9, 10, 11]",PHASE6_READY_CONFIRMED,True
NODE_8722,MANUAL_REVIEW_TLS_RETRY_BATCH,FINAL_MANUAL_REVIEW,8496719932,priority,True,False,AUDIT_ONLY_MANUAL_REVIEW,nan,True,True,True,8496719932,[2],"[{""linkIndex"": 2, ""phase_states"": [""r"", ""r"", ""r""], ""has_green"": false, ""has_red"": true}]",False,True,True,,3,[2],RED_ONLY_PHASE_FIX_NEEDED,False
LINK_28733,MANUAL_REVIEW_TLS_RETRY_BATCH,FINAL_MANUAL_REVIEW,2135148748,priority,True,False,AUDIT_ONLY_MANUAL_REVIEW,nan,True,True,True,2135148748,[],[],False,False,True,,11,[10],TLS_CREATION_CANDIDATE_REMAINING,False
NODE_7652,MANUAL_REVIEW_TLS_RETRY_BATCH,FINAL_MANUAL_REVIEW,2135148748,priority,True,False,AUDIT_ONLY_MANUAL_REVIEW,nan,True,True,True,2135148748,[],[],False,False,True,,11,[10],TLS_CREATION_CANDIDATE_REMAINING,False
NODE_8241,MANUAL_REVIEW_TLS_RETRY_BATCH,FINAL_MANUAL_REVIEW,8496719949,priority,True,False,AUDIT_ONLY_MANUAL_REVIEW,nan,True,True,True,8496719949,[2],"[{""linkIndex"": 2, ""phase_states"": [""r"", ""r"", ""r""], ""has_green"": false, ""has_red"": true}]",False,True,True,,3,[2],RED_ONLY_PHASE_FIX_NEEDED,False
NODE_74238,MANUAL_REVIEW_TLS_RETRY_BATCH,FINAL_MANUAL_REVIEW,2135148748,priority,True,False,AUDIT_ONLY_MANUAL_REVIEW,nan,True,True,True,2135148748,[],[],False,False,True,,11,[10],TLS_CREATION_CANDIDATE_REMAINING,False
NODE_6496,MANUAL_REVIEW_TLS_RETRY_BATCH,FINAL_MANUAL_REVIEW,2420018318,priority,True,False,AUDIT_ONLY_MANUAL_REVIEW,nan,True,True,True,2420018318,[9],"[{""linkIndex"": 9, ""phase_states"": [""r"", ""r"", ""r"", ""G"", ""r"", ""r""], ""has_green"": true, ""has_red"": true}]",True,True,True,,11,"[9, 10]",PHASE6_READY_CONFIRMED,True
NODE_6951,MANUAL_REVIEW_TLS_RETRY_BATCH,FINAL_MANUAL_REVIEW,9385084752,priority,True,False,AUDIT_ONLY_MANUAL_REVIEW,nan,True,True,True,9385084752,[],[],False,False,True,,3,[2],TLS_CREATION_CANDIDATE_REMAINING,False
LINK_110719,MANUAL_REVIEW_TLS_RETRY_BATCH,FINAL_MANUAL_REVIEW,436839896,priority,True,False,AUDIT_ONLY_MANUAL_REVIEW,nan,True,True,True,436839896,[],[],False,False,True,,11,[10],TLS_CREATION_CANDIDATE_REMAINING,False
NODE_8061,MANUAL_REVIEW_TLS_RETRY_BATCH,FINAL_MANUAL_REVIEW,3849757279,priority,True,False,AUDIT_ONLY_MANUAL_REVIEW,nan,True,True,True,3849757279,[9],"[{""linkIndex"": 9, ""phase_states"": [""r"", ""r"", ""G"", ""r"", ""r""], ""has_green"": true, ""has_red"": true}]",True,True,True,,10,[9],PHASE6_READY_CONFIRMED,True
NODE_125905,MANUAL_REVIEW_TLS_RETRY_BATCH,FINAL_MANUAL_REVIEW,3849142978,priority,True,False,AUDIT_ONLY_MANUAL_REVIEW,nan,True,True,True,3849142978,[10],"[{""linkIndex"": 10, ""phase_states"": [""r"", ""r"", ""r"", ""G"", ""r"", ""r""], ""has_green"": true, ""has_red"": true}]",True,True,True,,12,"[9, 10, 11]",PHASE6_READY_CONFIRMED,True
LINK_190777,MANUAL_REVIEW_TLS_RETRY_BATCH,FINAL_MANUAL_REVIEW,2135148748,priority,True,False,AUDIT_ONLY_MANUAL_REVIEW,nan,True,True,True,2135148748,[],[],False,False,True,,11,[10],TLS_CREATION_CANDIDATE_REMAINING,False
NODE_7650,MANUAL_REVIEW_TLS_RETRY_BATCH,FINAL_MANUAL_REVIEW,2135148748,priority,True,False,AUDIT_ONLY_MANUAL_REVIEW,nan,True,True,True,2135148748,[],[],False,False,True,,11,[10],TLS_CREATION_CANDIDATE_REMAINING,False
NODE_8438,MANUAL_REVIEW_TLS_RETRY_BATCH,FINAL_MANUAL_REVIEW,3849142978,priority,True,False,AUDIT_ONLY_MANUAL_REVIEW,nan,True,True,True,3849142978,[9],"[{""linkIndex"": 9, ""phase_states"": [""G"", ""r"", ""r"", ""r"", ""r"", ""r""], ""has_green"": true, ""has_red"": true}]",True,True,True,,12,"[9, 10, 11]",PHASE6_READY_CONFIRMED,True
NODE_6952,MANUAL_REVIEW_TLS_RETRY_BATCH,FINAL_MANUAL_REVIEW,436839429,priority,True,False,AUDIT_ONLY_MANUAL_REVIEW,nan,True,True,True,436839429,[9],"[{""linkIndex"": 9, ""phase_states"": [""G"", ""r"", ""r"", ""r"", ""r""], ""has_green"": true, ""has_red"": true}]",True,True,True,,10,[9],PHASE6_READY_CONFIRMED,True
NODE_7651,MANUAL_REVIEW_TLS_RETRY_BATCH,FINAL_MANUAL_REVIEW,2135148748,priority,True,False,AUDIT_ONLY_MANUAL_REVIEW,nan,True,True,True,2135148748,[],[],False,False,True,,11,[10],TLS_CREATION_CANDIDATE_REMAINING,False
NODE_9636,MANUAL_REVIEW_TLS_RETRY_BATCH,FINAL_MANUAL_REVIEW,436835636,priority,True,False,AUDIT_ONLY_MANUAL_REVIEW,nan,True,True,True,436835636,[7],"[{""linkIndex"": 7, ""phase_states"": [""r"", ""r"", ""G"", ""r"", ""r""], ""has_green"": true, ""has_red"": true}]",True,True,True,,8,[7],PHASE6_READY_CONFIRMED,True
LINK_277588,MANUAL_REVIEW_TLS_RETRY_BATCH,FINAL_MANUAL_REVIEW,436839896,priority,True,False,AUDIT_ONLY_MANUAL_REVIEW,nan,True,True,True,436839896,[],[],False,False,True,,11,[10],TLS_CREATION_CANDIDATE_REMAINING,False
LINK_200788,MANUAL_REVIEW_TLS_RETRY_BATCH,FINAL_MANUAL_REVIEW,2135148748,priority,True,False,AUDIT_ONLY_MANUAL_REVIEW,nan,True,True,True,2135148748,[],[],False,False,True,,11,[10],TLS_CREATION_CANDIDATE_REMAINING,False
NODE_8452,MANUAL_REVIEW_TLS_RETRY_BATCH,FINAL_MANUAL_REVIEW,3846603653,priority,True,False,AUDIT_ONLY_MANUAL_REVIEW,nan,True,True,True,3846603653,[2],"[{""linkIndex"": 2, ""phase_states"": [""r"", ""r"", ""r""], ""has_green"": false, ""has_red"": true}]",False,True,True,,3,[2],RED_ONLY_PHASE_FIX_NEEDED,False
NODE_9824,MANUAL_REVIEW_TLS_RETRY_BATCH,FINAL_MANUAL_REVIEW,3269822966,priority,True,False,AUDIT_ONLY_MANUAL_REVIEW,nan,True,True,True,3269822966,[],[],False,False,True,,8,[7],TLS_CREATION_CANDIDATE_REMAINING,False
NODE_214526,MANUAL_REVIEW_TLS_RETRY_BATCH,FINAL_MANUAL_REVIEW,4203029492,priority,True,False,AUDIT_ONLY_MANUAL_REVIEW,nan,True,True,True,4203029492,[],[],False,False,True,,3,[2],TLS_CREATION_CANDIDATE_REMAINING,False
LINK_135150,MANUAL_REVIEW_TLS_RETRY_BATCH,FINAL_MANUAL_REVIEW,3269822966,priority,True,False,AUDIT_ONLY_MANUAL_REVIEW,nan,True,True,True,3269822966,[],[],False,False,True,,8,[7],TLS_CREATION_CANDIDATE_REMAINING,False
NODE_5930,MANUAL_REVIEW_TLS_RETRY_BATCH,FINAL_MANUAL_REVIEW,11199667180,priority,True,False,AUDIT_ONLY_MANUAL_REVIEW,nan,True,True,True,11199667180,[],[],False,False,True,,2,[1],TLS_CREATION_CANDIDATE_REMAINING,False
LINK_93982,MANUAL_REVIEW_TLS_RETRY_BATCH,FINAL_MANUAL_REVIEW,11199667180,priority,True,False,AUDIT_ONLY_MANUAL_REVIEW,nan,True,True,True,11199667180,[],[],False,False,True,,2,[1],TLS_CREATION_CANDIDATE_REMAINING,False
NODE_5966,MANUAL_REVIEW_TLS_RETRY_BATCH,FINAL_MANUAL_REVIEW,11199667180,priority,True,False,AUDIT_ONLY_MANUAL_REVIEW,nan,True,True,True,11199667180,[],[],False,False,True,,2,[1],TLS_CREATION_CANDIDATE_REMAINING,False
