crosswalk_id,scenario,seed,tls_id,ped_link_index,crossing_edge_id,route_from_edge,route_to_edge,route_reason,source_file,batch_network_file,final_verdict,step_test_ok,controlled_links_count,crossing_inventory_used
NODE_10060,baseline,1,11203052964,11,:11203052964_c0,1209133881#0,-781985788#0,from_nearest_road_edge_to_other_incident_edge,remaining_p1_signal_fix_candidate_table.csv,/Users/junlee/Desktop/2026-1/js/result/phase_next_remaining22_p1_signal_fix_20260516_010953/remaining_p1_signal_fix_net_v1.net.xml,CANDIDATE_TABLE_READY_PENDING_SEED1_SMOKE,True,,False
NODE_122781,baseline,1,11203041635,4,:11203041635_c0,345046979#5,-345046979#5,from_nearest_road_edge_to_other_incident_edge,remaining_p1_signal_fix_candidate_table.csv,/Users/junlee/Desktop/2026-1/js/result/phase_next_remaining22_p1_signal_fix_20260516_010953/remaining_p1_signal_fix_net_v1.net.xml,CANDIDATE_TABLE_READY_PENDING_SEED1_SMOKE,True,,False
NODE_14937,baseline,1,11139418723,2,:11139418723_c0,1201492610#1,183272312#3,from_nearest_road_edge_to_other_incident_edge,remaining_p1_signal_fix_candidate_table.csv,/Users/junlee/Desktop/2026-1/js/result/phase_next_remaining22_p1_signal_fix_20260516_010953/remaining_p1_signal_fix_net_v1.net.xml,CANDIDATE_TABLE_READY_PENDING_SEED1_SMOKE,True,,False
NODE_5647,baseline,1,10974501473,4,:10974501473_c0,1461316096#1,333969025#1,from_nearest_road_edge_to_other_incident_edge,remaining_p1_signal_fix_candidate_table.csv,/Users/junlee/Desktop/2026-1/js/result/phase_next_remaining22_p1_signal_fix_20260516_010953/remaining_p1_signal_fix_net_v1.net.xml,CANDIDATE_TABLE_READY_PENDING_SEED1_SMOKE,True,,False
NODE_6342,baseline,1,11203041633,9,:11203041633_c0,-1499619438#1,1499619438#1,from_nearest_road_edge_to_other_incident_edge,remaining_p1_signal_fix_candidate_table.csv,/Users/junlee/Desktop/2026-1/js/result/phase_next_remaining22_p1_signal_fix_20260516_010953/remaining_p1_signal_fix_net_v1.net.xml,CANDIDATE_TABLE_READY_PENDING_SEED1_SMOKE,True,,False
