crosswalk_id,scenario,seed,tls_id,ped_link_index,crossing_edge_id,route_from_edge,route_to_edge,route_reason,source_file,batch_network_file,final_verdict,step_test_ok,controlled_links_count,crossing_inventory_used
LINK_212169,smart,1,11449716078,5,:11449716078_c0,1233842659,-1233842659,from_nearest_road_edge_to_other_incident_edge,generated_signal_candidate_table.csv,/Users/junlee/Desktop/2026-1/js/result/phase_next_top50_max_installation_recovery_20260516_002620/generated_signal_net_v1.net.xml,CANDIDATE_TABLE_READY_PENDING_SEED1_SMOKE,True,,False
NODE_8452,smart,1,3846603653,2,:3846603653_c0,381458592#4,-381458592#4,from_nearest_road_edge_to_other_incident_edge,generated_signal_candidate_table.csv,/Users/junlee/Desktop/2026-1/js/result/phase_next_top50_max_installation_recovery_20260516_002620/generated_signal_net_v1.net.xml,CANDIDATE_TABLE_READY_PENDING_SEED1_SMOKE,True,,False
NODE_6082,smart,1,11449716078,5,:11449716078_c0,1233842659,-1233842659,from_nearest_road_edge_to_other_incident_edge,generated_signal_candidate_table.csv,/Users/junlee/Desktop/2026-1/js/result/phase_next_top50_max_installation_recovery_20260516_002620/generated_signal_net_v1.net.xml,CANDIDATE_TABLE_READY_PENDING_SEED1_SMOKE,True,,False
NODE_6123,smart,1,7300992884,5,:7300992884_c0,955312948,-955312948,from_nearest_road_edge_to_other_incident_edge,generated_signal_candidate_table.csv,/Users/junlee/Desktop/2026-1/js/result/phase_next_top50_max_installation_recovery_20260516_002620/generated_signal_net_v1.net.xml,CANDIDATE_TABLE_READY_PENDING_SEED1_SMOKE,True,,False
NODE_8426,smart,1,3849142980,16,:3849142980_c0,920025287#2,920025287#3,from_nearest_road_edge_to_other_incident_edge,generated_signal_candidate_table.csv,/Users/junlee/Desktop/2026-1/js/result/phase_next_top50_max_installation_recovery_20260516_002620/generated_signal_net_v1.net.xml,CANDIDATE_TABLE_READY_PENDING_SEED1_SMOKE,True,,False
NODE_74388,smart,1,436883130,16,:436883130_c0,1206220504#1,-516163750#1,from_nearest_road_edge_to_other_incident_edge,generated_signal_candidate_table.csv,/Users/junlee/Desktop/2026-1/js/result/phase_next_top50_max_installation_recovery_20260516_002620/generated_signal_net_v1.net.xml,CANDIDATE_TABLE_READY_PENDING_SEED1_SMOKE,True,,False
NODE_10273,smart,1,3846533030,12,:3846533030_c1,-381452118#0,381452118#0,from_nearest_road_edge_to_other_incident_edge,generated_signal_candidate_table.csv,/Users/junlee/Desktop/2026-1/js/result/phase_next_top50_max_installation_recovery_20260516_002620/generated_signal_net_v1.net.xml,CANDIDATE_TABLE_READY_PENDING_SEED1_SMOKE,True,,False
