crosswalk_id,lon,lat,dong_name,admin_dong,lanes,road_rank,max_spd,elderly_ratio,accident_count,crosswalk_length,has_signal,accident_count_50m,accident_count_100m,accident_count_200m,night_accident_ratio,link_count,is_oneway,time_gap_basic,risk_score,is_alive_in_sumo_network,sumo_crosswalk_alive_status,sumo_alive_source,phase6_ready_confirmed
NODE_6213,126.97675373178105,37.55607653713164,남창동,회현동,1.0,104.0,50.0,0.2946596858638743,0,10.438,1,0,0,3,0.0,4.0,0.0,2.609499999999999,0.5121565541570424,,NOT_PROCESSED_OR_UNKNOWN,,False
NODE_6068,126.97629902358985,37.55702755883726,남창동,회현동,1.0,104.0,50.0,0.2946596858638743,0,10.438,1,0,0,0,0.0,2.0,0.0,2.609499999999999,0.5121565541570424,,NOT_PROCESSED_OR_UNKNOWN,,False
NODE_6424,126.98178321984054,37.55473176223238,회현동1가,회현동,1.0,104.0,50.0,0.2946596858638743,0,10.438,1,0,0,0,0.0,3.0,0.0,2.609499999999999,0.5121565541570424,,NOT_PROCESSED_OR_UNKNOWN,,False
NODE_10061,126.98239013544858,37.56027211896297,회현동2가,회현동,1.0,104.0,50.0,0.2946596858638743,0,10.438,1,0,0,1,0.0,4.0,0.0,2.609499999999999,0.5121565541570424,,NOT_PROCESSED_OR_UNKNOWN,,False
LINK_86949,126.97658907140128,37.554977433942256,남대문로5가,회현동,2.0,104.0,50.0,0.2946596858638743,0,19.48,1,3,4,9,0.75,0.0,0.0,4.869999999999997,0.5120366651343476,True,RED_ONLY_PHASE_FIX_NEEDED,red_only_phase_fix_batch01_run/red_only_phase_fix_results.csv|red_only_phase_fix_batch02_run/red_only_phase_fix_results.csv|red_only_phase_fix_35_run/red_only_phase_fix_results.csv|phase6_ready_candidates_total_FINAL_237_integrity_check.csv,False
LINK_19394,126.97601705090035,37.55849880221412,남창동,회현동,2.0,104.0,50.0,0.2946596858638743,0,18.491,1,0,0,0,0.0,0.0,0.0,4.62275,0.5082564865645977,,NOT_PROCESSED_OR_UNKNOWN,,False
LINK_230879,126.97843317994236,37.55875329537805,남창동,회현동,3.0,104.0,50.0,0.2946596858638743,0,26.539,1,0,0,0,0.0,0.0,0.0,6.634749999999997,0.5043672229027618,,NOT_PROCESSED_OR_UNKNOWN,,False
LINK_446,126.9762958824022,37.55317005892769,남대문로5가,회현동,2.0,104.0,50.0,0.2946596858638743,0,15.469,1,11,13,29,0.1538461538461538,0.0,0.0,3.86725,0.4968777767023911,,NOT_PROCESSED_OR_UNKNOWN,,False
LINK_20482,126.9770958743795,37.55502838411081,남대문로5가,회현동,3.0,104.0,50.0,0.2946596858638743,0,24.136,1,2,4,7,0.75,0.0,1.0,6.033999999999999,0.495367690638961,,NOT_PROCESSED_OR_UNKNOWN,,False
LINK_83815,126.9765328514106,37.55414634762921,남대문로5가,회현동,2.0,104.0,50.0,0.2946596858638743,0,14.252,1,1,9,18,0.5555555555555556,0.0,0.0,3.5630000000000006,0.4923676922046681,,NOT_PROCESSED_OR_UNKNOWN,,False
LINK_124840,127.01617169885456,37.56518458916392,신당동,청구동,2.0,104.0,50.0,0.2478468022723108,0,44.645,1,0,0,0,0.0,0.0,0.0,11.161249999999995,0.4884466725046455,,NOT_PROCESSED_OR_UNKNOWN,,False
LINK_224778,126.98901901422389,37.561327686089385,충무로2가,명동,2.0,104.0,50.0,0.2357627618766598,0,51.699,1,0,0,0,0.0,0.0,0.0,12.924749999999989,0.4845575285889278,,NOT_PROCESSED_OR_UNKNOWN,,False
LINK_256826,126.97649165450642,37.55348348994647,남대문로5가,회현동,2.0,104.0,50.0,0.2946596858638743,0,12.109,1,6,13,23,0.2307692307692307,0.0,0.0,3.0272499999999987,0.4845252226678788,,NOT_PROCESSED_OR_UNKNOWN,,False
NODE_6201,126.97721515056688,37.55594160358366,남창동,회현동,4.0,104.0,40.0,0.2946596858638743,0,41.752,1,0,0,4,0.0,3.0,1.0,10.437999999999995,0.4777913852204973,,NOT_PROCESSED_OR_UNKNOWN,,False
NODE_6212,126.97719353022268,37.55614070184521,남창동,회현동,4.0,104.0,40.0,0.2946596858638743,0,41.752,1,0,0,3,0.0,4.0,0.0,10.437999999999995,0.4777913852204973,,NOT_PROCESSED_OR_UNKNOWN,,False
LINK_130571,126.97998662247602,37.55965884070884,회현동1가,회현동,2.0,104.0,50.0,0.2946596858638743,0,9.893,1,0,0,0,0.0,0.0,0.0,2.47325,0.4765469509653904,,NOT_PROCESSED_OR_UNKNOWN,,False
LINK_107613,126.98093374889024,37.55486436310108,회현동1가,회현동,3.0,104.0,50.0,0.2946596858638743,0,18.584,1,0,0,0,0.0,0.0,0.0,4.645999999999997,0.4751840925200434,,NOT_PROCESSED_OR_UNKNOWN,,False
LINK_266939,126.97964042940302,37.55397505153188,남대문로5가,회현동,3.0,104.0,50.0,0.2946596858638743,0,18.516,1,0,0,0,0.0,0.0,0.0,4.628999999999998,0.4749420547110399,,NOT_PROCESSED_OR_UNKNOWN,,False
LINK_8035,126.98753626808131,37.56595952533426,을지로2가,명동,2.0,104.0,50.0,0.2357627618766598,0,45.625,1,0,0,0,0.0,0.0,0.0,11.40625,0.4630000243899778,,MANUAL_REVIEW,geometry_reject_or_manual_hold.csv|phase6_ready_candidates_total_FINAL_237_integrity_check.csv,False
NODE_8426,127.0109558703008,37.55473270878675,신당동,청구동,4.0,104.0,60.0,0.2478468022723108,0,41.752,1,0,0,0,0.0,4.0,0.0,10.437999999999995,0.4611509209525986,,NOT_PROCESSED_OR_UNKNOWN,,False
NODE_8369,127.01163269719552,37.55385956814979,신당동,청구동,4.0,104.0,60.0,0.2478468022723108,0,41.752,1,0,0,0,0.0,4.0,0.0,10.437999999999995,0.4611509209525986,,NOT_PROCESSED_OR_UNKNOWN,,False
LINK_153517,126.97691969839532,37.55773083606243,남창동,회현동,3.0,104.0,50.0,0.2946596858638743,0,14.478,1,0,0,0,0.0,0.0,0.0,3.6195,0.4607881304146144,,NOT_PROCESSED_OR_UNKNOWN,,False
LINK_212169,126.97695710602544,37.55761183964772,남창동,회현동,3.0,104.0,50.0,0.2946596858638743,0,12.75,1,0,0,0,0.0,0.0,0.0,3.1875,0.4548607923180247,,MANUAL_REVIEW,geometry_reject_or_manual_hold.csv|phase6_ready_candidates_total_FINAL_237_integrity_check.csv,False
LINK_239875,126.9826932450142,37.56620087722224,을지로1가,명동,2.0,104.0,50.0,0.2357627618766598,0,42.467,1,0,0,0,0.0,0.0,0.0,10.616749999999996,0.452173517406911,,NOT_PROCESSED_OR_UNKNOWN,,False
NODE_125895,127.01132222274045,37.55370168943821,신당동,청구동,2.0,104.0,60.0,0.2478468022723108,0,20.876,1,0,0,0,0.0,3.0,0.0,5.218999999999998,0.4518158629201378,,MANUAL_REVIEW,geometry_reject_or_manual_hold.csv|phase6_ready_candidates_total_FINAL_237_integrity_check.csv,False
LINK_239754,126.9738134908212,37.55874663985232,남대문로5가,회현동,4.0,104.0,50.0,0.2946596858638743,0,17.543,1,0,0,0,0.0,0.0,0.0,4.385749999999998,0.4405050665091298,False,GEOMETRY_REJECT,geometry_reject_or_manual_hold.csv,False
LINK_140740,126.96922075770152,37.55525519221925,봉래동2가,회현동,3.0,104.0,50.0,0.2946596858638743,0,8.415,1,2,6,34,0.3333333333333333,0.0,0.0,2.10375,0.4403243927932065,,NOT_PROCESSED_OR_UNKNOWN,,False
LINK_249048,126.97406996870374,37.55869644719292,남대문로5가,회현동,5.0,104.0,50.0,0.2946596858638743,0,26.286,1,0,0,0,0.0,0.0,0.0,6.5715,0.4394164491060328,False,GEOMETRY_REJECT,geometry_reject_or_manual_hold.csv,False
LINK_10218,126.9692222948074,37.55532691336708,봉래동2가,회현동,3.0,104.0,50.0,0.2946596858638743,0,7.523,1,2,6,34,0.3333333333333333,0.0,0.0,1.880749999999999,0.4373914054224542,,NOT_PROCESSED_OR_UNKNOWN,,False
LINK_188162,126.9872688607819,37.56614486799846,을지로2가,명동,3.0,104.0,50.0,0.2357627618766598,0,44.993,1,0,0,0,0.0,0.0,0.0,11.24825,0.4305274857435517,False,GEOMETRY_REJECT,geometry_reject_or_manual_hold.csv,False
LINK_274692,127.01064255075258,37.564902975004046,신당동,청구동,1.0,104.0,50.0,0.2478468022723108,0,18.018,1,0,0,0,0.0,0.0,0.0,4.5045,0.4282511954712477,,NOT_PROCESSED_OR_UNKNOWN,,False
LINK_106979,127.01080212929163,37.555071425937925,신당동,청구동,2.0,104.0,50.0,0.2478468022723108,0,26.592,1,0,0,0,0.0,0.0,0.0,6.647999999999996,0.426652282445367,,MANUAL_REVIEW,geometry_reject_or_manual_hold.csv|phase6_ready_candidates_total_FINAL_237_integrity_check.csv,False
LINK_80550,127.0144612530171,37.56142051948271,신당동,청구동,2.0,104.0,50.0,0.2478468022723108,0,26.471,1,0,0,0,0.0,0.0,0.0,6.617749999999997,0.4262656612747504,,MANUAL_REVIEW,geometry_reject_or_manual_hold.csv|phase6_ready_candidates_total_FINAL_237_integrity_check.csv,False
LINK_84563,127.01211270398962,37.557388824606505,신당동,청구동,2.0,104.0,50.0,0.2478468022723108,0,25.469,1,0,0,0,0.0,0.0,0.0,6.367249999999999,0.4230774880537553,,MANUAL_REVIEW,geometry_reject_or_manual_hold.csv|phase6_ready_candidates_total_FINAL_237_integrity_check.csv,False
LINK_165020,127.01282212030353,37.55863098809387,신당동,청구동,2.0,104.0,50.0,0.2478468022723108,0,25.335,1,0,0,0,0.0,0.0,0.0,6.333749999999998,0.4226529371632014,,MANUAL_REVIEW,geometry_reject_or_manual_hold.csv|phase6_ready_candidates_total_FINAL_237_integrity_check.csv,False
LINK_281061,127.0136934354136,37.56012415769992,신당동,청구동,2.0,104.0,50.0,0.2478468022723108,0,25.222,1,0,0,0,0.0,0.0,0.0,6.305499999999999,0.4222952514971633,,NOT_PROCESSED_OR_UNKNOWN,,False
LINK_118297,127.01148790457604,37.55628199566209,신당동,청구동,2.0,104.0,50.0,0.2478468022723108,0,24.99,1,0,0,0,0.0,0.0,0.0,6.247499999999999,0.4215618364468801,,MANUAL_REVIEW,geometry_reject_or_manual_hold.csv|phase6_ready_candidates_total_FINAL_237_integrity_check.csv,False
LINK_274222,127.01539302582236,37.56300978672448,신당동,청구동,2.0,104.0,50.0,0.2478468022723108,0,24.767,1,0,0,0,0.0,0.0,0.0,6.191749999999999,0.4208580734567514,,MANUAL_REVIEW,geometry_reject_or_manual_hold.csv|phase6_ready_candidates_total_FINAL_237_integrity_check.csv,False
LINK_193845,126.98235972707066,37.56626833969588,을지로1가,명동,1.0,104.0,50.0,0.2357627618766598,0,23.711,1,0,0,0,0.0,0.0,0.0,5.92775,0.420531163018772,,NOT_PROCESSED_OR_UNKNOWN,,False
LINK_110312,127.01052178159874,37.55453593424879,신당동,청구동,2.0,104.0,50.0,0.2478468022723108,0,24.65,1,0,0,0,0.0,0.0,0.0,6.162499999999998,0.4204893046149851,,MANUAL_REVIEW,geometry_reject_or_manual_hold.csv|phase6_ready_candidates_total_FINAL_237_integrity_check.csv,False
NODE_57526,126.97872480246116,37.553707573973824,남대문로5가,회현동,1.0,104.0,30.0,0.2946596858638743,0,10.438,1,0,0,4,0.0,4.0,0.0,2.609499999999999,0.4192075329137547,,NOT_PROCESSED_OR_UNKNOWN,,False
