crosswalk_id,lon,lat,dong_name,admin_dong,lanes,road_rank,max_spd,elderly_ratio,accident_count,crosswalk_length,has_signal,accident_count_50m,accident_count_100m,accident_count_200m,night_accident_ratio,link_count,is_oneway,time_gap_basic,risk_score,source_crosswalk_id,canonical_crosswalk_id,is_restored_in_sumo_network,sumo_restored_source,crossing_present,walkingarea_present,tlLogic_present,ped_link_indices,ped_has_green,ped_has_red,traci_status,route_smoke_status,final_verdict,runtime_status,registry_crosswalk_id,sumo_restored_level,phase6_ready_confirmed
NODE_6137,126.9761004,37.55854917,¨ì°½,__,2,104,50,0.294659686,0,20.876,1,0,0,0,0,2,0,5.219,14.62633179,NODE_6137,6137,FALSE,NOT_IN_FINAL_237,,,,,,,,,,,,NOT_IN_RESTORED_237,FALSE
NODE_6084,126.9765407,37.55703425,¨ì°½,__,2,104,50,0.294659686,0,20.876,1,0,0,0,0,2,0,5.219,14.62633179,NODE_6084,6084,FALSE,NOT_IN_FINAL_237,,,,,,,,,,,,NOT_IN_RESTORED_237,FALSE
LINK_3009,127.0108013,37.55460971,__,ì²µ¬,4,104,50,0.247846802,0,38.615,1,0,0,0,0,0,0,9.65375,14.62512074,LINK_3009,3009,FALSE,NOT_IN_FINAL_237,,,,,,,,,,,,NOT_IN_RESTORED_237,FALSE
LINK_178464,127.0105276,37.55497877,__,ì²µ¬,4,104,50,0.247846802,0,40.033,1,0,0,0,0,0,0,10.00825,14.56482672,LINK_178464,178464,FALSE,NOT_IN_FINAL_237,,,,,,,,,,,,NOT_IN_RESTORED_237,FALSE
LINK_256826,126.9764917,37.55348349,¨ëë¬¸ë_5ê°,__,2,104,50,0.294659686,0,12.109,1,6,13,23,0.230769231,0,0,3.02725,14.54857098,LINK_256826,256826,TRUE,phase6_ready_candidates_total_FINAL_237.csv,TRUE,TRUE,TRUE,[11],TRUE,TRUE,,,,,LINK_256826,RESTORED_SIGNAL_STRUCTURE_OK,FALSE
LINK_268226,126.967174,37.56588361,ì¶©ì_ë¡1ê°,_³µ,1,103,50,0.097727273,0,17.065,1,3,61,117,0.524590164,0,0,4.26625,14.54339173,LINK_268226,268226,FALSE,NOT_IN_FINAL_237,,,,,,,,,,,,NOT_IN_RESTORED_237,FALSE
NODE_9494,127.0219406,37.5653791,__,ì²µ¬,3,104,50,0.247846802,0,31.314,1,0,0,10,0,3,0,7.8285,14.47678565,NODE_9494,9494,FALSE,NOT_IN_FINAL_237,,,,,,,,,,,,NOT_IN_RESTORED_237,FALSE
NODE_126178,127.0124969,37.56481349,__,ì²µ¬,3,104,50,0.247846802,0,31.314,1,0,0,0,0,3,0,7.8285,14.47678565,NODE_126178,126178,FALSE,NOT_IN_FINAL_237,,,,,,,,,,,,NOT_IN_RESTORED_237,FALSE
NODE_9115,127.0195968,37.5655666,__,ì²µ¬,3,104,50,0.247846802,0,31.314,1,0,0,0,0,3,0,7.8285,14.47678565,NODE_9115,9115,TRUE,phase6_ready_candidates_total_FINAL_237.csv,TRUE,TRUE,TRUE,[2],TRUE,TRUE,,,,,NODE_9115,RESTORED_SIGNAL_STRUCTURE_OK,FALSE
NODE_9103,127.0197779,37.56556657,__,ì²µ¬,3,104,50,0.247846802,0,31.314,1,0,0,0,0,3,0,7.8285,14.47678565,NODE_9103,9103,TRUE,phase6_ready_candidates_total_FINAL_237.csv,TRUE,TRUE,TRUE,[2],TRUE,TRUE,,,,,NODE_9103,RESTORED_SIGNAL_STRUCTURE_OK,FALSE
NODE_8086,127.0108438,37.56466037,__,ì²µ¬,3,104,50,0.247846802,0,31.314,1,0,0,0,0,3,0,7.8285,14.47678565,NODE_8086,8086,FALSE,NOT_IN_FINAL_237,,,,,,,,,,,,NOT_IN_RESTORED_237,FALSE
NODE_8083,127.0108783,37.56518673,__,ì²µ¬,3,104,50,0.247846802,0,31.314,1,0,0,0,0,3,0,7.8285,14.47678565,NODE_8083,8083,FALSE,NOT_IN_FINAL_237,,,,,,,,,,,,NOT_IN_RESTORED_237,FALSE
LINK_83815,126.9765329,37.55414635,¨ëë¬¸ë_5ê°,__,2,104,50,0.294659686,0,14.252,1,1,9,18,0.555555556,0,0,3.563,14.45802214,LINK_83815,83815,TRUE,phase6_ready_candidates_total_FINAL_237.csv,TRUE,TRUE,TRUE,[11],TRUE,TRUE,,,,,LINK_83815,RESTORED_SIGNAL_STRUCTURE_OK,FALSE
LINK_117132,126.9822811,37.56043488,__2ê°,__,3,104,50,0.294659686,0,41.277,1,0,0,1,0,0,0,10.31925,14.44413846,LINK_117132,117132,FALSE,NOT_IN_FINAL_237,,,,,,,,,,,,NOT_IN_RESTORED_237,FALSE
NODE_6471,126.9878021,37.56633831,_ë¡2ê°,ëª__,3,104,50,0.235762762,0,31.314,1,0,0,0,0,4,0,7.8285,14.42725141,NODE_6471,6471,FALSE,NOT_IN_FINAL_237,,,,,,,,,,,,NOT_IN_RESTORED_237,FALSE
NODE_23050,126.9896091,37.56610331,_ë¡2ê°,ëª__,3,104,50,0.235762762,0,31.314,1,0,0,0,0,4,0,7.8285,14.42725141,NODE_23050,23050,FALSE,NOT_IN_FINAL_237,,,,,,,,,,,,NOT_IN_RESTORED_237,FALSE
NODE_6453,126.9876213,37.56479811,1ê°,ëª__,3,104,50,0.235762762,0,31.314,1,0,0,0,0,4,0,7.8285,14.42725141,NODE_6453,6453,FALSE,NOT_IN_FINAL_237,,,,,,,,,,,,NOT_IN_RESTORED_237,FALSE
NODE_23068,126.9895746,37.56634818,_ë¡2ê°,ëª__,3,104,50,0.235762762,0,31.314,1,0,0,0,0,4,0,7.8285,14.42725141,NODE_23068,23068,TRUE,phase6_ready_candidates_total_FINAL_237.csv,TRUE,TRUE,TRUE,[11],TRUE,TRUE,,,,,NODE_23068,RESTORED_SIGNAL_STRUCTURE_OK,FALSE
NODE_9699,126.9878163,37.56787443,¥ê_,ëª__,3,104,50,0.235762762,0,31.314,1,4,21,65,0.80952381,4,0,7.8285,14.42725141,NODE_9699,9699,FALSE,NOT_IN_FINAL_237,,,,,,,,,,,,NOT_IN_RESTORED_237,FALSE
NODE_6473,126.9872588,37.5663474,_ë¡2ê°,ëª__,3,104,50,0.235762762,0,31.314,1,0,0,1,0,4,0,7.8285,14.42725141,NODE_6473,6473,FALSE,NOT_IN_FINAL_237,,,,,,,,,,,,NOT_IN_RESTORED_237,FALSE
NODE_6337,126.9818009,37.56040212,ì¶©ë¬´ë¡1ê°,ëª__,3,104,50,0.235762762,0,31.314,1,0,0,1,0,4,0,7.8285,14.42725141,NODE_6337,6337,FALSE,NOT_IN_FINAL_237,,,,,,,,,,,,NOT_IN_RESTORED_237,FALSE
NODE_122543,126.989451,37.5661033,_ë¡2ê°,ëª__,3,104,50,0.235762762,0,31.314,1,0,0,0,0,4,0,7.8285,14.42725141,NODE_122543,122543,FALSE,NOT_IN_FINAL_237,,,,,,,,,,,,NOT_IN_RESTORED_237,FALSE
NODE_6281,126.9824446,37.565869,_ë¡1ê°,ëª__,3,104,50,0.235762762,0,31.314,1,0,0,0,0,4,0,7.8285,14.42725141,NODE_6281,6281,FALSE,NOT_IN_FINAL_237,,,,,,,,,,,,NOT_IN_RESTORED_237,FALSE
