crosswalk_id,lon,lat,dong_name,admin_dong,lanes,road_rank,max_spd,elderly_ratio,accident_count,crosswalk_length,has_signal,accident_count_50m,accident_count_100m,accident_count_200m,night_accident_ratio,link_count,is_oneway,time_gap_basic
NODE_23051,126.98994119005673,37.566119379968576,을지로3가,을지로동,3.0,104,50.0,0.15585960737656157,0,31.314,1,0,0,0,0.0,4.0,0.0,7.828499999999998
NODE_23053,126.98986353275656,37.566355091898004,을지로3가,을지로동,1.0,104,30.0,0.15585960737656157,0,10.438,1,0,0,0,0.0,4.0,0.0,2.609499999999999
NODE_21803,127.01002581993289,37.564526565773065,광희동2가,광희동,3.0,104,50.0,0.18015591778880227,0,31.314,0,0,0,0,0.0,3.0,0.0,7.828499999999998
NODE_21805,127.01033344644652,37.56457459838878,신당동,청구동,1.0,104,30.0,0.2478468022723108,0,10.438,0,0,0,0,0.0,3.0,0.0,2.609499999999999
NODE_57739,126.97872948665886,37.55332153040159,남대문로5가,회현동,1.0,104,30.0,0.29465968586387437,0,10.438,0,0,0,7,0.0,,0.0,2.609499999999999
NODE_57526,126.97872480246116,37.553707573973824,남대문로5가,회현동,1.0,104,30.0,0.29465968586387437,0,10.438,1,0,0,4,0.0,4.0,0.0,2.609499999999999
NODE_119023,126.96767505572235,37.56079907655942,중림동,중림동,3.0,104,50.0,0.1901991313611407,0,31.314,1,0,6,25,0.5,2.0,0.0,7.828499999999998
NODE_179107,126.97302407269653,37.559592074919095,봉래동1가,소공동,1.0,104,50.0,0.09772727272727273,0,10.438,1,0,0,0,0.0,2.0,0.0,2.609499999999999
NODE_179104,126.97293485904264,37.559857524248045,봉래동1가,소공동,1.0,104,30.0,0.09772727272727273,0,10.438,1,0,0,0,0.0,3.0,0.0,2.609499999999999
NODE_163164,127.02336226880406,37.567732004977465,황학동,황학동,2.0,104,50.0,0.1717813302883243,0,20.876,1,3,4,12,0.5,4.0,0.0,5.218999999999998
NODE_176196,126.96390983496026,37.559184570502104,중림동,중림동,1.0,104,30.0,0.1901991313611407,0,10.438,0,13,19,53,0.7368421052631579,4.0,0.0,2.609499999999999
NODE_89,126.9980519155064,37.56880234931408,주교동,을지로동,4.0,104,50.0,0.15585960737656157,0,41.752,1,4,9,21,0.0,4.0,1.0,10.437999999999995
NODE_137,127.01381340491366,37.5680098966872,신당동,청구동,2.0,104,30.0,0.2478468022723108,0,20.876,0,0,0,0,0.0,2.0,0.0,5.218999999999998
