crosswalk_id,lon,lat,dong_name,admin_dong,lanes,road_rank,max_spd,elderly_ratio,accident_count,crosswalk_length,has_signal,accident_count_50m,accident_count_100m,accident_count_200m,night_accident_ratio,link_count,is_oneway,time_gap_basic
153185,127.00913113737275,37.571554310203965,종로6가,종로5·6가동,3.0,103,50.0,0.2035585258750063,1,31.701,1,19,48,147,0.3333333333333333,4.0,0.0,7.925249999999998
147335,126.96894446710385,37.58398018718339,신교동,청운효자동,1.0,104,30.0,0.20798109262794293,0,10.567,0,2,4,25,0.75,2.0,0.0,2.64175
147336,126.96896808447467,37.58407668133112,신교동,청운효자동,1.0,104,30.0,0.20798109262794293,0,10.567,0,2,4,26,0.75,2.0,0.0,2.64175
147339,126.96829749613187,37.58418828793801,신교동,청운효자동,1.0,104,30.0,0.20798109262794293,0,10.567,0,2,2,17,0.5,2.0,0.0,2.64175
147341,126.96827979295747,37.584094148611804,신교동,청운효자동,1.0,104,30.0,0.20798109262794293,0,10.567,0,2,2,18,0.5,2.0,0.0,2.64175
144380,126.99194539028322,37.57033888075137,종로3가,종로1·2·3·4가동,2.0,103,50.0,0.2035585258750063,0,21.134,1,35,70,180,0.6714285714285714,4.0,0.0,5.2835
147365,126.97051484550424,37.58368406597396,효자동,청운효자동,3.0,104,30.0,0.20798109262794293,0,31.701,1,10,17,34,0.4117647058823529,4.0,0.0,7.925249999999998
89745,126.98124878109162,37.56909044681071,서린동,종로1·2·3·4가동,2.0,104,30.0,0.2035585258750063,0,21.134,0,2,5,104,0.4,,0.0,5.2835
165577,126.98880786510156,37.5724490127495,낙원동,종로1·2·3·4가동,1.0,104,30.0,0.2035585258750063,1,10.567,0,32,73,191,0.589041095890411,4.0,0.0,2.64175
165578,126.98864850083507,37.572697928871705,낙원동,종로1·2·3·4가동,1.0,104,30.0,0.2035585258750063,1,10.567,0,31,67,189,0.5522388059701493,3.0,0.0,2.64175
165587,126.98786806404313,37.56833215767018,관철동,종로1·2·3·4가동,2.0,104,30.0,0.2035585258750063,0,21.134,1,19,32,123,0.59375,4.0,0.0,5.2835
165588,126.9901273146116,37.56839015214518,관수동,종로1·2·3·4가동,2.0,104,30.0,0.2035585258750063,0,21.134,0,1,4,51,0.75,3.0,0.0,5.2835
165592,126.97932335826863,37.57034238364353,종로1가,종로1·2·3·4가동,2.0,104,30.0,0.2035585258750063,0,21.134,1,21,39,111,0.6666666666666666,4.0,0.0,5.2835
152894,127.00853316895635,37.572236336171926,종로6가,종로5·6가동,3.0,104,50.0,0.2035585258750063,0,31.701,0,5,23,135,0.30434782608695654,2.0,0.0,7.925249999999998
152893,127.0085677054953,37.57252926518201,종로6가,종로5·6가동,,,,0.2035585258750063,0,,0,1,18,116,0.3333333333333333,2.0,,
