seed,scenario,sim_duration,scenario_name,demand_profile,batch_network_file,net_sha256,generated_vehicle_route_file,vehicle_route_sha256,pedestrian_route_file,pedestrian_route_sha256
13,baseline,600,main_realistic_stress,main_realistic_stress,/Users/iseclient1/sumo-simulation/result/active/nets/p1_p4_recovery_6.net.xml,085024e4034c7e6b6f62a35c8e9556898073f1f47e4a35dce133acdfb7da3f06,/Users/iseclient1/sumo-simulation/outputs/final/debug/work/p1_p4_recovery_6/baseline/seed13/demand_vehicle.rou.xml,fc4f934c0568e9f66ae79cf489018d0c6885d106a3352ec081f009a39a855ca7,/Users/iseclient1/sumo-simulation/outputs/final/debug/work/p1_p4_recovery_6/baseline/seed13/demand_pedestrian.rou.xml,a37fa3245655cc57bb40305aff83e6978b991f39624b4fe79f9d78599d2443b3
13,smart,600,main_realistic_stress,main_realistic_stress,/Users/iseclient1/sumo-simulation/result/active/nets/p1_p4_recovery_6.net.xml,085024e4034c7e6b6f62a35c8e9556898073f1f47e4a35dce133acdfb7da3f06,/Users/iseclient1/sumo-simulation/outputs/final/debug/work/p1_p4_recovery_6/baseline/seed13/demand_vehicle.rou.xml,fc4f934c0568e9f66ae79cf489018d0c6885d106a3352ec081f009a39a855ca7,/Users/iseclient1/sumo-simulation/outputs/final/debug/work/p1_p4_recovery_6/baseline/seed13/demand_pedestrian.rou.xml,a37fa3245655cc57bb40305aff83e6978b991f39624b4fe79f9d78599d2443b3
