run_label,group,crosswalk_id,seed,scenario,elapsed_sec,sim_duration,warmup,step_length,ped_link_index,step_count,ped_crossing_presence_steps,ped_crossing_person_count,pedestrian_crossing_count,expected_ped_repeat_count,pedestrian_clearance_failure_count,unfinished_crossing_count,ped_wait_time_mean,ped_wait_time_max,veh_delay_mean,veh_delay_max,extension_count,generated_vehicle_count,vehicle_route_count,unique_vehicle_route_count,duplicate_factor,unique_vehicle_route_ratio,used_vehicle_edges,network_arrived_vehicles,network_departed_vehicles,network_mean_travel_time,network_mean_time_loss,network_avg_delay_sec,network_vehicle_edge_coverage_ratio,network_teleport_count,network_collision_count,local_500m_vehicle_count,local_500m_mean_speed,local_500m_mean_time_loss,local_500m_avg_delay_sec,local_500m_queue_proxy,local_500m_stop_count,total_vehicle_arrivals,surrounding_lane_count,vehicle_bbox_coverage,pet_event_count,very_risky_crossing_count,risky_crossing_count,safe_crossing_count,low_pet_event_count,low_pet_per_100_crossings,low_pet_per_100_conflict_candidates,pet_min,pet_p10,pet_mean,pet_coverage_ratio,accident_risk_estimate,average_pedestrian_wait_time,pedestrian_waiting_time_mean,pedestrian_waiting_time,pedestrian_waiting_time_max,max_pedestrian_wait_time,veh_avg_delay_sec,avg_vehicle_delay_sec,surrounding_road_delay_sec,vehicle_delay_cost,avg_queue_length,max_queue_length,safety_risk_score,accident_expected_value,elderly_incomplete_crossings,pedestrian_green_extension_count,total_extension_sec
baseline_1,generated_signal_7,NODE_8452,1.0,baseline,1410.174,600.0,0.0,0.1,2.0,6000.0,541.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,28.23,100.0,0.0,7.0,3480.0,3480.0,1.0,1.0,16421.0,872.0,3465.0,,,,0.5731935441771436,0.0,0.0,420.0,6.801181709287743,82.17044127044745,28.483622828784124,25.131147540983605,449.0,3465.0,21.0,1.0,10.0,10.0,0.0,0.0,10.0,200.0,125.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,28.23,,28.483622828784124,,,,2.0,2.0,0.0,0.0,0.0
smart_1,generated_signal_7,NODE_8452,1.0,smart,1386.063,600.0,0.0,0.1,2.0,6000.0,541.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,28.2,100.0,1.0,7.0,3480.0,3480.0,1.0,1.0,16421.0,832.0,3468.0,,,,0.5714099273502414,0.0,0.0,413.0,6.560915674663331,80.96489903632151,28.544370054777847,26.59016393442623,485.0,3468.0,21.0,1.0,10.0,10.0,0.0,0.0,10.0,200.0,125.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,28.2,,28.544370054777847,,,,2.0,2.0,0.0,1.0,5.0
baseline_2,generated_signal_7,NODE_8452,2.0,baseline,1431.913,600.0,0.0,0.1,2.0,6000.0,541.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,21.2,100.0,0.0,7.0,3480.0,3480.0,1.0,1.0,16737.0,785.0,3460.0,,,,0.5711489102536216,0.0,0.0,429.0,8.213974585999285,60.04241484908036,21.527207722559886,19.049180327868857,384.0,3460.0,21.0,1.0,10.0,10.0,0.0,0.0,10.0,200.0,125.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,21.2,,21.527207722559886,,,,2.0,2.0,0.0,0.0,0.0
smart_2,generated_signal_7,NODE_8452,2.0,smart,1421.111,600.0,0.0,0.1,2.0,6000.0,541.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,20.85,87.5,1.0,7.0,3480.0,3480.0,1.0,1.0,16737.0,799.0,3459.0,,,,0.5732370470265803,0.0,0.0,434.0,8.250511392908876,59.55037527226006,21.0984659293614,18.78688524590164,392.0,3459.0,21.0,1.0,10.0,10.0,0.0,0.0,10.0,200.0,125.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,20.85,,21.0984659293614,,,,2.0,2.0,0.0,1.0,5.0
baseline_3,generated_signal_7,NODE_8452,3.0,baseline,1379.371,600.0,0.0,0.1,2.0,6000.0,541.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,25.52,100.0,0.0,7.0,3480.0,3480.0,1.0,1.0,16583.0,931.0,3466.0,,,,0.5842432679340497,0.0,0.0,452.0,7.52972975119116,73.22079783725322,25.64568801521877,22.557377049180328,443.0,3466.0,21.0,1.0,10.0,10.0,0.0,0.0,10.0,200.0,125.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,25.52,,25.64568801521877,,,,2.0,2.0,0.0,0.0,0.0
smart_3,generated_signal_7,NODE_8452,3.0,smart,1361.834,600.0,0.0,0.1,2.0,6000.0,541.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,23.99,91.5,1.0,7.0,3480.0,3480.0,1.0,1.0,16583.0,925.0,3468.0,,,,0.5835907251925001,0.0,0.0,455.0,7.785189467903943,71.19156787814993,24.324884640738297,20.704918032786885,420.0,3468.0,21.0,1.0,10.0,10.0,0.0,0.0,10.0,200.0,125.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,23.99,,24.324884640738297,,,,2.0,2.0,0.0,1.0,5.0
baseline_4,generated_signal_7,NODE_8452,4.0,baseline,1387.807,600.0,0.0,0.1,2.0,6000.0,541.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,27.49,99.9,0.0,7.0,3480.0,3480.0,1.0,1.0,16554.0,874.0,3469.0,,,,0.5757167094444686,0.0,0.0,455.0,6.913287679647289,77.76513100862623,27.450594030715735,26.72131147540984,500.0,3469.0,21.0,1.0,10.0,10.0,0.0,0.0,10.0,200.0,125.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,27.49,,27.450594030715735,,,,2.0,2.0,0.0,0.0,0.0
smart_4,generated_signal_7,NODE_8452,4.0,smart,1409.761,600.0,0.0,0.1,2.0,6000.0,541.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,29.78,100.0,1.0,7.0,3480.0,3480.0,1.0,1.0,16554.0,902.0,3472.0,,,,0.5773263148736242,0.0,0.0,458.0,6.408304382734502,84.09728542714747,30.004736842105263,29.770491803278688,530.0,3472.0,21.0,1.0,10.0,10.0,0.0,0.0,10.0,200.0,125.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,29.78,,30.004736842105263,,,,2.0,2.0,0.0,1.0,5.0
baseline_5,generated_signal_7,NODE_8452,5.0,baseline,1366.209,600.0,0.0,0.1,2.0,6000.0,540.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,23.52,99.9,0.0,7.0,3480.0,3480.0,1.0,1.0,16584.0,887.0,3466.0,,,,0.5785443946578501,0.0,0.0,478.0,7.626086097688814,71.66562391062634,23.683673469387756,22.16393442622951,432.0,3466.0,21.0,1.0,10.0,10.0,0.0,0.0,10.0,200.0,125.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,23.52,,23.683673469387756,,,,2.0,2.0,0.0,0.0,0.0
smart_5,generated_signal_7,NODE_8452,5.0,smart,1390.261,600.0,0.0,0.1,2.0,6000.0,540.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,22.74,100.0,1.0,7.0,3480.0,3480.0,1.0,1.0,16584.0,888.0,3465.0,,,,0.5780658633140471,0.0,0.0,476.0,7.65896230207947,69.43855141699812,22.95407903123008,21.50819672131147,436.0,3465.0,21.0,1.0,10.0,10.0,0.0,0.0,10.0,200.0,125.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,22.74,,22.95407903123008,,,,2.0,2.0,0.0,1.0,5.0
