crosswalk_id,nearest_junction_id,tls_id_used,crossing_id,crossingEdges,crossing_present,walkingarea_present,tlLogic_present,ped_link_indices,ped_phase_states,ped_has_green,ped_has_red,traci_status,traci_error,route_smoke_status,route_smoke_error,final_verdict,runtime_status,runtime_error,idlist_contains_tls,controlled_links_count,controlled_links_nonempty,ped_link_indices_in_range,ped_link_edges_match,current_state,current_state_in_xml,xml_phase_has_green,xml_phase_has_red,step_test_ok,promotion_source,final_candidate_class,nearest_junction_type,selected_for_generation,selected_for_patch,patch_action,patch_status,traci_ok,traci_controlled_links_count,traci_ped_link_indices,final_augmented_class,smart_signal_ready,red_only_phase_fix_needed,tls_creation_candidate,unsignalized_crosswalk,geometry_reject,manual_review,batch_source,batch_status,source_bucket,recovery_outcome,recovered,source_file
LINK_114760,10080348171,10080348171,,,True,True,True,[1],"[{""linkIndex"": 1, ""phase_states"": [""r"", ""r"", ""G""], ""has_green"": true, ""has_red"": true}]",True,True,,,,,,,,,,,,,,,,,,PHASE_FIX,,,,,,,True,2.0,[1],PHASE_FIX_CONFIRMED,,,,,,,,,,,,result/phase_next_recovery_command_plan_20260514_200908/phase6_ready_candidates_total_after_red_only_FIX_SPLIT.csv
LINK_254465,10080348171,10080348171,,,True,True,True,[1],"[{""linkIndex"": 1, ""phase_states"": [""r"", ""r"", ""G""], ""has_green"": true, ""has_red"": true}]",True,True,,,,,,,,,,,,,,,,,,PHASE_FIX,,,,,,,True,2.0,[1],PHASE_FIX_CONFIRMED,,,,,,,,,,,,result/phase_next_recovery_command_plan_20260514_200908/phase6_ready_candidates_total_after_red_only_FIX_SPLIT.csv
LINK_265448,2463610786,2463610786,,,True,True,True,[1],"[{""linkIndex"": 1, ""phase_states"": [""r"", ""r"", ""G""], ""has_green"": true, ""has_red"": true}]",True,True,,,,,,,,,,,,,,,,,,PHASE_FIX,,,,,,,True,2.0,[1],PHASE_FIX_CONFIRMED,,,,,,,,,,,,result/phase_next_recovery_command_plan_20260514_200908/phase6_ready_candidates_total_after_red_only_FIX_SPLIT.csv
LINK_188293,3063260456,3063260456,,,True,True,True,[2],"[{""linkIndex"": 2, ""phase_states"": [""r"", ""r"", ""G""], ""has_green"": true, ""has_red"": true}]",True,True,,,,,,,,,,,,,,,,,,PHASE_FIX,,,,,,,True,3.0,[2],PHASE_FIX_CONFIRMED,,,,,,,,,,,,result/phase_next_recovery_command_plan_20260514_200908/phase6_ready_candidates_total_after_red_only_FIX_SPLIT.csv
LINK_86949,4276316582,4276316582,,,True,True,True,[5],"[{""linkIndex"": 5, ""phase_states"": [""r"", ""r"", ""G""], ""has_green"": true, ""has_red"": true}]",True,True,,,,,,,,,,,,,,,,,,PHASE_FIX,,,,,,,True,6.0,[5],PHASE_FIX_CONFIRMED,,,,,,,,,,,,result/phase_next_recovery_command_plan_20260514_200908/phase6_ready_candidates_total_after_red_only_FIX_SPLIT.csv
LINK_50898,3846601843,3846601843,,,True,True,True,[22],"[{""linkIndex"": 22, ""phase_states"": [""G"", ""r"", ""r"", ""r"", ""r"", ""r"", ""r"", ""r"", ""r"", ""r"", ""r""], ""has_green"": true, ""has_red"": true}]",True,True,,,,,,,,,,,,,,,,,,MANUAL_REVIEW_TLS_RETRY,FINAL_MANUAL_REVIEW,priority,True,False,AUDIT_ONLY_MANUAL_REVIEW,,False,0.0,[],,,,,,,,,,MANUAL_REVIEW_TLS_RETRY,PHASE6_READY_CONFIRMED,True,result/phase_next_recovery_command_plan_20260514_200908/phase6_ready_candidates_total_after_red_only_FIX_SPLIT.csv
NODE_8371,3846601843,3846601843,,,True,True,True,[22],"[{""linkIndex"": 22, ""phase_states"": [""G"", ""r"", ""r"", ""r"", ""r"", ""r"", ""r"", ""r"", ""r"", ""r"", ""r""], ""has_green"": true, ""has_red"": true}]",True,True,,,,,,,,,,,,,,,,,,MANUAL_REVIEW_TLS_RETRY,FINAL_MANUAL_REVIEW,priority,True,False,AUDIT_ONLY_MANUAL_REVIEW,,False,0.0,[],,,,,,,,,,MANUAL_REVIEW_TLS_RETRY,PHASE6_READY_CONFIRMED,True,result/phase_next_recovery_command_plan_20260514_200908/phase6_ready_candidates_total_after_red_only_FIX_SPLIT.csv
NODE_8469,3846601843,3846601843,,,True,True,True,[20],"[{""linkIndex"": 20, ""phase_states"": [""G"", ""r"", ""r"", ""G"", ""r"", ""r"", ""r"", ""r"", ""r"", ""r"", ""r""], ""has_green"": true, ""has_red"": true}]",True,True,,,,,,,,,,,,,,,,,,MANUAL_REVIEW_TLS_RETRY,FINAL_MANUAL_REVIEW,priority,True,False,AUDIT_ONLY_MANUAL_REVIEW,,False,0.0,[],,,,,,,,,,MANUAL_REVIEW_TLS_RETRY,PHASE6_READY_CONFIRMED,True,result/phase_next_recovery_command_plan_20260514_200908/phase6_ready_candidates_total_after_red_only_FIX_SPLIT.csv
LINK_174730,3846577552,3846577552,,,True,True,True,[16],"[{""linkIndex"": 16, ""phase_states"": [""G"", ""r"", ""r"", ""r"", ""r""], ""has_green"": true, ""has_red"": true}]",True,True,,,,,,,,,,,,,,,,,,MANUAL_REVIEW_TLS_RETRY,FINAL_MANUAL_REVIEW,priority,True,False,AUDIT_ONLY_MANUAL_REVIEW,,False,0.0,[],,,,,,,,,,MANUAL_REVIEW_TLS_RETRY,PHASE6_READY_CONFIRMED,True,result/phase_next_recovery_command_plan_20260514_200908/phase6_ready_candidates_total_after_red_only_FIX_SPLIT.csv
LINK_90825,436872621,436872621,,,True,True,True,[16],"[{""linkIndex"": 16, ""phase_states"": [""G"", ""r"", ""r"", ""r"", ""r""], ""has_green"": true, ""has_red"": true}]",True,True,,,,,,,,,,,,,,,,,,MANUAL_REVIEW_TLS_RETRY,FINAL_MANUAL_REVIEW,priority,True,False,AUDIT_ONLY_MANUAL_REVIEW,,False,0.0,[],,,,,,,,,,MANUAL_REVIEW_TLS_RETRY,PHASE6_READY_CONFIRMED,True,result/phase_next_recovery_command_plan_20260514_200908/phase6_ready_candidates_total_after_red_only_FIX_SPLIT.csv
LINK_159100,436872621,436872621,,,True,True,True,[16],"[{""linkIndex"": 16, ""phase_states"": [""G"", ""r"", ""r"", ""r"", ""r""], ""has_green"": true, ""has_red"": true}]",True,True,,,,,,,,,,,,,,,,,,MANUAL_REVIEW_TLS_RETRY,FINAL_MANUAL_REVIEW,priority,True,False,AUDIT_ONLY_MANUAL_REVIEW,,False,0.0,[],,,,,,,,,,MANUAL_REVIEW_TLS_RETRY,PHASE6_READY_CONFIRMED,True,result/phase_next_recovery_command_plan_20260514_200908/phase6_ready_candidates_total_after_red_only_FIX_SPLIT.csv
NODE_14954,436872621,436872621,,,True,True,True,[16],"[{""linkIndex"": 16, ""phase_states"": [""G"", ""r"", ""r"", ""r"", ""r""], ""has_green"": true, ""has_red"": true}]",True,True,,,,,,,,,,,,,,,,,,MANUAL_REVIEW_TLS_RETRY,FINAL_MANUAL_REVIEW,priority,True,False,AUDIT_ONLY_MANUAL_REVIEW,,False,0.0,[],,,,,,,,,,MANUAL_REVIEW_TLS_RETRY,PHASE6_READY_CONFIRMED,True,result/phase_next_recovery_command_plan_20260514_200908/phase6_ready_candidates_total_after_red_only_FIX_SPLIT.csv
NODE_15198,436872621,436872621,,,True,True,True,[16],"[{""linkIndex"": 16, ""phase_states"": [""G"", ""r"", ""r"", ""r"", ""r""], ""has_green"": true, ""has_red"": true}]",True,True,,,,,,,,,,,,,,,,,,MANUAL_REVIEW_TLS_RETRY,FINAL_MANUAL_REVIEW,priority,True,False,AUDIT_ONLY_MANUAL_REVIEW,,False,0.0,[],,,,,,,,,,MANUAL_REVIEW_TLS_RETRY,PHASE6_READY_CONFIRMED,True,result/phase_next_recovery_command_plan_20260514_200908/phase6_ready_candidates_total_after_red_only_FIX_SPLIT.csv
NODE_8607,796044649,796044649,,,True,True,True,[16],"[{""linkIndex"": 16, ""phase_states"": [""G"", ""r"", ""r"", ""r"", ""r""], ""has_green"": true, ""has_red"": true}]",True,True,,,,,,,,,,,,,,,,,,MANUAL_REVIEW_TLS_RETRY,FINAL_MANUAL_REVIEW,priority,True,False,AUDIT_ONLY_MANUAL_REVIEW,,False,0.0,[],,,,,,,,,,MANUAL_REVIEW_TLS_RETRY,PHASE6_READY_CONFIRMED,True,result/phase_next_recovery_command_plan_20260514_200908/phase6_ready_candidates_total_after_red_only_FIX_SPLIT.csv
LINK_66665,796044649,796044649,,,True,True,True,[16],"[{""linkIndex"": 16, ""phase_states"": [""G"", ""r"", ""r"", ""r"", ""r""], ""has_green"": true, ""has_red"": true}]",True,True,,,,,,,,,,,,,,,,,,MANUAL_REVIEW_TLS_RETRY,FINAL_MANUAL_REVIEW,priority,True,False,AUDIT_ONLY_MANUAL_REVIEW,,False,0.0,[],,,,,,,,,,MANUAL_REVIEW_TLS_RETRY,PHASE6_READY_CONFIRMED,True,result/phase_next_recovery_command_plan_20260514_200908/phase6_ready_candidates_total_after_red_only_FIX_SPLIT.csv
LINK_118708,436872621,436872621,,,True,True,True,[16],"[{""linkIndex"": 16, ""phase_states"": [""G"", ""r"", ""r"", ""r"", ""r""], ""has_green"": true, ""has_red"": true}]",True,True,,,,,,,,,,,,,,,,,,MANUAL_REVIEW_TLS_RETRY,FINAL_MANUAL_REVIEW,priority,True,False,AUDIT_ONLY_MANUAL_REVIEW,,False,0.0,[],,,,,,,,,,MANUAL_REVIEW_TLS_RETRY,PHASE6_READY_CONFIRMED,True,result/phase_next_recovery_command_plan_20260514_200908/phase6_ready_candidates_total_after_red_only_FIX_SPLIT.csv
NODE_14949,436872621,436872621,,,True,True,True,[16],"[{""linkIndex"": 16, ""phase_states"": [""G"", ""r"", ""r"", ""r"", ""r""], ""has_green"": true, ""has_red"": true}]",True,True,,,,,,,,,,,,,,,,,,MANUAL_REVIEW_TLS_RETRY,FINAL_MANUAL_REVIEW,priority,True,False,AUDIT_ONLY_MANUAL_REVIEW,,False,0.0,[],,,,,,,,,,MANUAL_REVIEW_TLS_RETRY,PHASE6_READY_CONFIRMED,True,result/phase_next_recovery_command_plan_20260514_200908/phase6_ready_candidates_total_after_red_only_FIX_SPLIT.csv
LINK_239783,436827151,436827151,,,True,True,True,[16],"[{""linkIndex"": 16, ""phase_states"": [""G"", ""r"", ""r"", ""r"", ""r""], ""has_green"": true, ""has_red"": true}]",True,True,,,,,,,,,,,,,,,,,,MANUAL_REVIEW_TLS_RETRY,FINAL_MANUAL_REVIEW,priority,True,False,AUDIT_ONLY_MANUAL_REVIEW,,False,0.0,[],,,,,,,,,,MANUAL_REVIEW_TLS_RETRY,PHASE6_READY_CONFIRMED,True,result/phase_next_recovery_command_plan_20260514_200908/phase6_ready_candidates_total_after_red_only_FIX_SPLIT.csv
NODE_6964,3846577552,3846577552,,,True,True,True,[16],"[{""linkIndex"": 16, ""phase_states"": [""G"", ""r"", ""r"", ""r"", ""r""], ""has_green"": true, ""has_red"": true}]",True,True,,,,,,,,,,,,,,,,,,MANUAL_REVIEW_TLS_RETRY,FINAL_MANUAL_REVIEW,priority,True,False,AUDIT_ONLY_MANUAL_REVIEW,,False,0.0,[],,,,,,,,,,MANUAL_REVIEW_TLS_RETRY,PHASE6_READY_CONFIRMED,True,result/phase_next_recovery_command_plan_20260514_200908/phase6_ready_candidates_total_after_red_only_FIX_SPLIT.csv
NODE_15199,436872621,436872621,,,True,True,True,[16],"[{""linkIndex"": 16, ""phase_states"": [""G"", ""r"", ""r"", ""r"", ""r""], ""has_green"": true, ""has_red"": true}]",True,True,,,,,,,,,,,,,,,,,,MANUAL_REVIEW_TLS_RETRY,FINAL_MANUAL_REVIEW,priority,True,False,AUDIT_ONLY_MANUAL_REVIEW,,False,0.0,[],,,,,,,,,,MANUAL_REVIEW_TLS_RETRY,PHASE6_READY_CONFIRMED,True,result/phase_next_recovery_command_plan_20260514_200908/phase6_ready_candidates_total_after_red_only_FIX_SPLIT.csv
NODE_6957,3846577552,3846577552,,,True,True,True,[16],"[{""linkIndex"": 16, ""phase_states"": [""G"", ""r"", ""r"", ""r"", ""r""], ""has_green"": true, ""has_red"": true}]",True,True,,,,,,,,,,,,,,,,,,MANUAL_REVIEW_TLS_RETRY,FINAL_MANUAL_REVIEW,priority,True,False,AUDIT_ONLY_MANUAL_REVIEW,,False,0.0,[],,,,,,,,,,MANUAL_REVIEW_TLS_RETRY,PHASE6_READY_CONFIRMED,True,result/phase_next_recovery_command_plan_20260514_200908/phase6_ready_candidates_total_after_red_only_FIX_SPLIT.csv
NODE_15194,436872621,436872621,,,True,True,True,[16],"[{""linkIndex"": 16, ""phase_states"": [""G"", ""r"", ""r"", ""r"", ""r""], ""has_green"": true, ""has_red"": true}]",True,True,,,,,,,,,,,,,,,,,,MANUAL_REVIEW_TLS_RETRY,FINAL_MANUAL_REVIEW,priority,True,False,AUDIT_ONLY_MANUAL_REVIEW,,False,0.0,[],,,,,,,,,,MANUAL_REVIEW_TLS_RETRY,PHASE6_READY_CONFIRMED,True,result/phase_next_recovery_command_plan_20260514_200908/phase6_ready_candidates_total_after_red_only_FIX_SPLIT.csv
NODE_8606,796044649,796044649,,,True,True,True,[16],"[{""linkIndex"": 16, ""phase_states"": [""G"", ""r"", ""r"", ""r"", ""r""], ""has_green"": true, ""has_red"": true}]",True,True,,,,,,,,,,,,,,,,,,MANUAL_REVIEW_TLS_RETRY,FINAL_MANUAL_REVIEW,priority,True,False,AUDIT_ONLY_MANUAL_REVIEW,,False,0.0,[],,,,,,,,,,MANUAL_REVIEW_TLS_RETRY,PHASE6_READY_CONFIRMED,True,result/phase_next_recovery_command_plan_20260514_200908/phase6_ready_candidates_total_after_red_only_FIX_SPLIT.csv
NODE_8176,436827151,436827151,,,True,True,True,[16],"[{""linkIndex"": 16, ""phase_states"": [""G"", ""r"", ""r"", ""r"", ""r""], ""has_green"": true, ""has_red"": true}]",True,True,,,,,,,,,,,,,,,,,,MANUAL_REVIEW_TLS_RETRY,FINAL_MANUAL_REVIEW,priority,True,False,AUDIT_ONLY_MANUAL_REVIEW,,False,0.0,[],,,,,,,,,,MANUAL_REVIEW_TLS_RETRY,PHASE6_READY_CONFIRMED,True,result/phase_next_recovery_command_plan_20260514_200908/phase6_ready_candidates_total_after_red_only_FIX_SPLIT.csv
NODE_6484,2420018297,2420018297,,,True,True,True,[16],"[{""linkIndex"": 16, ""phase_states"": [""G"", ""r"", ""r"", ""r"", ""r"", ""r""], ""has_green"": true, ""has_red"": true}]",True,True,,,,,,,,,,,,,,,,,,,FINAL_MANUAL_REVIEW,priority,True,False,AUDIT_ONLY_MANUAL_REVIEW,,True,20.0,"[16, 17, 18, 19]",,,,,,,,,,MANUAL_REVIEW_TLS_RETRY_BATCH,PHASE6_READY_CONFIRMED,True,result/phase_next_recovery_command_plan_20260514_200908/phase6_ready_candidates_total_after_red_only_FIX_SPLIT.csv
LINK_141039,2420018297,2420018297,,,True,True,True,[16],"[{""linkIndex"": 16, ""phase_states"": [""G"", ""r"", ""r"", ""r"", ""r"", ""r""], ""has_green"": true, ""has_red"": true}]",True,True,,,,,,,,,,,,,,,,,,,FINAL_MANUAL_REVIEW,priority,True,False,AUDIT_ONLY_MANUAL_REVIEW,,True,20.0,"[16, 17, 18, 19]",,,,,,,,,,MANUAL_REVIEW_TLS_RETRY_BATCH,PHASE6_READY_CONFIRMED,True,result/phase_next_recovery_command_plan_20260514_200908/phase6_ready_candidates_total_after_red_only_FIX_SPLIT.csv
LINK_70067,4202586290,4202586290,,,True,True,True,[16],"[{""linkIndex"": 16, ""phase_states"": [""G"", ""r"", ""r"", ""r"", ""r""], ""has_green"": true, ""has_red"": true}]",True,True,,,,,,,,,,,,,,,,,,,FINAL_MANUAL_REVIEW,priority,True,False,AUDIT_ONLY_MANUAL_REVIEW,,True,17.0,[16],,,,,,,,,,MANUAL_REVIEW_TLS_RETRY_BATCH,PHASE6_READY_CONFIRMED,True,result/phase_next_recovery_command_plan_20260514_200908/phase6_ready_candidates_total_after_red_only_FIX_SPLIT.csv
LINK_110210,4203161541,4203161541,,,True,True,True,[16],"[{""linkIndex"": 16, ""phase_states"": [""G"", ""r"", ""r"", ""r"", ""r""], ""has_green"": true, ""has_red"": true}]",True,True,,,,,,,,,,,,,,,,,,,FINAL_MANUAL_REVIEW,priority,True,False,AUDIT_ONLY_MANUAL_REVIEW,,True,17.0,[16],,,,,,,,,,MANUAL_REVIEW_TLS_RETRY_BATCH,PHASE6_READY_CONFIRMED,True,result/phase_next_recovery_command_plan_20260514_200908/phase6_ready_candidates_total_after_red_only_FIX_SPLIT.csv
LINK_262750,436827146,436827146,,,True,True,True,[16],"[{""linkIndex"": 16, ""phase_states"": [""G"", ""r"", ""r"", ""r"", ""r""], ""has_green"": true, ""has_red"": true}]",True,True,,,,,,,,,,,,,,,,,,,FINAL_MANUAL_REVIEW,priority,True,False,AUDIT_ONLY_MANUAL_REVIEW,,True,17.0,[16],,,,,,,,,,MANUAL_REVIEW_TLS_RETRY_BATCH,PHASE6_READY_CONFIRMED,True,result/phase_next_recovery_command_plan_20260514_200908/phase6_ready_candidates_total_after_red_only_FIX_SPLIT.csv
NODE_15186,4593717769,4593717769,,,True,True,True,[16],"[{""linkIndex"": 16, ""phase_states"": [""G"", ""r"", ""r"", ""r"", ""r""], ""has_green"": true, ""has_red"": true}]",True,True,,,,,,,,,,,,,,,,,,,FINAL_MANUAL_REVIEW,priority,True,False,AUDIT_ONLY_MANUAL_REVIEW,,True,17.0,[16],,,,,,,,,,MANUAL_REVIEW_TLS_RETRY_BATCH,PHASE6_READY_CONFIRMED,True,result/phase_next_recovery_command_plan_20260514_200908/phase6_ready_candidates_total_after_red_only_FIX_SPLIT.csv
LINK_84414,2420018297,2420018297,,,True,True,True,[18],"[{""linkIndex"": 18, ""phase_states"": [""G"", ""r"", ""r"", ""r"", ""r"", ""r""], ""has_green"": true, ""has_red"": true}]",True,True,,,,,,,,,,,,,,,,,,,FINAL_MANUAL_REVIEW,priority,True,False,AUDIT_ONLY_MANUAL_REVIEW,,True,20.0,"[16, 17, 18, 19]",,,,,,,,,,MANUAL_REVIEW_TLS_RETRY_BATCH,PHASE6_READY_CONFIRMED,True,result/phase_next_recovery_command_plan_20260514_200908/phase6_ready_candidates_total_after_red_only_FIX_SPLIT.csv
NODE_6485,2420018297,2420018297,,,True,True,True,[18],"[{""linkIndex"": 18, ""phase_states"": [""G"", ""r"", ""r"", ""r"", ""r"", ""r""], ""has_green"": true, ""has_red"": true}]",True,True,,,,,,,,,,,,,,,,,,,FINAL_MANUAL_REVIEW,priority,True,False,AUDIT_ONLY_MANUAL_REVIEW,,True,20.0,"[16, 17, 18, 19]",,,,,,,,,,MANUAL_REVIEW_TLS_RETRY_BATCH,PHASE6_READY_CONFIRMED,True,result/phase_next_recovery_command_plan_20260514_200908/phase6_ready_candidates_total_after_red_only_FIX_SPLIT.csv
LINK_214675,4593717769,4593717769,,,True,True,True,[16],"[{""linkIndex"": 16, ""phase_states"": [""G"", ""r"", ""r"", ""r"", ""r""], ""has_green"": true, ""has_red"": true}]",True,True,,,,,,,,,,,,,,,,,,,FINAL_MANUAL_REVIEW,priority,True,False,AUDIT_ONLY_MANUAL_REVIEW,,True,17.0,[16],,,,,,,,,,MANUAL_REVIEW_TLS_RETRY_BATCH,PHASE6_READY_CONFIRMED,True,result/phase_next_recovery_command_plan_20260514_200908/phase6_ready_candidates_total_after_red_only_FIX_SPLIT.csv
LINK_19804,3846495845,3846495845,,,True,True,True,[16],"[{""linkIndex"": 16, ""phase_states"": [""G"", ""r"", ""r"", ""r"", ""r""], ""has_green"": true, ""has_red"": true}]",True,True,,,,,,,,,,,,,,,,,,,FINAL_MANUAL_REVIEW,priority,True,False,AUDIT_ONLY_MANUAL_REVIEW,,True,17.0,[16],,,,,,,,,,MANUAL_REVIEW_TLS_RETRY_BATCH,PHASE6_READY_CONFIRMED,True,result/phase_next_recovery_command_plan_20260514_200908/phase6_ready_candidates_total_after_red_only_FIX_SPLIT.csv
LINK_219774,3846577566,3846577566,,,True,True,True,[16],"[{""linkIndex"": 16, ""phase_states"": [""G"", ""r"", ""r"", ""r"", ""r""], ""has_green"": true, ""has_red"": true}]",True,True,,,,,,,,,,,,,,,,,,,FINAL_MANUAL_REVIEW,priority,True,False,AUDIT_ONLY_MANUAL_REVIEW,,True,17.0,[16],,,,,,,,,,MANUAL_REVIEW_TLS_RETRY_BATCH,PHASE6_READY_CONFIRMED,True,result/phase_next_recovery_command_plan_20260514_200908/phase6_ready_candidates_total_after_red_only_FIX_SPLIT.csv
NODE_6807,4203161541,4203161541,,,True,True,True,[16],"[{""linkIndex"": 16, ""phase_states"": [""G"", ""r"", ""r"", ""r"", ""r""], ""has_green"": true, ""has_red"": true}]",True,True,,,,,,,,,,,,,,,,,,,FINAL_MANUAL_REVIEW,priority,True,False,AUDIT_ONLY_MANUAL_REVIEW,,True,17.0,[16],,,,,,,,,,MANUAL_REVIEW_TLS_RETRY_BATCH,PHASE6_READY_CONFIRMED,True,result/phase_next_recovery_command_plan_20260514_200908/phase6_ready_candidates_total_after_red_only_FIX_SPLIT.csv
NODE_8231,4202586290,4202586290,,,True,True,True,[16],"[{""linkIndex"": 16, ""phase_states"": [""G"", ""r"", ""r"", ""r"", ""r""], ""has_green"": true, ""has_red"": true}]",True,True,,,,,,,,,,,,,,,,,,,FINAL_MANUAL_REVIEW,priority,True,False,AUDIT_ONLY_MANUAL_REVIEW,,True,17.0,[16],,,,,,,,,,MANUAL_REVIEW_TLS_RETRY_BATCH,PHASE6_READY_CONFIRMED,True,result/phase_next_recovery_command_plan_20260514_200908/phase6_ready_candidates_total_after_red_only_FIX_SPLIT.csv
LINK_232413,1326151660,1326151660,,,True,True,True,[16],"[{""linkIndex"": 16, ""phase_states"": [""G"", ""r"", ""r"", ""r"", ""r""], ""has_green"": true, ""has_red"": true}]",True,True,,,,,,,,,,,,,,,,,,,FINAL_MANUAL_REVIEW,priority,True,False,AUDIT_ONLY_MANUAL_REVIEW,,True,17.0,[16],,,,,,,,,,MANUAL_REVIEW_TLS_RETRY_BATCH,PHASE6_READY_CONFIRMED,True,result/phase_next_recovery_command_plan_20260514_200908/phase6_ready_candidates_total_after_red_only_FIX_SPLIT.csv
LINK_156498,2959037339,2959037339,,,True,True,True,[18],"[{""linkIndex"": 18, ""phase_states"": [""G"", ""r"", ""r"", ""r"", ""r""], ""has_green"": true, ""has_red"": true}]",True,True,,,,,,,,,,,,,,,,,,,FINAL_MANUAL_REVIEW,priority,True,False,AUDIT_ONLY_MANUAL_REVIEW,,True,19.0,[18],,,,,,,,,,MANUAL_REVIEW_TLS_RETRY_BATCH,PHASE6_READY_CONFIRMED,True,result/phase_next_recovery_command_plan_20260514_200908/phase6_ready_candidates_total_after_red_only_FIX_SPLIT.csv
NODE_122031,4203161541,4203161541,,,True,True,True,[16],"[{""linkIndex"": 16, ""phase_states"": [""G"", ""r"", ""r"", ""r"", ""r""], ""has_green"": true, ""has_red"": true}]",True,True,,,,,,,,,,,,,,,,,,,FINAL_MANUAL_REVIEW,priority,True,False,AUDIT_ONLY_MANUAL_REVIEW,,True,17.0,[16],,,,,,,,,,MANUAL_REVIEW_TLS_RETRY_BATCH,PHASE6_READY_CONFIRMED,True,result/phase_next_recovery_command_plan_20260514_200908/phase6_ready_candidates_total_after_red_only_FIX_SPLIT.csv
NODE_8901,436827146,436827146,,,True,True,True,[16],"[{""linkIndex"": 16, ""phase_states"": [""G"", ""r"", ""r"", ""r"", ""r""], ""has_green"": true, ""has_red"": true}]",True,True,,,,,,,,,,,,,,,,,,,FINAL_MANUAL_REVIEW,priority,True,False,AUDIT_ONLY_MANUAL_REVIEW,,True,17.0,[16],,,,,,,,,,MANUAL_REVIEW_TLS_RETRY_BATCH,PHASE6_READY_CONFIRMED,True,result/phase_next_recovery_command_plan_20260514_200908/phase6_ready_candidates_total_after_red_only_FIX_SPLIT.csv
LINK_244326,4202586290,4202586290,,,True,True,True,[16],"[{""linkIndex"": 16, ""phase_states"": [""G"", ""r"", ""r"", ""r"", ""r""], ""has_green"": true, ""has_red"": true}]",True,True,,,,,,,,,,,,,,,,,,,FINAL_MANUAL_REVIEW,priority,True,False,AUDIT_ONLY_MANUAL_REVIEW,,True,17.0,[16],,,,,,,,,,MANUAL_REVIEW_TLS_RETRY_BATCH,PHASE6_READY_CONFIRMED,True,result/phase_next_recovery_command_plan_20260514_200908/phase6_ready_candidates_total_after_red_only_FIX_SPLIT.csv
NODE_9694,2420018297,2420018297,,,True,True,True,[19],"[{""linkIndex"": 19, ""phase_states"": [""r"", ""r"", ""r"", ""G"", ""r"", ""r""], ""has_green"": true, ""has_red"": true}]",True,True,,,,,,,,,,,,,,,,,,,FINAL_MANUAL_REVIEW,priority,True,False,AUDIT_ONLY_MANUAL_REVIEW,,True,20.0,"[16, 17, 18, 19]",,,,,,,,,,MANUAL_REVIEW_TLS_RETRY_BATCH,PHASE6_READY_CONFIRMED,True,result/phase_next_recovery_command_plan_20260514_200908/phase6_ready_candidates_total_after_red_only_FIX_SPLIT.csv
LINK_203484,4203161541,4203161541,,,True,True,True,[16],"[{""linkIndex"": 16, ""phase_states"": [""G"", ""r"", ""r"", ""r"", ""r""], ""has_green"": true, ""has_red"": true}]",True,True,,,,,,,,,,,,,,,,,,,FINAL_MANUAL_REVIEW,priority,True,False,AUDIT_ONLY_MANUAL_REVIEW,,True,17.0,[16],,,,,,,,,,MANUAL_REVIEW_TLS_RETRY_BATCH,PHASE6_READY_CONFIRMED,True,result/phase_next_recovery_command_plan_20260514_200908/phase6_ready_candidates_total_after_red_only_FIX_SPLIT.csv
NODE_6486,2420018297,2420018297,,,True,True,True,[18],"[{""linkIndex"": 18, ""phase_states"": [""G"", ""r"", ""r"", ""r"", ""r"", ""r""], ""has_green"": true, ""has_red"": true}]",True,True,,,,,,,,,,,,,,,,,,,FINAL_MANUAL_REVIEW,priority,True,False,AUDIT_ONLY_MANUAL_REVIEW,,True,20.0,"[16, 17, 18, 19]",,,,,,,,,,MANUAL_REVIEW_TLS_RETRY_BATCH,PHASE6_READY_CONFIRMED,True,result/phase_next_recovery_command_plan_20260514_200908/phase6_ready_candidates_total_after_red_only_FIX_SPLIT.csv
NODE_8895,436827146,436827146,,,True,True,True,[16],"[{""linkIndex"": 16, ""phase_states"": [""G"", ""r"", ""r"", ""r"", ""r""], ""has_green"": true, ""has_red"": true}]",True,True,,,,,,,,,,,,,,,,,,,FINAL_MANUAL_REVIEW,priority,True,False,AUDIT_ONLY_MANUAL_REVIEW,,True,17.0,[16],,,,,,,,,,MANUAL_REVIEW_TLS_RETRY_BATCH,PHASE6_READY_CONFIRMED,True,result/phase_next_recovery_command_plan_20260514_200908/phase6_ready_candidates_total_after_red_only_FIX_SPLIT.csv
NODE_7668,3846495845,3846495845,,,True,True,True,[16],"[{""linkIndex"": 16, ""phase_states"": [""G"", ""r"", ""r"", ""r"", ""r""], ""has_green"": true, ""has_red"": true}]",True,True,,,,,,,,,,,,,,,,,,,FINAL_MANUAL_REVIEW,priority,True,False,AUDIT_ONLY_MANUAL_REVIEW,,True,17.0,[16],,,,,,,,,,MANUAL_REVIEW_TLS_RETRY_BATCH,PHASE6_READY_CONFIRMED,True,result/phase_next_recovery_command_plan_20260514_200908/phase6_ready_candidates_total_after_red_only_FIX_SPLIT.csv
