crosswalk_id,tls_id,tls_id_used,nearest_junction_id,crossing_edge_id,crossing_id,crossing_exists,crossing_function,tls_connected,ped_link_indices,ped_link_index,ped_link_index_available,route_from_edge,route_to_edge,route_reason,fixed_crossing_lon,fixed_crossing_lat,tlLogic_present,ped_has_green,ped_has_red,pedestrian_only_phase_available,pedestrian_only_phase_indices,mixed_phase_only,red_only,phase_states,original_rank,real_lon,real_lat,old_sumo_lon,old_sumo_lat,generated_crossing_center_lon,generated_crossing_center_lat,mapping_distance_m,generated_to_real_distance_m,selected_node_id,selected_crossing_edges,nearest_tls_id,nearest_tls_distance_m,integration_class,recommended_action,reason
LINK_212169,11449716078,11449716078,11449716078,:11449716078_c0,:11449716078_c0,True,crossing,True,[5],5,True,1233842659,-1233842659,pedestrian_route_from_crossing,126.976906,37.557527,True,True,True,True,6,False,False,"[""gGrrrGr"", ""gGrrrrr"", ""yyrrrrr"", ""rrgGGrG"", ""rrgGGrr"", ""rryyyrr"", ""rrrrrGr""]",18,126.976957,37.557612,126.97596,37.558485,126.976906,37.557527,130.982,10.448,11449716078,619147739#3 619147739#4,11449716078,5.458,NEW_SIGNAL_INSTALLATION,run_separate_baseline_for_generated_signal_net,generated node converted to traffic_light; do not mix with main candidates
NODE_8452,3846603653,3846603653,3846603653,:3846603653_c0,:3846603653_c0,True,crossing,True,[2],2,True,381458592#4,-381458592#4,pedestrian_route_from_crossing,127.009082,37.556562,True,True,True,True,2,False,False,"[""GGr"", ""yyr"", ""rrG""]",47,127.009042,37.556655,127.011406,37.553831,127.009083,37.556563,376.937,10.92,3846603653,-381458592#5 381458592#4,3846603653,10.918,NEW_SIGNAL_INSTALLATION,run_separate_baseline_for_generated_signal_net,generated node converted to traffic_light; do not mix with main candidates
NODE_6082,11449716078,11449716078,11449716078,:11449716078_c0,:11449716078_c0,True,crossing,True,[5],5,True,1233842659,-1233842659,pedestrian_route_from_crossing,126.976906,37.557527,True,True,True,True,6,False,False,"[""gGrrrGr"", ""gGrrrrr"", ""yyrrrrr"", ""rrgGGrG"", ""rrgGGrr"", ""rryyyrr"", ""rrrrrGr""]",33,126.976975,37.557556,126.97596,37.558485,126.976906,37.557527,136.645,6.845,11449716078,619147739#3 619147739#4,11449716078,11.05,NEW_SIGNAL_INSTALLATION,run_separate_baseline_for_generated_signal_net,generated node converted to traffic_light; do not mix with main candidates
NODE_6123,7300992884,7300992884,7300992884,:7300992884_c0,:7300992884_c0,True,crossing,True,[5],5,True,955312948,-955312948,pedestrian_route_from_crossing,126.978728,37.558626,True,True,True,True,4,False,False,"[""GgGrrrr"", ""yyGrrrr"", ""rrGGGrr"", ""rryyyrr"", ""rrrrrGr""]",28,126.97855,37.558678,126.97596,37.558485,126.978728,37.558626,229.304,16.759,7300992884,619147739#6 781983103#1,7300992884,13.5,NEW_SIGNAL_INSTALLATION,run_separate_baseline_for_generated_signal_net,generated node converted to traffic_light; do not mix with main candidates
NODE_8426,3849142980,3849142980,3849142980,:3849142980_c0,:3849142980_c0,True,crossing,True,[16],16,True,920025287#2,920025287#3,pedestrian_route_from_crossing,127.010984,37.554601,True,True,True,True,6,False,False,"[""gggGrrrrrrrrrrrrrGGG"", ""gggGrrrrrrrrrrrrrrrr"", ""yyyyrrrrrrrrrrrrrrrr"", ""rrrrgggGrrrrrrrrGrGG"", ""rrrrgggGrrrrrrrrrrrr"", ""rrrryyyyrrrrrrrrrrrr"", ""rrrrrrrrrrrrrrrrGrrr"", ""rrrrrrrrrrrrgggGGGGr"", ""rrrrrrrrrrrrgggGrrrr"", ""rrrrrrrrrrrryyyyrrrr"", ""rrrrrrrrgggGrrrrGGrG"", ""rrrrrrrrgggGrrrrrrrr"", ""rrrrrrrryyyyrrrrrrrr""]",4,127.010956,37.554733,127.011406,37.553831,127.010984,37.554601,107.854,14.818,3849142980,-381746313 -913722640,3849142980,14.314,NEW_SIGNAL_INSTALLATION,run_separate_baseline_for_generated_signal_net,generated node converted to traffic_light; do not mix with main candidates
NODE_74388,436883130,436883130,436883130,:436883130_c0,:436883130_c0,True,crossing,True,[16],16,True,1206220504#1,-516163750#1,pedestrian_route_from_crossing,126.974175,37.553573,True,True,True,True,7,False,False,"[""GGrrrrrrgGrrrrrrG"", ""GGrrrrrrgGrrrrrrr"", ""yyrrrrrryyrrrrrrr"", ""rrGGrrrrrrGGrrrrr"", ""rryyrrrrrryyrrrrr"", ""rrrrGGggrrrrGGggr"", ""rrrryyyyrrrryyyyr"", ""rrrrrrrrrrrrrrrrG""]",8,126.974071,37.553951,126.973365,37.554406,126.974175,37.553573,80.194,42.941,436883130,-384030401#0 224260190#0,436883130,14.416,NEW_SIGNAL_INSTALLATION,run_separate_baseline_for_generated_signal_net,generated node converted to traffic_light; do not mix with main candidates
NODE_10273,3846533030,3846533030,3846533030,:3846533030_c1,:3846533030_c1,True,crossing,True,[12],12,True,-381452118#0,381452118#0,pedestrian_route_from_crossing,127.009241,37.556868,True,True,True,True,8,False,False,"[""rrrgGGgGGrrGr"", ""rrrgGGgGGrrrr"", ""rrryyyyGGrrrr"", ""rrrrrrrGGGGrr"", ""rrrrrrryyyyrr"", ""gGGrrrrrrrrrG"", ""gGGrrrrrrrrrr"", ""yyyrrrrrrrrrr"", ""rrrrrrrrrrrrG""]",46,127.009397,37.556784,127.01216,37.559245,127.009241,37.556868,366.265,16.679,3846533030,-218681380#0 -520307305#4,3846533030,14.518,NEW_SIGNAL_INSTALLATION,run_separate_baseline_for_generated_signal_net,generated node converted to traffic_light; do not mix with main candidates
