crosswalk_id,lon,lat,dong_name,admin_dong,lanes,road_rank,max_spd,elderly_ratio,accident_count,crosswalk_length,has_signal,accident_count_50m,accident_count_100m,accident_count_200m,night_accident_ratio,link_count,is_oneway,time_gap_basic,risk_score,source_crosswalk_id,canonical_crosswalk_id,is_restored_in_sumo_network,sumo_restored_source,crossing_present,walkingarea_present,tlLogic_present,ped_link_indices,ped_has_green,ped_has_red,traci_status,route_smoke_status,final_verdict,runtime_status,registry_crosswalk_id,sumo_restored_level,phase6_ready_confirmed
LINK_107613,126.98093374889024,37.55486436310108,회현동1가,회현동,3.0,104.0,50.0,0.2946596858638743,0,18.584,1,0,0,0,0.0,0.0,0.0,4.645999999999997,15.4313592130159,LINK_107613,107613,False,NOT_IN_FINAL_237,,,,,,,,,,,,NOT_IN_RESTORED_237,False
NODE_8382,127.01064681840046,37.55448671961763,신당동,청구동,4.0,104.0,50.0,0.2478468022723108,0,41.752,1,0,0,0,0.0,4.0,0.0,10.437999999999995,15.41507249189792,NODE_8382,8382,False,NOT_IN_FINAL_237,,,,,,,,,,,,NOT_IN_RESTORED_237,False
NODE_8431,127.0103895931613,37.55483574401509,신당동,청구동,4.0,104.0,50.0,0.2478468022723108,0,41.752,1,0,0,0,0.0,4.0,0.0,10.437999999999995,15.41507249189792,NODE_8431,8431,False,NOT_IN_FINAL_237,,,,,,,,,,,,NOT_IN_RESTORED_237,False
NODE_6123,126.97854962827915,37.55867779506991,남창동,회현동,3.0,104.0,50.0,0.2946596858638743,0,31.314,1,0,0,0,0.0,2.0,0.0,7.828499999999998,15.335750719629049,NODE_6123,6123,False,NOT_IN_FINAL_237,,,,,,,,,,,,NOT_IN_RESTORED_237,False
NODE_10333,126.97693958921292,37.55766756201086,남창동,회현동,3.0,104.0,50.0,0.2946596858638743,0,31.314,1,0,0,0,0.0,2.0,0.0,7.828499999999998,15.335750719629049,NODE_10333,10333,False,NOT_IN_FINAL_237,,,,,,,,,,,,NOT_IN_RESTORED_237,False
NODE_14937,126.96918741878171,37.5556052746049,봉래동2가,회현동,3.0,104.0,50.0,0.2946596858638743,0,31.314,1,1,5,26,0.4,2.0,0.0,7.828499999999998,15.335750719629049,NODE_14937,14937,False,NOT_IN_FINAL_237,,,,,,,,,,,,NOT_IN_RESTORED_237,False
NODE_10377,126.9692179908348,37.55521734894932,봉래동2가,회현동,3.0,104.0,50.0,0.2946596858638743,0,31.314,1,2,6,34,0.3333333333333333,2.0,0.0,7.828499999999998,15.335750719629049,NODE_10377,10377,True,phase6_ready_candidates_total_FINAL_237.csv,True,True,True,[4],True,True,,,,,NODE_10377,RESTORED_SIGNAL_STRUCTURE_OK,False
NODE_6153,126.97689980757774,37.55779411011401,남창동,회현동,3.0,104.0,50.0,0.2946596858638743,0,31.314,1,0,0,0,0.0,2.0,0.0,7.828499999999998,15.335750719629049,NODE_6153,6153,False,NOT_IN_FINAL_237,,,,,,,,,,,,NOT_IN_RESTORED_237,False
NODE_6082,126.976974622838,37.55755611728457,남창동,회현동,3.0,104.0,50.0,0.2946596858638743,0,31.314,1,0,0,0,0.0,2.0,0.0,7.828499999999998,15.335750719629049,NODE_6082,6082,False,NOT_IN_FINAL_237,,,,,,,,,,,,NOT_IN_RESTORED_237,False
NODE_6122,126.97831673160552,37.55882879568618,남창동,회현동,3.0,104.0,50.0,0.2946596858638743,0,31.314,1,0,0,0,0.0,2.0,0.0,7.828499999999998,15.335750719629049,NODE_6122,6122,False,NOT_IN_FINAL_237,,,,,,,,,,,,NOT_IN_RESTORED_237,False
NODE_10376,126.96917746329122,37.55521377128667,봉래동2가,회현동,3.0,104.0,50.0,0.2946596858638743,0,31.314,1,2,6,34,0.3333333333333333,2.0,0.0,7.828499999999998,15.335750719629049,NODE_10376,10376,True,phase6_ready_candidates_total_FINAL_237.csv,True,True,True,[4],True,True,,,,,NODE_10376,RESTORED_SIGNAL_STRUCTURE_OK,False
NODE_10378,126.96922352456824,37.55529303548919,봉래동2가,회현동,3.0,104.0,50.0,0.2946596858638743,0,31.314,1,2,6,34,0.3333333333333333,2.0,0.0,7.828499999999998,15.335750719629049,NODE_10378,10378,False,NOT_IN_FINAL_237,,,,,,,,,,,,NOT_IN_RESTORED_237,False
NODE_150723,126.96919705282112,37.55516251402758,봉래동2가,회현동,3.0,104.0,50.0,0.2946596858638743,0,31.314,1,2,7,35,0.4285714285714285,2.0,0.0,7.828499999999998,15.335750719629049,NODE_150723,150723,False,NOT_IN_FINAL_237,,,,,,,,,,,,NOT_IN_RESTORED_237,False
