source_crosswalk_id,canonical_crosswalk_id,registry_crosswalk_id,id_mapping_method,id_mapping_confidence,crossing_edge,tls_id,from_edge,to_edge,match_distance_m,registry_status,implementation_status,runnable_for_signal_extension,crossing_lon,crossing_lat,original_csv_lon,original_csv_lat
NODE_6480,6480,6480,exact_strip_NODE,high,:11203083983_c0,11203083983,1209137355#1,198564925#6,155.6152155555419,patched_unsignalized,ready_for_simulation,True,126.987345162238,37.566070884559224,126.9855856,37.56599935
NODE_6467,6467,6467,exact_strip_NODE,high,:2374692796_c0,2374692796,184083187#3,184083187#4,87.29022299202518,recovered,auto_recovered_distance_rematch,True,126.98837859283408,37.56630065029044,,
NODE_6471,6471,6471,exact_strip_NODE,high,:11203083987_c0,11203083987,1209137356#1,782892488#1,24.34958453457405,A,ready_for_simulation,True,126.9878844826597,37.56608512803767,,
NODE_5949,5949,5949,exact_strip_NODE,high,:5194567167_c0,joinedS_5194567167_5851251266,1230789306#3,1084408283#1,10.739756201199736,A,ready_for_simulation,True,126.97711385933532,37.566875791220326,,
NODE_5960,5960,5960,exact_strip_NODE,high,:1945254547_c0,1945254547,710255389#3,198564932,106.63676061472914,patched_unsignalized,ready_for_simulation,True,126.97857023720144,37.56515442463101,126.9793986,37.56587309
NODE_6310,6310,6310,exact_strip_NODE,high,:11203052956_c0,11203052956,1209133879#1,781985786#1,128.4051748840345,patched_unsignalized,ready_for_simulation,True,126.98238785154204,37.56042309727564,126.9838373,37.56061016
NODE_6511,6511,6511,exact_strip_NODE,high,:11203052956_c0,11203052956,1209133879#1,781985786#1,332.86674063512856,patched_unsignalized,ready_for_simulation,True,126.98238785154204,37.56042309727564,126.9861385,37.56082505
NODE_5976,5976,5976,exact_strip_NODE,high,:1945254547_c0,1945254547,710255389#3,198564932,127.79274548368068,patched_unsignalized,ready_for_simulation,True,126.97857023720144,37.56515442463101,126.9793669,37.56612482
NODE_6512,6512,6512,exact_strip_NODE,high,:2087933376_c1,2087933376,198691077#6,198691077#7,316.85916986264516,patched_unsignalized,ready_for_simulation,True,126.98512764242632,37.56380412118986,126.9860925,37.5610539
LINK_4392,LINK_4392,,unmatched,none,,,,,,,,,,,,
LINK_243373,LINK_243373,,unmatched,none,,,,,,,,,,,,
NODE_120933,120933,120933,exact_strip_NODE,high,:1945254893_c0,joinedS_10911257064_11198015009_11198015018_11198015019_#3more,1207481552#2,218919060#0,152.43482653057958,patched_unsignalized,ready_for_simulation,True,126.98320774512972,37.57007219452772,126.9825446,37.56879605
NODE_6446,6446,6446,exact_strip_NODE,high,:7311080426_c0,7311080426,782892489#7,782892489#8,27.684418221704345,A,ready_for_simulation,True,126.98798908013802,37.56430579957816,,
NODE_6240,6240,6240,exact_strip_NODE,high,:1945254893_c0,joinedS_10911257064_11198015009_11198015018_11198015019_#3more,1207481552#2,218919060#0,147.33612749886993,patched_unsignalized,ready_for_simulation,True,126.98320774512972,37.57007219452772,126.9829874,37.56874576
NODE_6498,6498,6498,exact_strip_NODE,high,:2374692796_c0,2374692796,184083187#3,184083187#4,185.69551987774548,represented_by_patched_crossing,ready_for_simulation,True,126.98841480445546,37.566301312605944,126.9878622,37.5679225
NODE_6497,6497,6497,exact_strip_NODE,high,:2374692796_c0,2374692796,184083187#3,184083187#4,196.73547240722496,patched_unsignalized,ready_for_simulation,True,126.98841480445546,37.566301312605944,126.9878651,37.56802548
NODE_6456,6456,6456,exact_strip_NODE,high,:7311080426_c0,7311080426,782892489#7,782892489#8,69.29712107329966,recovered,auto_recovered_distance_rematch,True,126.98797182003952,37.56430140479245,,
NODE_6493,6493,6493,exact_strip_NODE,high,:436718743_c0,436718743,218919060#3,218919060#4,207.82621908855057,represented_by_patched_crossing,ready_for_simulation,True,126.98575021254588,37.57005131735827,126.9856053,37.56818085
NODE_6239,6239,6239,exact_strip_NODE,high,:1945254893_c0,joinedS_10911257064_11198015009_11198015018_11198015019_#3more,1207481552#2,218919060#0,163.45027423267533,patched_unsignalized,ready_for_simulation,True,126.98320774512972,37.57007219452772,126.9829874,37.5685993
NODE_6238,6238,6238,exact_strip_NODE,high,:1945254893_c0,joinedS_10911257064_11198015009_11198015018_11198015019_#3more,1207481552#2,218919060#0,166.7335468691729,patched_unsignalized,ready_for_simulation,True,126.98320774512972,37.57007219452772,126.9829443,37.56857412
NODE_5914,5914,5914,exact_strip_NODE,high,:436877020_c0,436877020,620634303#0,620634303#1,60.653848462939614,recovered,auto_recovered_distance_rematch,True,126.97688000375436,37.56902671250759,,
NODE_5916,5916,5916,exact_strip_NODE,high,:436877020_c0,436877020,620634303#0,620634303#1,61.79351963958741,recovered,auto_recovered_distance_rematch,True,126.97688000375436,37.56902671250759,,
NODE_10341,10341,10341,exact_strip_NODE,high,:2420018399_c0,2420018399,474532059#3,474532059#4,141.6450091900536,patched_unsignalized,ready_for_simulation,True,126.9799394534048,37.57005783877547,126.9791318,37.56893967
NODE_10337,10337,10337,exact_strip_NODE,high,:436877020_c0,436877020,620634303#0,620634303#1,49.41622391941944,A,ready_for_simulation,True,126.97688120543904,37.56905552678897,,
NODE_5908,5908,5908,exact_strip_NODE,high,:2420018399_c0,2420018399,474532059#3,474532059#4,131.19650704834442,represented_by_patched_crossing,ready_for_simulation,True,126.9799394534048,37.57005783877547,126.9791634,37.56903351
NODE_10553,10553,10553,exact_strip_NODE,high,:436718743_c0,436718743,218919060#3,218919060#4,199.07659301779097,patched_unsignalized,ready_for_simulation,True,126.98575021254588,37.57005131735827,126.9856397,37.56825866
NODE_21867,21867,21867,exact_strip_NODE,high,:11346754526_c0,11346754526,-772527390#3,772527390#3,345.7519892276023,patched_unsignalized,ready_for_simulation,True,126.99321305096846,37.56088447397851,126.9893094,37.56135632
NODE_31146,31146,31146,exact_strip_NODE,high,:2420018399_c0,2420018399,474532059#3,474532059#4,122.26350207549233,patched_unsignalized,ready_for_simulation,True,126.9799394534048,37.57005783877547,126.9793576,37.5690461
NODE_6447,6447,6447,exact_strip_NODE,high,:7311080426_c0,7311080426,782892489#7,782892489#8,37.16664476596245,A,ready_for_simulation,True,126.98798908013802,37.56430579957816,,
NODE_6285,6285,6285,exact_strip_NODE,high,:13732389937_c0,13732389937,1499619443#8,1499619443#9,158.48034552820977,patched_unsignalized,ready_for_simulation,True,126.98264063937012,37.56497894634611,126.9831173,37.56637029
NODE_6246,6246,6246,exact_strip_NODE,high,:1945254893_c0,joinedS_10911257064_11198015009_11198015018_11198015019_#3more,1207481552#2,218919060#0,162.31001170360173,patched_unsignalized,ready_for_simulation,True,126.98320774512972,37.57007219452772,126.9825302,37.5687045
LINK_164901,LINK_164901,,unmatched,none,,,,,,,,,,,,
LINK_92227,LINK_92227,,unmatched,none,,,,,,,,,,,,
LINK_68494,LINK_68494,,unmatched,none,,,,,,,,,,,,
NODE_6275,6275,6275,exact_strip_NODE,high,:13732389937_c0,13732389937,1499619443#8,1499619443#9,90.02502603971166,recovered,auto_recovered_distance_rematch,True,126.98264285814888,37.56499322342445,,
NODE_21865,21865,21865,exact_strip_NODE,high,:7311080426_c0,7311080426,782892489#7,782892489#8,339.8658197535352,patched_unsignalized,ready_for_simulation,True,126.98798908013802,37.56430579957816,126.9887287,37.56129905
NODE_6338,6338,6338,exact_strip_NODE,high,:11203052964_c0,11203052964,1209133881#0,-781985788#0,12.325918414212834,A,ready_for_simulation,True,126.98196437711906,37.560495163579986,,
NODE_6336,6336,6336,exact_strip_NODE,high,:11203052964_c0,11203052964,1209133881#0,-781985788#0,19.561355884029243,A,ready_for_simulation,True,126.98196437711906,37.560495163579986,,
NODE_6286,6286,6286,exact_strip_NODE,high,:13732389937_c0,13732389937,1499619443#8,1499619443#9,88.32736287047332,recovered,auto_recovered_distance_rematch,True,126.98264285814888,37.56499322342445,,
NODE_6282,6282,6282,exact_strip_NODE,high,:13732389937_c0,13732389937,1499619443#8,1499619443#9,153.673097331657,patched_unsignalized,ready_for_simulation,True,126.98264063937012,37.56497894634611,126.9822663,37.56634499
LINK_214150,LINK_214150,,unmatched,none,,,,,,,,,,,,
LINK_67578,LINK_67578,,unmatched,none,,,,,,,,,,,,
LINK_59016,LINK_59016,,unmatched,none,,,,,,,,,,,,
LINK_74276,LINK_74276,,unmatched,none,,,,,,,,,,,,
LINK_174074,LINK_174074,,unmatched,none,,,,,,,,,,,,
LINK_59819,LINK_59819,,unmatched,none,,,,,,,,,,,,
LINK_87853,LINK_87853,,unmatched,none,,,,,,,,,,,,
LINK_50304,LINK_50304,,unmatched,none,,,,,,,,,,,,
LINK_142978,LINK_142978,,unmatched,none,,,,,,,,,,,,
NODE_9355,9355,9355,exact_strip_NODE,high,:3846533327_c1,3846533327,-381452099,420317538#2,560.880226346375,patched_unsignalized,ready_for_simulation,True,127.01235068584036,37.55930460884475,127.0187039,37.55905816
NODE_9396,9396,9396,exact_strip_NODE,high,:3846533327_c1,3846533327,-381452099,420317538#2,445.6941781345112,patched_unsignalized,ready_for_simulation,True,127.01235068584036,37.55930460884475,127.0174018,37.55955268
NODE_8597,8597,8597,exact_strip_NODE,high,:8453967389_c2,GS_8453967389,-910455717,911522751#3,207.16995655326787,patched_unsignalized,ready_for_simulation,True,127.01476978193293,37.56803314495191,127.0124318,37.56782167
NODE_8865,8865,8865,exact_strip_NODE,high,:3846533327_c1,3846533327,-381452099,420317538#2,313.98692684374015,patched_unsignalized,ready_for_simulation,True,127.01235068584036,37.55930460884475,127.0159184,37.55937324
NODE_9354,9354,9354,exact_strip_NODE,high,:3846533327_c1,3846533327,-381452099,420317538#2,586.8722159096761,patched_unsignalized,ready_for_simulation,True,127.01235068584036,37.55930460884475,127.0189971,37.55903751
NODE_9989,9989,9989,exact_strip_NODE,high,:3846533327_c1,3846533327,-381452099,420317538#2,428.00992360232567,patched_unsignalized,ready_for_simulation,True,127.01235068584036,37.55930460884475,127.0171919,37.55965798
LINK_27194,LINK_27194,,unmatched,none,,,,,,,,,,,,
LINK_41734,LINK_41734,,unmatched,none,,,,,,,,,,,,
LINK_87392,LINK_87392,,unmatched,none,,,,,,,,,,,,
NODE_9336,9336,9336,exact_strip_NODE,high,:3846533327_c1,3846533327,-381452099,420317538#2,626.5237459010094,patched_unsignalized,ready_for_simulation,True,127.01235068584036,37.55930460884475,127.0192297,37.5579161
NODE_9366,9366,9366,exact_strip_NODE,high,:3846533327_c1,3846533327,-381452099,420317538#2,608.2059872068506,patched_unsignalized,ready_for_simulation,True,127.01235068584036,37.55930460884475,127.0189997,37.55787036
LINK_184901,LINK_184901,,unmatched,none,,,,,,,,,,,,
LINK_266757,LINK_266757,,unmatched,none,,,,,,,,,,,,
LINK_52248,LINK_52248,,unmatched,none,,,,,,,,,,,,
LINK_62982,LINK_62982,,unmatched,none,,,,,,,,,,,,
LINK_274982,LINK_274982,,unmatched,none,,,,,,,,,,,,
LINK_171099,LINK_171099,,unmatched,none,,,,,,,,,,,,
LINK_189134,LINK_189134,,unmatched,none,,,,,,,,,,,,
LINK_174542,LINK_174542,,unmatched,none,,,,,,,,,,,,
LINK_83307,LINK_83307,,unmatched,none,,,,,,,,,,,,
LINK_138894,LINK_138894,,unmatched,none,,,,,,,,,,,,
NODE_23041,23041,23041,exact_strip_NODE,high,:436879516_c0,GS_436879516,585352852#1,218962181,37.19911633012427,A,ready_for_simulation,True,126.97309361368052,37.554062150413216,,
NODE_23039,23039,23039,exact_strip_NODE,high,:436879516_c0,GS_436879516,585352852#1,218962181,41.258645594968094,A,ready_for_simulation,True,126.97309361368052,37.554062150413216,,
LINK_201684,LINK_201684,,unmatched,none,,,,,,,,,,,,
LINK_210882,LINK_210882,,unmatched,none,,,,,,,,,,,,
LINK_220151,LINK_220151,,unmatched,none,,,,,,,,,,,,
NODE_21874,21874,21874,exact_strip_NODE,high,:5161705573_c0,5161705573,585341916#3,218926711#4,226.3558970490059,patched_unsignalized,ready_for_simulation,True,126.9741195020757,37.55871519281736,126.9756481,37.55704554
NODE_5863,5863,5863,exact_strip_NODE,high,:11177413160_c0,11177413160,553799176#1,585341906#2,222.2972290569709,patched_unsignalized,ready_for_simulation,True,126.97312299745676,37.5561904164742,126.9754734,37.55697612
LINK_165332,LINK_165332,,unmatched,none,,,,,,,,,,,,
LINK_89744,LINK_89744,,unmatched,none,,,,,,,,,,,,
LINK_6494,LINK_6494,,unmatched,none,,,,,,,,,,,,
LINK_262750,LINK_262750,,unmatched,none,,,,,,,,,,,,
LINK_108149,LINK_108149,,unmatched,none,,,,,,,,,,,,
LINK_244326,LINK_244326,,unmatched,none,,,,,,,,,,,,
LINK_239783,LINK_239783,,unmatched,none,,,,,,,,,,,,
LINK_70067,LINK_70067,,unmatched,none,,,,,,,,,,,,
LINK_127532,LINK_127532,,unmatched,none,,,,,,,,,,,,
LINK_173252,LINK_173252,,unmatched,none,,,,,,,,,,,,
LINK_159003,LINK_159003,,unmatched,none,,,,,,,,,,,,
LINK_160658,LINK_160658,,unmatched,none,,,,,,,,,,,,
LINK_9791,LINK_9791,,unmatched,none,,,,,,,,,,,,
LINK_146267,LINK_146267,,unmatched,none,,,,,,,,,,,,
NODE_24603,24603,24603,exact_strip_NODE,high,:8453967389_c2,GS_8453967389,-910455717,911522751#3,188.92984831264988,patched_unsignalized,ready_for_simulation,True,127.01476978193293,37.56803314495191,127.0126385,37.56782649
NODE_8898,8898,8898,exact_strip_NODE,high,:3846533327_c1,3846533327,-381452099,420317538#2,184.77218022426595,represented_by_patched_crossing,ready_for_simulation,True,127.01235068584036,37.55930460884475,127.0140816,37.56028202
NODE_8901,8901,8901,exact_strip_NODE,high,:3846533327_c1,3846533327,-381452099,420317538#2,217.2587432577248,patched_unsignalized,ready_for_simulation,True,127.01235068584036,37.55930460884475,127.0147484,37.55981279
NODE_8903,8903,8903,exact_strip_NODE,high,:3846533327_c1,3846533327,-381452099,420317538#2,164.00981607984937,patched_unsignalized,ready_for_simulation,True,127.01235068584036,37.55930460884475,127.0139493,37.56010124
NODE_8594,8594,8594,exact_strip_NODE,high,:8453967389_c2,GS_8453967389,-910455717,911522751#3,205.6828206647373,patched_unsignalized,ready_for_simulation,True,127.01476978193293,37.56803314495191,127.0124629,37.56771993
NODE_8895,8895,8895,exact_strip_NODE,high,:3846533327_c1,3846533327,-381452099,420317538#2,227.5650734531,patched_unsignalized,ready_for_simulation,True,127.01235068584036,37.55930460884475,127.0148232,37.55994323
NODE_8864,8864,8864,exact_strip_NODE,high,:3846533327_c1,3846533327,-381452099,420317538#2,324.01312837680774,patched_unsignalized,ready_for_simulation,True,127.01235068584036,37.55930460884475,127.0160248,37.5595174
NODE_8052,8052,8052,exact_strip_NODE,high,:8209566040_c0,8209566040,1283637490#2,770890589#3,195.43644918403857,patched_unsignalized,ready_for_simulation,True,127.00910465279112,37.56807545875095,127.0099992,37.56968944
NODE_125905,125905,125905,exact_strip_NODE,high,:3846533327_c2,3846533327,420317538#1,381452140#1,574.2092758201807,patched_unsignalized,ready_for_simulation,True,127.01227232844946,37.55923713983198,127.0116873,37.5540724
NODE_165595,165595,165595,exact_strip_NODE,high,:436864128_c0,436864128,896413219#0,896413219#1,173.97919639869428,patched_unsignalized,ready_for_simulation,True,127.02383132510924,37.56508486466774,127.0243729,37.56354951
NODE_24601,24601,24601,exact_strip_NODE,high,:8453967389_c2,GS_8453967389,-910455717,911522751#3,211.38440402465628,patched_unsignalized,ready_for_simulation,True,127.01476978193293,37.56803314495191,127.0123766,37.56793735
NODE_24602,24602,24602,exact_strip_NODE,high,:8453967389_c2,GS_8453967389,-910455717,911522751#3,190.4935322123221,patched_unsignalized,ready_for_simulation,True,127.01476978193293,37.56803314495191,127.0126325,37.56774279
NODE_8051,8051,8051,exact_strip_NODE,high,:8209566040_c0,8209566040,1283637490#2,770890589#3,183.2061621732173,patched_unsignalized,ready_for_simulation,True,127.00910465279112,37.56807545875095,127.0100308,37.56955442
NODE_10212,10212,10212,exact_strip_NODE,high,:436864128_c0,436864128,896413219#0,896413219#1,164.0614158629878,patched_unsignalized,ready_for_simulation,True,127.02383132510924,37.56508486466774,127.0241315,37.56359762
NODE_9477,9477,9477,exact_strip_NODE,high,:436864128_c0,436864128,896413219#0,896413219#1,4.441712111826686,A,ready_for_simulation,True,127.02383132510924,37.56508486466774,,
NODE_8593,8593,8593,exact_strip_NODE,high,:8453967389_c2,GS_8453967389,-910455717,911522751#3,179.81083199247593,patched_unsignalized,ready_for_simulation,True,127.01476978193293,37.56803314495191,127.012759,37.5677199
LINK_74259,LINK_74259,,unmatched,none,,,,,,,,,,,,
LINK_237014,LINK_237014,,unmatched,none,,,,,,,,,,,,
LINK_148018,LINK_148018,,unmatched,none,,,,,,,,,,,,
LINK_154018,LINK_154018,,unmatched,none,,,,,,,,,,,,
LINK_277412,LINK_277412,,unmatched,none,,,,,,,,,,,,
NODE_165598,165598,165598,exact_strip_NODE,high,:436864128_c0,436864128,896413219#0,896413219#1,337.5380715450985,patched_unsignalized,ready_for_simulation,True,127.02383132510924,37.56508486466774,127.0244127,37.56205052
NODE_10413,10413,10413,exact_strip_NODE,high,:436864128_c0,436864128,896413219#0,896413219#1,343.85383226485374,represented_by_patched_crossing,ready_for_simulation,True,127.02383132510924,37.56508486466774,127.0244127,37.56199295
NODE_8729,8729,8729,exact_strip_NODE,high,:3846533327_c0,3846533327,-381452140#1,-381452140#0,502.6119570060986,patched_unsignalized,ready_for_simulation,True,127.01222898274492,37.55939853872191,127.0155796,37.56306742
NODE_165599,165599,165599,exact_strip_NODE,high,:436864128_c0,436864128,896413219#0,896413219#1,350.0943261820346,patched_unsignalized,ready_for_simulation,True,127.02383132510924,37.56508486466774,127.0244127,37.56193609
NODE_8232,8232,8232,exact_strip_NODE,high,:3846533327_c4,3846533327,-420317538#2,-420317538#1,321.8684026147216,patched_unsignalized,ready_for_simulation,True,127.01215174618156,37.55937195869707,127.0104869,37.56197253
NODE_8708,8708,8708,exact_strip_NODE,high,:8453967389_c2,GS_8453967389,-910455717,911522751#3,382.8633752829368,patched_unsignalized,ready_for_simulation,True,127.01476978193293,37.56803314495191,127.0124739,37.56504921
NODE_24600,24600,24600,exact_strip_NODE,high,:8453967389_c2,GS_8453967389,-910455717,911522751#3,198.13050433068085,patched_unsignalized,ready_for_simulation,True,127.01476978193293,37.56803314495191,127.0125262,37.56798768
NODE_10174,10174,10174,exact_strip_NODE,high,:3846533327_c1,3846533327,-381452099,420317538#2,145.98493775820765,represented_by_patched_crossing,ready_for_simulation,True,127.01235068584036,37.55930460884475,127.0135095,37.5602798
NODE_8786,8786,8786,exact_strip_NODE,high,:3846533327_c0,3846533327,-381452140#1,-381452140#0,152.025656111255,patched_unsignalized,ready_for_simulation,True,127.01222898274492,37.55939853872191,127.0125896,37.56074218
NODE_8783,8783,8783,exact_strip_NODE,high,:3846533327_c0,3846533327,-381452140#1,-381452140#0,138.54904783120392,patched_unsignalized,ready_for_simulation,True,127.01222898274492,37.55939853872191,127.0125206,37.56063005
NODE_8176,8176,8176,exact_strip_NODE,high,:3846533327_c0,3846533327,-381452140#1,-381452140#0,158.87550671056195,patched_unsignalized,ready_for_simulation,True,127.01222898274492,37.55939853872191,127.0118695,37.56081669
NODE_8234,8234,8234,exact_strip_NODE,high,:3846533327_c4,3846533327,-420317538#2,-420317538#1,332.0567294963879,represented_by_patched_crossing,ready_for_simulation,True,127.01215174618156,37.55937195869707,127.0105013,37.56208123
NODE_8239,8239,8239,exact_strip_NODE,high,:436870729_c1,436870729,913009312#4,913009312#5,323.5916934858941,patched_unsignalized,ready_for_simulation,True,127.00653307688304,37.56207487814516,127.0102167,37.56204807
NODE_8237,8237,8237,exact_strip_NODE,high,:436870729_c1,436870729,913009312#4,913009312#5,325.12840220469633,represented_by_patched_crossing,ready_for_simulation,True,127.00653307688304,37.56207487814516,127.010231,37.56196797
NODE_8238,8238,8238,exact_strip_NODE,high,:436870729_c1,436870729,913009312#4,913009312#5,324.469884845881,represented_by_patched_crossing,ready_for_simulation,True,127.00653307688304,37.56207487814516,127.0102253,37.56200459
NODE_8231,8231,8231,exact_strip_NODE,high,:3846533327_c4,3846533327,-420317538#2,-420317538#1,324.6680931692941,patched_unsignalized,ready_for_simulation,True,127.01215174618156,37.55937195869707,127.0103316,37.56193363
NODE_10175,10175,10175,exact_strip_NODE,high,:3846533327_c1,3846533327,-381452099,420317538#2,169.77736114275518,patched_unsignalized,ready_for_simulation,True,127.01235068584036,37.55930460884475,127.0136418,37.56047431
NODE_8241,8241,8241,exact_strip_NODE,high,:3846533327_c4,3846533327,-420317538#2,-420317538#1,339.0951368025386,patched_unsignalized,ready_for_simulation,True,127.01215174618156,37.55937195869707,127.0104467,37.56213044
NODE_8233,8233,8233,exact_strip_NODE,high,:3846533327_c4,3846533327,-420317538#2,-420317538#1,325.9216791055738,patched_unsignalized,ready_for_simulation,True,127.01215174618156,37.55937195869707,127.0105156,37.56202516
NODE_10173,10173,10173,exact_strip_NODE,high,:3846533327_c0,3846533327,-381452140#1,-381452140#0,172.1770952179666,patched_unsignalized,ready_for_simulation,True,127.01222898274492,37.55939853872191,127.0119186,37.56094451
NODE_8236,8236,8236,exact_strip_NODE,high,:3846533327_c4,3846533327,-420317538#2,-420317538#1,328.47807281480993,patched_unsignalized,ready_for_simulation,True,127.01215174618156,37.55937195869707,127.0105113,37.56204919
NODE_8240,8240,8240,exact_strip_NODE,high,:436870729_c1,436870729,913009312#4,913009312#5,328.63069625398964,represented_by_patched_crossing,ready_for_simulation,True,127.00653307688304,37.56207487814516,127.0102742,37.56211672
LINK_209761,LINK_209761,,unmatched,none,,,,,,,,,,,,
LINK_100398,LINK_100398,,unmatched,none,,,,,,,,,,,,
LINK_142385,LINK_142385,,unmatched,none,,,,,,,,,,,,
LINK_257363,LINK_257363,,unmatched,none,,,,,,,,,,,,
LINK_86001,LINK_86001,,unmatched,none,,,,,,,,,,,,
LINK_38073,LINK_38073,,unmatched,none,,,,,,,,,,,,
NODE_10009,10009,10009,exact_strip_NODE,high,:8453967389_c1,GS_8453967389,911522751#1,910455717,299.3010689760252,patched_unsignalized,ready_for_simulation,True,127.01487623664644,37.56803209689397,127.016467,37.56559385
NODE_8581,8581,8581,exact_strip_NODE,high,:8453967389_c1,GS_8453967389,911522751#1,910455717,112.80932836826324,patched_unsignalized,ready_for_simulation,True,127.01487623664644,37.56803209689397,127.0161459,37.56820465
NODE_8620,8620,8620,exact_strip_NODE,high,:8453967389_c1,GS_8453967389,911522751#1,910455717,324.507909185958,patched_unsignalized,ready_for_simulation,True,127.01487623664644,37.56803209689397,127.0159196,37.56517123
NODE_8676,8676,8676,exact_strip_NODE,high,:8453967389_c1,GS_8453967389,911522751#1,910455717,290.99514730029017,patched_unsignalized,ready_for_simulation,True,127.01487623664644,37.56803209689397,127.0159254,37.56548934
NODE_8574,8574,8574,exact_strip_NODE,high,:1936511565_c0,joinedS_13204036887_1636410225_1936511565_8508478937,896413226#0,896413226#1,5.308767550837489,A,ready_for_simulation,True,127.01609066040388,37.569614236666176,,
NODE_8576,8576,8576,exact_strip_NODE,high,:8453967389_c1,GS_8453967389,911522751#1,910455717,86.83266629809768,recovered,auto_recovered_distance_rematch,True,127.0148771403648,37.56808974487035,,
NODE_8572,8572,8572,exact_strip_NODE,high,:8508478937_c0,joinedS_13204036887_1636410225_1936511565_8508478937,-218684408#10,218684408#10,7.769688467246783,A,ready_for_simulation,True,127.01587386629792,37.56953642176488,,
LINK_78053,LINK_78053,,unmatched,none,,,,,,,,,,,,
LINK_45889,LINK_45889,,unmatched,none,,,,,,,,,,,,
LINK_117788,LINK_117788,,unmatched,none,,,,,,,,,,,,
LINK_103088,LINK_103088,,unmatched,none,,,,,,,,,,,,
NODE_8578,8578,8578,exact_strip_NODE,high,:8453967389_c1,GS_8453967389,911522751#1,910455717,115.6724881707546,patched_unsignalized,ready_for_simulation,True,127.01487623664644,37.56803209689397,127.0161746,37.56784535
NODE_10250,10250,10250,exact_strip_NODE,high,:8453967389_c1,GS_8453967389,911522751#1,910455717,90.18481606949555,recovered,auto_recovered_distance_rematch,True,127.0148771403648,37.56808974487035,,
NODE_8678,8678,8678,exact_strip_NODE,high,:8453967389_c1,GS_8453967389,911522751#1,910455717,135.8248415688713,patched_unsignalized,ready_for_simulation,True,127.01487623664644,37.56803209689397,127.0159617,37.56710847
NODE_8675,8675,8675,exact_strip_NODE,high,:8453967389_c1,GS_8453967389,911522751#1,910455717,285.65016377157514,patched_unsignalized,ready_for_simulation,True,127.01487623664644,37.56803209689397,127.0159844,37.56555684
LINK_70940,LINK_70940,,unmatched,none,,,,,,,,,,,,
LINK_187115,LINK_187115,,unmatched,none,,,,,,,,,,,,
LINK_211251,LINK_211251,,unmatched,none,,,,,,,,,,,,
LINK_89083,LINK_89083,,unmatched,none,,,,,,,,,,,,
LINK_144405,LINK_144405,,unmatched,none,,,,,,,,,,,,
LINK_242267,LINK_242267,,unmatched,none,,,,,,,,,,,,
NODE_5959,5959,5959,exact_strip_NODE,high,:5194567167_c0,joinedS_5194567167_5851251266,1230789306#3,1084408283#1,160.61949479835667,patched_unsignalized,ready_for_simulation,True,126.97711385933532,37.566875791220326,126.9790763,37.56690974
NODE_9678,9678,9678,exact_strip_NODE,high,:5194567167_c0,joinedS_5194567167_5851251266,1230789306#3,1084408283#1,162.15709234358297,patched_unsignalized,ready_for_simulation,True,126.97711385933532,37.566875791220326,126.9790762,37.56708138
LINK_211900,LINK_211900,,unmatched,none,,,,,,,,,,,,
LINK_43316,LINK_43316,,unmatched,none,,,,,,,,,,,,
LINK_241309,LINK_241309,,unmatched,none,,,,,,,,,,,,
LINK_16345,LINK_16345,,unmatched,none,,,,,,,,,,,,
LINK_255224,LINK_255224,,unmatched,none,,,,,,,,,,,,
LINK_161242,LINK_161242,,unmatched,none,,,,,,,,,,,,
LINK_170408,LINK_170408,,unmatched,none,,,,,,,,,,,,
LINK_109871,LINK_109871,,unmatched,none,,,,,,,,,,,,
NODE_5962,5962,5962,exact_strip_NODE,high,:1945254547_c0,1945254547,710255389#3,198564932,129.4112679613701,patched_unsignalized,ready_for_simulation,True,126.97857023720144,37.56515442463101,126.979042,37.56625979
NODE_9698,9698,9698,exact_strip_NODE,high,:2374692796_c0,2374692796,184083187#3,184083187#4,193.6637443001203,patched_unsignalized,ready_for_simulation,True,126.98841480445546,37.566301312605944,126.9873965,37.56786066
NODE_5957,5957,5957,exact_strip_NODE,high,:5194567167_c0,joinedS_5194567167_5851251266,1230789306#3,1084408283#1,160.6128774469918,patched_unsignalized,ready_for_simulation,True,126.97711385933532,37.566875791220326,126.9790705,37.5669967
NODE_5958,5958,5958,exact_strip_NODE,high,:1945254547_c0,1945254547,710255389#3,198564932,133.8296974640893,patched_unsignalized,ready_for_simulation,True,126.97857023720144,37.56515442463101,126.979226,37.5662438
NODE_10342,10342,10342,exact_strip_NODE,high,:2420018399_c0,2420018399,474532059#3,474532059#4,123.75353177451431,patched_unsignalized,ready_for_simulation,True,126.9799394534048,37.57005783877547,126.9794164,37.56901295
NODE_5906,5906,5906,exact_strip_NODE,high,:2420018399_c0,2420018399,474532059#3,474532059#4,142.40875841647474,patched_unsignalized,ready_for_simulation,True,126.9799394534048,37.57005783877547,126.9793762,37.56884588
NODE_89746,89746,89746,exact_strip_NODE,high,:1945254893_c0,joinedS_10911257064_11198015009_11198015018_11198015019_#3more,1207481552#2,218919060#0,131.4799976838617,patched_unsignalized,ready_for_simulation,True,126.98320774512972,37.57007219452772,126.9825615,37.56899744
NODE_5905,5905,5905,exact_strip_NODE,high,:2420018399_c0,2420018399,474532059#3,474532059#4,136.21890562760257,patched_unsignalized,ready_for_simulation,True,126.9799394534048,37.57005783877547,126.979425,37.56889166
