source_crosswalk_id,canonical_crosswalk_id,registry_crosswalk_id,id_mapping_method,id_mapping_confidence,crossing_edge,tls_id,from_edge,to_edge,match_distance_m,registry_status,implementation_status,runnable_for_signal_extension,crossing_lon,crossing_lat,original_csv_lon,original_csv_lat
NODE_6465,6465,6465,exact_strip_NODE,high,:11203083980_c0,11203083980,1209137354#1,913565824#4,4.280027709774625,A,ready_for_simulation,True,126.98770896076238,37.56597498106772,,
NODE_6237,6237,6237,exact_strip_NODE,high,:1945254893_c0,joinedS_10911257064_11198015009_11198015018_11198015019_#3more,1207481552#2,218919060#0,170.3488881504427,patched_unsignalized,ready_for_simulation,True,126.98320774512972,37.57007219452772,126.9826021,37.56860611
NODE_6284,6284,6284,exact_strip_NODE,high,:13732389937_c0,13732389937,1499619443#8,1499619443#9,137.4704844320386,patched_unsignalized,ready_for_simulation,True,126.98264063937012,37.56497894634611,126.9829333,37.56621007
NODE_6281,6281,6281,exact_strip_NODE,high,:13732389937_c0,13732389937,1499619443#8,1499619443#9,98.76561833785738,recovered,auto_recovered_distance_rematch,True,126.98264285814888,37.56499322342445,,
NODE_6453,6453,6453,exact_strip_NODE,high,:7311080426_c0,7311080426,782892489#7,782892489#8,63.23042221000102,recovered,auto_recovered_distance_rematch,True,126.98797182003952,37.56430140479245,,
NODE_6312,6312,6312,exact_strip_NODE,high,:11203052956_c0,11203052956,1209133879#1,781985786#1,132.79306435736956,patched_unsignalized,ready_for_simulation,True,126.98238785154204,37.56042309727564,126.9837998,37.56084358
NODE_6337,6337,6337,exact_strip_NODE,high,:11203052964_c0,11203052964,1209133881#0,-781985788#0,0.3489575060736823,A,ready_for_simulation,True,126.98196437711906,37.560495163579986,,
NODE_6452,6452,6452,exact_strip_NODE,high,:7311080426_c0,7311080426,782892489#7,782892489#8,58.56089778437568,recovered,auto_recovered_distance_rematch,True,126.98797182003952,37.56430140479245,,
NODE_122543,122543,122543,exact_strip_NODE,high,:2374692796_c0,2374692796,184083187#3,184083187#4,91.05512775900486,recovered,auto_recovered_distance_rematch,True,126.98837859283408,37.56630065029044,,
NODE_6283,6283,6283,exact_strip_NODE,high,:13732389937_c0,13732389937,1499619443#8,1499619443#9,134.0657493821922,patched_unsignalized,ready_for_simulation,True,126.98264063937012,37.56497894634611,126.9824532,37.56619169
NODE_6473,6473,6473,exact_strip_NODE,high,:11203083983_c0,11203083983,1209137355#1,198564925#6,26.953648867936565,A,ready_for_simulation,True,126.987345162238,37.566070884559224,,
NODE_6477,6477,6477,exact_strip_NODE,high,:11203083983_c0,11203083983,1209137355#1,198564925#6,11.20145621544862,A,ready_for_simulation,True,126.987345162238,37.566070884559224,,
