crosswalk_id,sumo_crosswalk_alive_status,is_alive_in_sumo_network,phase6_ready_confirmed,sumo_alive_source,in_ready_candidates,in_red_only_phase_fix,in_unsignalized_crosswalks,in_tls_creation_candidates,in_geometry_reject,in_manual_review
NODE_121262,NOT_PROCESSED_OR_UNKNOWN,,False,,False,False,False,False,False,False
NODE_6199,NOT_PROCESSED_OR_UNKNOWN,,False,,False,False,False,False,False,False
NODE_6082,MANUAL_REVIEW,,False,geometry_reject_or_manual_hold.csv|phase6_ready_candidates_total_FINAL_237_integrity_check.csv,False,False,False,False,False,True
NODE_6425,NOT_PROCESSED_OR_UNKNOWN,,False,,False,False,False,False,False,False
NODE_5681,NOT_PROCESSED_OR_UNKNOWN,,False,,False,False,False,False,False,False
LINK_194891,GEOMETRY_REJECT,False,False,geometry_reject_or_manual_hold.csv,False,False,False,False,True,False
LINK_22103,NOT_PROCESSED_OR_UNKNOWN,,False,,False,False,False,False,False,False
NODE_6127,NOT_PROCESSED_OR_UNKNOWN,,False,,False,False,False,False,False,False
NODE_6137,NOT_PROCESSED_OR_UNKNOWN,,False,,False,False,False,False,False,False
NODE_6210,RED_ONLY_PHASE_FIX_NEEDED,True,False,red_only_phase_fix_batch01_run/red_only_phase_fix_results.csv|red_only_phase_fix_batch02_run/red_only_phase_fix_results.csv|red_only_phase_fix_35_run/red_only_phase_fix_results.csv|phase6_ready_candidates_total_FINAL_237_integrity_check.csv,False,True,False,False,False,True
NODE_73917,NOT_PROCESSED_OR_UNKNOWN,,False,,False,False,False,False,False,False
NODE_73919,NOT_PROCESSED_OR_UNKNOWN,,False,,False,False,False,False,False,False
NODE_6155,NOT_PROCESSED_OR_UNKNOWN,,False,,False,False,False,False,False,False
NODE_10262,NOT_PROCESSED_OR_UNKNOWN,,False,,False,False,False,False,False,False
NODE_10381,NOT_PROCESSED_OR_UNKNOWN,,False,,False,False,False,False,False,False
NODE_10382,NOT_PROCESSED_OR_UNKNOWN,,False,,False,False,False,False,False,False
NODE_10383,RED_ONLY_PHASE_FIX_NEEDED,True,False,red_only_phase_fix_batch01_run/red_only_phase_fix_results.csv|red_only_phase_fix_batch02_run/red_only_phase_fix_results.csv|red_only_phase_fix_35_run/red_only_phase_fix_results.csv|phase6_ready_candidates_total_FINAL_237_integrity_check.csv,False,True,False,False,False,False
NODE_6084,NOT_PROCESSED_OR_UNKNOWN,,False,,False,False,False,False,False,False
NODE_122781,NOT_PROCESSED_OR_UNKNOWN,,False,,False,False,False,False,False,False
LINK_224750,NOT_PROCESSED_OR_UNKNOWN,,False,,False,False,False,False,False,False
