crosswalk_id,sumo_crosswalk_alive_status,is_alive_in_sumo_network,phase6_ready_confirmed,sumo_alive_source,in_ready_candidates,in_red_only_phase_fix,in_unsignalized_crosswalks,in_tls_creation_candidates,in_geometry_reject,in_manual_review
NODE_9650,RED_ONLY_PHASE_FIX_NEEDED,True,False,red_only_phase_fix_batch01_run/red_only_phase_fix_results.csv|red_only_phase_fix_batch02_run/red_only_phase_fix_results.csv|red_only_phase_fix_35_run/red_only_phase_fix_results.csv|phase6_ready_candidates_total_FINAL_237_integrity_check.csv,False,True,False,False,False,False
NODE_6419,NOT_PROCESSED_OR_UNKNOWN,,False,,False,False,False,False,False,False
NODE_6213,NOT_PROCESSED_OR_UNKNOWN,,False,,False,False,False,False,False,False
NODE_6068,NOT_PROCESSED_OR_UNKNOWN,,False,,False,False,False,False,False,False
NODE_6424,NOT_PROCESSED_OR_UNKNOWN,,False,,False,False,False,False,False,False
NODE_10061,NOT_PROCESSED_OR_UNKNOWN,,False,,False,False,False,False,False,False
LINK_86949,RED_ONLY_PHASE_FIX_NEEDED,True,False,red_only_phase_fix_batch01_run/red_only_phase_fix_results.csv|red_only_phase_fix_batch02_run/red_only_phase_fix_results.csv|red_only_phase_fix_35_run/red_only_phase_fix_results.csv|phase6_ready_candidates_total_FINAL_237_integrity_check.csv,False,True,False,False,False,False
LINK_19394,NOT_PROCESSED_OR_UNKNOWN,,False,,False,False,False,False,False,False
LINK_230879,NOT_PROCESSED_OR_UNKNOWN,,False,,False,False,False,False,False,False
LINK_446,NOT_PROCESSED_OR_UNKNOWN,,False,,False,False,False,False,False,False
LINK_20482,NOT_PROCESSED_OR_UNKNOWN,,False,,False,False,False,False,False,False
LINK_83815,NOT_PROCESSED_OR_UNKNOWN,,False,,False,False,False,False,False,False
LINK_124840,NOT_PROCESSED_OR_UNKNOWN,,False,,False,False,False,False,False,False
LINK_224778,NOT_PROCESSED_OR_UNKNOWN,,False,,False,False,False,False,False,False
LINK_256826,NOT_PROCESSED_OR_UNKNOWN,,False,,False,False,False,False,False,False
NODE_6201,NOT_PROCESSED_OR_UNKNOWN,,False,,False,False,False,False,False,False
NODE_6212,NOT_PROCESSED_OR_UNKNOWN,,False,,False,False,False,False,False,False
LINK_130571,NOT_PROCESSED_OR_UNKNOWN,,False,,False,False,False,False,False,False
LINK_107613,NOT_PROCESSED_OR_UNKNOWN,,False,,False,False,False,False,False,False
LINK_266939,NOT_PROCESSED_OR_UNKNOWN,,False,,False,False,False,False,False,False
LINK_8035,MANUAL_REVIEW,,False,geometry_reject_or_manual_hold.csv|phase6_ready_candidates_total_FINAL_237_integrity_check.csv,False,False,False,False,False,True
NODE_8426,NOT_PROCESSED_OR_UNKNOWN,,False,,False,False,False,False,False,False
NODE_8369,NOT_PROCESSED_OR_UNKNOWN,,False,,False,False,False,False,False,False
LINK_153517,NOT_PROCESSED_OR_UNKNOWN,,False,,False,False,False,False,False,False
LINK_212169,MANUAL_REVIEW,,False,geometry_reject_or_manual_hold.csv|phase6_ready_candidates_total_FINAL_237_integrity_check.csv,False,False,False,False,False,True
LINK_239875,NOT_PROCESSED_OR_UNKNOWN,,False,,False,False,False,False,False,False
NODE_125895,MANUAL_REVIEW,,False,geometry_reject_or_manual_hold.csv|phase6_ready_candidates_total_FINAL_237_integrity_check.csv,False,False,False,False,False,True
LINK_239754,GEOMETRY_REJECT,False,False,geometry_reject_or_manual_hold.csv,False,False,False,False,True,False
LINK_140740,NOT_PROCESSED_OR_UNKNOWN,,False,,False,False,False,False,False,False
LINK_249048,GEOMETRY_REJECT,False,False,geometry_reject_or_manual_hold.csv,False,False,False,False,True,False
LINK_10218,NOT_PROCESSED_OR_UNKNOWN,,False,,False,False,False,False,False,False
LINK_188162,GEOMETRY_REJECT,False,False,geometry_reject_or_manual_hold.csv,False,False,False,False,True,False
LINK_274692,NOT_PROCESSED_OR_UNKNOWN,,False,,False,False,False,False,False,False
LINK_106979,MANUAL_REVIEW,,False,geometry_reject_or_manual_hold.csv|phase6_ready_candidates_total_FINAL_237_integrity_check.csv,False,False,False,False,False,True
LINK_80550,MANUAL_REVIEW,,False,geometry_reject_or_manual_hold.csv|phase6_ready_candidates_total_FINAL_237_integrity_check.csv,False,False,False,False,False,True
LINK_84563,MANUAL_REVIEW,,False,geometry_reject_or_manual_hold.csv|phase6_ready_candidates_total_FINAL_237_integrity_check.csv,False,False,False,False,False,True
LINK_165020,MANUAL_REVIEW,,False,geometry_reject_or_manual_hold.csv|phase6_ready_candidates_total_FINAL_237_integrity_check.csv,False,False,False,False,False,True
LINK_281061,NOT_PROCESSED_OR_UNKNOWN,,False,,False,False,False,False,False,False
LINK_118297,MANUAL_REVIEW,,False,geometry_reject_or_manual_hold.csv|phase6_ready_candidates_total_FINAL_237_integrity_check.csv,False,False,False,False,False,True
LINK_274222,MANUAL_REVIEW,,False,geometry_reject_or_manual_hold.csv|phase6_ready_candidates_total_FINAL_237_integrity_check.csv,False,False,False,False,False,True
LINK_193845,NOT_PROCESSED_OR_UNKNOWN,,False,,False,False,False,False,False,False
LINK_110312,MANUAL_REVIEW,,False,geometry_reject_or_manual_hold.csv|phase6_ready_candidates_total_FINAL_237_integrity_check.csv,False,False,False,False,False,True
NODE_57526,NOT_PROCESSED_OR_UNKNOWN,,False,,False,False,False,False,False,False
LINK_211844,MANUAL_REVIEW,,False,geometry_reject_or_manual_hold.csv|phase6_ready_candidates_total_FINAL_237_integrity_check.csv,False,False,False,False,False,True
NODE_8452,RED_ONLY_PHASE_FIX_NEEDED,True,False,red_only_phase_fix_batch01_run/red_only_phase_fix_results.csv|red_only_phase_fix_batch02_run/red_only_phase_fix_results.csv|red_only_phase_fix_35_run/red_only_phase_fix_results.csv|phase6_ready_candidates_total_FINAL_237_integrity_check.csv,False,True,False,False,False,True
NODE_8382,NOT_PROCESSED_OR_UNKNOWN,,False,,False,False,False,False,False,False
NODE_8431,NOT_PROCESSED_OR_UNKNOWN,,False,,False,False,False,False,False,False
NODE_10273,NOT_PROCESSED_OR_UNKNOWN,,False,,False,False,False,False,False,False
LINK_261783,NOT_PROCESSED_OR_UNKNOWN,,False,,False,False,False,False,False,False
LINK_168987,GEOMETRY_REJECT,False,False,geometry_reject_or_manual_hold.csv,False,False,False,False,True,False
LINK_148587,NOT_PROCESSED_OR_UNKNOWN,,False,,False,False,False,False,False,False
LINK_190747,NOT_PROCESSED_OR_UNKNOWN,,False,,False,False,False,False,False,False
LINK_19944,GEOMETRY_REJECT,False,False,geometry_reject_or_manual_hold.csv,False,False,False,False,True,False
LINK_122032,NOT_PROCESSED_OR_UNKNOWN,,False,,False,False,False,False,False,False
NODE_8086,NOT_PROCESSED_OR_UNKNOWN,,False,,False,False,False,False,False,False
NODE_9103,RED_ONLY_PHASE_FIX_NEEDED,True,False,red_only_phase_fix_batch01_run/red_only_phase_fix_results.csv|red_only_phase_fix_batch02_run/red_only_phase_fix_results.csv|red_only_phase_fix_35_run/red_only_phase_fix_results.csv|phase6_ready_candidates_total_FINAL_237_integrity_check.csv,False,True,False,False,False,True
NODE_9115,RED_ONLY_PHASE_FIX_NEEDED,True,False,red_only_phase_fix_batch01_run/red_only_phase_fix_results.csv|red_only_phase_fix_batch02_run/red_only_phase_fix_results.csv|red_only_phase_fix_35_run/red_only_phase_fix_results.csv|phase6_ready_candidates_total_FINAL_237_integrity_check.csv,False,True,False,False,False,True
NODE_126178,NOT_PROCESSED_OR_UNKNOWN,,False,,False,False,False,False,False,False
NODE_9494,NOT_PROCESSED_OR_UNKNOWN,,False,,False,False,False,False,False,False
NODE_10008,NOT_PROCESSED_OR_UNKNOWN,,False,,False,False,False,False,False,False
NODE_8668,NOT_PROCESSED_OR_UNKNOWN,,False,,False,False,False,False,False,False
NODE_8669,NOT_PROCESSED_OR_UNKNOWN,,False,,False,False,False,False,False,False
NODE_10007,NOT_PROCESSED_OR_UNKNOWN,,False,,False,False,False,False,False,False
NODE_8083,NOT_PROCESSED_OR_UNKNOWN,,False,,False,False,False,False,False,False
LINK_214213,NOT_PROCESSED_OR_UNKNOWN,,False,,False,False,False,False,False,False
LINK_178464,NOT_PROCESSED_OR_UNKNOWN,,False,,False,False,False,False,False,False
LINK_18211,GEOMETRY_REJECT,False,False,geometry_reject_or_manual_hold.csv,False,False,False,False,True,False
LINK_251889,NOT_PROCESSED_OR_UNKNOWN,,False,,False,False,False,False,False,False
LINK_127869,NOT_PROCESSED_OR_UNKNOWN,,False,,False,False,False,False,False,False
LINK_216688,NOT_PROCESSED_OR_UNKNOWN,,False,,False,False,False,False,False,False
LINK_50898,MANUAL_REVIEW,,False,geometry_reject_or_manual_hold.csv|phase6_ready_candidates_total_FINAL_237_integrity_check.csv,False,False,False,False,False,True
NODE_8024,NOT_PROCESSED_OR_UNKNOWN,,False,,False,False,False,False,False,False
NODE_8022,NOT_PROCESSED_OR_UNKNOWN,,False,,False,False,False,False,False,False
NODE_8909,MANUAL_REVIEW,,False,geometry_reject_or_manual_hold.csv|phase6_ready_candidates_total_FINAL_237_integrity_check.csv,False,False,False,False,False,True
NODE_8912,NOT_PROCESSED_OR_UNKNOWN,,False,,False,False,False,False,False,False
NODE_8423,MANUAL_REVIEW,,False,geometry_reject_or_manual_hold.csv|phase6_ready_candidates_total_FINAL_237_integrity_check.csv,False,False,False,False,False,True
NODE_10279,RED_ONLY_PHASE_FIX_NEEDED,True,False,red_only_phase_fix_batch01_run/red_only_phase_fix_results.csv|red_only_phase_fix_batch02_run/red_only_phase_fix_results.csv|red_only_phase_fix_35_run/red_only_phase_fix_results.csv|phase6_ready_candidates_total_FINAL_237_integrity_check.csv,False,True,False,False,False,False
NODE_8021,NOT_PROCESSED_OR_UNKNOWN,,False,,False,False,False,False,False,False
NODE_8026,NOT_PROCESSED_OR_UNKNOWN,,False,,False,False,False,False,False,False
NODE_8378,NOT_PROCESSED_OR_UNKNOWN,,False,,False,False,False,False,False,False
NODE_126003,NOT_PROCESSED_OR_UNKNOWN,,False,,False,False,False,False,False,False
NODE_8371,MANUAL_REVIEW,,False,geometry_reject_or_manual_hold.csv|phase6_ready_candidates_total_FINAL_237_integrity_check.csv,False,False,False,False,False,True
NODE_10266,NOT_PROCESSED_OR_UNKNOWN,,False,,False,False,False,False,False,False
NODE_8734,NOT_PROCESSED_OR_UNKNOWN,,False,,False,False,False,False,False,False
NODE_8725,NOT_PROCESSED_OR_UNKNOWN,,False,,False,False,False,False,False,False
NODE_126002,NOT_PROCESSED_OR_UNKNOWN,,False,,False,False,False,False,False,False
NODE_8469,MANUAL_REVIEW,,False,geometry_reject_or_manual_hold.csv|phase6_ready_candidates_total_FINAL_237_integrity_check.csv,False,False,False,False,False,True
NODE_8459,MANUAL_REVIEW,,False,geometry_reject_or_manual_hold.csv|phase6_ready_candidates_total_FINAL_237_integrity_check.csv,False,False,False,False,False,True
NODE_125994,NOT_PROCESSED_OR_UNKNOWN,,False,,False,False,False,False,False,False
NODE_10419,NOT_PROCESSED_OR_UNKNOWN,,False,,False,False,False,False,False,False
NODE_8834,NOT_PROCESSED_OR_UNKNOWN,,False,,False,False,False,False,False,False
NODE_8721,MANUAL_REVIEW,,False,geometry_reject_or_manual_hold.csv|phase6_ready_candidates_total_FINAL_237_integrity_check.csv,False,False,False,False,False,True
NODE_8733,NOT_PROCESSED_OR_UNKNOWN,,False,,False,False,False,False,False,False
NODE_8429,NOT_PROCESSED_OR_UNKNOWN,,False,,False,False,False,False,False,False
NODE_10303,MANUAL_REVIEW,,False,geometry_reject_or_manual_hold.csv|phase6_ready_candidates_total_FINAL_237_integrity_check.csv,False,False,False,False,False,True
NODE_8430,NOT_PROCESSED_OR_UNKNOWN,,False,,False,False,False,False,False,False
NODE_8717,NOT_PROCESSED_OR_UNKNOWN,,False,,False,False,False,False,False,False
NODE_8902,NOT_PROCESSED_OR_UNKNOWN,,False,,False,False,False,False,False,False
NODE_8722,RED_ONLY_PHASE_FIX_NEEDED,True,False,red_only_phase_fix_batch01_run/red_only_phase_fix_results.csv|red_only_phase_fix_batch02_run/red_only_phase_fix_results.csv|red_only_phase_fix_35_run/red_only_phase_fix_results.csv|phase6_ready_candidates_total_FINAL_237_integrity_check.csv,False,True,False,False,False,True
LINK_254978,NOT_PROCESSED_OR_UNKNOWN,,False,,False,False,False,False,False,False
LINK_3009,NOT_PROCESSED_OR_UNKNOWN,,False,,False,False,False,False,False,False
NODE_8113,NOT_PROCESSED_OR_UNKNOWN,,False,,False,False,False,False,False,False
NODE_8082,NOT_PROCESSED_OR_UNKNOWN,,False,,False,False,False,False,False,False
LINK_182621,NOT_PROCESSED_OR_UNKNOWN,,False,,False,False,False,False,False,False
LINK_92843,NOT_PROCESSED_OR_UNKNOWN,,False,,False,False,False,False,False,False
LINK_262891,NOT_PROCESSED_OR_UNKNOWN,,False,,False,False,False,False,False,False
LINK_42623,NOT_PROCESSED_OR_UNKNOWN,,False,,False,False,False,False,False,False
LINK_106866,NOT_PROCESSED_OR_UNKNOWN,,False,,False,False,False,False,False,False
LINK_259721,NOT_PROCESSED_OR_UNKNOWN,,False,,False,False,False,False,False,False
LINK_63043,NOT_PROCESSED_OR_UNKNOWN,,False,,False,False,False,False,False,False
NODE_5938,NOT_PROCESSED_OR_UNKNOWN,,False,,False,False,False,False,False,False
LINK_120139,NOT_PROCESSED_OR_UNKNOWN,,False,,False,False,False,False,False,False
NODE_9699,NOT_PROCESSED_OR_UNKNOWN,,False,,False,False,False,False,False,False
NODE_23050,NOT_PROCESSED_OR_UNKNOWN,,False,,False,False,False,False,False,False
NODE_10331,TLS_CREATION_CANDIDATE,False,False,phase6_ready_candidates_total_FINAL_237_integrity_check.csv,False,False,False,True,False,False
NODE_23068,TLS_CREATION_CANDIDATE,False,False,phase6_ready_candidates_total_FINAL_237_integrity_check.csv,False,False,False,True,False,False
NODE_6465,NOT_PROCESSED_OR_UNKNOWN,,False,,False,False,False,False,False,False
NODE_6237,NOT_PROCESSED_OR_UNKNOWN,,False,,False,False,False,False,False,False
NODE_6284,NOT_PROCESSED_OR_UNKNOWN,,False,,False,False,False,False,False,False
NODE_6281,NOT_PROCESSED_OR_UNKNOWN,,False,,False,False,False,False,False,False
NODE_6453,NOT_PROCESSED_OR_UNKNOWN,,False,,False,False,False,False,False,False
NODE_6312,NOT_PROCESSED_OR_UNKNOWN,,False,,False,False,False,False,False,False
NODE_6337,NOT_PROCESSED_OR_UNKNOWN,,False,,False,False,False,False,False,False
NODE_6452,NOT_PROCESSED_OR_UNKNOWN,,False,,False,False,False,False,False,False
NODE_122543,NOT_PROCESSED_OR_UNKNOWN,,False,,False,False,False,False,False,False
NODE_6283,NOT_PROCESSED_OR_UNKNOWN,,False,,False,False,False,False,False,False
NODE_6473,NOT_PROCESSED_OR_UNKNOWN,,False,,False,False,False,False,False,False
NODE_6477,NOT_PROCESSED_OR_UNKNOWN,,False,,False,False,False,False,False,False
NODE_6480,MANUAL_REVIEW,,False,geometry_reject_or_manual_hold.csv|phase6_ready_candidates_total_FINAL_237_integrity_check.csv,False,False,False,False,False,True
NODE_6467,TLS_CREATION_CANDIDATE,False,False,phase6_ready_candidates_total_FINAL_237_integrity_check.csv,False,False,False,True,False,False
NODE_6471,NOT_PROCESSED_OR_UNKNOWN,,False,,False,False,False,False,False,False
NODE_5949,NOT_PROCESSED_OR_UNKNOWN,,False,,False,False,False,False,False,False
NODE_5960,NOT_PROCESSED_OR_UNKNOWN,,False,,False,False,False,False,False,False
NODE_6310,NOT_PROCESSED_OR_UNKNOWN,,False,,False,False,False,False,False,False
NODE_6511,NOT_PROCESSED_OR_UNKNOWN,,False,,False,False,False,False,False,False
NODE_5976,NOT_PROCESSED_OR_UNKNOWN,,False,,False,False,False,False,False,False
NODE_6512,NOT_PROCESSED_OR_UNKNOWN,,False,,False,False,False,False,False,False
LINK_4392,NOT_PROCESSED_OR_UNKNOWN,,False,,False,False,False,False,False,False
LINK_243373,NOT_PROCESSED_OR_UNKNOWN,,False,,False,False,False,False,False,False
NODE_120933,NOT_PROCESSED_OR_UNKNOWN,,False,,False,False,False,False,False,False
NODE_6446,GEOMETRY_REJECT,False,False,geometry_reject_or_manual_hold.csv,False,False,False,False,True,False
NODE_6240,NOT_PROCESSED_OR_UNKNOWN,,False,,False,False,False,False,False,False
NODE_6498,NOT_PROCESSED_OR_UNKNOWN,,False,,False,False,False,False,False,False
NODE_6497,NOT_PROCESSED_OR_UNKNOWN,,False,,False,False,False,False,False,False
NODE_6456,MANUAL_REVIEW,,False,geometry_reject_or_manual_hold.csv|phase6_ready_candidates_total_FINAL_237_integrity_check.csv,False,False,False,False,False,True
NODE_6493,NOT_PROCESSED_OR_UNKNOWN,,False,,False,False,False,False,False,False
NODE_6239,NOT_PROCESSED_OR_UNKNOWN,,False,,False,False,False,False,False,False
NODE_6238,NOT_PROCESSED_OR_UNKNOWN,,False,,False,False,False,False,False,False
NODE_5914,NOT_PROCESSED_OR_UNKNOWN,,False,,False,False,False,False,False,False
NODE_5916,NOT_PROCESSED_OR_UNKNOWN,,False,,False,False,False,False,False,False
NODE_10341,NOT_PROCESSED_OR_UNKNOWN,,False,,False,False,False,False,False,False
NODE_10337,NOT_PROCESSED_OR_UNKNOWN,,False,,False,False,False,False,False,False
NODE_5908,NOT_PROCESSED_OR_UNKNOWN,,False,,False,False,False,False,False,False
NODE_10553,NOT_PROCESSED_OR_UNKNOWN,,False,,False,False,False,False,False,False
NODE_21867,NOT_PROCESSED_OR_UNKNOWN,,False,,False,False,False,False,False,False
NODE_31146,NOT_PROCESSED_OR_UNKNOWN,,False,,False,False,False,False,False,False
NODE_6447,GEOMETRY_REJECT,False,False,geometry_reject_or_manual_hold.csv,False,False,False,False,True,False
NODE_6285,NOT_PROCESSED_OR_UNKNOWN,,False,,False,False,False,False,False,False
NODE_6246,NOT_PROCESSED_OR_UNKNOWN,,False,,False,False,False,False,False,False
LINK_164901,NOT_PROCESSED_OR_UNKNOWN,,False,,False,False,False,False,False,False
LINK_92227,NOT_PROCESSED_OR_UNKNOWN,,False,,False,False,False,False,False,False
LINK_68494,NOT_PROCESSED_OR_UNKNOWN,,False,,False,False,False,False,False,False
NODE_6275,NOT_PROCESSED_OR_UNKNOWN,,False,,False,False,False,False,False,False
NODE_21865,NOT_PROCESSED_OR_UNKNOWN,,False,,False,False,False,False,False,False
NODE_6338,NOT_PROCESSED_OR_UNKNOWN,,False,,False,False,False,False,False,False
NODE_6336,NOT_PROCESSED_OR_UNKNOWN,,False,,False,False,False,False,False,False
NODE_6286,NOT_PROCESSED_OR_UNKNOWN,,False,,False,False,False,False,False,False
NODE_6282,NOT_PROCESSED_OR_UNKNOWN,,False,,False,False,False,False,False,False
LINK_214150,NOT_PROCESSED_OR_UNKNOWN,,False,,False,False,False,False,False,False
LINK_67578,NOT_PROCESSED_OR_UNKNOWN,,False,,False,False,False,False,False,False
LINK_59016,NOT_PROCESSED_OR_UNKNOWN,,False,,False,False,False,False,False,False
LINK_74276,TLS_CREATION_CANDIDATE,False,False,phase6_ready_candidates_total_FINAL_237_integrity_check.csv,False,False,False,True,False,False
LINK_174074,NOT_PROCESSED_OR_UNKNOWN,,False,,False,False,False,False,False,False
LINK_59819,NOT_PROCESSED_OR_UNKNOWN,,False,,False,False,False,False,False,False
LINK_87853,NOT_PROCESSED_OR_UNKNOWN,,False,,False,False,False,False,False,False
LINK_50304,NOT_PROCESSED_OR_UNKNOWN,,False,,False,False,False,False,False,False
LINK_142978,NOT_PROCESSED_OR_UNKNOWN,,False,,False,False,False,False,False,False
NODE_9355,NOT_PROCESSED_OR_UNKNOWN,,False,,False,False,False,False,False,False
NODE_9396,NOT_PROCESSED_OR_UNKNOWN,,False,,False,False,False,False,False,False
NODE_8597,TLS_CREATION_CANDIDATE,False,False,phase6_ready_candidates_total_FINAL_237_integrity_check.csv,False,False,False,True,False,False
NODE_8865,NOT_PROCESSED_OR_UNKNOWN,,False,,False,False,False,False,False,False
NODE_9354,NOT_PROCESSED_OR_UNKNOWN,,False,,False,False,False,False,False,False
NODE_9989,NOT_PROCESSED_OR_UNKNOWN,,False,,False,False,False,False,False,False
LINK_27194,NOT_PROCESSED_OR_UNKNOWN,,False,,False,False,False,False,False,False
LINK_41734,NOT_PROCESSED_OR_UNKNOWN,,False,,False,False,False,False,False,False
LINK_87392,NOT_PROCESSED_OR_UNKNOWN,,False,,False,False,False,False,False,False
NODE_9336,NOT_PROCESSED_OR_UNKNOWN,,False,,False,False,False,False,False,False
NODE_9366,NOT_PROCESSED_OR_UNKNOWN,,False,,False,False,False,False,False,False
LINK_184901,GEOMETRY_REJECT,False,False,geometry_reject_or_manual_hold.csv,False,False,False,False,True,False
LINK_266757,NOT_PROCESSED_OR_UNKNOWN,,False,,False,False,False,False,False,False
LINK_52248,MANUAL_REVIEW,,False,geometry_reject_or_manual_hold.csv|phase6_ready_candidates_total_FINAL_237_integrity_check.csv,False,False,False,False,False,True
LINK_62982,NOT_PROCESSED_OR_UNKNOWN,,False,,False,False,False,False,False,False
LINK_274982,NOT_PROCESSED_OR_UNKNOWN,,False,,False,False,False,False,False,False
LINK_171099,NOT_PROCESSED_OR_UNKNOWN,,False,,False,False,False,False,False,False
LINK_189134,NOT_PROCESSED_OR_UNKNOWN,,False,,False,False,False,False,False,False
LINK_174542,NOT_PROCESSED_OR_UNKNOWN,,False,,False,False,False,False,False,False
LINK_83307,NOT_PROCESSED_OR_UNKNOWN,,False,,False,False,False,False,False,False
LINK_138894,NOT_PROCESSED_OR_UNKNOWN,,False,,False,False,False,False,False,False
NODE_23041,PHASE6_READY_CONFIRMED,True,True,phase6_ready_candidates.csv|phase6_ready_candidates_traci_confirmed.csv|phase6_ready_candidates_total_FINAL_237_integrity_check.csv,True,False,False,False,False,False
NODE_23039,PHASE6_READY_CONFIRMED,True,True,phase6_ready_candidates.csv|phase6_ready_candidates_traci_confirmed.csv|phase6_ready_candidates_total_FINAL_237_integrity_check.csv,True,False,False,False,False,False
LINK_201684,NOT_PROCESSED_OR_UNKNOWN,,False,,False,False,False,False,False,False
LINK_210882,NOT_PROCESSED_OR_UNKNOWN,,False,,False,False,False,False,False,False
LINK_220151,NOT_PROCESSED_OR_UNKNOWN,,False,,False,False,False,False,False,False
NODE_21874,NOT_PROCESSED_OR_UNKNOWN,,False,,False,False,False,False,False,False
NODE_5863,NOT_PROCESSED_OR_UNKNOWN,,False,,False,False,False,False,False,False
LINK_165332,NOT_PROCESSED_OR_UNKNOWN,,False,,False,False,False,False,False,False
LINK_89744,NOT_PROCESSED_OR_UNKNOWN,,False,,False,False,False,False,False,False
LINK_6494,TLS_CREATION_CANDIDATE,False,False,phase6_ready_candidates_total_FINAL_237_integrity_check.csv,False,False,False,True,False,False
LINK_262750,MANUAL_REVIEW,,False,geometry_reject_or_manual_hold.csv|phase6_ready_candidates_total_FINAL_237_integrity_check.csv,False,False,False,False,False,True
LINK_108149,NOT_PROCESSED_OR_UNKNOWN,,False,,False,False,False,False,False,False
LINK_244326,MANUAL_REVIEW,,False,geometry_reject_or_manual_hold.csv|phase6_ready_candidates_total_FINAL_237_integrity_check.csv,False,False,False,False,False,True
LINK_239783,MANUAL_REVIEW,,False,geometry_reject_or_manual_hold.csv|phase6_ready_candidates_total_FINAL_237_integrity_check.csv,False,False,False,False,False,True
LINK_70067,MANUAL_REVIEW,,False,geometry_reject_or_manual_hold.csv|phase6_ready_candidates_total_FINAL_237_integrity_check.csv,False,False,False,False,False,True
LINK_127532,NOT_PROCESSED_OR_UNKNOWN,,False,,False,False,False,False,False,False
LINK_173252,NOT_PROCESSED_OR_UNKNOWN,,False,,False,False,False,False,False,False
LINK_159003,NOT_PROCESSED_OR_UNKNOWN,,False,,False,False,False,False,False,False
LINK_160658,TLS_CREATION_CANDIDATE,False,False,phase6_ready_candidates_total_FINAL_237_integrity_check.csv,False,False,False,True,False,False
LINK_9791,NOT_PROCESSED_OR_UNKNOWN,,False,,False,False,False,False,False,False
LINK_146267,MANUAL_REVIEW,,False,geometry_reject_or_manual_hold.csv|phase6_ready_candidates_total_FINAL_237_integrity_check.csv,False,False,False,False,False,True
NODE_24603,NOT_PROCESSED_OR_UNKNOWN,,False,,False,False,False,False,False,False
NODE_8898,NOT_PROCESSED_OR_UNKNOWN,,False,,False,False,False,False,False,False
NODE_8901,MANUAL_REVIEW,,False,geometry_reject_or_manual_hold.csv|phase6_ready_candidates_total_FINAL_237_integrity_check.csv,False,False,False,False,False,True
NODE_8903,NOT_PROCESSED_OR_UNKNOWN,,False,,False,False,False,False,False,False
NODE_8594,NOT_PROCESSED_OR_UNKNOWN,,False,,False,False,False,False,False,False
NODE_8895,MANUAL_REVIEW,,False,geometry_reject_or_manual_hold.csv|phase6_ready_candidates_total_FINAL_237_integrity_check.csv,False,False,False,False,False,True
NODE_8864,NOT_PROCESSED_OR_UNKNOWN,,False,,False,False,False,False,False,False
NODE_8052,NOT_PROCESSED_OR_UNKNOWN,,False,,False,False,False,False,False,False
NODE_125905,MANUAL_REVIEW,,False,geometry_reject_or_manual_hold.csv|phase6_ready_candidates_total_FINAL_237_integrity_check.csv,False,False,False,False,False,True
NODE_165595,RED_ONLY_PHASE_FIX_NEEDED,True,False,red_only_phase_fix_batch01_run/red_only_phase_fix_results.csv|red_only_phase_fix_batch02_run/red_only_phase_fix_results.csv|red_only_phase_fix_35_run/red_only_phase_fix_results.csv|phase6_ready_candidates_total_FINAL_237_integrity_check.csv,False,True,False,False,False,True
NODE_24601,TLS_CREATION_CANDIDATE,False,False,phase6_ready_candidates_total_FINAL_237_integrity_check.csv,False,False,False,True,False,False
NODE_24602,NOT_PROCESSED_OR_UNKNOWN,,False,,False,False,False,False,False,False
NODE_8051,NOT_PROCESSED_OR_UNKNOWN,,False,,False,False,False,False,False,False
NODE_10212,MANUAL_REVIEW,,False,geometry_reject_or_manual_hold.csv|phase6_ready_candidates_total_FINAL_237_integrity_check.csv,False,False,False,False,False,True
NODE_9477,NOT_PROCESSED_OR_UNKNOWN,,False,,False,False,False,False,False,False
NODE_8593,NOT_PROCESSED_OR_UNKNOWN,,False,,False,False,False,False,False,False
LINK_74259,NOT_PROCESSED_OR_UNKNOWN,,False,,False,False,False,False,False,False
LINK_237014,NOT_PROCESSED_OR_UNKNOWN,,False,,False,False,False,False,False,False
LINK_148018,NOT_PROCESSED_OR_UNKNOWN,,False,,False,False,False,False,False,False
LINK_154018,NOT_PROCESSED_OR_UNKNOWN,,False,,False,False,False,False,False,False
LINK_277412,NOT_PROCESSED_OR_UNKNOWN,,False,,False,False,False,False,False,False
NODE_165598,RED_ONLY_PHASE_FIX_NEEDED,True,False,red_only_phase_fix_batch01_run/red_only_phase_fix_results.csv|red_only_phase_fix_batch02_run/red_only_phase_fix_results.csv|red_only_phase_fix_35_run/red_only_phase_fix_results.csv|phase6_ready_candidates_total_FINAL_237_integrity_check.csv,False,True,False,False,False,True
NODE_10413,RED_ONLY_PHASE_FIX_NEEDED,True,False,red_only_phase_fix_batch01_run/red_only_phase_fix_results.csv|red_only_phase_fix_batch02_run/red_only_phase_fix_results.csv|red_only_phase_fix_35_run/red_only_phase_fix_results.csv|phase6_ready_candidates_total_FINAL_237_integrity_check.csv,False,True,False,False,False,True
NODE_8729,RED_ONLY_PHASE_FIX_NEEDED,True,False,red_only_phase_fix_batch01_run/red_only_phase_fix_results.csv|red_only_phase_fix_batch02_run/red_only_phase_fix_results.csv|red_only_phase_fix_35_run/red_only_phase_fix_results.csv|phase6_ready_candidates_total_FINAL_237_integrity_check.csv,False,True,False,False,False,True
