crosswalk_id,is_restored_in_sumo_network,sumo_restored_level,phase6_ready_confirmed,sumo_restored_source,in_final_237,in_integrity_237
NODE_67360,False,NOT_IN_RESTORED_237,False,,False,False
LINK_239902,False,NOT_IN_RESTORED_237,False,,False,False
LINK_68010,False,NOT_IN_RESTORED_237,False,,False,False
NODE_10261,False,NOT_IN_RESTORED_237,False,,False,False
NODE_9660,False,NOT_IN_RESTORED_237,False,,False,False
NODE_6343,False,NOT_IN_RESTORED_237,False,,False,False
NODE_5759,True,RESTORED_SIGNAL_STRUCTURE_OK,False,phase6_ready_candidates_total_FINAL_237.csv|phase6_ready_candidates_total_FINAL_237_integrity_check.csv,True,True
NODE_6019,False,NOT_IN_RESTORED_237,False,,False,False
NODE_179107,False,NOT_IN_RESTORED_237,False,,False,False
NODE_119045,False,NOT_IN_RESTORED_237,False,,False,False
NODE_5933,False,NOT_IN_RESTORED_237,False,,False,False
NODE_5666,False,NOT_IN_RESTORED_237,False,,False,False
NODE_5826,False,NOT_IN_RESTORED_237,False,,False,False
LINK_171758,False,NOT_IN_RESTORED_237,False,,False,False
LINK_173604,False,NOT_IN_RESTORED_237,False,,False,False
LINK_148824,False,NOT_IN_RESTORED_237,False,,False,False
LINK_121248,False,NOT_IN_RESTORED_237,False,,False,False
LINK_99304,False,NOT_IN_RESTORED_237,False,,False,False
LINK_179767,False,NOT_IN_RESTORED_237,False,,False,False
LINK_279472,True,RESTORED_SIGNAL_STRUCTURE_OK,False,phase6_ready_candidates_total_FINAL_237.csv|phase6_ready_candidates_total_FINAL_237_integrity_check.csv,True,True
LINK_281698,False,NOT_IN_RESTORED_237,False,,False,False
NODE_73940,False,NOT_IN_RESTORED_237,False,,False,False
LINK_32847,False,NOT_IN_RESTORED_237,False,,False,False
NODE_8064,False,NOT_IN_RESTORED_237,False,,False,False
NODE_5825,False,NOT_IN_RESTORED_237,False,,False,False
NODE_5823,False,NOT_IN_RESTORED_237,False,,False,False
NODE_15257,False,NOT_IN_RESTORED_237,False,,False,False
NODE_9633,False,NOT_IN_RESTORED_237,False,,False,False
NODE_6822,False,NOT_IN_RESTORED_237,False,,False,False
NODE_9632,False,NOT_IN_RESTORED_237,False,,False,False
LINK_132131,True,RESTORED_SIGNAL_STRUCTURE_OK,False,phase6_ready_candidates_total_FINAL_237.csv|phase6_ready_candidates_total_FINAL_237_integrity_check.csv,True,True
LINK_177162,True,RESTORED_SIGNAL_STRUCTURE_OK,False,phase6_ready_candidates_total_FINAL_237.csv|phase6_ready_candidates_total_FINAL_237_integrity_check.csv,True,True
LINK_31837,False,NOT_IN_RESTORED_237,False,,False,False
LINK_142629,True,RESTORED_SIGNAL_STRUCTURE_OK,False,phase6_ready_candidates_total_FINAL_237.csv|phase6_ready_candidates_total_FINAL_237_integrity_check.csv,True,True
LINK_228468,False,NOT_IN_RESTORED_237,False,,False,False
LINK_43439,True,RESTORED_SIGNAL_STRUCTURE_OK,False,phase6_ready_candidates_total_FINAL_237.csv|phase6_ready_candidates_total_FINAL_237_integrity_check.csv,True,True
LINK_19804,True,RESTORED_SIGNAL_STRUCTURE_OK,False,phase6_ready_candidates_total_FINAL_237.csv|phase6_ready_candidates_total_FINAL_237_integrity_check.csv,True,True
LINK_24125,False,NOT_IN_RESTORED_237,False,,False,False
LINK_275096,False,NOT_IN_RESTORED_237,False,,False,False
NODE_10369,True,RESTORED_SIGNAL_STRUCTURE_OK,False,phase6_ready_candidates_total_FINAL_237.csv|phase6_ready_candidates_total_FINAL_237_integrity_check.csv,True,True
NODE_14954,True,RESTORED_SIGNAL_STRUCTURE_OK,False,phase6_ready_candidates_total_FINAL_237.csv|phase6_ready_candidates_total_FINAL_237_integrity_check.csv,True,True
NODE_14949,True,RESTORED_SIGNAL_STRUCTURE_OK,False,phase6_ready_candidates_total_FINAL_237.csv|phase6_ready_candidates_total_FINAL_237_integrity_check.csv,True,True
NODE_15199,True,RESTORED_SIGNAL_STRUCTURE_OK,False,phase6_ready_candidates_total_FINAL_237.csv|phase6_ready_candidates_total_FINAL_237_integrity_check.csv,True,True
NODE_15198,True,RESTORED_SIGNAL_STRUCTURE_OK,False,phase6_ready_candidates_total_FINAL_237.csv|phase6_ready_candidates_total_FINAL_237_integrity_check.csv,True,True
NODE_15194,True,RESTORED_SIGNAL_STRUCTURE_OK,False,phase6_ready_candidates_total_FINAL_237.csv|phase6_ready_candidates_total_FINAL_237_integrity_check.csv,True,True
NODE_15186,True,RESTORED_SIGNAL_STRUCTURE_OK,False,phase6_ready_candidates_total_FINAL_237.csv|phase6_ready_candidates_total_FINAL_237_integrity_check.csv,True,True
NODE_14609,True,RESTORED_SIGNAL_STRUCTURE_OK,False,phase6_ready_candidates_total_FINAL_237.csv|phase6_ready_candidates_total_FINAL_237_integrity_check.csv,True,True
NODE_14942,True,RESTORED_SIGNAL_STRUCTURE_OK,False,phase6_ready_candidates_total_FINAL_237.csv|phase6_ready_candidates_total_FINAL_237_integrity_check.csv,True,True
NODE_14611,True,RESTORED_SIGNAL_STRUCTURE_OK,False,phase6_ready_candidates_total_FINAL_237.csv|phase6_ready_candidates_total_FINAL_237_integrity_check.csv,True,True
NODE_14615,True,RESTORED_SIGNAL_STRUCTURE_OK,False,phase6_ready_candidates_total_FINAL_237.csv|phase6_ready_candidates_total_FINAL_237_integrity_check.csv,True,True
NODE_14614,True,RESTORED_SIGNAL_STRUCTURE_OK,False,phase6_ready_candidates_total_FINAL_237.csv|phase6_ready_candidates_total_FINAL_237_integrity_check.csv,True,True
NODE_14613,True,RESTORED_SIGNAL_STRUCTURE_OK,False,phase6_ready_candidates_total_FINAL_237.csv|phase6_ready_candidates_total_FINAL_237_integrity_check.csv,True,True
NODE_176196,True,RESTORED_SIGNAL_STRUCTURE_OK,False,phase6_ready_candidates_total_FINAL_237.csv|phase6_ready_candidates_total_FINAL_237_integrity_check.csv,True,True
LINK_232413,True,RESTORED_SIGNAL_STRUCTURE_OK,False,phase6_ready_candidates_total_FINAL_237.csv|phase6_ready_candidates_total_FINAL_237_integrity_check.csv,True,True
LINK_214675,True,RESTORED_SIGNAL_STRUCTURE_OK,False,phase6_ready_candidates_total_FINAL_237.csv|phase6_ready_candidates_total_FINAL_237_integrity_check.csv,True,True
LINK_90825,True,RESTORED_SIGNAL_STRUCTURE_OK,False,phase6_ready_candidates_total_FINAL_237.csv|phase6_ready_candidates_total_FINAL_237_integrity_check.csv,True,True
LINK_118708,True,RESTORED_SIGNAL_STRUCTURE_OK,False,phase6_ready_candidates_total_FINAL_237.csv|phase6_ready_candidates_total_FINAL_237_integrity_check.csv,True,True
LINK_211162,True,RESTORED_SIGNAL_STRUCTURE_OK,False,phase6_ready_candidates_total_FINAL_237.csv|phase6_ready_candidates_total_FINAL_237_integrity_check.csv,True,True
LINK_52434,True,RESTORED_SIGNAL_STRUCTURE_OK,False,phase6_ready_candidates_total_FINAL_237.csv|phase6_ready_candidates_total_FINAL_237_integrity_check.csv,True,True
LINK_110210,True,RESTORED_SIGNAL_STRUCTURE_OK,False,phase6_ready_candidates_total_FINAL_237.csv|phase6_ready_candidates_total_FINAL_237_integrity_check.csv,True,True
LINK_203484,True,RESTORED_SIGNAL_STRUCTURE_OK,False,phase6_ready_candidates_total_FINAL_237.csv|phase6_ready_candidates_total_FINAL_237_integrity_check.csv,True,True
LINK_64807,False,NOT_IN_RESTORED_237,False,,False,False
LINK_174730,True,RESTORED_SIGNAL_STRUCTURE_OK,False,phase6_ready_candidates_total_FINAL_237.csv|phase6_ready_candidates_total_FINAL_237_integrity_check.csv,True,True
LINK_255158,True,RESTORED_SIGNAL_STRUCTURE_OK,False,phase6_ready_candidates_total_FINAL_237.csv|phase6_ready_candidates_total_FINAL_237_integrity_check.csv,True,True
LINK_89324,True,RESTORED_SIGNAL_STRUCTURE_OK,False,phase6_ready_candidates_total_FINAL_237.csv|phase6_ready_candidates_total_FINAL_237_integrity_check.csv,True,True
NODE_7268,False,NOT_IN_RESTORED_237,False,,False,False
NODE_7240,True,RESTORED_SIGNAL_STRUCTURE_OK,False,phase6_ready_candidates_total_FINAL_237.csv|phase6_ready_candidates_total_FINAL_237_integrity_check.csv,True,True
NODE_7267,False,NOT_IN_RESTORED_237,False,,False,False
NODE_9815,False,NOT_IN_RESTORED_237,False,,False,False
NODE_122040,True,RESTORED_SIGNAL_STRUCTURE_OK,False,phase6_ready_candidates_total_FINAL_237.csv|phase6_ready_candidates_total_FINAL_237_integrity_check.csv,True,True
NODE_7246,False,NOT_IN_RESTORED_237,False,,False,False
NODE_122031,True,RESTORED_SIGNAL_STRUCTURE_OK,False,phase6_ready_candidates_total_FINAL_237.csv|phase6_ready_candidates_total_FINAL_237_integrity_check.csv,True,True
NODE_20516,True,RESTORED_SIGNAL_STRUCTURE_OK,False,phase6_ready_candidates_total_FINAL_237.csv|phase6_ready_candidates_total_FINAL_237_integrity_check.csv,True,True
NODE_20517,False,NOT_IN_RESTORED_237,False,,False,False
NODE_9814,True,RESTORED_SIGNAL_STRUCTURE_OK,False,phase6_ready_candidates_total_FINAL_237.csv|phase6_ready_candidates_total_FINAL_237_integrity_check.csv,True,True
NODE_8066,False,NOT_IN_RESTORED_237,False,,False,False
NODE_8065,False,NOT_IN_RESTORED_237,False,,False,False
NODE_7649,False,NOT_IN_RESTORED_237,False,,False,False
NODE_7650,False,NOT_IN_RESTORED_237,False,,False,False
NODE_7652,False,NOT_IN_RESTORED_237,False,,False,False
LINK_19202,True,RESTORED_SIGNAL_STRUCTURE_OK,False,phase6_ready_candidates_total_FINAL_237.csv|phase6_ready_candidates_total_FINAL_237_integrity_check.csv,True,True
NODE_6022,False,NOT_IN_RESTORED_237,False,,False,False
NODE_9665,False,NOT_IN_RESTORED_237,False,,False,False
NODE_5928,False,NOT_IN_RESTORED_237,False,,False,False
NODE_9666,True,RESTORED_SIGNAL_STRUCTURE_OK,False,phase6_ready_candidates_total_FINAL_237.csv|phase6_ready_candidates_total_FINAL_237_integrity_check.csv,True,True
LINK_25908,False,NOT_IN_RESTORED_237,False,,False,False
LINK_159100,True,RESTORED_SIGNAL_STRUCTURE_OK,False,phase6_ready_candidates_total_FINAL_237.csv|phase6_ready_candidates_total_FINAL_237_integrity_check.csv,True,True
LINK_13780,True,RESTORED_SIGNAL_STRUCTURE_OK,False,phase6_ready_candidates_total_FINAL_237.csv|phase6_ready_candidates_total_FINAL_237_integrity_check.csv,True,True
LINK_28733,False,NOT_IN_RESTORED_237,False,,False,False
LINK_72708,True,RESTORED_SIGNAL_STRUCTURE_OK,False,phase6_ready_candidates_total_FINAL_237.csv|phase6_ready_candidates_total_FINAL_237_integrity_check.csv,True,True
NODE_74237,False,NOT_IN_RESTORED_237,False,,False,False
NODE_6951,False,NOT_IN_RESTORED_237,False,,False,False
NODE_7651,False,NOT_IN_RESTORED_237,False,,False,False
NODE_6964,True,RESTORED_SIGNAL_STRUCTURE_OK,False,phase6_ready_candidates_total_FINAL_237.csv|phase6_ready_candidates_total_FINAL_237_integrity_check.csv,True,True
NODE_74238,False,NOT_IN_RESTORED_237,False,,False,False
NODE_7372,True,RESTORED_SIGNAL_STRUCTURE_OK,False,phase6_ready_candidates_total_FINAL_237.csv|phase6_ready_candidates_total_FINAL_237_integrity_check.csv,True,True
NODE_7696,False,NOT_IN_RESTORED_237,False,,False,False
NODE_7695,False,NOT_IN_RESTORED_237,False,,False,False
NODE_7668,True,RESTORED_SIGNAL_STRUCTURE_OK,False,phase6_ready_candidates_total_FINAL_237.csv|phase6_ready_candidates_total_FINAL_237_integrity_check.csv,True,True
NODE_7692,True,RESTORED_SIGNAL_STRUCTURE_OK,False,phase6_ready_candidates_total_FINAL_237.csv|phase6_ready_candidates_total_FINAL_237_integrity_check.csv,True,True
NODE_8105,False,NOT_IN_RESTORED_237,False,,False,False
NODE_7364,True,RESTORED_SIGNAL_STRUCTURE_OK,False,phase6_ready_candidates_total_FINAL_237.csv|phase6_ready_candidates_total_FINAL_237_integrity_check.csv,True,True
NODE_6952,True,RESTORED_SIGNAL_STRUCTURE_OK,False,phase6_ready_candidates_total_FINAL_237.csv|phase6_ready_candidates_total_FINAL_237_integrity_check.csv,True,True
NODE_6957,True,RESTORED_SIGNAL_STRUCTURE_OK,False,phase6_ready_candidates_total_FINAL_237.csv|phase6_ready_candidates_total_FINAL_237_integrity_check.csv,True,True
LINK_202373,False,NOT_IN_RESTORED_237,False,,False,False
LINK_200788,False,NOT_IN_RESTORED_237,False,,False,False
LINK_220091,False,NOT_IN_RESTORED_237,False,,False,False
NODE_5930,False,NOT_IN_RESTORED_237,False,,False,False
NODE_5926,False,NOT_IN_RESTORED_237,False,,False,False
NODE_5966,False,NOT_IN_RESTORED_237,False,,False,False
NODE_5925,False,NOT_IN_RESTORED_237,False,,False,False
LINK_242039,False,NOT_IN_RESTORED_237,False,,False,False
NODE_23046,True,RESTORED_SIGNAL_STRUCTURE_OK,False,phase6_ready_candidates_total_FINAL_237.csv|phase6_ready_candidates_total_FINAL_237_integrity_check.csv,True,True
NODE_119056,False,NOT_IN_RESTORED_237,False,,False,False
NODE_179104,False,NOT_IN_RESTORED_237,False,,False,False
LINK_190777,False,NOT_IN_RESTORED_237,False,,False,False
LINK_164865,False,NOT_IN_RESTORED_237,False,,False,False
NODE_9440,False,NOT_IN_RESTORED_237,False,,False,False
NODE_164571,True,RESTORED_SIGNAL_STRUCTURE_OK,False,phase6_ready_candidates_total_FINAL_237.csv|phase6_ready_candidates_total_FINAL_237_integrity_check.csv,True,True
NODE_9439,False,NOT_IN_RESTORED_237,False,,False,False
LINK_117990,False,NOT_IN_RESTORED_237,False,,False,False
LINK_258548,False,NOT_IN_RESTORED_237,False,,False,False
LINK_219774,True,RESTORED_SIGNAL_STRUCTURE_OK,False,phase6_ready_candidates_total_FINAL_237.csv|phase6_ready_candidates_total_FINAL_237_integrity_check.csv,True,True
LINK_236544,False,NOT_IN_RESTORED_237,False,,False,False
LINK_93982,False,NOT_IN_RESTORED_237,False,,False,False
LINK_131058,False,NOT_IN_RESTORED_237,False,,False,False
LINK_181677,False,NOT_IN_RESTORED_237,False,,False,False
LINK_68503,False,NOT_IN_RESTORED_237,False,,False,False
NODE_6926,False,NOT_IN_RESTORED_237,False,,False,False
NODE_10352,False,NOT_IN_RESTORED_237,False,,False,False
NODE_122039,False,NOT_IN_RESTORED_237,False,,False,False
NODE_9852,True,RESTORED_SIGNAL_STRUCTURE_OK,False,phase6_ready_candidates_total_FINAL_237.csv|phase6_ready_candidates_total_FINAL_237_integrity_check.csv,True,True
NODE_6693,False,NOT_IN_RESTORED_237,False,,False,False
NODE_6692,False,NOT_IN_RESTORED_237,False,,False,False
NODE_9722,False,NOT_IN_RESTORED_237,False,,False,False
NODE_9851,True,RESTORED_SIGNAL_STRUCTURE_OK,False,phase6_ready_candidates_total_FINAL_237.csv|phase6_ready_candidates_total_FINAL_237_integrity_check.csv,True,True
LINK_95381,False,NOT_IN_RESTORED_237,False,,False,False
LINK_222495,False,NOT_IN_RESTORED_237,False,,False,False
LINK_112802,False,NOT_IN_RESTORED_237,False,,False,False
LINK_165081,False,NOT_IN_RESTORED_237,False,,False,False
LINK_177144,True,RESTORED_SIGNAL_STRUCTURE_OK,False,phase6_ready_candidates_total_FINAL_237.csv|phase6_ready_candidates_total_FINAL_237_integrity_check.csv,True,True
LINK_229603,True,RESTORED_SIGNAL_STRUCTURE_OK,False,phase6_ready_candidates_total_FINAL_237.csv|phase6_ready_candidates_total_FINAL_237_integrity_check.csv,True,True
LINK_184061,False,NOT_IN_RESTORED_237,False,,False,False
LINK_79766,True,RESTORED_SIGNAL_STRUCTURE_OK,False,phase6_ready_candidates_total_FINAL_237.csv|phase6_ready_candidates_total_FINAL_237_integrity_check.csv,True,True
NODE_5814,False,NOT_IN_RESTORED_237,False,,False,False
LINK_165046,False,NOT_IN_RESTORED_237,False,,False,False
NODE_5655,False,NOT_IN_RESTORED_237,False,,False,False
NODE_5654,False,NOT_IN_RESTORED_237,False,,False,False
NODE_5662,False,NOT_IN_RESTORED_237,False,,False,False
NODE_5657,True,RESTORED_SIGNAL_STRUCTURE_OK,False,phase6_ready_candidates_total_FINAL_237.csv|phase6_ready_candidates_total_FINAL_237_integrity_check.csv,True,True
NODE_5637,False,NOT_IN_RESTORED_237,False,,False,False
NODE_5704,False,NOT_IN_RESTORED_237,False,,False,False
NODE_5693,False,NOT_IN_RESTORED_237,False,,False,False
LINK_63383,False,NOT_IN_RESTORED_237,False,,False,False
LINK_281203,False,NOT_IN_RESTORED_237,False,,False,False
LINK_164302,False,NOT_IN_RESTORED_237,False,,False,False
LINK_112565,False,NOT_IN_RESTORED_237,False,,False,False
LINK_191788,False,NOT_IN_RESTORED_237,False,,False,False
LINK_198792,False,NOT_IN_RESTORED_237,False,,False,False
LINK_256461,True,RESTORED_SIGNAL_STRUCTURE_OK,False,phase6_ready_candidates_total_FINAL_237.csv|phase6_ready_candidates_total_FINAL_237_integrity_check.csv,True,True
LINK_12182,False,NOT_IN_RESTORED_237,False,,False,False
LINK_197211,False,NOT_IN_RESTORED_237,False,,False,False
LINK_200000,False,NOT_IN_RESTORED_237,False,,False,False
LINK_133399,False,NOT_IN_RESTORED_237,False,,False,False
LINK_159011,False,NOT_IN_RESTORED_237,False,,False,False
NODE_5967,False,NOT_IN_RESTORED_237,False,,False,False
NODE_5969,False,NOT_IN_RESTORED_237,False,,False,False
NODE_5927,False,NOT_IN_RESTORED_237,False,,False,False
NODE_5965,False,NOT_IN_RESTORED_237,False,,False,False
NODE_5968,False,NOT_IN_RESTORED_237,False,,False,False
NODE_5964,False,NOT_IN_RESTORED_237,False,,False,False
NODE_9636,True,RESTORED_SIGNAL_STRUCTURE_OK,False,phase6_ready_candidates_total_FINAL_237.csv|phase6_ready_candidates_total_FINAL_237_integrity_check.csv,True,True
NODE_5660,False,NOT_IN_RESTORED_237,False,,False,False
NODE_5661,False,NOT_IN_RESTORED_237,False,,False,False
NODE_5694,False,NOT_IN_RESTORED_237,False,,False,False
NODE_5658,True,RESTORED_SIGNAL_STRUCTURE_OK,False,phase6_ready_candidates_total_FINAL_237.csv|phase6_ready_candidates_total_FINAL_237_integrity_check.csv,True,True
NODE_9637,False,NOT_IN_RESTORED_237,False,,False,False
NODE_119573,False,NOT_IN_RESTORED_237,False,,False,False
NODE_119055,False,NOT_IN_RESTORED_237,False,,False,False
NODE_5762,False,NOT_IN_RESTORED_237,False,,False,False
NODE_5705,False,NOT_IN_RESTORED_237,False,,False,False
NODE_5765,False,NOT_IN_RESTORED_237,False,,False,False
LINK_173857,False,NOT_IN_RESTORED_237,False,,False,False
NODE_10353,True,RESTORED_SIGNAL_STRUCTURE_OK,False,phase6_ready_candidates_total_FINAL_237.csv|phase6_ready_candidates_total_FINAL_237_integrity_check.csv,True,True
NODE_10358,True,RESTORED_SIGNAL_STRUCTURE_OK,False,phase6_ready_candidates_total_FINAL_237.csv|phase6_ready_candidates_total_FINAL_237_integrity_check.csv,True,True
NODE_9639,False,NOT_IN_RESTORED_237,False,,False,False
NODE_15219,True,RESTORED_SIGNAL_STRUCTURE_OK,False,phase6_ready_candidates_total_FINAL_237.csv|phase6_ready_candidates_total_FINAL_237_integrity_check.csv,True,True
NODE_8028,False,NOT_IN_RESTORED_237,False,,False,False
NODE_8029,False,NOT_IN_RESTORED_237,False,,False,False
NODE_8030,False,NOT_IN_RESTORED_237,False,,False,False
NODE_8031,False,NOT_IN_RESTORED_237,False,,False,False
NODE_14423,True,RESTORED_SIGNAL_STRUCTURE_OK,False,phase6_ready_candidates_total_FINAL_237.csv|phase6_ready_candidates_total_FINAL_237_integrity_check.csv,True,True
NODE_23040,True,RESTORED_PHASE6_READY,True,phase6_ready_candidates_total_FINAL_237.csv|phase6_ready_candidates_total_FINAL_237_integrity_check.csv,True,True
NODE_57739,False,NOT_IN_RESTORED_237,False,,False,False
NODE_5844,False,NOT_IN_RESTORED_237,False,,False,False
NODE_5845,False,NOT_IN_RESTORED_237,False,,False,False
NODE_5909,True,RESTORED_PHASE6_READY,True,phase6_ready_candidates_total_FINAL_237.csv|phase6_ready_candidates_total_FINAL_237_integrity_check.csv,True,True
NODE_5862,False,NOT_IN_RESTORED_237,False,,False,False
NODE_5634,False,NOT_IN_RESTORED_237,False,,False,False
NODE_5701,False,NOT_IN_RESTORED_237,False,,False,False
NODE_5702,False,NOT_IN_RESTORED_237,False,,False,False
NODE_119590,False,NOT_IN_RESTORED_237,False,,False,False
NODE_6167,False,NOT_IN_RESTORED_237,False,,False,False
NODE_6886,False,NOT_IN_RESTORED_237,False,,False,False
NODE_6888,True,RESTORED_SIGNAL_STRUCTURE_OK,False,phase6_ready_candidates_total_FINAL_237.csv|phase6_ready_candidates_total_FINAL_237_integrity_check.csv,True,True
NODE_123602,False,NOT_IN_RESTORED_237,False,,False,False
NODE_6428,False,NOT_IN_RESTORED_237,False,,False,False
NODE_6429,False,NOT_IN_RESTORED_237,False,,False,False
NODE_6459,False,NOT_IN_RESTORED_237,False,,False,False
NODE_7640,False,NOT_IN_RESTORED_237,False,,False,False
NODE_77086,False,NOT_IN_RESTORED_237,False,,False,False
NODE_9874,False,NOT_IN_RESTORED_237,False,,False,False
NODE_177916,True,RESTORED_PHASE6_READY,True,phase6_ready_candidates_total_FINAL_237.csv|phase6_ready_candidates_total_FINAL_237_integrity_check.csv,True,True
NODE_10090,False,NOT_IN_RESTORED_237,False,,False,False
NODE_9362,False,NOT_IN_RESTORED_237,False,,False,False
NODE_9363,False,NOT_IN_RESTORED_237,False,,False,False
NODE_9715,False,NOT_IN_RESTORED_237,False,,False,False
NODE_74430,False,NOT_IN_RESTORED_237,False,,False,False
NODE_10343,False,NOT_IN_RESTORED_237,False,,False,False
NODE_10344,False,NOT_IN_RESTORED_237,False,,False,False
LINK_120283,False,NOT_IN_RESTORED_237,False,,False,False
LINK_242837,False,NOT_IN_RESTORED_237,False,,False,False
LINK_133510,False,NOT_IN_RESTORED_237,False,,False,False
