crosswalk_id,person_id,depart,route_from_edge,route_to_edge,crossing_edge_id,generated_route_edges,contains_crossing_edge,detected_crossing_presence,reason
LINK_10218,ped_3_1_LINK_10218,85.6,1201492608#1,183272312#1,:11139418715_c0,1201492608#1|:11139418715_w1|:11139418715_c0|:11139418715_w0|183272312#1,True,True,road_in_route_path
LINK_10218,ped_4_1_LINK_140740,85.6,1201492608#1,183272312#1,:11139418715_c0,1201492608#1|:11139418715_w1|:11139418715_c0|:11139418715_w0|183272312#1,True,True,road_in_route_path
LINK_10218,ped_7_1_NODE_10378,85.6,1201492608#1,183272312#1,:11139418715_c0,1201492608#1|:11139418715_w1|:11139418715_c0|:11139418715_w0|183272312#1,True,True,road_in_route_path
NODE_9634,ped_5_1_NODE_9634,85.6,1461316096#1,333969025#1,:10974501473_c0,1461316096#1|:10974501473_w1|:10974501473_c0|:10974501473_w0|333969025#1,True,True,road_in_route_path
LINK_194891,ped_6_1_LINK_194891,85.6,781985788#1,-781985788#1,:11203052965_c0,781985788#1|:11203052965_w1|:11203052965_c0|:11203052965_w0|-781985788#1,True,True,road_in_route_path
NODE_5681,ped_8_1_NODE_5681,85.6,1201492610#1,183272312#3,:11139418723_c0,1201492610#1|:11139418723_w1|:11139418723_c0|:11139418723_w0|183272312#3,True,True,road_in_route_path
NODE_10262,ped_9_1_NODE_10262,85.6,345046979#5,-345046979#5,:11203041635_c0,345046979#5|:11203041635_w1|:11203041635_c0|:11203041635_w0|-345046979#5,True,True,road_in_route_path
LINK_249048,ped_1_2_LINK_249048,87.6,585341916#4,218926711#4,:5161705573_c0,585341916#4|:5161705573_w1|:5161705573_c0|:5161705573_w0|218926711#4,True,True,road_in_route_path
LINK_249048,ped_2_2_NODE_5837,87.6,585341916#4,218926711#4,:5161705573_c0,585341916#4|:5161705573_w1|:5161705573_c0|:5161705573_w0|218926711#4,True,True,road_in_route_path
LINK_10218,ped_3_2_LINK_10218,87.6,1201492608#1,183272312#1,:11139418715_c0,1201492608#1|:11139418715_w1|:11139418715_c0|:11139418715_w0|183272312#1,True,True,road_in_route_path
LINK_10218,ped_4_2_LINK_140740,87.6,1201492608#1,183272312#1,:11139418715_c0,1201492608#1|:11139418715_w1|:11139418715_c0|:11139418715_w0|183272312#1,True,True,road_in_route_path
LINK_10218,ped_7_2_NODE_10378,87.6,1201492608#1,183272312#1,:11139418715_c0,1201492608#1|:11139418715_w1|:11139418715_c0|:11139418715_w0|183272312#1,True,True,road_in_route_path
NODE_9634,ped_5_2_NODE_9634,87.6,1461316096#1,333969025#1,:10974501473_c0,1461316096#1|:10974501473_w1|:10974501473_c0|:10974501473_w0|333969025#1,True,True,road_in_route_path
LINK_194891,ped_6_2_LINK_194891,87.6,781985788#1,-781985788#1,:11203052965_c0,781985788#1|:11203052965_w1|:11203052965_c0|:11203052965_w0|-781985788#1,True,True,road_in_route_path
NODE_5681,ped_8_2_NODE_5681,87.6,1201492610#1,183272312#3,:11139418723_c0,1201492610#1|:11139418723_w1|:11139418723_c0|:11139418723_w0|183272312#3,True,True,road_in_route_path
NODE_10262,ped_9_2_NODE_10262,87.6,345046979#5,-345046979#5,:11203041635_c0,345046979#5|:11203041635_w1|:11203041635_c0|:11203041635_w0|-345046979#5,True,True,road_in_route_path
LINK_249048,ped_1_3_LINK_249048,89.6,585341916#4,218926711#4,:5161705573_c0,585341916#4|:5161705573_w1|:5161705573_c0|:5161705573_w0|218926711#4,True,True,road_in_route_path
LINK_249048,ped_2_3_NODE_5837,89.6,585341916#4,218926711#4,:5161705573_c0,585341916#4|:5161705573_w1|:5161705573_c0|:5161705573_w0|218926711#4,True,True,road_in_route_path
LINK_10218,ped_3_3_LINK_10218,89.6,1201492608#1,183272312#1,:11139418715_c0,1201492608#1|:11139418715_w1|:11139418715_c0|:11139418715_w0|183272312#1,True,True,road_in_route_path
LINK_10218,ped_4_3_LINK_140740,89.6,1201492608#1,183272312#1,:11139418715_c0,1201492608#1|:11139418715_w1|:11139418715_c0|:11139418715_w0|183272312#1,True,True,road_in_route_path
LINK_10218,ped_7_3_NODE_10378,89.6,1201492608#1,183272312#1,:11139418715_c0,1201492608#1|:11139418715_w1|:11139418715_c0|:11139418715_w0|183272312#1,True,True,road_in_route_path
NODE_9634,ped_5_3_NODE_9634,89.6,1461316096#1,333969025#1,:10974501473_c0,1461316096#1|:10974501473_w1|:10974501473_c0|:10974501473_w0|333969025#1,True,True,road_in_route_path
LINK_194891,ped_6_3_LINK_194891,89.6,781985788#1,-781985788#1,:11203052965_c0,781985788#1|:11203052965_w1|:11203052965_c0|:11203052965_w0|-781985788#1,True,True,road_in_route_path
NODE_5681,ped_8_3_NODE_5681,89.6,1201492610#1,183272312#3,:11139418723_c0,1201492610#1|:11139418723_w1|:11139418723_c0|:11139418723_w0|183272312#3,True,True,road_in_route_path
NODE_10262,ped_9_3_NODE_10262,89.6,345046979#5,-345046979#5,:11203041635_c0,345046979#5|:11203041635_w1|:11203041635_c0|:11203041635_w0|-345046979#5,True,True,road_in_route_path
LINK_249048,ped_1_4_LINK_249048,91.6,585341916#4,218926711#4,:5161705573_c0,585341916#4|:5161705573_w1|:5161705573_c0|:5161705573_w0|218926711#4,True,True,road_in_route_path
LINK_249048,ped_2_4_NODE_5837,91.6,585341916#4,218926711#4,:5161705573_c0,585341916#4|:5161705573_w1|:5161705573_c0|:5161705573_w0|218926711#4,True,True,road_in_route_path
LINK_10218,ped_3_4_LINK_10218,91.6,1201492608#1,183272312#1,:11139418715_c0,1201492608#1|:11139418715_w1|:11139418715_c0|:11139418715_w0|183272312#1,True,True,road_in_route_path
LINK_10218,ped_4_4_LINK_140740,91.6,1201492608#1,183272312#1,:11139418715_c0,1201492608#1|:11139418715_w1|:11139418715_c0|:11139418715_w0|183272312#1,True,True,road_in_route_path
LINK_10218,ped_7_4_NODE_10378,91.6,1201492608#1,183272312#1,:11139418715_c0,1201492608#1|:11139418715_w1|:11139418715_c0|:11139418715_w0|183272312#1,True,True,road_in_route_path
NODE_9634,ped_5_4_NODE_9634,91.6,1461316096#1,333969025#1,:10974501473_c0,1461316096#1|:10974501473_w1|:10974501473_c0|:10974501473_w0|333969025#1,True,True,road_in_route_path
LINK_194891,ped_6_4_LINK_194891,91.6,781985788#1,-781985788#1,:11203052965_c0,781985788#1|:11203052965_w1|:11203052965_c0|:11203052965_w0|-781985788#1,True,True,road_in_route_path
NODE_5681,ped_8_4_NODE_5681,91.6,1201492610#1,183272312#3,:11139418723_c0,1201492610#1|:11139418723_w1|:11139418723_c0|:11139418723_w0|183272312#3,True,True,road_in_route_path
NODE_10262,ped_9_4_NODE_10262,91.6,345046979#5,-345046979#5,:11203041635_c0,345046979#5|:11203041635_w1|:11203041635_c0|:11203041635_w0|-345046979#5,True,True,road_in_route_path
