run_label,group,crosswalk_id,seed,scenario,elapsed_sec,sim_duration,warmup,step_length,ped_link_index,step_count,ped_crossing_presence_steps,ped_crossing_person_count,pedestrian_crossing_count,expected_ped_repeat_count,pedestrian_clearance_failure_count,unfinished_crossing_count,ped_wait_time_mean,ped_wait_time_max,veh_delay_mean,veh_delay_max,extension_count,generated_vehicle_count,vehicle_route_count,unique_vehicle_route_count,duplicate_factor,unique_vehicle_route_ratio,used_vehicle_edges,network_arrived_vehicles,network_departed_vehicles,network_mean_travel_time,network_mean_time_loss,network_avg_delay_sec,network_vehicle_edge_coverage_ratio,network_teleport_count,network_collision_count,local_500m_vehicle_count,local_500m_mean_speed,local_500m_mean_time_loss,local_500m_avg_delay_sec,local_500m_queue_proxy,local_500m_stop_count,total_vehicle_arrivals,surrounding_lane_count,vehicle_bbox_coverage,pet_event_count,very_risky_crossing_count,risky_crossing_count,safe_crossing_count,low_pet_event_count,low_pet_per_100_crossings,low_pet_per_100_conflict_candidates,pet_min,pet_p10,pet_mean,pet_coverage_ratio,accident_risk_estimate,average_pedestrian_wait_time,pedestrian_waiting_time_mean,pedestrian_waiting_time,pedestrian_waiting_time_max,max_pedestrian_wait_time,veh_avg_delay_sec,avg_vehicle_delay_sec,surrounding_road_delay_sec,vehicle_delay_cost,avg_queue_length,max_queue_length,safety_risk_score,accident_expected_value,elderly_incomplete_crossings,pedestrian_green_extension_count,total_extension_sec
baseline_1,current_main_12,NODE_125895,1.0,baseline,1484.146,600.0,0.0,0.1,11.0,6000.0,820.0,15.0,15.0,5.0,0.0,0.0,0.0,0.0,13.1,89.1,0.0,12.0,3480.0,3480.0,1.0,1.0,16427.0,831.0,3468.0,,,,0.5701483447165789,0.0,0.0,347.0,13.252241572106255,50.49519237803872,13.38661971830986,6.721311475409836,149.0,3468.0,167.0,1.0,18.0,18.0,0.0,0.0,18.0,120.0,138.46153846153845,0.0,0.0,0.0,1.2,1.2,0.0,0.0,0.0,0.0,0.0,13.1,,13.38661971830986,,,,1.2,1.2,0.0,0.0,0.0
smart_1,current_main_12,NODE_125895,1.0,smart,1437.914,600.0,0.0,0.1,11.0,6000.0,617.0,15.0,15.0,5.0,0.0,0.0,0.0,0.0,11.75,92.5,1.0,12.0,3480.0,3480.0,1.0,1.0,16427.0,845.0,3467.0,,,,0.5727585156827772,0.0,0.0,349.0,13.35683412745844,46.69086558610951,11.917831325301204,6.344262295081967,148.0,3467.0,167.0,1.0,16.0,16.0,0.0,0.0,16.0,106.66666666666669,123.07692307692308,0.0,0.0,0.0,1.067,1.0666666666666669,0.0,0.0,0.0,0.0,0.0,11.75,,11.917831325301204,,,,1.0666666666666669,1.0666666666666669,0.0,1.0,5.0
baseline_2,current_main_12,NODE_125895,2.0,baseline,1466.22,600.0,0.0,0.1,11.0,6000.0,820.0,15.0,15.0,5.0,0.0,0.0,0.0,0.0,11.48,82.3,0.0,12.0,3480.0,3480.0,1.0,1.0,16742.0,802.0,3462.0,,,,0.5761952407882717,0.0,0.0,340.0,13.846504235692066,44.99323528810844,11.518532110091742,5.508196721311475,134.0,3462.0,167.0,1.0,18.0,18.0,0.0,0.0,18.0,120.0,138.46153846153845,0.0,0.0,0.0,1.2,1.2,0.0,0.0,0.0,0.0,0.0,11.48,,11.518532110091742,,,,1.2,1.2,0.0,0.0,0.0
smart_2,current_main_12,NODE_125895,2.0,smart,1445.385,600.0,0.0,0.1,11.0,6000.0,617.0,15.0,15.0,5.0,0.0,0.0,0.0,0.0,11.17,83.6,1.0,12.0,3480.0,3480.0,1.0,1.0,16742.0,777.0,3459.0,,,,0.5743246182624961,0.0,0.0,337.0,13.574325236207866,41.89822936003972,11.126055045871558,5.770491803278689,144.0,3459.0,167.0,1.0,16.0,16.0,0.0,0.0,16.0,106.66666666666669,123.07692307692308,0.0,0.0,0.0,1.067,1.0666666666666669,0.0,0.0,0.0,0.0,0.0,11.17,,11.126055045871558,,,,1.0666666666666669,1.0666666666666669,0.0,1.0,5.0
baseline_3,current_main_12,NODE_125895,3.0,baseline,1446.404,600.0,0.0,0.1,11.0,6000.0,820.0,15.0,15.0,5.0,0.0,0.0,0.0,0.0,9.65,80.9,0.0,12.0,3480.0,3480.0,1.0,1.0,16585.0,935.0,3468.0,,,,0.5829381824509505,0.0,0.0,349.0,13.676377766255614,41.975330581158055,9.736542923433875,5.229508196721311,135.0,3468.0,167.0,1.0,18.0,18.0,0.0,0.0,18.0,120.0,138.46153846153845,0.0,0.0,0.0,1.2,1.2,0.0,0.0,0.0,0.0,0.0,9.65,,9.736542923433875,,,,1.2,1.2,0.0,0.0,0.0
smart_3,current_main_12,NODE_125895,3.0,smart,1408.632,600.0,0.0,0.1,11.0,6000.0,617.0,15.0,15.0,5.0,0.0,0.0,0.0,0.0,9.98,71.2,1.0,12.0,3480.0,3480.0,1.0,1.0,16585.0,923.0,3466.0,,,,0.5830686909992604,0.0,0.0,352.0,13.578677733135274,40.70211415211296,10.230969267139482,5.639344262295082,133.0,3466.0,167.0,1.0,16.0,16.0,0.0,0.0,16.0,106.66666666666669,123.07692307692308,0.0,0.0,0.0,1.067,1.0666666666666669,0.0,0.0,0.0,0.0,0.0,9.98,,10.230969267139482,,,,1.0666666666666669,1.0666666666666669,0.0,1.0,5.0
baseline_4,current_main_12,NODE_125895,4.0,baseline,1483.252,600.0,0.0,0.1,11.0,6000.0,910.0,15.0,15.0,5.0,0.0,0.0,0.0,0.0,10.19,81.3,0.0,12.0,3480.0,3480.0,1.0,1.0,16555.0,887.0,3466.0,,,,0.577239309174751,0.0,0.0,344.0,13.9498286303976,44.58050039266992,10.553470126735062,5.524590163934426,135.0,3466.0,167.0,1.0,18.0,18.0,0.0,0.0,18.0,120.0,138.46153846153845,0.0,0.0,0.0,1.2,1.2,0.0,0.0,0.0,0.0,0.0,10.19,,10.553470126735062,,,,1.2,1.2,0.0,0.0,0.0
smart_4,current_main_12,NODE_125895,4.0,smart,1455.59,600.0,0.0,0.1,11.0,6000.0,922.0,15.0,15.0,5.0,0.0,0.0,0.0,0.0,12.77,93.6,1.0,12.0,3480.0,3480.0,1.0,1.0,16555.0,857.0,3465.0,,,,0.5738895897681298,0.0,0.0,346.0,12.529848039841289,47.66867157705437,12.95640599001664,7.836065573770492,172.0,3465.0,167.0,1.0,16.0,16.0,0.0,0.0,16.0,106.66666666666669,123.07692307692308,0.0,0.0,0.0,1.067,1.0666666666666669,0.0,0.0,0.0,0.0,0.0,12.77,,12.95640599001664,,,,1.0666666666666669,1.0666666666666669,0.0,1.0,5.0
baseline_5,current_main_12,NODE_125895,5.0,baseline,1464.844,600.0,0.0,0.1,11.0,6000.0,820.0,15.0,15.0,5.0,0.0,0.0,0.0,0.0,10.38,74.6,0.0,12.0,3480.0,3480.0,1.0,1.0,16582.0,868.0,3464.0,,,,0.5741506068647496,0.0,0.0,364.0,13.730543098787605,46.28150244943135,10.647181008902075,5.540983606557377,149.0,3464.0,167.0,1.0,18.0,18.0,0.0,0.0,18.0,120.0,138.46153846153845,0.0,0.0,0.0,1.2,1.2,0.0,0.0,0.0,0.0,0.0,10.38,,10.647181008902075,,,,1.2,1.2,0.0,0.0,0.0
smart_5,current_main_12,NODE_125895,5.0,smart,1435.347,600.0,0.0,0.1,11.0,6000.0,617.0,15.0,15.0,5.0,0.0,0.0,0.0,0.0,10.64,99.9,1.0,12.0,3480.0,3480.0,1.0,1.0,16582.0,855.0,3464.0,,,,0.5747596467568625,0.0,0.0,363.0,13.293407122394994,45.83798788164497,10.97757331799885,5.967213114754099,148.0,3464.0,167.0,1.0,16.0,16.0,0.0,0.0,16.0,106.66666666666669,123.07692307692308,0.0,0.0,0.0,1.067,1.0666666666666669,0.0,0.0,0.0,0.0,0.0,10.64,,10.97757331799885,,,,1.0666666666666669,1.0666666666666669,0.0,1.0,5.0
