crosswalk_id,tls_id,ped_link_indices,patch_status,patch_action,patched_phase_index,reason
NODE_10060,11203052964,[11],PATCHED,reuse_all_red_phase_as_pedestrian_only_phase,2,ped_link_index_only_green_vehicle_links_red
NODE_6342,11203041633,[9],PATCHED,reuse_all_red_phase_as_pedestrian_only_phase,2,ped_link_index_only_green_vehicle_links_red
NODE_5647,10974501473,[4],PATCHED,reuse_all_red_phase_as_pedestrian_only_phase,2,ped_link_index_only_green_vehicle_links_red
NODE_14937,11139418723,[2],PATCHED,reuse_all_red_phase_as_pedestrian_only_phase,2,ped_link_index_only_green_vehicle_links_red
NODE_122781,11203041635,[4],PATCHED,reuse_all_red_phase_as_pedestrian_only_phase,2,ped_link_index_only_green_vehicle_links_red
