crosswalk_id,smart_completed,smart_ped_crossing_person_count,smart_extension_count,smart_smoke_success,baseline_completed,baseline_ped_crossing_person_count,baseline_extension_count,baseline_smoke_success,ready_for_30seed,reason
NODE_10060,True,5,1,True,True,5,0,True,True,seed1 smart/baseline passed
NODE_122781,True,5,1,True,True,5,0,True,True,seed1 smart/baseline passed
NODE_14937,True,5,1,True,True,5,0,True,True,seed1 smart/baseline passed
NODE_5647,True,5,1,True,True,5,0,True,True,seed1 smart/baseline passed
NODE_6342,True,5,1,True,True,5,0,True,True,seed1 smart/baseline passed
