crosswalk_id,tls_id,ped_link_index,selected_ped_green_phase_index,selected_ped_green_phase_state,cycle_duration,first_green_start_time,depart_time,depart_strategy,ped_repeat_count,ped_repeat_spacing_sec,reason
LINK_212169,11449716078,5,6,rrrrrGr,96.0,90.0,88.5,phase_aligned_green_start_minus_1p5s,5,1.5,pedestrian_only_phase_match
NODE_8452,3846603653,2,2,rrG,90.0,82.0,80.5,phase_aligned_green_start_minus_1p5s,5,1.5,pedestrian_only_phase_match
NODE_6082,11449716078,5,6,rrrrrGr,96.0,90.0,88.5,phase_aligned_green_start_minus_1p5s,5,1.5,pedestrian_only_phase_match
NODE_6123,7300992884,5,4,rrrrrGr,90.0,82.0,80.5,phase_aligned_green_start_minus_1p5s,5,1.5,pedestrian_only_phase_match
NODE_8426,3849142980,16,6,rrrrrrrrrrrrrrrrGrrr,90.0,43.0,41.5,phase_aligned_green_start_minus_1p5s,5,1.5,pedestrian_only_phase_match
NODE_74388,436883130,16,7,rrrrrrrrrrrrrrrrG,96.0,90.0,88.5,phase_aligned_green_start_minus_1p5s,5,1.5,pedestrian_only_phase_match
NODE_10273,3846533030,12,8,rrrrrrrrrrrrG,96.0,90.0,88.5,phase_aligned_green_start_minus_1p5s,5,1.5,pedestrian_only_phase_match
