crosswalk_id,group,seed,pedestrian_crossing_count_baseline,pedestrian_clearance_failure_count_baseline,unfinished_crossing_count_baseline,ped_wait_time_mean_baseline,ped_wait_time_max_baseline,veh_delay_mean_baseline,veh_avg_delay_sec_baseline,network_avg_delay_sec_baseline,network_arrived_vehicles_baseline,local_500m_avg_delay_sec_baseline,local_500m_vehicle_count_baseline,local_500m_mean_speed_baseline,total_vehicle_arrivals_baseline,extension_count_baseline,total_extension_sec_baseline,pedestrian_green_extension_count_baseline,pet_event_count_baseline,low_pet_event_count_baseline,low_pet_per_100_crossings_baseline,pet_min_baseline,pet_p10_baseline,pet_mean_baseline,very_risky_crossing_count_baseline,risky_crossing_count_baseline,safety_risk_score_baseline,accident_risk_estimate_baseline,accident_expected_value_baseline,elderly_incomplete_crossings_baseline,pedestrian_crossing_count_smart,pedestrian_clearance_failure_count_smart,unfinished_crossing_count_smart,ped_wait_time_mean_smart,ped_wait_time_max_smart,veh_delay_mean_smart,veh_avg_delay_sec_smart,network_avg_delay_sec_smart,network_arrived_vehicles_smart,local_500m_avg_delay_sec_smart,local_500m_vehicle_count_smart,local_500m_mean_speed_smart,total_vehicle_arrivals_smart,extension_count_smart,total_extension_sec_smart,pedestrian_green_extension_count_smart,pet_event_count_smart,low_pet_event_count_smart,low_pet_per_100_crossings_smart,pet_min_smart,pet_p10_smart,pet_mean_smart,very_risky_crossing_count_smart,risky_crossing_count_smart,safety_risk_score_smart,accident_risk_estimate_smart,accident_expected_value_smart,elderly_incomplete_crossings_smart,delta_pedestrian_crossing_count,delta_pedestrian_clearance_failure_count,delta_unfinished_crossing_count,delta_ped_wait_time_mean,delta_ped_wait_time_max,delta_veh_delay_mean,delta_veh_avg_delay_sec,delta_network_avg_delay_sec,delta_network_arrived_vehicles,delta_local_500m_avg_delay_sec,delta_local_500m_vehicle_count,delta_local_500m_mean_speed,delta_total_vehicle_arrivals,delta_extension_count,delta_total_extension_sec,delta_pedestrian_green_extension_count,delta_pet_event_count,delta_low_pet_event_count,delta_low_pet_per_100_crossings,delta_pet_min,delta_pet_p10,delta_pet_mean,delta_very_risky_crossing_count,delta_risky_crossing_count,delta_safety_risk_score,delta_accident_risk_estimate,delta_accident_expected_value,delta_elderly_incomplete_crossings
NODE_10335,current_main_12,15.0,10.0,0.0,0.0,0.0,0.0,34.75,34.75,,882.0,35.13490241102181,323.0,6.1183775056316305,3469.0,0.0,0.0,0.0,10.0,6.0,60.0,0.0,0.0,2.2099999999999964,4.0,2.0,0.5,0.5,0.5,0.0,10.0,0.0,0.0,0.0,0.0,35.33,35.33,,896.0,35.73194959229058,323.0,5.963473872391519,3466.0,1.0,5.0,1.0,10.0,6.0,60.0,0.0,0.0,2.139999999999998,4.0,2.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5799999999999983,0.5799999999999983,,14.0,0.5970471812687705,0.0,-0.15490363324011192,-3.0,1.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.06999999999999851,0.0,0.0,0.0,0.0,0.0,0.0
NODE_10335,current_main_12,16.0,10.0,0.0,0.0,0.0,0.0,35.7,35.7,,832.0,35.810430839002265,278.0,6.480673160154485,3462.0,0.0,0.0,0.0,10.0,10.0,100.0,0.0,0.0,0.0,10.0,0.0,1.0,1.0,1.0,0.0,10.0,0.0,0.0,0.0,0.0,29.5,29.5,,872.0,29.60025826446281,268.0,7.522371802552329,3465.0,1.0,5.0,1.0,10.0,10.0,100.0,0.0,0.0,0.0,10.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.200000000000003,-6.200000000000003,,40.0,-6.210172574539456,-10.0,1.0416986423978445,3.0,1.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NODE_10335,current_main_12,17.0,10.0,0.0,0.0,0.0,0.0,36.7,36.7,,851.0,37.35947617315387,340.0,5.460848518961699,3468.0,0.0,0.0,0.0,10.0,10.0,100.0,0.0,0.0,0.0,10.0,0.0,1.0,1.0,1.0,0.0,10.0,0.0,0.0,0.0,0.0,32.08,32.08,,856.0,32.569142176330416,329.0,6.493739766262156,3468.0,1.0,5.0,1.0,10.0,10.0,100.0,0.0,0.0,0.0,10.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.6200000000000045,-4.6200000000000045,,5.0,-4.790333996823456,-11.0,1.0328912473004568,0.0,1.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NODE_10335,current_main_12,18.0,10.0,0.0,0.0,0.0,0.0,30.35,30.35,,831.0,30.587339228295814,325.0,6.922096832312579,3468.0,0.0,0.0,0.0,10.0,10.0,100.0,0.0,0.0,0.1699999999999988,9.0,1.0,0.95,0.95,0.95,0.0,10.0,0.0,0.0,0.0,0.0,30.65,30.65,,860.0,30.75832358674464,332.0,6.936861932466952,3465.0,1.0,5.0,1.0,10.0,10.0,100.0,0.0,0.0,0.1699999999999988,9.0,1.0,0.95,0.95,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.29999999999999716,0.29999999999999716,,29.0,0.17098435844882687,7.0,0.014765100154373378,-3.0,1.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NODE_10335,current_main_12,19.0,10.0,0.0,0.0,0.0,0.0,34.89,34.89,,832.0,35.08787061994609,328.0,6.208957815198847,3468.0,0.0,0.0,0.0,10.0,9.0,90.0,0.0,0.0,0.9100000000000024,7.0,2.0,0.8,0.8,0.8,0.0,10.0,0.0,0.0,0.0,0.0,37.06,37.06,,823.0,37.48632025450689,331.0,5.4334961302960325,3466.0,1.0,5.0,1.0,10.0,9.0,90.0,0.0,0.0,1.009999999999998,7.0,2.0,0.8,0.8,0.8,0.0,0.0,0.0,0.0,0.0,0.0,2.1700000000000017,2.1700000000000017,,-9.0,2.398449634560805,3.0,-0.7754616849028144,-2.0,1.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.09999999999999565,0.0,0.0,0.0,0.0,0.0,0.0
NODE_10335,current_main_12,20.0,10.0,0.0,0.0,0.0,0.0,32.77,32.77,,838.0,33.21546153846154,319.0,6.512292036852461,3463.0,0.0,0.0,0.0,10.0,0.0,0.0,3.6000000000000227,6.210000000000003,11.590000000000009,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,32.88,32.88,,857.0,33.11623401782255,317.0,6.554503341088868,3463.0,1.0,5.0,1.0,10.0,0.0,0.0,3.5,4.940000000000021,11.400000000000016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10999999999999943,0.10999999999999943,,19.0,-0.09922752063899054,-2.0,0.04221130423640673,0.0,1.0,5.0,1.0,0.0,0.0,0.0,-0.10000000000002274,-1.2699999999999818,-0.1899999999999924,0.0,0.0,0.0,0.0,0.0,0.0
NODE_10335,current_main_12,21.0,10.0,0.0,0.0,0.0,0.0,36.94,36.94,,849.0,37.78188314417823,310.0,5.653261428116291,3466.0,0.0,0.0,0.0,10.0,6.0,60.0,0.0,0.0,2.219999999999993,4.0,2.0,0.5,0.5,0.5,0.0,10.0,0.0,0.0,0.0,0.0,36.88,36.88,,860.0,37.61447868298861,309.0,5.665768334542351,3466.0,1.0,5.0,1.0,10.0,6.0,60.0,0.0,0.0,2.219999999999993,4.0,2.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,-0.05999999999999517,-0.05999999999999517,,11.0,-0.16740446118961927,-1.0,0.012506906426059672,0.0,1.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NODE_10335,current_main_12,22.0,10.0,0.0,0.0,0.0,0.0,44.77,44.77,,823.0,45.16874569262577,312.0,4.9225853668086925,3469.0,0.0,0.0,0.0,10.0,0.0,0.0,24.700000000000017,27.309999999999995,32.43000000000001,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,45.2,45.2,,839.0,45.706939196152526,312.0,4.812336505587973,3470.0,1.0,5.0,1.0,10.0,0.0,0.0,24.59999999999999,26.040000000000013,32.210000000000015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4299999999999997,0.4299999999999997,,16.0,0.538193503526756,0.0,-0.11024886122071909,1.0,1.0,5.0,1.0,0.0,0.0,0.0,-0.10000000000002629,-1.2699999999999818,-0.21999999999999176,0.0,0.0,0.0,0.0,0.0,0.0
NODE_10335,current_main_12,23.0,10.0,0.0,0.0,0.0,0.0,35.11,35.11,,950.0,35.71661775495231,330.0,5.617766100855941,3469.0,0.0,0.0,0.0,10.0,0.0,0.0,17.700000000000017,20.309999999999995,25.670000000000005,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,35.99,35.99,,934.0,36.533584054155696,317.0,5.499861503981593,3469.0,1.0,5.0,1.0,10.0,0.0,0.0,17.599999999999994,19.03999999999999,25.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8800000000000026,0.8800000000000026,,-16.0,0.8169662992033864,-13.0,-0.1179045968743484,0.0,1.0,5.0,1.0,0.0,0.0,0.0,-0.10000000000002274,-1.2700000000000067,-0.1600000000000037,0.0,0.0,0.0,0.0,0.0,0.0
NODE_10335,current_main_12,24.0,10.0,0.0,0.0,0.0,0.0,29.89,29.89,,812.0,30.42221700328793,315.0,7.3343599514152285,3466.0,0.0,0.0,0.0,10.0,10.0,100.0,0.0,0.0,0.0,10.0,0.0,1.0,1.0,1.0,0.0,10.0,0.0,0.0,0.0,0.0,29.68,29.68,,817.0,30.08068609022557,314.0,7.39807713112393,3467.0,1.0,5.0,1.0,10.0,10.0,100.0,0.0,0.0,0.0,10.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.21000000000000085,-0.21000000000000085,,5.0,-0.3415309130623605,-1.0,0.06371717970870172,1.0,1.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NODE_10335,current_main_12,25.0,10.0,0.0,0.0,0.0,0.0,32.29,32.29,,838.0,32.496102362204724,329.0,6.590589136876797,3465.0,0.0,0.0,0.0,10.0,0.0,0.0,3.6000000000000227,6.210000000000003,9.48,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,31.92,31.92,,832.0,32.463775315246465,336.0,6.479454028343947,3466.0,1.0,5.0,1.0,10.0,0.0,0.0,3.5,4.940000000000021,9.290000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.36999999999999744,-0.36999999999999744,,-6.0,-0.032327046958258165,7.0,-0.11113510853284936,1.0,1.0,5.0,1.0,0.0,0.0,0.0,-0.10000000000002274,-1.2699999999999818,-0.18999999999999595,0.0,0.0,0.0,0.0,0.0,0.0
NODE_10335,current_main_12,26.0,10.0,0.0,0.0,0.0,0.0,50.79,50.79,,885.0,51.43595353862778,359.0,3.804984455220663,3471.0,0.0,0.0,0.0,10.0,0.0,0.0,3.6000000000000227,6.210000000000003,11.590000000000009,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,51.76,51.76,,886.0,52.335097567495325,356.0,3.7603964506213887,3470.0,1.0,5.0,1.0,10.0,0.0,0.0,3.5,4.940000000000021,11.400000000000016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9699999999999989,0.9699999999999989,,1.0,0.8991440288675463,-3.0,-0.04458800459927437,-1.0,1.0,5.0,1.0,0.0,0.0,0.0,-0.10000000000002274,-1.2699999999999818,-0.1899999999999924,0.0,0.0,0.0,0.0,0.0,0.0
NODE_10335,current_main_12,27.0,10.0,0.0,0.0,0.0,0.0,40.92,40.92,,870.0,41.36176271186441,336.0,4.974843821754321,3466.0,0.0,0.0,0.0,10.0,6.0,60.0,0.0,0.0,2.2099999999999964,4.0,2.0,0.5,0.5,0.5,0.0,10.0,0.0,0.0,0.0,0.0,42.35,42.35,,840.0,42.5962495618647,316.0,5.021768530236084,3465.0,1.0,5.0,1.0,10.0,6.0,60.0,0.0,0.0,2.139999999999998,4.0,2.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.4299999999999997,1.4299999999999997,,-30.0,1.2344868500002946,-20.0,0.04692470848176278,-1.0,1.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.06999999999999851,0.0,0.0,0.0,0.0,0.0,0.0
NODE_10335,current_main_12,28.0,10.0,0.0,0.0,0.0,0.0,47.65,47.65,,767.0,48.40642954856361,345.0,3.873120977964698,3467.0,0.0,0.0,0.0,10.0,0.0,0.0,11.800000000000011,14.409999999999991,19.79,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,48.29,48.29,,778.0,49.09513869815984,341.0,3.88980651652162,3467.0,1.0,5.0,1.0,10.0,0.0,0.0,11.899999999999975,13.339999999999998,19.79999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6400000000000006,0.6400000000000006,,11.0,0.6887091495962352,-4.0,0.01668553855692201,0.0,1.0,5.0,1.0,0.0,0.0,0.0,0.09999999999996412,-1.0699999999999932,0.009999999999990905,0.0,0.0,0.0,0.0,0.0,0.0
NODE_10335,current_main_12,29.0,10.0,0.0,0.0,0.0,0.0,49.25,49.25,,836.0,49.526427310182456,337.0,4.192456747869468,3473.0,0.0,0.0,0.0,10.0,0.0,0.0,10.600000000000025,13.210000000000004,18.59000000000001,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,49.43,49.43,,834.0,49.78597271648873,336.0,4.165210904652492,3471.0,1.0,5.0,1.0,10.0,0.0,0.0,10.699999999999989,12.14000000000001,18.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17999999999999972,0.17999999999999972,,-2.0,0.2595454063062732,-1.0,-0.027245843216975985,-2.0,1.0,5.0,1.0,0.0,0.0,0.0,0.09999999999996412,-1.069999999999995,0.009999999999990905,0.0,0.0,0.0,0.0,0.0,0.0
NODE_10335,current_main_12,30.0,10.0,0.0,0.0,0.0,0.0,32.22,32.22,,884.0,32.84667609618104,348.0,6.30294339109982,3469.0,0.0,0.0,0.0,10.0,0.0,0.0,3.6000000000000227,6.210000000000003,11.590000000000009,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,31.7,31.7,,892.0,32.13498552821997,348.0,6.340810247342026,3470.0,1.0,5.0,1.0,10.0,0.0,0.0,3.5,4.940000000000021,11.400000000000016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5199999999999996,-0.5199999999999996,,8.0,-0.711690567961071,0.0,0.037866856242206204,1.0,1.0,5.0,1.0,0.0,0.0,0.0,-0.10000000000002274,-1.2699999999999818,-0.1899999999999924,0.0,0.0,0.0,0.0,0.0,0.0
NODE_10376,current_main_12,1.0,15.0,0.0,0.0,,,34.36,34.36,,831.0,34.642992066490365,601.0,5.795452759716508,3468.0,0.0,0.0,0.0,15.0,15.0,100.0,0.0,0.0,0.0,15.0,0.0,1.0,1.0,1.0,0.0,15.0,0.0,0.0,,,34.98,34.98,,845.0,35.22036259541985,579.0,5.387792243208285,3467.0,1.0,5.0,1.0,15.0,15.0,100.0,0.0,0.0,0.0,15.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,,,0.6199999999999974,0.6199999999999974,,14.0,0.5773705289294853,-22.0,-0.40766051650822366,-1.0,1.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NODE_10376,current_main_12,2.0,15.0,0.0,0.0,,,44.68,44.68,,802.0,45.07689165531998,482.0,4.924283678599441,3462.0,0.0,0.0,0.0,15.0,15.0,100.0,0.0,0.0,0.0,15.0,0.0,1.0,1.0,1.0,0.0,15.0,0.0,0.0,,,50.17,50.17,,777.0,50.52888732888732,479.0,4.21608835078802,3459.0,1.0,5.0,1.0,15.0,15.0,100.0,0.0,0.0,0.0,15.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,,,5.490000000000002,5.490000000000002,,-25.0,5.451995673567339,-3.0,-0.7081953278114206,-3.0,1.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NODE_10376,current_main_12,3.0,15.0,0.0,0.0,,,48.74,48.74,,935.0,49.6025614927905,602.0,4.552186352712832,3468.0,0.0,0.0,0.0,15.0,15.0,100.0,0.0,0.0,0.0,15.0,0.0,1.0,1.0,1.0,0.0,15.0,0.0,0.0,,,48.95,48.95,,923.0,49.50571242043414,601.0,4.339464569669897,3466.0,1.0,5.0,1.0,15.0,15.0,100.0,0.0,0.0,0.0,15.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,,,0.21000000000000085,0.21000000000000085,,-12.0,-0.0968490723563562,-1.0,-0.21272178304293554,-2.0,1.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NODE_10376,current_main_12,4.0,15.0,0.0,0.0,,,37.37,37.37,,887.0,37.789725085910646,562.0,5.039471728250484,3466.0,0.0,0.0,0.0,15.0,15.0,100.0,0.0,0.0,0.0,15.0,0.0,1.0,1.0,1.0,0.0,15.0,0.0,0.0,,,47.34,47.34,,857.0,47.79609662689644,538.0,3.7509165244771503,3465.0,1.0,5.0,1.0,15.0,15.0,100.0,0.0,0.0,0.0,15.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,,,9.970000000000006,9.970000000000006,,-30.0,10.006371540985796,-24.0,-1.2885552037733334,-1.0,1.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NODE_10376,current_main_12,5.0,15.0,0.0,0.0,,,42.55,42.55,,868.0,43.129775715390565,491.0,6.089549745587228,3464.0,0.0,0.0,0.0,15.0,15.0,100.0,0.0,0.0,0.0,15.0,0.0,1.0,1.0,1.0,0.0,15.0,0.0,0.0,,,53.32,53.32,,855.0,53.952923408845734,497.0,4.581139483254,3464.0,1.0,5.0,1.0,15.0,15.0,100.0,0.0,0.0,0.0,15.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,,,10.770000000000003,10.770000000000003,,-13.0,10.82314769345517,6.0,-1.5084102623332285,0.0,1.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NODE_10376,current_main_12,6.0,15.0,0.0,0.0,,,32.57,32.57,,906.0,32.94027804227766,607.0,5.481910105573987,3471.0,0.0,0.0,0.0,15.0,15.0,100.0,0.0,0.0,0.0,15.0,0.0,1.0,1.0,1.0,0.0,15.0,0.0,0.0,,,33.03,33.03,,896.0,33.55460088691796,607.0,5.293234187801959,3472.0,1.0,5.0,1.0,15.0,15.0,100.0,0.0,0.0,0.0,15.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,,,0.46000000000000085,0.46000000000000085,,-10.0,0.6143228446402986,0.0,-0.18867591777202808,1.0,1.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NODE_10376,current_main_12,7.0,15.0,0.0,0.0,,,39.74,39.74,,870.0,40.32243404583093,541.0,5.194895165994665,3467.0,0.0,0.0,0.0,15.0,15.0,100.0,0.0,0.0,0.0,15.0,0.0,1.0,1.0,1.0,0.0,15.0,0.0,0.0,,,35.88,35.88,,877.0,35.96697482297404,550.0,5.809021504647568,3466.0,1.0,5.0,1.0,15.0,15.0,100.0,0.0,0.0,0.0,15.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,,,-3.8599999999999994,-3.8599999999999994,,7.0,-4.355459222856894,9.0,0.6141263386529028,-1.0,1.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NODE_10376,current_main_12,8.0,15.0,0.0,0.0,,,31.73,31.73,,894.0,31.943565658463267,630.0,6.108886847731632,3464.0,0.0,0.0,0.0,15.0,15.0,100.0,0.0,0.0,0.0,15.0,0.0,1.0,1.0,1.0,0.0,15.0,0.0,0.0,,,32.16,32.16,,878.0,32.31126892169688,628.0,6.232359776002213,3463.0,1.0,5.0,1.0,15.0,15.0,100.0,0.0,0.0,0.0,15.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,,,0.42999999999999616,0.42999999999999616,,-16.0,0.36770326323361147,-2.0,0.12347292827058176,-1.0,1.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NODE_10376,current_main_12,9.0,15.0,0.0,0.0,,,32.57,32.57,,929.0,32.76386404293381,553.0,6.056607065508533,3467.0,0.0,0.0,0.0,15.0,15.0,100.0,0.0,0.0,0.0,15.0,0.0,1.0,1.0,1.0,0.0,15.0,0.0,0.0,,,32.41,32.41,,933.0,32.54248395967003,509.0,6.446899031152116,3469.0,1.0,5.0,1.0,15.0,15.0,100.0,0.0,0.0,0.0,15.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,,,-0.1600000000000037,-0.1600000000000037,,4.0,-0.22138008326378156,-44.0,0.3902919656435824,2.0,1.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NODE_10376,current_main_12,10.0,15.0,0.0,0.0,,,45.52,45.52,,799.0,45.8619593285991,592.0,4.40938354954553,3463.0,0.0,0.0,0.0,15.0,15.0,100.0,0.0,0.0,0.0,15.0,0.0,1.0,1.0,1.0,0.0,15.0,0.0,0.0,,,60.05,60.05,,799.0,60.45337995337995,559.0,3.447783576770402,3464.0,1.0,5.0,1.0,15.0,15.0,100.0,0.0,0.0,0.0,15.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,,,14.529999999999994,14.529999999999994,,0.0,14.591420624780852,-33.0,-0.9615999727751281,1.0,1.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NODE_10376,current_main_12,11.0,15.0,0.0,0.0,,,27.56,27.56,,854.0,27.663797330427673,485.0,7.695944302247999,3464.0,0.0,0.0,0.0,15.0,15.0,100.0,0.0,0.0,0.0,15.0,0.0,1.0,1.0,1.0,0.0,15.0,0.0,0.0,,,35.04,35.04,,816.0,35.71923167570116,469.0,5.687908346522928,3463.0,1.0,5.0,1.0,15.0,15.0,100.0,0.0,0.0,0.0,15.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,,,7.48,7.48,,-38.0,8.055434345273486,-16.0,-2.008035955725071,-1.0,1.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NODE_10376,current_main_12,12.0,15.0,0.0,0.0,,,50.96,50.96,,763.0,51.3531914893617,519.0,3.4905469820847115,3466.0,0.0,0.0,0.0,15.0,15.0,100.0,0.0,0.0,0.0,15.0,0.0,1.0,1.0,1.0,0.0,15.0,0.0,0.0,,,50.91,50.91,,780.0,51.39631892914303,533.0,3.335542771763115,3466.0,1.0,5.0,1.0,15.0,15.0,100.0,0.0,0.0,0.0,15.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,,,-0.05000000000000426,-0.05000000000000426,,17.0,0.04312743978132971,14.0,-0.1550042103215965,0.0,1.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NODE_10376,current_main_12,13.0,15.0,0.0,0.0,,,31.38,31.38,,829.0,31.478691628102652,571.0,6.4880767868951645,3467.0,0.0,0.0,0.0,15.0,15.0,100.0,0.0,0.0,0.0,15.0,0.0,1.0,1.0,1.0,0.0,15.0,0.0,0.0,,,31.16,31.16,,840.0,31.33900059725264,573.0,5.893562301327901,3468.0,1.0,5.0,1.0,15.0,15.0,100.0,0.0,0.0,0.0,15.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,,,-0.21999999999999886,-0.21999999999999886,,11.0,-0.13969103085001322,2.0,-0.5945144855672639,1.0,1.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NODE_10376,current_main_12,14.0,15.0,0.0,0.0,,,45.62,45.62,,862.0,46.26575669680941,610.0,4.582373299783759,3470.0,0.0,0.0,0.0,15.0,15.0,100.0,0.0,0.0,0.0,15.0,0.0,1.0,1.0,1.0,0.0,15.0,0.0,0.0,,,46.89,46.89,,867.0,47.5794058316523,568.0,4.738549879234596,3473.0,1.0,5.0,1.0,15.0,15.0,100.0,0.0,0.0,0.0,15.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,,,1.2700000000000031,1.2700000000000031,,5.0,1.3136491348428905,-42.0,0.15617657945083696,3.0,1.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NODE_10376,current_main_12,15.0,15.0,0.0,0.0,,,51.18,51.18,,882.0,51.67904604769762,622.0,3.82328973213042,3469.0,0.0,0.0,0.0,15.0,15.0,100.0,0.0,0.0,0.0,15.0,0.0,1.0,1.0,1.0,0.0,15.0,0.0,0.0,,,51.85,51.85,,896.0,52.28615231032516,636.0,3.763877592576213,3466.0,1.0,5.0,1.0,15.0,15.0,100.0,0.0,0.0,0.0,15.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,,,0.6700000000000017,0.6700000000000017,,14.0,0.6071062626275392,14.0,-0.05941213955420688,-3.0,1.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NODE_10376,current_main_12,16.0,15.0,0.0,0.0,,,26.88,26.88,,832.0,27.086083584661782,568.0,6.98096782466004,3462.0,0.0,0.0,0.0,15.0,15.0,100.0,0.0,0.0,0.0,15.0,0.0,1.0,1.0,1.0,0.0,15.0,0.0,0.0,,,28.28,28.28,,872.0,28.65464371497198,574.0,6.439226822298432,3465.0,1.0,5.0,1.0,15.0,15.0,100.0,0.0,0.0,0.0,15.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,,,1.4000000000000021,1.4000000000000021,,40.0,1.5685601303101961,6.0,-0.5417410023616087,3.0,1.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NODE_10376,current_main_12,17.0,15.0,0.0,0.0,,,45.92,45.92,,851.0,46.47742108079186,589.0,4.697908460822844,3468.0,0.0,0.0,0.0,15.0,15.0,100.0,0.0,0.0,0.0,15.0,0.0,1.0,1.0,1.0,0.0,15.0,0.0,0.0,,,44.56,44.56,,856.0,45.18145435054493,587.0,4.401495305733122,3468.0,1.0,5.0,1.0,15.0,15.0,100.0,0.0,0.0,0.0,15.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,,,-1.3599999999999994,-1.3599999999999994,,5.0,-1.2959667302469313,-2.0,-0.29641315508972177,0.0,1.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
