sim_time,crosswalk_id,tls_id,ped_link_index,current_phase_index,current_tls_state,ped_link_state,is_ped_green,is_pedestrian_only_phase,ped_near,detected_person_ids,remaining_phase_time,next_switch_time,extension_allowed,extension_decision,extension_skip_reason
0.5,LINK_249048,5161705573,2,0,GGr,r,False,False,0,,78.5,79.0,False,False,scenario_baseline
0.5,NODE_5837,5161705573,2,0,GGr,r,False,False,0,,78.5,79.0,False,False,scenario_baseline
0.5,LINK_10218,11139418715,2,0,GGr,r,False,False,0,,78.5,79.0,False,False,scenario_baseline
0.5,LINK_140740,11139418715,2,0,GGr,r,False,False,0,,78.5,79.0,False,False,scenario_baseline
0.5,NODE_9634,10974501473,4,0,GGGGr,r,False,False,0,,80.5,81.0,False,False,scenario_baseline
0.5,LINK_194891,11203052965,11,0,GGGGGGGGGGGr,r,False,False,0,,78.5,79.0,False,False,scenario_baseline
0.5,NODE_10378,11139418715,2,0,GGr,r,False,False,0,,78.5,79.0,False,False,scenario_baseline
0.5,NODE_5681,11139418723,2,0,GGr,r,False,False,0,,78.5,79.0,False,False,scenario_baseline
0.5,NODE_10262,11203041635,4,0,GGGGr,r,False,False,0,,78.5,79.0,False,False,scenario_baseline
1.0,LINK_249048,5161705573,2,0,GGr,r,False,False,0,,78.0,79.0,False,False,scenario_baseline
1.0,NODE_5837,5161705573,2,0,GGr,r,False,False,0,,78.0,79.0,False,False,scenario_baseline
1.0,LINK_10218,11139418715,2,0,GGr,r,False,False,0,,78.0,79.0,False,False,scenario_baseline
1.0,LINK_140740,11139418715,2,0,GGr,r,False,False,0,,78.0,79.0,False,False,scenario_baseline
1.0,NODE_9634,10974501473,4,0,GGGGr,r,False,False,0,,80.0,81.0,False,False,scenario_baseline
1.0,LINK_194891,11203052965,11,0,GGGGGGGGGGGr,r,False,False,0,,78.0,79.0,False,False,scenario_baseline
1.0,NODE_10378,11139418715,2,0,GGr,r,False,False,0,,78.0,79.0,False,False,scenario_baseline
1.0,NODE_5681,11139418723,2,0,GGr,r,False,False,0,,78.0,79.0,False,False,scenario_baseline
1.0,NODE_10262,11203041635,4,0,GGGGr,r,False,False,0,,78.0,79.0,False,False,scenario_baseline
1.5,LINK_249048,5161705573,2,0,GGr,r,False,False,0,,77.5,79.0,False,False,scenario_baseline
1.5,NODE_5837,5161705573,2,0,GGr,r,False,False,0,,77.5,79.0,False,False,scenario_baseline
1.5,LINK_10218,11139418715,2,0,GGr,r,False,False,0,,77.5,79.0,False,False,scenario_baseline
1.5,LINK_140740,11139418715,2,0,GGr,r,False,False,0,,77.5,79.0,False,False,scenario_baseline
1.5,NODE_9634,10974501473,4,0,GGGGr,r,False,False,0,,79.5,81.0,False,False,scenario_baseline
1.5,LINK_194891,11203052965,11,0,GGGGGGGGGGGr,r,False,False,0,,77.5,79.0,False,False,scenario_baseline
1.5,NODE_10378,11139418715,2,0,GGr,r,False,False,0,,77.5,79.0,False,False,scenario_baseline
1.5,NODE_5681,11139418723,2,0,GGr,r,False,False,0,,77.5,79.0,False,False,scenario_baseline
1.5,NODE_10262,11203041635,4,0,GGGGr,r,False,False,0,,77.5,79.0,False,False,scenario_baseline
2.0,LINK_249048,5161705573,2,0,GGr,r,False,False,0,,77.0,79.0,False,False,scenario_baseline
2.0,NODE_5837,5161705573,2,0,GGr,r,False,False,0,,77.0,79.0,False,False,scenario_baseline
2.0,LINK_10218,11139418715,2,0,GGr,r,False,False,0,,77.0,79.0,False,False,scenario_baseline
2.0,LINK_140740,11139418715,2,0,GGr,r,False,False,0,,77.0,79.0,False,False,scenario_baseline
2.0,NODE_9634,10974501473,4,0,GGGGr,r,False,False,0,,79.0,81.0,False,False,scenario_baseline
2.0,LINK_194891,11203052965,11,0,GGGGGGGGGGGr,r,False,False,0,,77.0,79.0,False,False,scenario_baseline
2.0,NODE_10378,11139418715,2,0,GGr,r,False,False,0,,77.0,79.0,False,False,scenario_baseline
2.0,NODE_5681,11139418723,2,0,GGr,r,False,False,0,,77.0,79.0,False,False,scenario_baseline
2.0,NODE_10262,11203041635,4,0,GGGGr,r,False,False,0,,77.0,79.0,False,False,scenario_baseline
2.5,LINK_249048,5161705573,2,0,GGr,r,False,False,0,,76.5,79.0,False,False,scenario_baseline
2.5,NODE_5837,5161705573,2,0,GGr,r,False,False,0,,76.5,79.0,False,False,scenario_baseline
2.5,LINK_10218,11139418715,2,0,GGr,r,False,False,0,,76.5,79.0,False,False,scenario_baseline
2.5,LINK_140740,11139418715,2,0,GGr,r,False,False,0,,76.5,79.0,False,False,scenario_baseline
2.5,NODE_9634,10974501473,4,0,GGGGr,r,False,False,0,,78.5,81.0,False,False,scenario_baseline
2.5,LINK_194891,11203052965,11,0,GGGGGGGGGGGr,r,False,False,0,,76.5,79.0,False,False,scenario_baseline
2.5,NODE_10378,11139418715,2,0,GGr,r,False,False,0,,76.5,79.0,False,False,scenario_baseline
2.5,NODE_5681,11139418723,2,0,GGr,r,False,False,0,,76.5,79.0,False,False,scenario_baseline
2.5,NODE_10262,11203041635,4,0,GGGGr,r,False,False,0,,76.5,79.0,False,False,scenario_baseline
3.0,LINK_249048,5161705573,2,0,GGr,r,False,False,0,,76.0,79.0,False,False,scenario_baseline
3.0,NODE_5837,5161705573,2,0,GGr,r,False,False,0,,76.0,79.0,False,False,scenario_baseline
3.0,LINK_10218,11139418715,2,0,GGr,r,False,False,0,,76.0,79.0,False,False,scenario_baseline
3.0,LINK_140740,11139418715,2,0,GGr,r,False,False,0,,76.0,79.0,False,False,scenario_baseline
3.0,NODE_9634,10974501473,4,0,GGGGr,r,False,False,0,,78.0,81.0,False,False,scenario_baseline
3.0,LINK_194891,11203052965,11,0,GGGGGGGGGGGr,r,False,False,0,,76.0,79.0,False,False,scenario_baseline
3.0,NODE_10378,11139418715,2,0,GGr,r,False,False,0,,76.0,79.0,False,False,scenario_baseline
3.0,NODE_5681,11139418723,2,0,GGr,r,False,False,0,,76.0,79.0,False,False,scenario_baseline
3.0,NODE_10262,11203041635,4,0,GGGGr,r,False,False,0,,76.0,79.0,False,False,scenario_baseline
3.5,LINK_249048,5161705573,2,0,GGr,r,False,False,0,,75.5,79.0,False,False,scenario_baseline
3.5,NODE_5837,5161705573,2,0,GGr,r,False,False,0,,75.5,79.0,False,False,scenario_baseline
3.5,LINK_10218,11139418715,2,0,GGr,r,False,False,0,,75.5,79.0,False,False,scenario_baseline
3.5,LINK_140740,11139418715,2,0,GGr,r,False,False,0,,75.5,79.0,False,False,scenario_baseline
3.5,NODE_9634,10974501473,4,0,GGGGr,r,False,False,0,,77.5,81.0,False,False,scenario_baseline
3.5,LINK_194891,11203052965,11,0,GGGGGGGGGGGr,r,False,False,0,,75.5,79.0,False,False,scenario_baseline
