횡단보도ID,lon,lat,읍면동명,LANES,ROAD_RANK,MAX_SPD,사고건수,추정AADT,행정동,노인비율
14949,126.96810911214867,37.557519727545895,중림동,1.0,104,30.0,0,26875.559786532827,중림동,0.1901991313611407
14951,126.96845990540275,37.55732529645542,중림동,1.0,104,50.0,0,26875.559786532827,중림동,0.1901991313611407
14954,126.9679909560263,37.557468321542814,중림동,1.0,104,30.0,2,26875.559786532827,중림동,0.1901991313611407
15151,126.96838519575896,37.55724975487851,만리동1가,1.0,104,50.0,1,26875.559786532827,중림동,0.1901991313611407
15152,126.96518628728835,37.559045353295566,중림동,1.0,104,30.0,0,26875.559786532827,중림동,0.1901991313611407
15186,126.96716600944099,37.55799090685003,중림동,1.0,104,30.0,0,26875.559786532827,중림동,0.1901991313611407
15194,126.96801134261656,37.55759064562418,중림동,1.0,104,30.0,0,26875.559786532827,중림동,0.1901991313611407
15197,126.96515473227856,37.558901166436925,중림동,1.0,104,30.0,2,26875.559786532827,중림동,0.1901991313611407
15198,126.96803727441221,37.55745105212649,중림동,1.0,104,30.0,0,26875.559786532827,중림동,0.1901991313611407
15199,126.96794237860401,37.55752425945953,중림동,1.0,104,30.0,1,26875.559786532827,중림동,0.1901991313611407
15201,126.96885591999813,37.5589845879176,중림동,3.0,104,50.0,0,26875.559786532827,중림동,0.1901991313611407
15205,126.96917493680989,37.559176908368634,중림동,3.0,104,50.0,0,26875.559786532827,중림동,0.1901991313611407
15219,126.96620987698371,37.55864286893693,중림동,1.0,104,30.0,0,26875.559786532827,중림동,0.1901991313611407
15225,126.96912015216694,37.55726676175663,중림동,3.0,104,50.0,0,26875.559786532827,중림동,0.1901991313611407
9068,127.01974129797449,37.568438677207425,황학동,1.0,104,30.0,1,26875.559786532827,황학동,0.1717813302883243
9076,127.01795583249212,37.568326824345675,황학동,1.0,104,30.0,0,26875.559786532827,황학동,0.1717813302883243
9096,127.01905761894812,37.5707753771344,황학동,1.0,104,30.0,0,26875.559786532827,황학동,0.1717813302883243
9097,127.0189829034485,37.570931009076126,황학동,1.0,104,30.0,1,26875.559786532827,황학동,0.1717813302883243
9098,127.01931641520402,37.57088747294607,황학동,1.0,104,30.0,3,26875.559786532827,황학동,0.1717813302883243
9103,127.01977791491795,37.56556656656162,신당동,3.0,104,50.0,2,26875.559786532827,신당동,0.1998197792295562
9105,127.01979522542737,37.56579541666139,황학동,1.0,104,30.0,1,26875.559786532827,황학동,0.1717813302883243
9115,127.01959679042506,37.565566596765024,신당동,3.0,104,50.0,2,26875.559786532827,신당동,0.1998197792295562
10148,127.00574468075006,37.5601580453782,장충동1가,3.0,104,50.0,2,26875.559786532827,장충동,0.17818315828266076
10173,127.01191863431467,37.56094451479095,신당동,1.0,104,30.0,0,26875.559786532827,신당동,0.1998197792295562
10174,127.01350947749431,37.56027979914668,신당동,1.0,104,30.0,0,26875.559786532827,신당동,0.1998197792295562
10175,127.01364175324932,37.560474309164924,신당동,1.0,104,30.0,0,26875.559786532827,신당동,0.1998197792295562
8021,127.00674827852667,37.54771861287365,신당동,2.0,104,50.0,1,26875.559786532827,신당동,0.1998197792295562
8022,127.00665344309263,37.54790627828809,신당동,2.0,104,50.0,0,26875.559786532827,신당동,0.1998197792295562
8024,127.00666049957991,37.547693025774905,신당동,2.0,104,50.0,0,26875.559786532827,신당동,0.1998197792295562
8026,127.00653270104704,37.547667132913844,신당동,2.0,104,50.0,0,26875.559786532827,신당동,0.1998197792295562
8028,127.00729291289382,37.54723913196679,신당동,,,,0,,신당동,0.1998197792295562
8029,127.00729003303401,37.54718191871419,신당동,,,,0,,신당동,0.1998197792295562
8030,127.00699686721242,37.54730322892141,신당동,,,,0,,신당동,0.1998197792295562
8031,127.00708022813139,37.54737188006751,신당동,,,,0,,신당동,0.1998197792295562
9117,127.01956234797312,37.56578630135818,황학동,3.0,104,50.0,0,26875.559786532827,황학동,0.1717813302883243
8051,127.01003078896665,37.569554415109316,신당동,2.0,104,30.0,0,26875.559786532827,신당동,0.1998197792295562
8052,127.00999918041822,37.56968944097246,신당동,2.0,104,30.0,1,26875.559786532827,신당동,0.1998197792295562
8061,127.01154288268023,37.56804613645737,신당동,2.0,104,30.0,0,26875.559786532827,신당동,0.1998197792295562
8062,127.01142498172759,37.56789968206082,신당동,2.0,104,40.0,1,26875.559786532827,신당동,0.1998197792295562
8064,127.00997376266817,37.568793651058506,을지로6가,2.0,104,40.0,0,26875.559786532827,을지로동,0.15585960737656157
8065,127.0098555114737,37.5685870873947,을지로6가,2.0,104,30.0,0,26875.559786532827,을지로동,0.15585960737656157
8066,127.0098725439075,37.56870538430257,을지로6가,2.0,104,30.0,1,26875.559786532827,을지로동,0.15585960737656157
8068,127.00940094891345,37.568096674088906,을지로6가,4.0,104,50.0,0,26875.559786532827,을지로동,0.15585960737656157
8069,127.0090157073556,37.568266055287744,을지로6가,4.0,104,50.0,0,26875.559786532827,을지로동,0.15585960737656157
10212,127.02413145527584,37.5635976208184,신당동,,,,0,,신당동,0.1998197792295562
10250,127.01588134499846,37.56783623214405,흥인동,2.0,104,50.0,0,26875.559786532827,황학동,0.1717813302883243
14609,126.96507321770069,37.55493168127287,만리동2가,1.0,104,30.0,0,26875.559786532827,중림동,0.1901991313611407
14611,126.9648691609848,37.5548492335067,만리동2가,1.0,104,30.0,0,26875.559786532827,중림동,0.1901991313611407
14613,126.96504445690562,37.5549637122392,만리동2가,1.0,104,30.0,0,26875.559786532827,중림동,0.1901991313611407
14614,126.96480588040812,37.55493389042423,만리동2가,1.0,104,30.0,0,26875.559786532827,중림동,0.1901991313611407
14615,126.96481739380285,37.55490185437786,만리동2가,1.0,104,30.0,0,26875.559786532827,중림동,0.1901991313611407
14423,126.96613519108409,37.55851697824047,중림동,1.0,104,30.0,0,26875.559786532827,중림동,0.1901991313611407
15554,127.00999575907089,37.56547058707112,을지로7가,3.0,104,50.0,0,26875.559786532827,을지로동,0.15585960737656157
14616,126.96887311665672,37.55565363237035,만리동1가,3.0,104,50.0,0,26875.559786532827,중림동,0.1901991313611407
15405,126.97930916593143,37.566868583552754,을지로1가,2.0,104,30.0,0,26875.559786532827,을지로동,0.15585960737656157
15406,126.97928454020364,37.567019735819215,무교동,2.0,104,30.0,0,26875.559786532827,을지로동,0.15585960737656157
15407,126.9793046813667,37.56696252611416,무교동,2.0,104,30.0,0,26875.559786532827,을지로동,0.15585960737656157
15409,126.99350950477242,37.5612421987582,필동1가,3.0,104,50.0,2,26875.559786532827,필동,0.18382769695824674
15410,126.98745460598576,37.56688556783343,장교동,1.0,104,30.0,0,26875.559786532827,을지로동,0.15585960737656157
15411,126.98580977435756,37.56623281004353,을지로2가,1.0,104,30.0,0,26875.559786532827,을지로동,0.15585960737656157
15413,126.97891551868676,37.56604006615432,을지로1가,2.0,104,30.0,0,26875.559786532827,을지로동,0.15585960737656157
15414,126.97928596885549,37.5670517754826,무교동,2.0,104,30.0,0,26875.559786532827,을지로동,0.15585960737656157
20512,126.99244153445399,37.560969799931875,필동1가,3.0,104,50.0,0,26875.559786532827,필동,0.18382769695824674
20513,126.9924458231091,37.561203230452506,필동1가,2.0,104,50.0,2,26875.559786532827,필동,0.18382769695824674
20516,126.99066917077558,37.56129006761727,충무로3가,1.0,104,30.0,0,26875.559786532827,필동,0.18382769695824674
20517,126.9905398072887,37.56126030641002,충무로3가,1.0,104,30.0,0,26875.559786532827,필동,0.18382769695824674
20545,126.99291729453147,37.561200971145276,필동1가,2.0,104,50.0,0,26875.559786532827,필동,0.18382769695824674
31145,126.97922582543677,37.56904369379499,무교동,2.0,104,30.0,0,26875.559786532827,을지로동,0.15585960737656157
31146,126.97935760136774,37.5690461007936,무교동,2.0,104,50.0,0,26875.559786532827,을지로동,0.15585960737656157
21865,126.98872866067542,37.56129905243789,충무로2가,1.0,104,50.0,0,26875.559786532827,명동,0.2357627618766598
23068,126.98957458458553,37.566348180722535,을지로2가,3.0,104,50.0,0,26875.559786532827,을지로동,0.15585960737656157
24599,127.00475042024215,37.56669184534337,을지로6가,3.0,104,50.0,0,26875.559786532827,을지로동,0.15585960737656157
24600,127.01252615278283,37.567987678733566,신당동,1.0,104,30.0,1,26875.559786532827,신당동,0.1998197792295562
24601,127.01237664002689,37.56793734686115,신당동,2.0,104,30.0,0,26875.559786532827,신당동,0.1998197792295562
24602,127.01263248957765,37.567742794780855,신당동,2.0,104,30.0,0,26875.559786532827,신당동,0.1998197792295562
24603,127.01263848630381,37.567826488573466,신당동,2.0,104,30.0,1,26875.559786532827,신당동,0.1998197792295562
22045,126.99296010460148,37.564519915986146,초동,3.0,104,50.0,0,26875.559786532827,동화동,0.24080640259345557
21867,126.98930936777228,37.56135631974088,충무로2가,2.0,104,50.0,0,26875.559786532827,명동,0.2357627618766598
21869,126.98024816582196,37.55973979809862,회현동1가,3.0,104,50.0,1,26875.559786532827,회현동,0.29465968586387437
21874,126.97564813040222,37.55704553737928,남대문로5가,3.0,104,50.0,1,26875.559786532827,중림동,0.1901991313611407
20727,126.99834063084737,37.56209541565467,충무로5가,2.0,104,50.0,0,26875.559786532827,동화동,0.24080640259345557
20728,126.99881497690109,37.56245128799641,충무로5가,2.0,104,50.0,0,26875.559786532827,동화동,0.24080640259345557
20729,126.99867411318236,37.56216750861053,충무로5가,1.0,104,30.0,0,26875.559786532827,동화동,0.24080640259345557
20732,126.99827450366028,37.56233113344013,충무로5가,3.0,104,50.0,1,26875.559786532827,동화동,0.24080640259345557
20733,126.99831618142262,37.56233955531872,충무로5가,3.0,104,50.0,1,26875.559786532827,동화동,0.24080640259345557
20735,126.99874310524478,37.56244213312795,충무로5가,2.0,104,50.0,1,26875.559786532827,동화동,0.24080640259345557
20739,127.01022006513787,37.564556895201086,신당동,1.0,104,30.0,0,26875.559786532827,신당동,0.1998197792295562
22106,126.99271573101822,37.56454736352745,초동,3.0,104,50.0,1,26875.559786532827,동화동,0.24080640259345557
23039,126.97335792896591,37.554385788992654,봉래동2가,,,,0,,중림동,0.1901991313611407
23040,126.97333207568765,37.554426925117916,봉래동2가,,,,8,,중림동,0.1901991313611407
23041,126.97340973281919,37.554303361775474,남대문로5가,4.0,104,50.0,1,26875.559786532827,중림동,0.1901991313611407
23043,126.97105826574376,37.559459425488384,순화동,3.0,104,50.0,0,26875.559786532827,을지로동,0.15585960737656157
23046,126.97388063041478,37.55994012442326,봉래동1가,1.0,104,30.0,0,26875.559786532827,중림동,0.1901991313611407
23050,126.98960911886465,37.56610331107596,을지로2가,3.0,104,50.0,0,26875.559786532827,을지로동,0.15585960737656157
23051,126.98994119005673,37.566119379968576,을지로3가,3.0,104,50.0,0,26875.559786532827,을지로동,0.15585960737656157
23053,126.98986353275656,37.566355091898004,을지로3가,1.0,104,30.0,0,26875.559786532827,을지로동,0.15585960737656157
21803,127.01002581993289,37.564526565773065,광희동2가,3.0,104,50.0,0,26875.559786532827,광희동,0.18015591778880227
21805,127.01033344644652,37.56457459838878,신당동,1.0,104,30.0,0,26875.559786532827,신당동,0.1998197792295562
57739,126.97872948665886,37.55332153040159,남대문로5가,1.0,104,30.0,1,26875.559786532827,중림동,0.1901991313611407
57526,126.97872480246116,37.553707573973824,남대문로5가,1.0,104,30.0,0,26875.559786532827,중림동,0.1901991313611407
119023,126.96767505572235,37.56079907655942,중림동,3.0,104,50.0,1,26875.559786532827,중림동,0.1901991313611407
179107,126.97302407269653,37.559592074919095,봉래동1가,1.0,104,50.0,0,26875.559786532827,중림동,0.1901991313611407
179104,126.97293485904264,37.559857524248045,봉래동1가,1.0,104,30.0,0,26875.559786532827,중림동,0.1901991313611407
163164,127.02336226880406,37.567732004977465,황학동,,,,0,,황학동,0.1717813302883243
176196,126.96390983496026,37.559184570502104,중림동,1.0,104,30.0,0,26875.559786532827,중림동,0.1901991313611407
89,126.9980519155064,37.56880234931408,주교동,4.0,104,50.0,1,26875.559786532827,을지로동,0.15585960737656157
137,127.01381340491366,37.5680098966872,신당동,2.0,104,30.0,1,26875.559786532827,신당동,0.1998197792295562
151,127.01918455481353,37.57083487838864,황학동,1.0,104,30.0,2,26875.559786532827,황학동,0.1717813302883243
164571,127.02117863262053,37.565760225682155,황학동,3.0,104,50.0,1,26875.559786532827,황학동,0.1717813302883243
164569,127.02201826331775,37.565603358610524,황학동,,,,3,,황학동,0.1717813302883243
167173,126.96904720498506,37.56796525397408,충정로1가,3.0,103,50.0,1,32310.64301369863,중림동,0.1901991313611407
214528,126.99055996543545,37.56098797273839,남학동,1.0,104,50.0,0,26875.559786532827,을지로동,0.15585960737656157
165599,127.02441265491134,37.56193608941261,신당동,,,,0,,신당동,0.1998197792295562
165598,127.02441269224819,37.56205051597609,신당동,,,,1,,신당동,0.1998197792295562
165595,127.02437293257934,37.56354951206805,신당동,,,,0,,신당동,0.1998197792295562
214527,126.99035727672653,37.56102512457698,주자동,1.0,104,50.0,0,26875.559786532827,동화동,0.24080640259345557
214526,126.99008139799568,37.56024242378005,주자동,1.0,104,50.0,0,26875.559786532827,동화동,0.24080640259345557
5590,126.96406504268572,37.559244119686134,중림동,1.0,104,50.0,2,26875.559786532827,중림동,0.1901991313611407
5837,126.97420017950492,37.55863801970813,남대문로5가,5.0,104,50.0,1,26875.559786532827,중림동,0.1901991313611407
5844,126.97574353399908,37.55978947871644,남대문로4가,1.0,104,50.0,0,26875.559786532827,중림동,0.1901991313611407
5845,126.97593039551325,37.5597849398938,남창동,3.0,104,50.0,0,26875.559786532827,회현동,0.29465968586387437
5846,126.97393566808076,37.5587432341164,남대문로5가,4.0,104,50.0,1,26875.559786532827,중림동,0.1901991313611407
6237,126.98260212256089,37.56860610841805,남대문로1가,3.0,104,50.0,0,26875.559786532827,명동,0.2357627618766598
6238,126.9829442678153,37.56857411893869,남대문로1가,2.0,104,50.0,1,26875.559786532827,명동,0.2357627618766598
6239,126.98298738870352,37.56859929897823,남대문로1가,2.0,104,50.0,0,26875.559786532827,명동,0.2357627618766598
6240,126.98298735539095,37.5687457648202,남대문로1가,2.0,104,50.0,0,26875.559786532827,명동,0.2357627618766598
6246,126.98253022185737,37.568704504541415,다동,2.0,104,50.0,0,26875.559786532827,을지로동,0.15585960737656157
6275,126.98310591940239,37.56571576889857,을지로2가,1.0,104,50.0,1,26875.559786532827,을지로동,0.15585960737656157
6276,126.98293050328769,37.56589653753459,남대문로2가,3.0,104,50.0,0,26875.559786532827,명동,0.2357627618766598
6281,126.98244463394346,37.565869003927716,을지로1가,3.0,104,50.0,0,26875.559786532827,을지로동,0.15585960737656157
6282,126.98226627087588,37.566344991479866,을지로1가,1.0,104,50.0,1,26875.559786532827,을지로동,0.15585960737656157
6283,126.98245318326543,37.566191687911896,을지로1가,3.0,104,50.0,0,26875.559786532827,을지로동,0.15585960737656157
6284,126.98293330676296,37.56621006653258,남대문로1가,3.0,104,50.0,0,26875.559786532827,명동,0.2357627618766598
6285,126.98311727167909,37.566370290067674,을지로2가,2.0,104,50.0,1,26875.559786532827,을지로동,0.15585960737656157
6286,126.98229228963034,37.56573853496806,을지로1가,1.0,104,50.0,1,26875.559786532827,을지로동,0.15585960737656157
137963,127.01975276031052,37.56829449796533,황학동,1.0,104,30.0,5,26875.559786532827,황학동,0.1717813302883243
6310,126.9838372718882,37.56061015862655,회현동3가,3.0,104,50.0,0,26875.559786532827,회현동,0.29465968586387437
6312,126.9837998489263,37.56084358375614,충무로1가,3.0,104,50.0,1,26875.559786532827,명동,0.2357627618766598
6336,126.98220722622341,37.56074952467933,충무로1가,1.0,104,50.0,1,26875.559786532827,명동,0.2357627618766598
6337,126.98180091779183,37.560402124079836,충무로1가,3.0,104,50.0,0,26875.559786532827,명동,0.2357627618766598
6338,126.9816639735328,37.560399296165016,충무로1가,1.0,104,50.0,1,26875.559786532827,명동,0.2357627618766598
6342,126.9809478481145,37.561584642267846,남대문로3가,3.0,104,50.0,0,26875.559786532827,명동,0.2357627618766598
6343,126.9810482900917,37.56228494906255,남대문로2가,2.0,104,50.0,1,26875.559786532827,명동,0.2357627618766598
137174,127.01613476663422,37.569758561982184,흥인동,2.0,104,30.0,0,26875.559786532827,황학동,0.1717813302883243
5899,126.97916365056768,37.56803799644138,무교동,2.0,104,30.0,0,26875.559786532827,을지로동,0.15585960737656157
5905,126.97942504867707,37.568891663575315,무교동,2.0,104,30.0,0,26875.559786532827,을지로동,0.15585960737656157
5906,126.97937618426161,37.56884588447385,무교동,2.0,104,30.0,0,26875.559786532827,을지로동,0.15585960737656157
5907,126.97920367527452,37.56885271979816,무교동,2.0,104,30.0,1,26875.559786532827,을지로동,0.15585960737656157
5908,126.97916337325589,37.569033506462226,무교동,2.0,104,50.0,0,26875.559786532827,을지로동,0.15585960737656157
5909,126.97352890233341,37.554306353419406,남대문로5가,4.0,104,50.0,0,26875.559786532827,중림동,0.1901991313611407
5912,126.97933040497655,37.56804031428338,무교동,2.0,104,30.0,0,26875.559786532827,을지로동,0.15585960737656157
5914,126.97756767536032,37.56904465668895,태평로1가,2.0,104,50.0,0,26875.559786532827,소공동,0.09772727272727273
5916,126.97757914910919,37.56913391148685,태평로1가,2.0,104,50.0,1,26875.559786532827,소공동,0.09772727272727273
5925,126.97771725433829,37.56397559177997,태평로2가,2.0,104,30.0,0,26875.559786532827,소공동,0.09772727272727273
5926,126.9779673888164,37.563923002518784,소공동,2.0,104,30.0,0,26875.559786532827,소공동,0.09772727272727273
5927,126.97793561813438,37.56441960772303,태평로2가,2.0,104,30.0,0,26875.559786532827,소공동,0.09772727272727273
5928,126.97724574481282,37.56404415776724,태평로2가,4.0,104,30.0,0,26875.559786532827,소공동,0.09772727272727273
5930,126.9774439482363,37.56459802018807,태평로2가,2.0,104,30.0,0,26875.559786532827,소공동,0.09772727272727273
5932,126.97763363092925,37.56481317813046,태평로2가,4.0,104,50.0,0,26875.559786532827,소공동,0.09772727272727273
5933,126.97763642242828,37.565092379353736,태평로2가,1.0,104,50.0,0,26875.559786532827,소공동,0.09772727272727273
5934,126.97744087591015,37.5652525392647,정동,3.0,104,50.0,0,26875.559786532827,을지로동,0.15585960737656157
5935,126.97695787930013,37.565252445986324,정동,4.0,104,50.0,0,26875.559786532827,을지로동,0.15585960737656157
5938,126.97689701422458,37.56684067381058,태평로1가,4.0,104,50.0,0,26875.559786532827,소공동,0.09772727272727273
5862,126.97530092510408,37.55690742902926,남대문로5가,3.0,104,50.0,0,26875.559786532827,중림동,0.1901991313611407
5863,126.97547338215003,37.55697612098092,남대문로5가,3.0,104,50.0,0,26875.559786532827,중림동,0.1901991313611407
5634,126.96402780671836,37.55298153602534,만리동2가,2.0,104,50.0,1,26875.559786532827,중림동,0.1901991313611407
5637,126.96967604418012,37.56759196608356,정동,1.0,104,50.0,0,26875.559786532827,을지로동,0.15585960737656157
150723,126.96919705282112,37.55516251402758,봉래동2가,3.0,104,50.0,1,26875.559786532827,중림동,0.1901991313611407
5647,126.96727022454114,37.565890019971285,충정로1가,1.0,103,50.0,2,32310.64301369863,중림동,0.1901991313611407
5654,126.97055040950502,37.56671796920112,정동,1.0,104,50.0,0,26875.559786532827,을지로동,0.15585960737656157
5655,126.96988317265607,37.567285356180044,정동,1.0,104,50.0,0,26875.559786532827,을지로동,0.15585960737656157
5657,126.97098175190534,37.566493800107764,정동,1.0,104,50.0,0,26875.559786532827,을지로동,0.15585960737656157
5658,126.97105645657287,37.56661282198663,정동,1.0,104,30.0,0,26875.559786532827,을지로동,0.15585960737656157
5660,126.9706768626457,37.56684158127169,정동,1.0,104,30.0,0,26875.559786532827,을지로동,0.15585960737656157
5661,126.97026273305107,37.56715271769179,정동,1.0,104,30.0,0,26875.559786532827,을지로동,0.15585960737656157
5662,126.97011326505638,37.5670657158312,정동,1.0,104,50.0,0,26875.559786532827,을지로동,0.15585960737656157
5665,126.97002335708216,37.56184097804102,의주로2가,4.0,104,50.0,0,26875.559786532827,중림동,0.1901991313611407
5666,126.96992545400474,37.56223458054016,순화동,1.0,104,50.0,0,26875.559786532827,을지로동,0.15585960737656157
5672,126.96891605754156,37.559543005683395,중림동,2.0,104,50.0,0,26875.559786532827,중림동,0.1901991313611407
5681,126.96922106504655,37.55536079124497,봉래동2가,3.0,104,50.0,0,26875.559786532827,중림동,0.1901991313611407
5693,126.97323709179551,37.56527255335692,정동,1.0,104,50.0,0,26875.559786532827,을지로동,0.15585960737656157
5694,126.97332386244572,37.56537068437383,정동,1.0,104,30.0,0,26875.559786532827,을지로동,0.15585960737656157
5701,126.97200112557253,37.566022609131615,정동,1.0,104,50.0,0,26875.559786532827,을지로동,0.15585960737656157
5702,126.97210171249161,37.56612561678551,정동,1.0,104,30.0,0,26875.559786532827,을지로동,0.15585960737656157
