time,crosswalk_id,tls_id,linkIndex,phase,state,remaining_before,extension_sec,ped_near,error
86.0,NODE_10060,11203052964,11,2,rrrrrrrrrrrG,12.0,5.0,2,
86.0,NODE_122781,11203041635,4,2,rrrrG,12.0,5.0,2,
86.0,NODE_14937,11139418723,2,2,rrG,12.0,5.0,2,
86.0,NODE_5647,10974501473,4,2,rrrrG,12.0,5.0,2,
86.0,NODE_6342,11203041633,9,2,rrrrrrrrrG,12.0,5.0,2,
90.5,NODE_5938,5851251266,16,5,rrrrrrrrrrrrrrrrG,5.5,5.0,1,
