crosswalk_id,scenario,seed,tls_id,ped_link_index,crossing_edge_id,route_from_edge,route_to_edge,route_reason,source_file,batch_network_file,final_verdict,step_test_ok,controlled_links_count,crossing_inventory_used
NODE_10060,smart,1,11203052964,11,:11203052964_c0,1209133881#0,-781985788#0,from_nearest_road_edge_to_other_incident_edge,remaining_p1_signal_fix_candidate_table.csv,/Users/junlee/Desktop/2026-1/js/result/phase_next_p1_p4_recovery_6_exclude_node5830_20260516_025057/p1_p4_recovery_6.net.xml,CANDIDATE_TABLE_READY_PENDING_SEED1_SMOKE,True,,False
NODE_122781,smart,1,11203041635,4,:11203041635_c0,345046979#5,-345046979#5,from_nearest_road_edge_to_other_incident_edge,remaining_p1_signal_fix_candidate_table.csv,/Users/junlee/Desktop/2026-1/js/result/phase_next_p1_p4_recovery_6_exclude_node5830_20260516_025057/p1_p4_recovery_6.net.xml,CANDIDATE_TABLE_READY_PENDING_SEED1_SMOKE,True,,False
NODE_14937,smart,1,11139418723,2,:11139418723_c0,1201492610#1,183272312#3,from_nearest_road_edge_to_other_incident_edge,remaining_p1_signal_fix_candidate_table.csv,/Users/junlee/Desktop/2026-1/js/result/phase_next_p1_p4_recovery_6_exclude_node5830_20260516_025057/p1_p4_recovery_6.net.xml,CANDIDATE_TABLE_READY_PENDING_SEED1_SMOKE,True,,False
NODE_5647,smart,1,10974501473,4,:10974501473_c0,1461316096#1,333969025#1,from_nearest_road_edge_to_other_incident_edge,remaining_p1_signal_fix_candidate_table.csv,/Users/junlee/Desktop/2026-1/js/result/phase_next_p1_p4_recovery_6_exclude_node5830_20260516_025057/p1_p4_recovery_6.net.xml,CANDIDATE_TABLE_READY_PENDING_SEED1_SMOKE,True,,False
NODE_6342,smart,1,11203041633,9,:11203041633_c0,-1499619438#1,1499619438#1,from_nearest_road_edge_to_other_incident_edge,remaining_p1_signal_fix_candidate_table.csv,/Users/junlee/Desktop/2026-1/js/result/phase_next_p1_p4_recovery_6_exclude_node5830_20260516_025057/p1_p4_recovery_6.net.xml,CANDIDATE_TABLE_READY_PENDING_SEED1_SMOKE,True,,False
NODE_5938,smart,1,5851251266,16,:5851251266_c0,1084408283#1,1084408283#2,from_nearest_road_edge_to_other_incident_edge,manual_edge_pair_selection.csv,/Users/junlee/Desktop/2026-1/js/result/phase_next_p1_p4_recovery_6_exclude_node5830_20260516_025057/p1_p4_recovery_6.net.xml,APPROVED,PENDING,1,False
