seed,scenario,sim_duration,scenario_name,demand_profile,batch_network_file,net_sha256,generated_vehicle_route_file,vehicle_route_sha256,pedestrian_route_file,pedestrian_route_sha256
25,baseline,600,main_realistic_stress,main_realistic_stress,/Users/iseclient1/sumo-simulation/result/active/nets/generated_signal_7.net.xml,c2daae2125b2a6efd63bf4e51545303c86d44988a3a6b0287ae45253256f96f1,/Users/iseclient1/sumo-simulation/outputs/final/debug/work/generated_signal_7/baseline/seed25/demand_vehicle.rou.xml,231a9de39b01b8c9a19b9a357cd1789f209851755bbf29369bc26be5338db826,/Users/iseclient1/sumo-simulation/outputs/final/debug/work/generated_signal_7/baseline/seed25/demand_pedestrian.rou.xml,ec732011926237ebe2d06fc3f94bb9bee3405ab972c2507ce3b4c78dfff7e81f
25,smart,600,main_realistic_stress,main_realistic_stress,/Users/iseclient1/sumo-simulation/result/active/nets/generated_signal_7.net.xml,c2daae2125b2a6efd63bf4e51545303c86d44988a3a6b0287ae45253256f96f1,/Users/iseclient1/sumo-simulation/outputs/final/debug/work/generated_signal_7/baseline/seed25/demand_vehicle.rou.xml,231a9de39b01b8c9a19b9a357cd1789f209851755bbf29369bc26be5338db826,/Users/iseclient1/sumo-simulation/outputs/final/debug/work/generated_signal_7/baseline/seed25/demand_pedestrian.rou.xml,ec732011926237ebe2d06fc3f94bb9bee3405ab972c2507ce3b4c78dfff7e81f
