crosswalk_id,tls_id,ped_link_index,selected_ped_green_phase_index,selected_ped_green_phase_state,cycle_duration,first_green_start_time,depart_time,depart_strategy,ped_repeat_count,ped_repeat_spacing_sec,reason
NODE_10060,11203052964,11,2,rrrrrrrrrrrG,98.0,85.0,83.5,phase_aligned_green_start_minus_1p5s,5,1.5,pedestrian_only_phase_match
NODE_122781,11203041635,4,2,rrrrG,98.0,85.0,83.5,phase_aligned_green_start_minus_1p5s,5,1.5,pedestrian_only_phase_match
NODE_14937,11139418723,2,2,rrG,98.0,85.0,83.5,phase_aligned_green_start_minus_1p5s,5,1.5,pedestrian_only_phase_match
NODE_5647,10974501473,4,2,rrrrG,98.0,85.0,83.5,phase_aligned_green_start_minus_1p5s,5,1.5,pedestrian_only_phase_match
NODE_6342,11203041633,9,2,rrrrrrrrrG,98.0,85.0,83.5,phase_aligned_green_start_minus_1p5s,5,1.5,pedestrian_only_phase_match
NODE_5938,5851251266,16,5,rrrrrrrrrrrrrrrrG,96.0,90.0,88.5,phase_aligned_green_start_minus_1p5s,1,1.5,pedestrian_only_phase_match
