seed,scenario,sim_duration,scenario_name,demand_profile,batch_network_file,net_sha256,generated_vehicle_route_file,vehicle_route_sha256,pedestrian_route_file,pedestrian_route_sha256
3,baseline,600,main_realistic_stress,main_realistic_stress,/Users/iseclient1/sumo-simulation/result/active/nets/current_main_12.net.xml,5701fd44758788b350207a2494f51cb6305e52fddd8a0a19ab0e5dac55ec3e4c,/Users/iseclient1/sumo-simulation/outputs/final/debug/work/current_main_12/baseline/seed03/demand_vehicle.rou.xml,e0fa4df6797dc52f8a84bd4be1e360bc4299c8cb54403906a8b61c8f8ba99e49,/Users/iseclient1/sumo-simulation/outputs/final/debug/work/current_main_12/baseline/seed03/demand_pedestrian.rou.xml,93fed5661cdc72643af99d03434a10e0f6289f64a52b25563f4146f09e49836f
3,smart,600,main_realistic_stress,main_realistic_stress,/Users/iseclient1/sumo-simulation/result/active/nets/current_main_12.net.xml,5701fd44758788b350207a2494f51cb6305e52fddd8a0a19ab0e5dac55ec3e4c,/Users/iseclient1/sumo-simulation/outputs/final/debug/work/current_main_12/baseline/seed03/demand_vehicle.rou.xml,e0fa4df6797dc52f8a84bd4be1e360bc4299c8cb54403906a8b61c8f8ba99e49,/Users/iseclient1/sumo-simulation/outputs/final/debug/work/current_main_12/baseline/seed03/demand_pedestrian.rou.xml,93fed5661cdc72643af99d03434a10e0f6289f64a52b25563f4146f09e49836f
