canonical_network_version,crosswalk_id,crossing_edge,tls_id,ped_link_indices,from_edge,to_edge,vehicle_conflict_edges,approach_lanes,match_distance_m,path_uses_crossing,path_uses_walkingarea,tlLogic_exists_in_net_xml,exists_in_connection_tl,is_netconvert_ghost_tls,registry_status,implementation_status,c_subtype,recovery_status,recovery_source,network_net_sha256,netconvert_options_sha256,sumo_version,netconvert_version,validated_at,validated_by,crossing_lon,crossing_lat,matched_radius_m,distance_bucket,mapping_confidence,control_mode,runnable_for_signal_extension,runnable_for_unsignalized_sim,requires_patch,interpretation_note,original_failure_reason,override_reason,notes,installation_assumption,ped_link_indices_repair_status,c1_final_status,c1_patch_result,c1_patch_survived,c1_node_id,c1_crossing_edges,representative_crosswalk_id,duplicate_crossing_key,original_csv_lon,original_csv_lat,target_x,target_y
junggu_expanded_b1000_netc4fba70ca4f7_optbef4f82e35ec,10007,:8453967389_c1,GS_8453967389,9,911522751#1,910455717,-911522751#4|911522751#1|-911522751#2|911522751#3,-911522751#4_1|-911522751#4_2|911522751#1_1|911522751#1_2,337.15350777813495,True,True,True,True,False,patched_unsignalized,ready_for_simulation,C1_distance_match_failed,,,c4fba70ca4f7a6e074a414f44ab12e1af55e69b03ae1ec5e9efc3d40f5f8119d,bef4f82e35ec6fa66e34949a5956a7cba8fb2aaf8a142dcf17ef0728fe469023,Eclipse SUMO sumo 1.26.0,Eclipse SUMO netconvert 1.26.0,2026-05-11T14:18:23,junlee,127.01487623664644,37.56803209689397,,,,signalized,True,True,False,,distance_exceeded,,distance_exceeded,,normalized_from_net_xml,patched_unsignalized_v3,patched_unsignalized,True,7293684337,-218684411#0 218684411#0,10007.0,7293684337|-218684411#0|218684411#0,127.0164238,37.56519794,6502.090772399562,4379.036337158643
junggu_expanded_b1000_netc4fba70ca4f7_optbef4f82e35ec,10008,:8453967389_c1,GS_8453967389,9,911522751#1,910455717,-911522751#4|911522751#1|-911522751#2|911522751#3,-911522751#4_1|-911522751#4_2|911522751#1_1|911522751#1_2,333.99286337884934,True,True,True,True,False,patched_unsignalized,ready_for_simulation,C1_distance_match_failed,,,c4fba70ca4f7a6e074a414f44ab12e1af55e69b03ae1ec5e9efc3d40f5f8119d,bef4f82e35ec6fa66e34949a5956a7cba8fb2aaf8a142dcf17ef0728fe469023,Eclipse SUMO sumo 1.26.0,Eclipse SUMO netconvert 1.26.0,2026-05-11T14:18:23,junlee,127.01487623664644,37.56803209689397,,,,signalized,True,True,False,,distance_exceeded,,distance_exceeded,,normalized_from_net_xml,patched_unsignalized_v3,patched_unsignalized,True,7293684337,-218684411#0 218684411#0,10007.0,7293684337|-218684411#0|218684411#0,127.0164847,37.56525141,6507.595152632974,4384.855848596897
junggu_expanded_b1000_netc4fba70ca4f7_optbef4f82e35ec,10009,:8453967389_c1,GS_8453967389,9,911522751#1,910455717,-911522751#4|911522751#1|-911522751#2|911522751#3,-911522751#4_1|-911522751#4_2|911522751#1_1|911522751#1_2,299.3010689760252,True,True,True,True,False,patched_unsignalized,ready_for_simulation,C1_distance_match_failed,,,c4fba70ca4f7a6e074a414f44ab12e1af55e69b03ae1ec5e9efc3d40f5f8119d,bef4f82e35ec6fa66e34949a5956a7cba8fb2aaf8a142dcf17ef0728fe469023,Eclipse SUMO sumo 1.26.0,Eclipse SUMO netconvert 1.26.0,2026-05-11T14:18:23,junlee,127.01487623664644,37.56803209689397,,,,signalized,True,True,False,,distance_exceeded,,distance_exceeded,,normalized_from_net_xml,patched_unsignalized_v2,patched_unsignalized,True,7293684336,218684408#0 218684408#1,,7293684336|218684408#0|218684408#1,127.016467,37.56559385,6506.834073249018,4422.886376753449
junggu_expanded_b1000_netc4fba70ca4f7_optbef4f82e35ec,10060,:11203052964_c0,11203052964,11,1209133881#0,-781985788#0,-781985788#2|781985788#0|-781985788#0|781985788#1,-781985788#2_1|-781985788#2_2|-781985788#2_3|-781985788#2_4|781985788#0_1|781985788#0_2|781985788#0_3|781985788#0_4|781985788#0_5|781985788#0_6|781985788#0_7,5.319217465808337,True,True,True,True,False,A,ready_for_simulation,C11_manual_netedit_required,,,c4fba70ca4f7a6e074a414f44ab12e1af55e69b03ae1ec5e9efc3d40f5f8119d,bef4f82e35ec6fa66e34949a5956a7cba8fb2aaf8a142dcf17ef0728fe469023,Eclipse SUMO sumo 1.26.0,Eclipse SUMO netconvert 1.26.0,2026-05-11T14:18:23,junlee,126.98196437711906,37.560495163579986,,,verified,signalized,True,True,False,,,,,,normalized_from_net_xml,,,,,,,,,,,
junggu_expanded_b1000_netc4fba70ca4f7_optbef4f82e35ec,10061,:11203052957_c0,11203052957,1,1209133879#2,913392928#1,913392928#0|913392928#1,913392928#0_1,9.643555807232747,True,True,True,True,False,A,ready_for_simulation,C11_manual_netedit_required,,,c4fba70ca4f7a6e074a414f44ab12e1af55e69b03ae1ec5e9efc3d40f5f8119d,bef4f82e35ec6fa66e34949a5956a7cba8fb2aaf8a142dcf17ef0728fe469023,Eclipse SUMO sumo 1.26.0,Eclipse SUMO netconvert 1.26.0,2026-05-11T14:18:23,junlee,126.98237421110484,37.56036640311212,,,verified,signalized,True,True,False,,,,,,normalized_from_net_xml,,,,,,,,,,,
junggu_expanded_b1000_netc4fba70ca4f7_optbef4f82e35ec,10067,:11203052960_c0,11203052960,3,1209133880#1,1467498055#1,1467498055#0|1467498055#1,1467498055#0_1|1467498055#0_2|1467498055#0_3,178.8324144278127,True,True,True,True,False,patched_unsignalized,ready_for_simulation,C1_distance_match_failed,,,c4fba70ca4f7a6e074a414f44ab12e1af55e69b03ae1ec5e9efc3d40f5f8119d,bef4f82e35ec6fa66e34949a5956a7cba8fb2aaf8a142dcf17ef0728fe469023,Eclipse SUMO sumo 1.26.0,Eclipse SUMO netconvert 1.26.0,2026-05-11T14:18:23,junlee,126.9819293115092,37.56022347924575,,,,signalized,True,True,False,,distance_exceeded,,distance_exceeded,,normalized_from_net_xml,patched_unsignalized_v3,patched_unsignalized,True,7300992880,913409138 921117704#0,10067.0,7300992880|913409138|921117704#0,126.9801622,37.55942872,3285.4443715104135,3807.121608750894
junggu_expanded_b1000_netc4fba70ca4f7_optbef4f82e35ec,10090,:2457731125_c0,2457731125,3,1339697075#0,237901345#0,1339697075#0|1339697075#1,1339697075#0_1|1339697075#0_2|1339697075#0_3,327.9841342239603,True,True,True,True,False,patched_unsignalized,ready_for_simulation,C1_distance_match_failed,,,c4fba70ca4f7a6e074a414f44ab12e1af55e69b03ae1ec5e9efc3d40f5f8119d,bef4f82e35ec6fa66e34949a5956a7cba8fb2aaf8a142dcf17ef0728fe469023,Eclipse SUMO sumo 1.26.0,Eclipse SUMO netconvert 1.26.0,2026-05-11T14:18:23,junlee,126.97705108541774,37.55497448437383,,,,signalized,True,True,False,,distance_exceeded,,distance_exceeded,,normalized_from_net_xml,patched_unsignalized_v3,patched_unsignalized,True,7265413651,-315658900#8 315658900#8,10090.0,7265413651|-315658900#8|315658900#8,126.9807597,37.55538154,3328.5727628583554,3356.9055637116544
junggu_expanded_b1000_netc4fba70ca4f7_optbef4f82e35ec,10098,:11203052957_c0,11203052957,1,1209133879#2,913392928#1,913392928#0|913392928#1,913392928#0_1,489.8210055179618,True,True,True,True,False,patched_unsignalized,ready_for_simulation,C1_distance_match_failed,,,c4fba70ca4f7a6e074a414f44ab12e1af55e69b03ae1ec5e9efc3d40f5f8119d,bef4f82e35ec6fa66e34949a5956a7cba8fb2aaf8a142dcf17ef0728fe469023,Eclipse SUMO sumo 1.26.0,Eclipse SUMO netconvert 1.26.0,2026-05-11T14:18:23,junlee,126.98237421110484,37.56036640311212,,,,signalized,True,True,False,,distance_exceeded,,distance_exceeded,,normalized_from_net_xml,patched_unsignalized_v3,patched_unsignalized,True,436856419,-775222468#7 775222468#7,10098.0,436856419|-775222468#7|775222468#7,126.9856592,37.55679489,3764.751543954073,3504.442953802645
junggu_expanded_b1000_netc4fba70ca4f7_optbef4f82e35ec,10104,:11203052957_c0,11203052957,1,1209133879#2,913392928#1,913392928#0|913392928#1,913392928#0_1,507.5973159951216,True,True,True,True,False,patched_unsignalized,ready_for_simulation,C1_distance_match_failed,,,c4fba70ca4f7a6e074a414f44ab12e1af55e69b03ae1ec5e9efc3d40f5f8119d,bef4f82e35ec6fa66e34949a5956a7cba8fb2aaf8a142dcf17ef0728fe469023,Eclipse SUMO sumo 1.26.0,Eclipse SUMO netconvert 1.26.0,2026-05-11T14:18:23,junlee,126.98237421110484,37.56036640311212,,,,signalized,True,True,False,,distance_exceeded,,distance_exceeded,,normalized_from_net_xml,patched_unsignalized_v2,patched_unsignalized,True,3844645928,-775222468#7 775222468#7,10098.0,3844645928|-775222468#7|775222468#7,126.9857311,37.55663865,3770.731330808893,3486.9701661905274
junggu_expanded_b1000_netc4fba70ca4f7_optbef4f82e35ec,10113,:11346754526_c0,11346754526,2,-772527390#3,772527390#3,-772527390#3|772527390#2|-772527390#2|772527390#3,-772527390#3_1|772527390#2_1,466.4039482812576,True,True,True,True,False,patched_unsignalized,ready_for_simulation,C1_distance_match_failed,,,c4fba70ca4f7a6e074a414f44ab12e1af55e69b03ae1ec5e9efc3d40f5f8119d,bef4f82e35ec6fa66e34949a5956a7cba8fb2aaf8a142dcf17ef0728fe469023,Eclipse SUMO sumo 1.26.0,Eclipse SUMO netconvert 1.26.0,2026-05-11T14:18:23,junlee,126.99321305096846,37.56088447397851,,,,signalized,True,True,False,,distance_exceeded,,distance_exceeded,,normalized_from_net_xml,patched_unsignalized_v2,patched_unsignalized,True,4203029522,-420361201 775222468#0,10114.0,4203029522|-420361201|775222468#0,126.988108,37.55970846,3987.994531212026,3823.10217504669
junggu_expanded_b1000_netc4fba70ca4f7_optbef4f82e35ec,10114,:11346754526_c0,11346754526,2,-772527390#3,772527390#3,-772527390#3|772527390#2|-772527390#2|772527390#3,-772527390#3_1|772527390#2_1,451.30602348744213,True,True,True,True,False,patched_unsignalized,ready_for_simulation,C1_distance_match_failed,,,c4fba70ca4f7a6e074a414f44ab12e1af55e69b03ae1ec5e9efc3d40f5f8119d,bef4f82e35ec6fa66e34949a5956a7cba8fb2aaf8a142dcf17ef0728fe469023,Eclipse SUMO sumo 1.26.0,Eclipse SUMO netconvert 1.26.0,2026-05-11T14:18:23,junlee,126.99321305096846,37.56088447397851,,,,signalized,True,True,False,,distance_exceeded,,distance_exceeded,,normalized_from_net_xml,patched_unsignalized_v3,patched_unsignalized,True,4203029522,-420361201 420361201,10114.0,4203029522|-420361201|420361201,126.9883121,37.55964211,4005.865811111987,3815.353827756364
junggu_expanded_b1000_netc4fba70ca4f7_optbef4f82e35ec,10148,:1327210689_c0,1327210689,5,-913006754#0,913006754#0,-913006754#0|913006753|-913006753|913006754#0,-913006754#0_1|-913006754#0_2|-913006754#0_3|913006753_1|913006753_2,123.35918439805262,True,True,True,True,False,patched_unsignalized,ready_for_simulation,C1_distance_match_failed,,,c4fba70ca4f7a6e074a414f44ab12e1af55e69b03ae1ec5e9efc3d40f5f8119d,bef4f82e35ec6fa66e34949a5956a7cba8fb2aaf8a142dcf17ef0728fe469023,Eclipse SUMO sumo 1.26.0,Eclipse SUMO netconvert 1.26.0,2026-05-11T14:18:23,junlee,127.00524666232552,37.5590611504295,,,,signalized,True,True,False,,distance_exceeded,,distance_exceeded,,normalized_from_net_xml,patched_unsignalized_v3,patched_unsignalized,True,8481450457,-913009311 913009311,10148.0,8481450457|-913009311|913009311,127.0057447,37.56015805,5546.967299481446,3839.774356652517
junggu_expanded_b1000_netc4fba70ca4f7_optbef4f82e35ec,10173,:3846533327_c0,3846533327,20,-381452140#1,-381452140#0,-381452099|-381452140#1|-420317538#2|381452140#0|420317538#1|-381452140#0|-420317538#1|381452099|381452140#1|420317538#2,-381452099_1|-381452140#1_1|-420317538#2_1|381452140#0_1|420317538#1_1,172.1770952179666,True,True,True,True,False,patched_unsignalized,ready_for_simulation,C1_distance_match_failed,,,c4fba70ca4f7a6e074a414f44ab12e1af55e69b03ae1ec5e9efc3d40f5f8119d,bef4f82e35ec6fa66e34949a5956a7cba8fb2aaf8a142dcf17ef0728fe469023,Eclipse SUMO sumo 1.26.0,Eclipse SUMO netconvert 1.26.0,2026-05-11T14:18:23,junlee,127.01222898274492,37.55939853872191,,,,signalized,True,True,False,,distance_exceeded,,distance_exceeded,,normalized_from_net_xml,patched_unsignalized_v3,patched_unsignalized,True,436827151,-183272309#8 183272309#8,10173.0,436827151|-183272309#8|183272309#8,127.0119186,37.56094451,6094.172661925841,3915.482767534908
junggu_expanded_b1000_netc4fba70ca4f7_optbef4f82e35ec,10174,:3846533327_c1,3846533327,21,-381452099,420317538#2,-381452099|-381452140#1|-420317538#2|381452140#0|420317538#1|-381452140#0|-420317538#1|381452099|381452140#1|420317538#2,-381452099_1|-381452140#1_1|-420317538#2_1|381452140#0_1|420317538#1_1,145.98493775820765,True,True,True,True,False,represented_by_patched_crossing,ready_for_simulation,C1_distance_match_failed,,,c4fba70ca4f7a6e074a414f44ab12e1af55e69b03ae1ec5e9efc3d40f5f8119d,bef4f82e35ec6fa66e34949a5956a7cba8fb2aaf8a142dcf17ef0728fe469023,Eclipse SUMO sumo 1.26.0,Eclipse SUMO netconvert 1.26.0,2026-05-11T14:18:23,junlee,127.01235068584036,37.55930460884475,,,,signalized,True,True,False,,distance_exceeded,,distance_exceeded,,normalized_from_net_xml,represented_by_patched_crossing,duplicate_generated_crossing,False,8503682918,183272309#12 183272309#13,10279.0,8503682918|183272309#12|183272309#13,127.0135095,37.5602798,6233.140463180258,3838.7533308900897
junggu_expanded_b1000_netc4fba70ca4f7_optbef4f82e35ec,10175,:3846533327_c1,3846533327,21,-381452099,420317538#2,-381452099|-381452140#1|-420317538#2|381452140#0|420317538#1|-381452140#0|-420317538#1|381452099|381452140#1|420317538#2,-381452099_1|-381452140#1_1|-420317538#2_1|381452140#0_1|420317538#1_1,169.77736114275518,True,True,True,True,False,patched_unsignalized,ready_for_simulation,C1_distance_match_failed,,,c4fba70ca4f7a6e074a414f44ab12e1af55e69b03ae1ec5e9efc3d40f5f8119d,bef4f82e35ec6fa66e34949a5956a7cba8fb2aaf8a142dcf17ef0728fe469023,Eclipse SUMO sumo 1.26.0,Eclipse SUMO netconvert 1.26.0,2026-05-11T14:18:23,junlee,127.01235068584036,37.55930460884475,,,,signalized,True,True,False,,distance_exceeded,,distance_exceeded,,normalized_from_net_xml,patched_unsignalized_v2,patched_unsignalized,True,8503682918,-183272309#12 -183272309#13,,8503682918|-183272309#12|-183272309#13,127.0136418,37.56047431,6245.283199449361,3860.089281067718
junggu_expanded_b1000_netc4fba70ca4f7_optbef4f82e35ec,10212,:436864128_c0,436864128,2,896413219#0,896413219#1,899499305#0|899499305#1,899499305#0_1|899499305#0_2,164.0614158629878,True,True,True,True,False,patched_unsignalized,ready_for_simulation,C1_distance_match_failed,,,c4fba70ca4f7a6e074a414f44ab12e1af55e69b03ae1ec5e9efc3d40f5f8119d,bef4f82e35ec6fa66e34949a5956a7cba8fb2aaf8a142dcf17ef0728fe469023,Eclipse SUMO sumo 1.26.0,Eclipse SUMO netconvert 1.26.0,2026-05-11T14:18:23,junlee,127.02383132510924,37.56508486466774,,,,signalized,True,True,False,,distance_exceeded,,distance_exceeded,,normalized_from_net_xml,patched_unsignalized_v3,patched_unsignalized,True,436840064,-922996665#1 922996665#1,10212.0,436840064|-922996665#1|922996665#1,127.0241315,37.56359762,7179.152607471624,4187.116226709448
junggu_expanded_b1000_netc4fba70ca4f7_optbef4f82e35ec,10250,:8453967389_c1,GS_8453967389,9,911522751#1,910455717,-911522751#4|911522751#1|-911522751#2|911522751#3,-911522751#4_1|-911522751#4_2|911522751#1_1|911522751#1_2,90.18481606949555,True,True,True,True,False,recovered,auto_recovered_distance_rematch,C11_manual_netedit_required,auto_recovered_distance_rematch,recovered_simulation_target_list.csv,c4fba70ca4f7a6e074a414f44ab12e1af55e69b03ae1ec5e9efc3d40f5f8119d,bef4f82e35ec6fa66e34949a5956a7cba8fb2aaf8a142dcf17ef0728fe469023,Eclipse SUMO sumo 1.26.0,Eclipse SUMO netconvert 1.26.0,2026-05-11T14:18:23,junlee,127.0148771403648,37.56808974487035,100.0,,verified,signalized,True,True,False,,distance_exceeded,verified_recovered_candidate,distance_exceeded,,normalized_from_net_xml,,,,,,,,,,,
junggu_expanded_b1000_netc4fba70ca4f7_optbef4f82e35ec,10261,:1945254547_c1,1945254547,10,198564933,198564930,-198564930|198564933|198564930|198564932,-198564930_1|198564933_1|198564933_2|198564933_3,184.73197036184996,True,True,True,True,False,patched_unsignalized,ready_for_simulation,C1_distance_match_failed,,,c4fba70ca4f7a6e074a414f44ab12e1af55e69b03ae1ec5e9efc3d40f5f8119d,bef4f82e35ec6fa66e34949a5956a7cba8fb2aaf8a142dcf17ef0728fe469023,Eclipse SUMO sumo 1.26.0,Eclipse SUMO netconvert 1.26.0,2026-05-11T14:18:23,junlee,126.97861939640754,37.56509281271422,,,,signalized,True,True,False,,distance_exceeded,,distance_exceeded,,normalized_from_net_xml,patched_unsignalized_v2,patched_unsignalized,True,7211428890,-345046979#1 772402657#0,6019.0,7211428890|-345046979#1|772402657#0,126.97977,37.56368303,3260.950871163688,4279.931858079042
junggu_expanded_b1000_netc4fba70ca4f7_optbef4f82e35ec,10262,:436849185_c0,436849185,7,708672701#3,708672701#4,-711239223#0|708672701#3|37400957|708672701#4,-711239223#0_1|708672701#3_1|708672701#3_2|708672701#3_3|708672701#3_4,185.46471631769296,True,True,True,True,False,patched_unsignalized,ready_for_simulation,C1_distance_match_failed,,,c4fba70ca4f7a6e074a414f44ab12e1af55e69b03ae1ec5e9efc3d40f5f8119d,bef4f82e35ec6fa66e34949a5956a7cba8fb2aaf8a142dcf17ef0728fe469023,Eclipse SUMO sumo 1.26.0,Eclipse SUMO netconvert 1.26.0,2026-05-11T14:18:23,junlee,126.98194779711196,37.56370238475083,,,,signalized,True,True,False,,distance_exceeded,,distance_exceeded,,normalized_from_net_xml,patched_unsignalized_v2,patched_unsignalized,True,436843959,345046979#5 708858347,6343.0,436843959|345046979#5|708858347,126.9809132,37.56221627,3358.43082476157,4115.006812849082
junggu_expanded_b1000_netc4fba70ca4f7_optbef4f82e35ec,10266,:3846533327_c2,3846533327,22,420317538#1,381452140#1,-381452099|-381452140#1|-420317538#2|381452140#0|420317538#1|-381452140#0|-420317538#1|381452099|381452140#1|420317538#2,-381452099_1|-381452140#1_1|-420317538#2_1|381452140#0_1|420317538#1_1,199.56624330478436,True,True,True,True,False,patched_unsignalized,ready_for_simulation,C1_distance_match_failed,,,c4fba70ca4f7a6e074a414f44ab12e1af55e69b03ae1ec5e9efc3d40f5f8119d,bef4f82e35ec6fa66e34949a5956a7cba8fb2aaf8a142dcf17ef0728fe469023,Eclipse SUMO sumo 1.26.0,Eclipse SUMO netconvert 1.26.0,2026-05-11T14:18:23,junlee,127.01227232844946,37.55923713983198,,,,signalized,True,True,False,,distance_exceeded,,distance_exceeded,,normalized_from_net_xml,patched_unsignalized_v2,patched_unsignalized,True,3849144193,218960891#6 381746449#0,8834.0,3849144193|218960891#6|381746449#0,127.0119842,37.55744076,6091.740875231626,3526.580295829568
junggu_expanded_b1000_netc4fba70ca4f7_optbef4f82e35ec,10273,:3846533327_c3,3846533327,23,381452140#0,381452099,-381452099|-381452140#1|-420317538#2|381452140#0|420317538#1|-381452140#0|-420317538#1|381452099|381452140#1|420317538#2,-381452099_1|-381452140#1_1|-420317538#2_1|381452140#0_1|420317538#1_1,365.0034429586413,True,True,True,True,False,patched_unsignalized,ready_for_simulation,C1_distance_match_failed,,,c4fba70ca4f7a6e074a414f44ab12e1af55e69b03ae1ec5e9efc3d40f5f8119d,bef4f82e35ec6fa66e34949a5956a7cba8fb2aaf8a142dcf17ef0728fe469023,Eclipse SUMO sumo 1.26.0,Eclipse SUMO netconvert 1.26.0,2026-05-11T14:18:23,junlee,127.0121594963602,37.55924434172914,,,,signalized,True,True,False,,distance_exceeded,,distance_exceeded,,normalized_from_net_xml,patched_unsignalized_v2,patched_unsignalized,True,3849143005,-218681380#0 520307305#5,8452.0,3849143005|-218681380#0|520307305#5,127.0093969,37.55678419,5861.645336517773,3458.56556852581
junggu_expanded_b1000_netc4fba70ca4f7_optbef4f82e35ec,10279,:3846533327_c1,3846533327,21,-381452099,420317538#2,-381452099|-381452140#1|-420317538#2|381452140#0|420317538#1|-381452140#0|-420317538#1|381452099|381452140#1|420317538#2,-381452099_1|-381452140#1_1|-420317538#2_1|381452140#0_1|420317538#1_1,141.73338443626588,True,True,True,True,False,patched_unsignalized,ready_for_simulation,C1_distance_match_failed,,,c4fba70ca4f7a6e074a414f44ab12e1af55e69b03ae1ec5e9efc3d40f5f8119d,bef4f82e35ec6fa66e34949a5956a7cba8fb2aaf8a142dcf17ef0728fe469023,Eclipse SUMO sumo 1.26.0,Eclipse SUMO netconvert 1.26.0,2026-05-11T14:18:23,junlee,127.01235068584036,37.55930460884475,,,,signalized,True,True,False,,distance_exceeded,,distance_exceeded,,normalized_from_net_xml,patched_unsignalized_v2,patched_unsignalized,True,8503682918,183272309#12 183272309#13,,8503682918|183272309#12|183272309#13,127.013567,37.56017681,6237.9779746418935,3827.218061033636
junggu_expanded_b1000_netc4fba70ca4f7_optbef4f82e35ec,10303,:12857535999_c0,12857535999,2,1389001689#0,218910324#10,-218910324#10|218910324#9|-218910324#9|218910324#10,-218910324#10_1|218910324#9_1,219.90863466773368,True,True,True,True,False,patched_unsignalized,ready_for_simulation,C1_distance_match_failed,,,c4fba70ca4f7a6e074a414f44ab12e1af55e69b03ae1ec5e9efc3d40f5f8119d,bef4f82e35ec6fa66e34949a5956a7cba8fb2aaf8a142dcf17ef0728fe469023,Eclipse SUMO sumo 1.26.0,Eclipse SUMO netconvert 1.26.0,2026-05-11T14:18:23,junlee,127.00670566185693,37.547788054739314,,,,signalized,True,True,False,,distance_exceeded,,distance_exceeded,,normalized_from_net_xml,patched_unsignalized_v3,patched_unsignalized,True,3849082505,-218910324#6 218910324#6,10303.0,3849082505|-218910324#6|218910324#6,127.0073825,37.54971848,5667.073832383321,2678.3187869144604
junggu_expanded_b1000_netc4fba70ca4f7_optbef4f82e35ec,10328,:5973693860_c0,5973693860,4,599328597#0,1207199731#2,1207199731#1|1207199731#2,1207199731#1_1|1207199731#1_2|1207199731#1_3|1207199731#1_4,230.90978170131092,True,True,True,True,False,patched_unsignalized,ready_for_simulation,C1_distance_match_failed,,,c4fba70ca4f7a6e074a414f44ab12e1af55e69b03ae1ec5e9efc3d40f5f8119d,bef4f82e35ec6fa66e34949a5956a7cba8fb2aaf8a142dcf17ef0728fe469023,Eclipse SUMO sumo 1.26.0,Eclipse SUMO netconvert 1.26.0,2026-05-11T14:18:23,junlee,126.99713845036054,37.57066160178285,,,,signalized,True,True,False,,distance_exceeded,,distance_exceeded,,normalized_from_net_xml,patched_unsignalized_v3,patched_unsignalized,True,871729555,1212424783#0 1212424784,10328.0,871729555|1212424783#0|1212424784,126.9981306,37.56867603,4894.5318060776335,4799.244977011811
junggu_expanded_b1000_netc4fba70ca4f7_optbef4f82e35ec,10331,:11203083983_c0,11203083983,3,1209137355#1,198564925#6,198564925#4|198564925#6,198564925#4_1|198564925#4_2|198564925#4_3,156.79033538487965,True,True,True,True,False,represented_by_patched_crossing,ready_for_simulation,C1_distance_match_failed,,,c4fba70ca4f7a6e074a414f44ab12e1af55e69b03ae1ec5e9efc3d40f5f8119d,bef4f82e35ec6fa66e34949a5956a7cba8fb2aaf8a142dcf17ef0728fe469023,Eclipse SUMO sumo 1.26.0,Eclipse SUMO netconvert 1.26.0,2026-05-11T14:18:23,junlee,126.987345162238,37.566070884559224,,,,signalized,True,True,False,,distance_exceeded,,distance_exceeded,,normalized_from_net_xml,represented_by_patched_crossing,duplicate_generated_crossing,False,2420018290,218974504#3 233651280#1,6481.0,2420018290|218974504#3|233651280#1,126.985574,37.56622134,3779.6528695911984,4550.578028111253
junggu_expanded_b1000_netc4fba70ca4f7_optbef4f82e35ec,10333,:5161705573_c0,5161705573,2,585341916#3,218926711#4,218926711#3|218926711#4,218926711#3_1|218926711#3_2,271.7851401230443,True,True,True,True,False,patched_unsignalized,ready_for_simulation,C1_distance_match_failed,,,c4fba70ca4f7a6e074a414f44ab12e1af55e69b03ae1ec5e9efc3d40f5f8119d,bef4f82e35ec6fa66e34949a5956a7cba8fb2aaf8a142dcf17ef0728fe469023,Eclipse SUMO sumo 1.26.0,Eclipse SUMO netconvert 1.26.0,2026-05-11T14:18:23,junlee,126.9741195020757,37.55871519281736,,,,signalized,True,True,False,,distance_exceeded,,distance_exceeded,,normalized_from_net_xml,patched_unsignalized_v3,patched_unsignalized,True,11449716078,-1233842659 1233842659,10333.0,11449716078|-1233842659|1233842659,126.9769396,37.55766756,2996.570602387248,3617.82512757089
junggu_expanded_b1000_netc4fba70ca4f7_optbef4f82e35ec,10335,:12234253870_c0,12234253870,10,671981404#18,773066533#2,773066533#1|773066533#2,773066533#1_1|773066533#1_2|773066533#1_3|773066533#1_4,16.20131586293797,True,True,True,True,False,A,ready_for_simulation,C11_manual_netedit_required,,,c4fba70ca4f7a6e074a414f44ab12e1af55e69b03ae1ec5e9efc3d40f5f8119d,bef4f82e35ec6fa66e34949a5956a7cba8fb2aaf8a142dcf17ef0728fe469023,Eclipse SUMO sumo 1.26.0,Eclipse SUMO netconvert 1.26.0,2026-05-11T14:18:23,junlee,126.96897984769896,37.56798267957353,,,verified,signalized,True,True,False,,,,,,normalized_from_net_xml,,,,,,,,,,,
junggu_expanded_b1000_netc4fba70ca4f7_optbef4f82e35ec,10337,:436877020_c0,436877020,15,620634303#0,620634303#1,-37403012#0|620634303#0|37403012#0|620634303#1,-37403012#0_1|620634303#0_1|620634303#0_2|620634303#0_3|620634303#0_4|620634303#0_5|620634303#0_6|620634303#0_7|620634303#0_8,49.41622391941944,True,True,True,True,False,A,ready_for_simulation,C11_manual_netedit_required,,,c4fba70ca4f7a6e074a414f44ab12e1af55e69b03ae1ec5e9efc3d40f5f8119d,bef4f82e35ec6fa66e34949a5956a7cba8fb2aaf8a142dcf17ef0728fe469023,Eclipse SUMO sumo 1.26.0,Eclipse SUMO netconvert 1.26.0,2026-05-11T14:18:23,junlee,126.97688120543904,37.56905552678897,,,verified,signalized,True,True,False,,,,,,normalized_from_net_xml,,,,,,,,,,,
junggu_expanded_b1000_netc4fba70ca4f7_optbef4f82e35ec,10341,:2420018399_c0,2420018399,7,474532059#3,474532059#4,-233651270#1|474532059#3|233651270#0|474532059#4,-233651270#1_1|474532059#3_1|474532059#3_2|474532059#3_3|474532059#3_4,141.6450091900536,True,True,True,True,False,patched_unsignalized,ready_for_simulation,C1_distance_match_failed,,,c4fba70ca4f7a6e074a414f44ab12e1af55e69b03ae1ec5e9efc3d40f5f8119d,bef4f82e35ec6fa66e34949a5956a7cba8fb2aaf8a142dcf17ef0728fe469023,Eclipse SUMO sumo 1.26.0,Eclipse SUMO netconvert 1.26.0,2026-05-11T14:18:23,junlee,126.9799394534048,37.57005783877547,,,,signalized,True,True,False,,distance_exceeded,,distance_exceeded,,normalized_from_net_xml,patched_unsignalized_v3,patched_unsignalized,True,3806620354,377289801#0 73541403#3,10341.0,3806620354|377289801#0|73541403#3,126.9791318,37.56893967,3217.127343647706,4864.430366474669
