canonical_network_version,crosswalk_id,crossing_edge,tls_id,ped_link_indices,from_edge,to_edge,vehicle_conflict_edges,approach_lanes,match_distance_m,path_uses_crossing,path_uses_walkingarea,tlLogic_exists_in_net_xml,exists_in_connection_tl,is_netconvert_ghost_tls,registry_status,implementation_status,c_subtype,recovery_status,recovery_source,network_net_sha256,netconvert_options_sha256,sumo_version,netconvert_version,validated_at,validated_by,crossing_lon,crossing_lat,matched_radius_m,distance_bucket,mapping_confidence,control_mode,runnable_for_signal_extension,runnable_for_unsignalized_sim,requires_patch,interpretation_note,original_failure_reason,override_reason,notes
junggu_expanded_b1000_net564d97fd29cc_optbef4f82e35ec,10007,:8453967389_c1,GS_8453967389,9,911522751#1,910455717,-911522751#4|911522751#1|-911522751#2|911522751#3,-911522751#4_1|-911522751#4_2|911522751#1_1|911522751#1_2,337.15350777813495,True,True,True,True,False,manual_review,crossing_reconstruction_required,C1_distance_match_failed,,,564d97fd29cc86349c307ed6dc7e8ec319aecc54d1f69cffbd9bba83cb182a4f,bef4f82e35ec6fa66e34949a5956a7cba8fb2aaf8a142dcf17ef0728fe469023,Eclipse SUMO sumo 1.26.0,Eclipse SUMO netconvert 1.26.0,2026-05-11T12:36:56,junlee,127.01487623664643,37.56803209689397,,,,,False,False,False,,distance_exceeded,,distance_exceeded
junggu_expanded_b1000_net564d97fd29cc_optbef4f82e35ec,10008,:8453967389_c1,GS_8453967389,9,911522751#1,910455717,-911522751#4|911522751#1|-911522751#2|911522751#3,-911522751#4_1|-911522751#4_2|911522751#1_1|911522751#1_2,333.99286337884934,True,True,True,True,False,manual_review,crossing_reconstruction_required,C1_distance_match_failed,,,564d97fd29cc86349c307ed6dc7e8ec319aecc54d1f69cffbd9bba83cb182a4f,bef4f82e35ec6fa66e34949a5956a7cba8fb2aaf8a142dcf17ef0728fe469023,Eclipse SUMO sumo 1.26.0,Eclipse SUMO netconvert 1.26.0,2026-05-11T12:36:56,junlee,127.01487623664643,37.56803209689397,,,,,False,False,False,,distance_exceeded,,distance_exceeded
junggu_expanded_b1000_net564d97fd29cc_optbef4f82e35ec,10009,:8453967389_c1,GS_8453967389,9,911522751#1,910455717,-911522751#4|911522751#1|-911522751#2|911522751#3,-911522751#4_1|-911522751#4_2|911522751#1_1|911522751#1_2,299.3010689760252,True,True,True,True,False,manual_review,crossing_reconstruction_required,C1_distance_match_failed,,,564d97fd29cc86349c307ed6dc7e8ec319aecc54d1f69cffbd9bba83cb182a4f,bef4f82e35ec6fa66e34949a5956a7cba8fb2aaf8a142dcf17ef0728fe469023,Eclipse SUMO sumo 1.26.0,Eclipse SUMO netconvert 1.26.0,2026-05-11T12:36:56,junlee,127.01487623664643,37.56803209689397,,,,,False,False,False,,distance_exceeded,,distance_exceeded
junggu_expanded_b1000_net564d97fd29cc_optbef4f82e35ec,10060,:11203052964_c0,11203052964,11,1209133881#0,-781985788#0,-781985788#2|781985788#0|-781985788#0|781985788#1,-781985788#2_1|-781985788#2_2|-781985788#2_3|-781985788#2_4|781985788#0_1|781985788#0_2|781985788#0_3|781985788#0_4|781985788#0_5|781985788#0_6|781985788#0_7,5.319217465808337,True,True,True,True,False,A,ready_for_simulation,C11_manual_netedit_required,,,564d97fd29cc86349c307ed6dc7e8ec319aecc54d1f69cffbd9bba83cb182a4f,bef4f82e35ec6fa66e34949a5956a7cba8fb2aaf8a142dcf17ef0728fe469023,Eclipse SUMO sumo 1.26.0,Eclipse SUMO netconvert 1.26.0,2026-05-11T12:36:56,junlee,126.98196437711906,37.560495163579986,,,verified,signalized,True,True,False,,,,
junggu_expanded_b1000_net564d97fd29cc_optbef4f82e35ec,10061,:11203052957_c0,11203052957,1,1209133879#2,913392928#1,913392928#0|913392928#1,913392928#0_1,9.643555807232747,True,True,True,True,False,A,ready_for_simulation,C11_manual_netedit_required,,,564d97fd29cc86349c307ed6dc7e8ec319aecc54d1f69cffbd9bba83cb182a4f,bef4f82e35ec6fa66e34949a5956a7cba8fb2aaf8a142dcf17ef0728fe469023,Eclipse SUMO sumo 1.26.0,Eclipse SUMO netconvert 1.26.0,2026-05-11T12:36:56,junlee,126.98237421110483,37.56036640311212,,,verified,signalized,True,True,False,,,,
junggu_expanded_b1000_net564d97fd29cc_optbef4f82e35ec,10067,:11203052960_c0,11203052960,3,1209133880#1,1467498055#1,1467498055#0|1467498055#1,1467498055#0_1|1467498055#0_2|1467498055#0_3,178.8324144278127,True,True,True,True,False,manual_review,crossing_reconstruction_required,C1_distance_match_failed,,,564d97fd29cc86349c307ed6dc7e8ec319aecc54d1f69cffbd9bba83cb182a4f,bef4f82e35ec6fa66e34949a5956a7cba8fb2aaf8a142dcf17ef0728fe469023,Eclipse SUMO sumo 1.26.0,Eclipse SUMO netconvert 1.26.0,2026-05-11T12:36:56,junlee,126.9819293115092,37.56022347924575,,,,,False,False,False,,distance_exceeded,,distance_exceeded
junggu_expanded_b1000_net564d97fd29cc_optbef4f82e35ec,10090,:2457731125_c0,2457731125,3,1339697075#0,237901345#0,1339697075#0|1339697075#1,1339697075#0_1|1339697075#0_2|1339697075#0_3,327.9841342239603,True,True,True,True,False,manual_review,crossing_reconstruction_required,C1_distance_match_failed,,,564d97fd29cc86349c307ed6dc7e8ec319aecc54d1f69cffbd9bba83cb182a4f,bef4f82e35ec6fa66e34949a5956a7cba8fb2aaf8a142dcf17ef0728fe469023,Eclipse SUMO sumo 1.26.0,Eclipse SUMO netconvert 1.26.0,2026-05-11T12:36:56,junlee,126.97705108541774,37.55497448437383,,,,,False,False,False,,distance_exceeded,,distance_exceeded
junggu_expanded_b1000_net564d97fd29cc_optbef4f82e35ec,10098,:11203052957_c0,11203052957,1,1209133879#2,913392928#1,913392928#0|913392928#1,913392928#0_1,489.8210055179618,True,True,True,True,False,manual_review,crossing_reconstruction_required,C1_distance_match_failed,,,564d97fd29cc86349c307ed6dc7e8ec319aecc54d1f69cffbd9bba83cb182a4f,bef4f82e35ec6fa66e34949a5956a7cba8fb2aaf8a142dcf17ef0728fe469023,Eclipse SUMO sumo 1.26.0,Eclipse SUMO netconvert 1.26.0,2026-05-11T12:36:56,junlee,126.98237421110483,37.56036640311212,,,,,False,False,False,,distance_exceeded,,distance_exceeded
junggu_expanded_b1000_net564d97fd29cc_optbef4f82e35ec,10104,:11203052957_c0,11203052957,1,1209133879#2,913392928#1,913392928#0|913392928#1,913392928#0_1,507.5973159951216,True,True,True,True,False,manual_review,crossing_reconstruction_required,C1_distance_match_failed,,,564d97fd29cc86349c307ed6dc7e8ec319aecc54d1f69cffbd9bba83cb182a4f,bef4f82e35ec6fa66e34949a5956a7cba8fb2aaf8a142dcf17ef0728fe469023,Eclipse SUMO sumo 1.26.0,Eclipse SUMO netconvert 1.26.0,2026-05-11T12:36:56,junlee,126.98237421110483,37.56036640311212,,,,,False,False,False,,distance_exceeded,,distance_exceeded
junggu_expanded_b1000_net564d97fd29cc_optbef4f82e35ec,10113,:11346754526_c0,11346754526,2,-772527390#3,772527390#3,-772527390#3|772527390#2|-772527390#2|772527390#3,-772527390#3_1|772527390#2_1,466.4039482812576,True,True,True,True,False,manual_review,crossing_reconstruction_required,C1_distance_match_failed,,,564d97fd29cc86349c307ed6dc7e8ec319aecc54d1f69cffbd9bba83cb182a4f,bef4f82e35ec6fa66e34949a5956a7cba8fb2aaf8a142dcf17ef0728fe469023,Eclipse SUMO sumo 1.26.0,Eclipse SUMO netconvert 1.26.0,2026-05-11T12:36:56,junlee,126.99321305096846,37.56088447397851,,,,,False,False,False,,distance_exceeded,,distance_exceeded
junggu_expanded_b1000_net564d97fd29cc_optbef4f82e35ec,10114,:11346754526_c0,11346754526,2,-772527390#3,772527390#3,-772527390#3|772527390#2|-772527390#2|772527390#3,-772527390#3_1|772527390#2_1,451.30602348744213,True,True,True,True,False,manual_review,crossing_reconstruction_required,C1_distance_match_failed,,,564d97fd29cc86349c307ed6dc7e8ec319aecc54d1f69cffbd9bba83cb182a4f,bef4f82e35ec6fa66e34949a5956a7cba8fb2aaf8a142dcf17ef0728fe469023,Eclipse SUMO sumo 1.26.0,Eclipse SUMO netconvert 1.26.0,2026-05-11T12:36:56,junlee,126.99321305096846,37.56088447397851,,,,,False,False,False,,distance_exceeded,,distance_exceeded
junggu_expanded_b1000_net564d97fd29cc_optbef4f82e35ec,10148,:1327210689_c0,1327210689,5,-913006754#0,913006754#0,-913006754#0|913006753|-913006753|913006754#0,-913006754#0_1|-913006754#0_2|-913006754#0_3|913006753_1|913006753_2,123.35918439805262,True,True,True,True,False,manual_review,crossing_reconstruction_required,C1_distance_match_failed,,,564d97fd29cc86349c307ed6dc7e8ec319aecc54d1f69cffbd9bba83cb182a4f,bef4f82e35ec6fa66e34949a5956a7cba8fb2aaf8a142dcf17ef0728fe469023,Eclipse SUMO sumo 1.26.0,Eclipse SUMO netconvert 1.26.0,2026-05-11T12:36:56,junlee,127.00524666232552,37.5590611504295,,,,,False,False,False,,distance_exceeded,,distance_exceeded
junggu_expanded_b1000_net564d97fd29cc_optbef4f82e35ec,10173,:3846533327_c0,3846533327,20,-381452140#1,-381452140#0,-381452099|-381452140#1|-420317538#2|381452140#0|420317538#1|-381452140#0|-420317538#1|381452099|381452140#1|420317538#2,-381452099_1|-381452140#1_1|-420317538#2_1|381452140#0_1|420317538#1_1,172.1770952179666,True,True,True,True,False,manual_review,crossing_reconstruction_required,C1_distance_match_failed,,,564d97fd29cc86349c307ed6dc7e8ec319aecc54d1f69cffbd9bba83cb182a4f,bef4f82e35ec6fa66e34949a5956a7cba8fb2aaf8a142dcf17ef0728fe469023,Eclipse SUMO sumo 1.26.0,Eclipse SUMO netconvert 1.26.0,2026-05-11T12:36:56,junlee,127.01222898274493,37.55939853872191,,,,,False,False,False,,distance_exceeded,,distance_exceeded
junggu_expanded_b1000_net564d97fd29cc_optbef4f82e35ec,10174,:3846533327_c1,3846533327,21,-381452099,420317538#2,-381452099|-381452140#1|-420317538#2|381452140#0|420317538#1|-381452140#0|-420317538#1|381452099|381452140#1|420317538#2,-381452099_1|-381452140#1_1|-420317538#2_1|381452140#0_1|420317538#1_1,145.98493775820765,True,True,True,True,False,manual_review,crossing_reconstruction_required,C1_distance_match_failed,,,564d97fd29cc86349c307ed6dc7e8ec319aecc54d1f69cffbd9bba83cb182a4f,bef4f82e35ec6fa66e34949a5956a7cba8fb2aaf8a142dcf17ef0728fe469023,Eclipse SUMO sumo 1.26.0,Eclipse SUMO netconvert 1.26.0,2026-05-11T12:36:56,junlee,127.01235068584037,37.55930460884475,,,,,False,False,False,,distance_exceeded,,distance_exceeded
junggu_expanded_b1000_net564d97fd29cc_optbef4f82e35ec,10175,:3846533327_c1,3846533327,21,-381452099,420317538#2,-381452099|-381452140#1|-420317538#2|381452140#0|420317538#1|-381452140#0|-420317538#1|381452099|381452140#1|420317538#2,-381452099_1|-381452140#1_1|-420317538#2_1|381452140#0_1|420317538#1_1,169.77736114275518,True,True,True,True,False,manual_review,crossing_reconstruction_required,C1_distance_match_failed,,,564d97fd29cc86349c307ed6dc7e8ec319aecc54d1f69cffbd9bba83cb182a4f,bef4f82e35ec6fa66e34949a5956a7cba8fb2aaf8a142dcf17ef0728fe469023,Eclipse SUMO sumo 1.26.0,Eclipse SUMO netconvert 1.26.0,2026-05-11T12:36:56,junlee,127.01235068584037,37.55930460884475,,,,,False,False,False,,distance_exceeded,,distance_exceeded
junggu_expanded_b1000_net564d97fd29cc_optbef4f82e35ec,10212,:436864128_c0,436864128,2,896413219#0,896413219#1,899499305#0|899499305#1,899499305#0_1|899499305#0_2,164.06141586298781,True,True,True,True,False,manual_review,crossing_reconstruction_required,C1_distance_match_failed,,,564d97fd29cc86349c307ed6dc7e8ec319aecc54d1f69cffbd9bba83cb182a4f,bef4f82e35ec6fa66e34949a5956a7cba8fb2aaf8a142dcf17ef0728fe469023,Eclipse SUMO sumo 1.26.0,Eclipse SUMO netconvert 1.26.0,2026-05-11T12:36:56,junlee,127.02383132510923,37.56508486466774,,,,,False,False,False,,distance_exceeded,,distance_exceeded
junggu_expanded_b1000_net564d97fd29cc_optbef4f82e35ec,10250,:8453967389_c1,GS_8453967389,9,911522751#1,910455717,-911522751#4|911522751#1|-911522751#2|911522751#3,-911522751#4_1|-911522751#4_2|911522751#1_1|911522751#1_2,90.18481606949555,True,True,True,True,False,recovered,auto_recovered_distance_rematch,C11_manual_netedit_required,auto_recovered_distance_rematch,recovered_simulation_target_list.csv,564d97fd29cc86349c307ed6dc7e8ec319aecc54d1f69cffbd9bba83cb182a4f,bef4f82e35ec6fa66e34949a5956a7cba8fb2aaf8a142dcf17ef0728fe469023,Eclipse SUMO sumo 1.26.0,Eclipse SUMO netconvert 1.26.0,2026-05-11T12:36:56,junlee,127.0148771403648,37.568089744870356,100.0,,verified,signalized,True,True,False,,distance_exceeded,verified_recovered_candidate,distance_exceeded
junggu_expanded_b1000_net564d97fd29cc_optbef4f82e35ec,10261,:1945254547_c1,1945254547,10,198564933,198564930,-198564930|198564933|198564930|198564932,-198564930_1|198564933_1|198564933_2|198564933_3,184.73197036184996,True,True,True,True,False,manual_review,crossing_reconstruction_required,C1_distance_match_failed,,,564d97fd29cc86349c307ed6dc7e8ec319aecc54d1f69cffbd9bba83cb182a4f,bef4f82e35ec6fa66e34949a5956a7cba8fb2aaf8a142dcf17ef0728fe469023,Eclipse SUMO sumo 1.26.0,Eclipse SUMO netconvert 1.26.0,2026-05-11T12:36:56,junlee,126.97861939640754,37.56509281271422,,,,,False,False,False,,distance_exceeded,,distance_exceeded
junggu_expanded_b1000_net564d97fd29cc_optbef4f82e35ec,10262,:436849185_c0,436849185,7,708672701#3,708672701#4,-711239223#0|708672701#3|37400957|708672701#4,-711239223#0_1|708672701#3_1|708672701#3_2|708672701#3_3|708672701#3_4,185.46471631769296,True,True,True,True,False,manual_review,crossing_reconstruction_required,C1_distance_match_failed,,,564d97fd29cc86349c307ed6dc7e8ec319aecc54d1f69cffbd9bba83cb182a4f,bef4f82e35ec6fa66e34949a5956a7cba8fb2aaf8a142dcf17ef0728fe469023,Eclipse SUMO sumo 1.26.0,Eclipse SUMO netconvert 1.26.0,2026-05-11T12:36:56,junlee,126.98194779711197,37.56370238475083,,,,,False,False,False,,distance_exceeded,,distance_exceeded
junggu_expanded_b1000_net564d97fd29cc_optbef4f82e35ec,10266,:3846533327_c2,3846533327,22,420317538#1,381452140#1,-381452099|-381452140#1|-420317538#2|381452140#0|420317538#1|-381452140#0|-420317538#1|381452099|381452140#1|420317538#2,-381452099_1|-381452140#1_1|-420317538#2_1|381452140#0_1|420317538#1_1,199.56624330478436,True,True,True,True,False,manual_review,crossing_reconstruction_required,C1_distance_match_failed,,,564d97fd29cc86349c307ed6dc7e8ec319aecc54d1f69cffbd9bba83cb182a4f,bef4f82e35ec6fa66e34949a5956a7cba8fb2aaf8a142dcf17ef0728fe469023,Eclipse SUMO sumo 1.26.0,Eclipse SUMO netconvert 1.26.0,2026-05-11T12:36:56,junlee,127.01227232844946,37.55923713983198,,,,,False,False,False,,distance_exceeded,,distance_exceeded
junggu_expanded_b1000_net564d97fd29cc_optbef4f82e35ec,10273,:3846533327_c3,3846533327,23,381452140#0,381452099,-381452099|-381452140#1|-420317538#2|381452140#0|420317538#1|-381452140#0|-420317538#1|381452099|381452140#1|420317538#2,-381452099_1|-381452140#1_1|-420317538#2_1|381452140#0_1|420317538#1_1,365.0034429586413,True,True,True,True,False,manual_review,crossing_reconstruction_required,C1_distance_match_failed,,,564d97fd29cc86349c307ed6dc7e8ec319aecc54d1f69cffbd9bba83cb182a4f,bef4f82e35ec6fa66e34949a5956a7cba8fb2aaf8a142dcf17ef0728fe469023,Eclipse SUMO sumo 1.26.0,Eclipse SUMO netconvert 1.26.0,2026-05-11T12:36:56,junlee,127.01215949636021,37.55924434172914,,,,,False,False,False,,distance_exceeded,,distance_exceeded
junggu_expanded_b1000_net564d97fd29cc_optbef4f82e35ec,10279,:3846533327_c1,3846533327,21,-381452099,420317538#2,-381452099|-381452140#1|-420317538#2|381452140#0|420317538#1|-381452140#0|-420317538#1|381452099|381452140#1|420317538#2,-381452099_1|-381452140#1_1|-420317538#2_1|381452140#0_1|420317538#1_1,141.73338443626588,True,True,True,True,False,manual_review,crossing_reconstruction_required,C1_distance_match_failed,,,564d97fd29cc86349c307ed6dc7e8ec319aecc54d1f69cffbd9bba83cb182a4f,bef4f82e35ec6fa66e34949a5956a7cba8fb2aaf8a142dcf17ef0728fe469023,Eclipse SUMO sumo 1.26.0,Eclipse SUMO netconvert 1.26.0,2026-05-11T12:36:56,junlee,127.01235068584037,37.55930460884475,,,,,False,False,False,,distance_exceeded,,distance_exceeded
junggu_expanded_b1000_net564d97fd29cc_optbef4f82e35ec,10303,:12857535999_c0,12857535999,2,1389001689#0,218910324#10,-218910324#10|218910324#9|-218910324#9|218910324#10,-218910324#10_1|218910324#9_1,219.90863466773368,True,True,True,True,False,manual_review,crossing_reconstruction_required,C1_distance_match_failed,,,564d97fd29cc86349c307ed6dc7e8ec319aecc54d1f69cffbd9bba83cb182a4f,bef4f82e35ec6fa66e34949a5956a7cba8fb2aaf8a142dcf17ef0728fe469023,Eclipse SUMO sumo 1.26.0,Eclipse SUMO netconvert 1.26.0,2026-05-11T12:36:56,junlee,127.00670566185693,37.547788054739314,,,,,False,False,False,,distance_exceeded,,distance_exceeded
junggu_expanded_b1000_net564d97fd29cc_optbef4f82e35ec,10328,:5973693860_c0,5973693860,4,599328597#0,1207199731#2,1207199731#1|1207199731#2,1207199731#1_1|1207199731#1_2|1207199731#1_3|1207199731#1_4,230.90978170131092,True,True,True,True,False,manual_review,crossing_reconstruction_required,C1_distance_match_failed,,,564d97fd29cc86349c307ed6dc7e8ec319aecc54d1f69cffbd9bba83cb182a4f,bef4f82e35ec6fa66e34949a5956a7cba8fb2aaf8a142dcf17ef0728fe469023,Eclipse SUMO sumo 1.26.0,Eclipse SUMO netconvert 1.26.0,2026-05-11T12:36:56,junlee,126.99713845036054,37.57066160178285,,,,,False,False,False,,distance_exceeded,,distance_exceeded
junggu_expanded_b1000_net564d97fd29cc_optbef4f82e35ec,10331,:11203083983_c0,11203083983,3,1209137355#1,198564925#6,198564925#4|198564925#6,198564925#4_1|198564925#4_2|198564925#4_3,156.79033538487963,True,True,True,True,False,manual_review,crossing_reconstruction_required,C1_distance_match_failed,,,564d97fd29cc86349c307ed6dc7e8ec319aecc54d1f69cffbd9bba83cb182a4f,bef4f82e35ec6fa66e34949a5956a7cba8fb2aaf8a142dcf17ef0728fe469023,Eclipse SUMO sumo 1.26.0,Eclipse SUMO netconvert 1.26.0,2026-05-11T12:36:56,junlee,126.987345162238,37.566070884559224,,,,,False,False,False,,distance_exceeded,,distance_exceeded
junggu_expanded_b1000_net564d97fd29cc_optbef4f82e35ec,10333,:5161705573_c0,5161705573,2,585341916#3,218926711#4,218926711#3|218926711#4,218926711#3_1|218926711#3_2,271.7851401230443,True,True,True,True,False,manual_review,crossing_reconstruction_required,C1_distance_match_failed,,,564d97fd29cc86349c307ed6dc7e8ec319aecc54d1f69cffbd9bba83cb182a4f,bef4f82e35ec6fa66e34949a5956a7cba8fb2aaf8a142dcf17ef0728fe469023,Eclipse SUMO sumo 1.26.0,Eclipse SUMO netconvert 1.26.0,2026-05-11T12:36:56,junlee,126.9741195020757,37.55871519281736,,,,,False,False,False,,distance_exceeded,,distance_exceeded
junggu_expanded_b1000_net564d97fd29cc_optbef4f82e35ec,10335,:12234253870_c0,12234253870,10,671981404#18,773066533#2,773066533#1|773066533#2,773066533#1_1|773066533#1_2|773066533#1_3|773066533#1_4,16.20131586293797,True,True,True,True,False,A,ready_for_simulation,C11_manual_netedit_required,,,564d97fd29cc86349c307ed6dc7e8ec319aecc54d1f69cffbd9bba83cb182a4f,bef4f82e35ec6fa66e34949a5956a7cba8fb2aaf8a142dcf17ef0728fe469023,Eclipse SUMO sumo 1.26.0,Eclipse SUMO netconvert 1.26.0,2026-05-11T12:36:56,junlee,126.96897984769896,37.56798267957353,,,verified,signalized,True,True,False,,,,
junggu_expanded_b1000_net564d97fd29cc_optbef4f82e35ec,10337,:436877020_c0,436877020,15,620634303#0,620634303#1,-37403012#0|620634303#0|37403012#0|620634303#1,-37403012#0_1|620634303#0_1|620634303#0_2|620634303#0_3|620634303#0_4|620634303#0_5|620634303#0_6|620634303#0_7|620634303#0_8,49.41622391941944,True,True,True,True,False,A,ready_for_simulation,C11_manual_netedit_required,,,564d97fd29cc86349c307ed6dc7e8ec319aecc54d1f69cffbd9bba83cb182a4f,bef4f82e35ec6fa66e34949a5956a7cba8fb2aaf8a142dcf17ef0728fe469023,Eclipse SUMO sumo 1.26.0,Eclipse SUMO netconvert 1.26.0,2026-05-11T12:36:56,junlee,126.97688120543904,37.56905552678897,,,verified,signalized,True,True,False,,,,
junggu_expanded_b1000_net564d97fd29cc_optbef4f82e35ec,10341,:2420018399_c0,2420018399,7,474532059#3,474532059#4,-233651270#1|474532059#3|233651270#0|474532059#4,-233651270#1_1|474532059#3_1|474532059#3_2|474532059#3_3|474532059#3_4,141.6450091900536,True,True,True,True,False,manual_review,crossing_reconstruction_required,C1_distance_match_failed,,,564d97fd29cc86349c307ed6dc7e8ec319aecc54d1f69cffbd9bba83cb182a4f,bef4f82e35ec6fa66e34949a5956a7cba8fb2aaf8a142dcf17ef0728fe469023,Eclipse SUMO sumo 1.26.0,Eclipse SUMO netconvert 1.26.0,2026-05-11T12:36:56,junlee,126.97993945340481,37.57005783877547,,,,,False,False,False,,distance_exceeded,,distance_exceeded
junggu_expanded_b1000_net564d97fd29cc_optbef4f82e35ec,10342,:2420018399_c0,2420018399,7,474532059#3,474532059#4,-233651270#1|474532059#3|233651270#0|474532059#4,-233651270#1_1|474532059#3_1|474532059#3_2|474532059#3_3|474532059#3_4,123.75353177451433,True,True,True,True,False,manual_review,crossing_reconstruction_required,C1_distance_match_failed,,,564d97fd29cc86349c307ed6dc7e8ec319aecc54d1f69cffbd9bba83cb182a4f,bef4f82e35ec6fa66e34949a5956a7cba8fb2aaf8a142dcf17ef0728fe469023,Eclipse SUMO sumo 1.26.0,Eclipse SUMO netconvert 1.26.0,2026-05-11T12:36:56,junlee,126.97993945340481,37.57005783877547,,,,,False,False,False,,distance_exceeded,,distance_exceeded
junggu_expanded_b1000_net564d97fd29cc_optbef4f82e35ec,10343,:2420018399_c0,2420018399,7,474532059#3,474532059#4,-233651270#1|474532059#3|233651270#0|474532059#4,-233651270#1_1|474532059#3_1|474532059#3_2|474532059#3_3|474532059#3_4,153.61098481413438,True,True,True,True,False,manual_review,crossing_reconstruction_required,C1_distance_match_failed,,,564d97fd29cc86349c307ed6dc7e8ec319aecc54d1f69cffbd9bba83cb182a4f,bef4f82e35ec6fa66e34949a5956a7cba8fb2aaf8a142dcf17ef0728fe469023,Eclipse SUMO sumo 1.26.0,Eclipse SUMO netconvert 1.26.0,2026-05-11T12:36:56,junlee,126.97993945340481,37.57005783877547,,,,,False,False,False,,distance_exceeded,,distance_exceeded
junggu_expanded_b1000_net564d97fd29cc_optbef4f82e35ec,10344,:2420018399_c0,2420018399,7,474532059#3,474532059#4,-233651270#1|474532059#3|233651270#0|474532059#4,-233651270#1_1|474532059#3_1|474532059#3_2|474532059#3_3|474532059#3_4,162.29227717661678,True,True,True,True,False,manual_review,crossing_reconstruction_required,C1_distance_match_failed,,,564d97fd29cc86349c307ed6dc7e8ec319aecc54d1f69cffbd9bba83cb182a4f,bef4f82e35ec6fa66e34949a5956a7cba8fb2aaf8a142dcf17ef0728fe469023,Eclipse SUMO sumo 1.26.0,Eclipse SUMO netconvert 1.26.0,2026-05-11T12:36:56,junlee,126.97993945340481,37.57005783877547,,,,,False,False,False,,distance_exceeded,,distance_exceeded
junggu_expanded_b1000_net564d97fd29cc_optbef4f82e35ec,10346,:2374692796_c0,2374692796,5,184083187#3,184083187#4,184083187#3|329995231#1|-329995231#1|184083187#4,184083187#3_1|184083187#3_2|184083187#3_3|329995231#1_1,209.0107367083953,True,True,True,True,False,manual_review,crossing_reconstruction_required,C1_distance_match_failed,,,564d97fd29cc86349c307ed6dc7e8ec319aecc54d1f69cffbd9bba83cb182a4f,bef4f82e35ec6fa66e34949a5956a7cba8fb2aaf8a142dcf17ef0728fe469023,Eclipse SUMO sumo 1.26.0,Eclipse SUMO netconvert 1.26.0,2026-05-11T12:36:56,junlee,126.98841480445546,37.566301312605944,,,,,False,False,False,,distance_exceeded,,distance_exceeded
junggu_expanded_b1000_net564d97fd29cc_optbef4f82e35ec,10350,:2374692777_c0,2374692777,5,184083187#0,184083187#1,184083187#0|228795481#1|-228795481#1|184083187#1,184083187#0_1|184083187#0_2|184083187#0_3|228795481#1_1,205.43112583705272,True,True,True,True,False,manual_review,crossing_reconstruction_required,C1_distance_match_failed,,,564d97fd29cc86349c307ed6dc7e8ec319aecc54d1f69cffbd9bba83cb182a4f,bef4f82e35ec6fa66e34949a5956a7cba8fb2aaf8a142dcf17ef0728fe469023,Eclipse SUMO sumo 1.26.0,Eclipse SUMO netconvert 1.26.0,2026-05-11T12:36:56,junlee,126.9919979389216,37.56645574565273,,,,,False,False,False,,distance_exceeded,,distance_exceeded
junggu_expanded_b1000_net564d97fd29cc_optbef4f82e35ec,10352,:871804265_c0,871804265,7,1207199730#1,1207199730#2,1207199730#1|73550864#0|-769668045|1207199730#2,1207199730#1_1|1207199730#1_2|1207199730#1_3|1207199730#1_4|73550864#0_1,214.73783032716082,True,True,True,True,False,manual_review,crossing_reconstruction_required,C1_distance_match_failed,,,564d97fd29cc86349c307ed6dc7e8ec319aecc54d1f69cffbd9bba83cb182a4f,bef4f82e35ec6fa66e34949a5956a7cba8fb2aaf8a142dcf17ef0728fe469023,Eclipse SUMO sumo 1.26.0,Eclipse SUMO netconvert 1.26.0,2026-05-11T12:36:56,junlee,126.99530797364162,37.570431036649246,,,,,False,False,False,,distance_exceeded,,distance_exceeded
junggu_expanded_b1000_net564d97fd29cc_optbef4f82e35ec,10353,:871804265_c0,871804265,7,1207199730#1,1207199730#2,1207199730#1|73550864#0|-769668045|1207199730#2,1207199730#1_1|1207199730#1_2|1207199730#1_3|1207199730#1_4|73550864#0_1,219.0273043883425,True,True,True,True,False,manual_review,crossing_reconstruction_required,C1_distance_match_failed,,,564d97fd29cc86349c307ed6dc7e8ec319aecc54d1f69cffbd9bba83cb182a4f,bef4f82e35ec6fa66e34949a5956a7cba8fb2aaf8a142dcf17ef0728fe469023,Eclipse SUMO sumo 1.26.0,Eclipse SUMO netconvert 1.26.0,2026-05-11T12:36:56,junlee,126.99530797364162,37.570431036649246,,,,,False,False,False,,distance_exceeded,,distance_exceeded
junggu_expanded_b1000_net564d97fd29cc_optbef4f82e35ec,10357,:9357313748_c0,joinedS_9357313748_9357313765,7,1207199732#1,1207199732#2,1207199732#1|1207199732#2,1207199732#1_1|1207199732#1_2|1207199732#1_3|1207199732#1_4,156.0017735097289,True,True,True,True,False,manual_review,crossing_reconstruction_required,C1_distance_match_failed,,,564d97fd29cc86349c307ed6dc7e8ec319aecc54d1f69cffbd9bba83cb182a4f,bef4f82e35ec6fa66e34949a5956a7cba8fb2aaf8a142dcf17ef0728fe469023,Eclipse SUMO sumo 1.26.0,Eclipse SUMO netconvert 1.26.0,2026-05-11T12:36:56,junlee,127.00103257090093,37.570796572575205,,,,,False,False,False,,distance_exceeded,,distance_exceeded
