seed,scenario,sim_duration,scenario_name,demand_profile,batch_network_file,net_sha256,generated_vehicle_route_file,vehicle_route_sha256,pedestrian_route_file,pedestrian_route_sha256
20,baseline,600,main_realistic_stress,main_realistic_stress,/Users/iseclient1/sumo-simulation/result/active/nets/generated_signal_7.net.xml,c2daae2125b2a6efd63bf4e51545303c86d44988a3a6b0287ae45253256f96f1,/Users/iseclient1/sumo-simulation/outputs/final/debug/work/generated_signal_7/baseline/seed20/demand_vehicle.rou.xml,267bf53e2af7059d0ad184016764dd7f32f418a3219885dcadb10d9f5e3fffde,/Users/iseclient1/sumo-simulation/outputs/final/debug/work/generated_signal_7/baseline/seed20/demand_pedestrian.rou.xml,ec732011926237ebe2d06fc3f94bb9bee3405ab972c2507ce3b4c78dfff7e81f
20,smart,600,main_realistic_stress,main_realistic_stress,/Users/iseclient1/sumo-simulation/result/active/nets/generated_signal_7.net.xml,c2daae2125b2a6efd63bf4e51545303c86d44988a3a6b0287ae45253256f96f1,/Users/iseclient1/sumo-simulation/outputs/final/debug/work/generated_signal_7/baseline/seed20/demand_vehicle.rou.xml,267bf53e2af7059d0ad184016764dd7f32f418a3219885dcadb10d9f5e3fffde,/Users/iseclient1/sumo-simulation/outputs/final/debug/work/generated_signal_7/baseline/seed20/demand_pedestrian.rou.xml,ec732011926237ebe2d06fc3f94bb9bee3405ab972c2507ce3b4c78dfff7e81f
