network_group,tls_id,change_type,is_candidate_tls,vehicle_phase_changed,base_phase_count,patched_phase_count,base_controlled_links,patched_controlled_links,risk_level,risk_reason
generated_signal_net_v1,11125409471,unchanged,False,False,4,4,3,3,LOW,
generated_signal_net_v1,11125409477,unchanged,False,False,4,4,3,3,LOW,
generated_signal_net_v1,11139302899,unchanged,False,False,3,3,2,2,LOW,
generated_signal_net_v1,11139302901,unchanged,False,False,3,3,6,6,LOW,
generated_signal_net_v1,11139302904,unchanged,False,False,3,3,2,2,LOW,
generated_signal_net_v1,11139376903,unchanged,False,False,3,3,3,3,LOW,
generated_signal_net_v1,11139418706,unchanged,False,False,3,3,3,3,LOW,
generated_signal_net_v1,11139418707,unchanged,False,False,3,3,3,3,LOW,
generated_signal_net_v1,11139418708,unchanged,False,False,3,3,3,3,LOW,
generated_signal_net_v1,11139418709,unchanged,False,False,3,3,4,4,LOW,
generated_signal_net_v1,11139418712,unchanged,False,False,3,3,4,4,LOW,
generated_signal_net_v1,11139418714,unchanged,False,False,3,3,3,3,LOW,
generated_signal_net_v1,11139418715,unchanged,False,False,3,3,3,3,LOW,
generated_signal_net_v1,11139418716,unchanged,False,False,3,3,2,2,LOW,
generated_signal_net_v1,11139418719,unchanged,False,False,3,3,4,4,LOW,
generated_signal_net_v1,11139418722,unchanged,False,False,3,3,3,3,LOW,
generated_signal_net_v1,11139418723,unchanged,False,False,3,3,3,3,LOW,
generated_signal_net_v1,11139418724,unchanged,False,False,3,3,2,2,LOW,
generated_signal_net_v1,11139418725,unchanged,False,False,3,3,3,3,LOW,
generated_signal_net_v1,11139418726,unchanged,False,False,3,3,3,3,LOW,
generated_signal_net_v1,11177412832,unchanged,False,False,4,4,3,3,LOW,
generated_signal_net_v1,11177413157,unchanged,False,False,3,3,3,3,LOW,
generated_signal_net_v1,11177413160,unchanged,False,False,3,3,3,3,LOW,
generated_signal_net_v1,11177413161,unchanged,False,False,3,3,2,2,LOW,
generated_signal_net_v1,11178710192,unchanged,False,False,3,3,2,2,LOW,
generated_signal_net_v1,11178710193,unchanged,False,False,3,3,1,1,LOW,
generated_signal_net_v1,11178710194,unchanged,False,False,3,3,4,4,LOW,
generated_signal_net_v1,11178710195,unchanged,False,False,3,3,1,1,LOW,
generated_signal_net_v1,11178710196,unchanged,False,False,3,3,1,1,LOW,
generated_signal_net_v1,11178710197,unchanged,False,False,3,3,1,1,LOW,
generated_signal_net_v1,11178710198,unchanged,False,False,3,3,1,1,LOW,
generated_signal_net_v1,11178710199,unchanged,False,False,3,3,1,1,LOW,
generated_signal_net_v1,11178710200,unchanged,False,False,3,3,1,1,LOW,
generated_signal_net_v1,11178710207,unchanged,False,False,3,3,2,2,LOW,
generated_signal_net_v1,11178710208,unchanged,False,False,3,3,5,5,LOW,
generated_signal_net_v1,11197929742,unchanged,False,False,4,4,5,5,LOW,
generated_signal_net_v1,11197929743,unchanged,False,False,4,4,4,4,LOW,
generated_signal_net_v1,11197929744,unchanged,False,False,3,3,5,5,LOW,
generated_signal_net_v1,11197929745,unchanged,False,False,3,3,5,5,LOW,
generated_signal_net_v1,11197929746,unchanged,False,False,3,3,3,3,LOW,
generated_signal_net_v1,11197929747,unchanged,False,False,3,3,3,3,LOW,
generated_signal_net_v1,11197929748,unchanged,False,False,3,3,4,4,LOW,
generated_signal_net_v1,11197929749,unchanged,False,False,3,3,3,3,LOW,
generated_signal_net_v1,11197929750,unchanged,False,False,3,3,4,4,LOW,
generated_signal_net_v1,11197929751,unchanged,False,False,3,3,3,3,LOW,
generated_signal_net_v1,11197929752,unchanged,False,False,3,3,4,4,LOW,
generated_signal_net_v1,11197929753,unchanged,False,False,3,3,4,4,LOW,
generated_signal_net_v1,11197972368,unchanged,False,False,3,3,4,4,LOW,
generated_signal_net_v1,11197972373,unchanged,False,False,3,3,2,2,LOW,
generated_signal_net_v1,11197972374,unchanged,False,False,3,3,7,7,LOW,
generated_signal_net_v1,11198015026,unchanged,False,False,3,3,4,4,LOW,
generated_signal_net_v1,11198015027,unchanged,False,False,3,3,4,4,LOW,
generated_signal_net_v1,11198015028,unchanged,False,False,3,3,4,4,LOW,
generated_signal_net_v1,11198015029,unchanged,False,False,3,3,4,4,LOW,
generated_signal_net_v1,11202819041,unchanged,False,False,4,4,5,5,LOW,
generated_signal_net_v1,11202819042,unchanged,False,False,5,5,5,5,LOW,
generated_signal_net_v1,11202819043,unchanged,False,False,4,4,4,4,LOW,
generated_signal_net_v1,11202819044,unchanged,False,False,4,4,4,4,LOW,
generated_signal_net_v1,11202819045,unchanged,False,False,3,3,4,4,LOW,
generated_signal_net_v1,11202819046,unchanged,False,False,3,3,3,3,LOW,
generated_signal_net_v1,11202852325,unchanged,False,False,3,3,3,3,LOW,
generated_signal_net_v1,11202852326,unchanged,False,False,3,3,3,3,LOW,
generated_signal_net_v1,11202852327,unchanged,False,False,4,4,3,3,LOW,
generated_signal_net_v1,11202894930,unchanged,False,False,3,3,4,4,LOW,
generated_signal_net_v1,11202894931,unchanged,False,False,3,3,4,4,LOW,
generated_signal_net_v1,11202894932,unchanged,False,False,3,3,2,2,LOW,
generated_signal_net_v1,11202894933,unchanged,False,False,3,3,3,3,LOW,
generated_signal_net_v1,11202894934,unchanged,False,False,3,3,3,3,LOW,
generated_signal_net_v1,11202894935,unchanged,False,False,3,3,3,3,LOW,
generated_signal_net_v1,11202908599,unchanged,False,False,3,3,3,3,LOW,
generated_signal_net_v1,11202908600,unchanged,False,False,3,3,3,3,LOW,
generated_signal_net_v1,11202943786,unchanged,False,False,3,3,5,5,LOW,
generated_signal_net_v1,11202943790,unchanged,False,False,3,3,3,3,LOW,
generated_signal_net_v1,11202943791,unchanged,False,False,3,3,1,1,LOW,
generated_signal_net_v1,11203001806,unchanged,False,False,3,3,2,2,LOW,
generated_signal_net_v1,11203001809,unchanged,False,False,3,3,2,2,LOW,
generated_signal_net_v1,11203001810,unchanged,False,False,3,3,2,2,LOW,
generated_signal_net_v1,11203001813,unchanged,False,False,3,3,2,2,LOW,
generated_signal_net_v1,11203001814,unchanged,False,False,3,3,3,3,LOW,
generated_signal_net_v1,11203001815,unchanged,False,False,3,3,8,8,LOW,
generated_signal_net_v1,11203001816,unchanged,False,False,3,3,1,1,LOW,
generated_signal_net_v1,11203001817,unchanged,False,False,3,3,1,1,LOW,
generated_signal_net_v1,11203041632,unchanged,False,False,3,3,3,3,LOW,
generated_signal_net_v1,11203041633,unchanged,False,False,3,3,10,10,LOW,
generated_signal_net_v1,11203041634,unchanged,False,False,3,3,5,5,LOW,
generated_signal_net_v1,11203041635,unchanged,False,False,3,3,5,5,LOW,
generated_signal_net_v1,11203052955,unchanged,False,False,3,3,3,3,LOW,
generated_signal_net_v1,11203052956,unchanged,False,False,3,3,4,4,LOW,
generated_signal_net_v1,11203052957,unchanged,False,False,3,3,2,2,LOW,
generated_signal_net_v1,11203052960,unchanged,False,False,3,3,4,4,LOW,
generated_signal_net_v1,11203052961,unchanged,False,False,3,3,3,3,LOW,
generated_signal_net_v1,11203052964,unchanged,False,False,3,3,12,12,LOW,
generated_signal_net_v1,11203052965,unchanged,False,False,3,3,12,12,LOW,
generated_signal_net_v1,11203052967,unchanged,False,False,3,3,2,2,LOW,
generated_signal_net_v1,11203052968,unchanged,False,False,3,3,3,3,LOW,
generated_signal_net_v1,11203059755,unchanged,False,False,3,3,2,2,LOW,
generated_signal_net_v1,11203059756,unchanged,False,False,3,3,2,2,LOW,
generated_signal_net_v1,11203059757,unchanged,False,False,3,3,2,2,LOW,
generated_signal_net_v1,11203083979,unchanged,False,False,3,3,4,4,LOW,
generated_signal_net_v1,11203083980,unchanged,False,False,3,3,3,3,LOW,
generated_signal_net_v1,11203083983,unchanged,False,False,3,3,4,4,LOW,
generated_signal_net_v1,11203083984,unchanged,False,False,3,3,4,4,LOW,
generated_signal_net_v1,11203083987,unchanged,False,False,3,3,4,4,LOW,
generated_signal_net_v1,11203083988,unchanged,False,False,3,3,4,4,LOW,
generated_signal_net_v1,11203083989,unchanged,False,False,3,3,3,3,LOW,
generated_signal_net_v1,11203083990,unchanged,False,False,3,3,2,2,LOW,
generated_signal_net_v1,11203083991,unchanged,False,False,3,3,3,3,LOW,
generated_signal_net_v1,11203083992,unchanged,False,False,3,3,3,3,LOW,
generated_signal_net_v1,11203083993,unchanged,False,False,3,3,3,3,LOW,
generated_signal_net_v1,11203083994,unchanged,False,False,3,3,2,2,LOW,
generated_signal_net_v1,11203083995,unchanged,False,False,3,3,3,3,LOW,
generated_signal_net_v1,11203083996,unchanged,False,False,3,3,3,3,LOW,
generated_signal_net_v1,11209914851,unchanged,False,False,3,3,3,3,LOW,
generated_signal_net_v1,11209914852,unchanged,False,False,3,3,3,3,LOW,
generated_signal_net_v1,11209914857,unchanged,False,False,3,3,3,3,LOW,
generated_signal_net_v1,11209914858,unchanged,False,False,3,3,3,3,LOW,
generated_signal_net_v1,11209914859,unchanged,False,False,3,3,2,2,LOW,
generated_signal_net_v1,11209914862,unchanged,False,False,3,3,3,3,LOW,
generated_signal_net_v1,11209914865,unchanged,False,False,3,3,3,3,LOW,
generated_signal_net_v1,11209914866,unchanged,False,False,3,3,4,4,LOW,
generated_signal_net_v1,11209914867,unchanged,False,False,3,3,3,3,LOW,
generated_signal_net_v1,11209914868,unchanged,False,False,3,3,2,2,LOW,
generated_signal_net_v1,11225407063,unchanged,False,False,3,3,3,3,LOW,
generated_signal_net_v1,11225407064,unchanged,False,False,3,3,3,3,LOW,
generated_signal_net_v1,11225407065,unchanged,False,False,3,3,2,2,LOW,
generated_signal_net_v1,11225407068,unchanged,False,False,3,3,3,3,LOW,
generated_signal_net_v1,11225407069,unchanged,False,False,3,3,3,3,LOW,
generated_signal_net_v1,11252413193,unchanged,False,False,6,6,14,14,LOW,
generated_signal_net_v1,11252413240,unchanged,False,False,6,6,16,16,LOW,
generated_signal_net_v1,11252413241,unchanged,False,False,6,6,7,7,LOW,
generated_signal_net_v1,11252413243,unchanged,False,False,6,6,14,14,LOW,
generated_signal_net_v1,11252413253,unchanged,False,False,6,6,11,11,LOW,
generated_signal_net_v1,11252413259,unchanged,False,False,7,7,11,11,LOW,
generated_signal_net_v1,11252413260,unchanged,False,False,7,7,29,29,LOW,
generated_signal_net_v1,11252413276,unchanged,False,False,3,3,3,3,LOW,
generated_signal_net_v1,11252413277,unchanged,False,False,3,3,3,3,LOW,
generated_signal_net_v1,11257338976,unchanged,False,False,3,3,2,2,LOW,
generated_signal_net_v1,11270477003,unchanged,False,False,4,4,8,8,LOW,
generated_signal_net_v1,11271477720,unchanged,False,False,3,3,5,5,LOW,
generated_signal_net_v1,11277565408,unchanged,False,False,3,3,8,8,LOW,
generated_signal_net_v1,11277565409,unchanged,False,False,3,3,3,3,LOW,
generated_signal_net_v1,11346754524,unchanged,False,False,3,3,2,2,LOW,
generated_signal_net_v1,11346754525,unchanged,False,False,3,3,2,2,LOW,
generated_signal_net_v1,11346754526,unchanged,False,False,4,4,3,3,LOW,
generated_signal_net_v1,11346754527,unchanged,False,False,4,4,3,3,LOW,
generated_signal_net_v1,11346791387,unchanged,False,False,3,3,8,8,LOW,
generated_signal_net_v1,11347624895,unchanged,False,False,5,5,17,17,LOW,
generated_signal_net_v1,11395340467,unchanged,False,False,3,3,3,3,LOW,
generated_signal_net_v1,11431999310,unchanged,False,False,3,3,2,2,LOW,
generated_signal_net_v1,11432129898,unchanged,False,False,3,3,9,9,LOW,
generated_signal_net_v1,11432129899,unchanged,False,False,3,3,4,4,LOW,
generated_signal_net_v1,11432129900,unchanged,False,False,3,3,8,8,LOW,
generated_signal_net_v1,11449716078,new,True,False,0,7,0,7,REVIEW_NEEDED,new signal installation requires separate baseline
generated_signal_net_v1,11462447644,unchanged,False,False,3,3,5,5,LOW,
generated_signal_net_v1,11462447645,unchanged,False,False,3,3,2,2,LOW,
generated_signal_net_v1,11462447646,unchanged,False,False,3,3,2,2,LOW,
generated_signal_net_v1,1149547145,unchanged,False,False,6,6,18,18,LOW,
generated_signal_net_v1,11555013045,unchanged,False,False,3,3,5,5,LOW,
generated_signal_net_v1,11555013049,unchanged,False,False,4,4,3,3,LOW,
generated_signal_net_v1,12194128597,unchanged,False,False,3,3,3,3,LOW,
generated_signal_net_v1,12194128598,unchanged,False,False,3,3,6,6,LOW,
generated_signal_net_v1,12234253870,unchanged,False,False,5,5,13,13,LOW,
generated_signal_net_v1,12234274233,unchanged,False,False,4,4,2,2,LOW,
generated_signal_net_v1,12451306747,unchanged,False,False,3,3,5,5,LOW,
generated_signal_net_v1,12451306749,unchanged,False,False,3,3,3,3,LOW,
generated_signal_net_v1,12492081431,unchanged,False,False,3,3,3,3,LOW,
generated_signal_net_v1,12492081433,unchanged,False,False,3,3,3,3,LOW,
generated_signal_net_v1,12492081514,unchanged,False,False,4,4,5,5,LOW,
generated_signal_net_v1,12695909102,unchanged,False,False,3,3,3,3,LOW,
generated_signal_net_v1,12695909103,unchanged,False,False,3,3,3,3,LOW,
generated_signal_net_v1,12695909104,unchanged,False,False,4,4,2,2,LOW,
generated_signal_net_v1,12695909105,unchanged,False,False,3,3,3,3,LOW,
generated_signal_net_v1,12695909106,unchanged,False,False,3,3,3,3,LOW,
generated_signal_net_v1,12857535717,unchanged,False,False,6,6,9,9,LOW,
generated_signal_net_v1,12857535989,unchanged,False,False,3,3,5,5,LOW,
generated_signal_net_v1,12857535999,unchanged,False,False,3,3,3,3,LOW,
generated_signal_net_v1,12997876952,unchanged,False,False,3,3,1,1,LOW,
generated_signal_net_v1,12997876953,unchanged,False,False,3,3,1,1,LOW,
generated_signal_net_v1,12997876954,unchanged,False,False,3,3,1,1,LOW,
generated_signal_net_v1,13088728391,unchanged,False,False,3,3,5,5,LOW,
generated_signal_net_v1,13199890300,unchanged,False,False,3,3,3,3,LOW,
generated_signal_net_v1,13199967202,unchanged,False,False,3,3,4,4,LOW,
generated_signal_net_v1,13199967203,unchanged,False,False,3,3,4,4,LOW,
generated_signal_net_v1,13199967206,unchanged,False,False,3,3,3,3,LOW,
generated_signal_net_v1,13199967208,unchanged,False,False,3,3,4,4,LOW,
generated_signal_net_v1,13199967209,unchanged,False,False,3,3,3,3,LOW,
generated_signal_net_v1,13199967250,unchanged,False,False,3,3,4,4,LOW,
generated_signal_net_v1,13199967251,unchanged,False,False,3,3,4,4,LOW,
generated_signal_net_v1,13199967253,unchanged,False,False,7,7,8,8,LOW,
generated_signal_net_v1,13199967254,unchanged,False,False,3,3,4,4,LOW,
generated_signal_net_v1,13199967256,unchanged,False,False,3,3,4,4,LOW,
generated_signal_net_v1,13199967257,unchanged,False,False,7,7,8,8,LOW,
generated_signal_net_v1,13199967260,unchanged,False,False,4,4,2,2,LOW,
generated_signal_net_v1,13199967262,unchanged,False,False,4,4,2,2,LOW,
generated_signal_net_v1,13199967263,unchanged,False,False,3,3,4,4,LOW,
generated_signal_net_v1,13199967266,unchanged,False,False,3,3,4,4,LOW,
generated_signal_net_v1,13202101917,unchanged,False,False,3,3,2,2,LOW,
generated_signal_net_v1,13204036881,unchanged,False,False,3,3,3,3,LOW,
generated_signal_net_v1,13204036884,unchanged,False,False,3,3,2,2,LOW,
generated_signal_net_v1,13204036887,unchanged,False,False,3,3,2,2,LOW,
generated_signal_net_v1,13204084924,unchanged,False,False,3,3,3,3,LOW,
generated_signal_net_v1,13204084925,unchanged,False,False,3,3,4,4,LOW,
generated_signal_net_v1,13204084929,unchanged,False,False,4,4,2,2,LOW,
generated_signal_net_v1,13227969616,unchanged,False,False,6,6,7,7,LOW,
generated_signal_net_v1,1326151571,unchanged,False,False,5,5,9,9,LOW,
generated_signal_net_v1,1327210689,unchanged,False,False,4,4,6,6,LOW,
generated_signal_net_v1,1327210743,unchanged,False,False,6,6,17,17,LOW,
generated_signal_net_v1,1327214756,unchanged,False,False,3,3,3,3,LOW,
generated_signal_net_v1,13339947044,unchanged,False,False,3,3,5,5,LOW,
generated_signal_net_v1,13339947045,unchanged,False,False,3,3,5,5,LOW,
generated_signal_net_v1,13339947055,unchanged,False,False,3,3,5,5,LOW,
generated_signal_net_v1,13339947071,unchanged,False,False,4,4,5,5,LOW,
generated_signal_net_v1,13339947072,unchanged,False,False,4,4,5,5,LOW,
generated_signal_net_v1,13339947086,unchanged,False,False,6,6,10,10,LOW,
generated_signal_net_v1,13339947092,unchanged,False,False,4,4,5,5,LOW,
generated_signal_net_v1,13344994608,unchanged,False,False,4,4,7,7,LOW,
generated_signal_net_v1,13344994612,unchanged,False,False,3,3,1,1,LOW,
generated_signal_net_v1,13344994615,unchanged,False,False,7,7,5,5,LOW,
generated_signal_net_v1,13345282172,unchanged,False,False,3,3,2,2,LOW,
generated_signal_net_v1,13345282173,unchanged,False,False,3,3,2,2,LOW,
generated_signal_net_v1,13345282176,unchanged,False,False,6,6,7,7,LOW,
generated_signal_net_v1,13345282177,unchanged,False,False,6,6,5,5,LOW,
generated_signal_net_v1,13345282183,unchanged,False,False,3,3,2,2,LOW,
generated_signal_net_v1,13345282187,unchanged,False,False,5,5,10,10,LOW,
generated_signal_net_v1,13348213189,unchanged,False,False,3,3,5,5,LOW,
generated_signal_net_v1,13348213190,unchanged,False,False,3,3,5,5,LOW,
generated_signal_net_v1,13381864728,unchanged,False,False,3,3,3,3,LOW,
generated_signal_net_v1,13381864786,unchanged,False,False,4,4,2,2,LOW,
generated_signal_net_v1,13381864824,unchanged,False,False,3,3,3,3,LOW,
generated_signal_net_v1,13381886424,unchanged,False,False,4,4,2,2,LOW,
generated_signal_net_v1,13381886425,unchanged,False,False,3,3,3,3,LOW,
generated_signal_net_v1,13381886428,unchanged,False,False,3,3,3,3,LOW,
generated_signal_net_v1,13401740447,unchanged,False,False,4,4,2,2,LOW,
generated_signal_net_v1,13523364207,unchanged,False,False,3,3,3,3,LOW,
generated_signal_net_v1,13523364208,unchanged,False,False,3,3,3,3,LOW,
generated_signal_net_v1,13721232725,unchanged,False,False,5,5,10,10,LOW,
generated_signal_net_v1,13721232726,unchanged,False,False,5,5,10,10,LOW,
generated_signal_net_v1,13721232729,unchanged,False,False,5,5,10,10,LOW,
generated_signal_net_v1,13721232730,unchanged,False,False,5,5,10,10,LOW,
generated_signal_net_v1,13721232731,unchanged,False,False,5,5,10,10,LOW,
generated_signal_net_v1,13732389937,unchanged,False,False,5,5,7,7,LOW,
generated_signal_net_v1,13732389938,unchanged,False,False,5,5,9,9,LOW,
generated_signal_net_v1,13732389948,unchanged,False,False,3,3,4,4,LOW,
generated_signal_net_v1,13732389950,unchanged,False,False,3,3,4,4,LOW,
generated_signal_net_v1,13783909881,unchanged,False,False,6,6,17,17,LOW,
generated_signal_net_v1,13783909882,unchanged,False,False,6,6,10,10,LOW,
generated_signal_net_v1,13822924090,unchanged,False,False,3,3,3,3,LOW,
generated_signal_net_v1,1636410225,unchanged,False,False,8,8,16,16,LOW,
generated_signal_net_v1,1717116636,unchanged,False,False,6,6,14,14,LOW,
generated_signal_net_v1,1815458113,unchanged,False,False,5,5,9,9,LOW,
generated_signal_net_v1,1908148229,unchanged,False,False,3,3,3,3,LOW,
generated_signal_net_v1,1918413970,unchanged,False,False,6,6,14,14,LOW,
generated_signal_net_v1,1936511299,unchanged,False,False,6,6,14,14,LOW,
generated_signal_net_v1,1936511305,new,False,False,0,7,0,22,REVIEW_NEEDED,new signal installation requires separate baseline
generated_signal_net_v1,1936511308,unchanged,False,False,3,3,3,3,LOW,
generated_signal_net_v1,1936511565,unchanged,False,False,3,3,2,2,LOW,
generated_signal_net_v1,1936511583,unchanged,False,False,5,5,9,9,LOW,
generated_signal_net_v1,1936511585,unchanged,False,False,5,5,7,7,LOW,
generated_signal_net_v1,1939143815,unchanged,False,False,5,5,12,12,LOW,
generated_signal_net_v1,1939143843,unchanged,False,False,5,5,11,11,LOW,
generated_signal_net_v1,1939143856,unchanged,False,False,5,5,12,12,LOW,
generated_signal_net_v1,1939143862,unchanged,False,False,5,5,12,12,LOW,
generated_signal_net_v1,1939143880,unchanged,False,False,5,5,12,12,LOW,
generated_signal_net_v1,1939143993,unchanged,False,False,5,5,8,8,LOW,
generated_signal_net_v1,1945254547,unchanged,False,False,6,6,12,12,LOW,
generated_signal_net_v1,1945254891,unchanged,False,False,5,5,9,9,LOW,
generated_signal_net_v1,1945254893,unchanged,False,False,5,5,7,7,LOW,
generated_signal_net_v1,1945254913,unchanged,False,False,5,5,9,9,LOW,
generated_signal_net_v1,1945254921,unchanged,False,False,5,5,9,9,LOW,
generated_signal_net_v1,1945254934,unchanged,False,False,5,5,7,7,LOW,
generated_signal_net_v1,1945255000,unchanged,False,False,5,5,9,9,LOW,
generated_signal_net_v1,1949249830,unchanged,False,False,5,5,9,9,LOW,
generated_signal_net_v1,1988003989,unchanged,False,False,3,3,1,1,LOW,
generated_signal_net_v1,2252763467,unchanged,False,False,5,5,7,7,LOW,
generated_signal_net_v1,2281134374,unchanged,False,False,5,5,5,5,LOW,
generated_signal_net_v1,2309502788,unchanged,False,False,5,5,9,9,LOW,
generated_signal_net_v1,2309513944,unchanged,False,False,5,5,9,9,LOW,
generated_signal_net_v1,2320929928,unchanged,False,False,7,7,13,13,LOW,
generated_signal_net_v1,2323311266,unchanged,False,False,5,5,5,5,LOW,
generated_signal_net_v1,2323328015,unchanged,False,False,5,5,9,9,LOW,
generated_signal_net_v1,2356300070,unchanged,False,False,3,3,2,2,LOW,
generated_signal_net_v1,2356300088,unchanged,False,False,3,3,3,3,LOW,
generated_signal_net_v1,2356300150,unchanged,False,False,3,3,2,2,LOW,
generated_signal_net_v1,2356300194,unchanged,False,False,3,3,2,2,LOW,
generated_signal_net_v1,2356300196,unchanged,False,False,3,3,3,3,LOW,
generated_signal_net_v1,2356300202,unchanged,False,False,3,3,2,2,LOW,
generated_signal_net_v1,2376659673,unchanged,False,False,5,5,8,8,LOW,
generated_signal_net_v1,2376659695,unchanged,False,False,5,5,9,9,LOW,
generated_signal_net_v1,2376662613,unchanged,False,False,7,7,14,14,LOW,
generated_signal_net_v1,2376668250,unchanged,False,False,7,7,17,17,LOW,
generated_signal_net_v1,2420018398,unchanged,False,False,5,5,9,9,LOW,
generated_signal_net_v1,2420018399,unchanged,False,False,5,5,9,9,LOW,
generated_signal_net_v1,2420018400,unchanged,False,False,5,5,9,9,LOW,
generated_signal_net_v1,2420018401,unchanged,False,False,5,5,9,9,LOW,
generated_signal_net_v1,2420018402,unchanged,False,False,5,5,9,9,LOW,
generated_signal_net_v1,2420018403,unchanged,False,False,5,5,9,9,LOW,
generated_signal_net_v1,2420018405,unchanged,False,False,5,5,9,9,LOW,
generated_signal_net_v1,2420018407,unchanged,False,False,5,5,9,9,LOW,
generated_signal_net_v1,2420018409,unchanged,False,False,5,5,9,9,LOW,
generated_signal_net_v1,2429209318,unchanged,False,False,5,5,9,9,LOW,
generated_signal_net_v1,2451940657,unchanged,False,False,5,5,11,11,LOW,
generated_signal_net_v1,2451940974,unchanged,False,False,11,11,30,30,LOW,
generated_signal_net_v1,2457731125,unchanged,False,False,3,3,4,4,LOW,
generated_signal_net_v1,2463610786,unchanged,False,False,3,3,2,2,LOW,
generated_signal_net_v1,2463698174,unchanged,False,False,5,5,9,9,LOW,
generated_signal_net_v1,2471514433,unchanged,False,False,10,10,24,24,LOW,
generated_signal_net_v1,2546485940,unchanged,False,False,3,3,3,3,LOW,
generated_signal_net_v1,2546486117,unchanged,False,False,3,3,3,3,LOW,
generated_signal_net_v1,2597444284,unchanged,False,False,3,3,4,4,LOW,
generated_signal_net_v1,2697100729,unchanged,False,False,5,5,10,10,LOW,
generated_signal_net_v1,2718296828,unchanged,False,False,12,12,31,31,LOW,
generated_signal_net_v1,2771852209,unchanged,False,False,6,6,7,7,LOW,
generated_signal_net_v1,287521281,unchanged,False,False,6,6,8,8,LOW,
generated_signal_net_v1,287631232,unchanged,False,False,5,5,12,12,LOW,
generated_signal_net_v1,287712330,unchanged,False,False,5,5,13,13,LOW,
generated_signal_net_v1,2958985536,unchanged,False,False,3,3,9,9,LOW,
generated_signal_net_v1,3063260456,unchanged,False,False,3,3,3,3,LOW,
generated_signal_net_v1,3112252730,unchanged,False,False,3,3,4,4,LOW,
generated_signal_net_v1,3112252732,unchanged,False,False,3,3,6,6,LOW,
generated_signal_net_v1,3112255529,unchanged,False,False,3,3,4,4,LOW,
generated_signal_net_v1,3112255629,unchanged,False,False,3,3,4,4,LOW,
generated_signal_net_v1,3251228208,unchanged,False,False,5,5,9,9,LOW,
generated_signal_net_v1,3252764033,unchanged,False,False,5,5,9,9,LOW,
generated_signal_net_v1,3252764037,unchanged,False,False,5,5,9,9,LOW,
generated_signal_net_v1,3252764042,unchanged,False,False,5,5,9,9,LOW,
generated_signal_net_v1,3274291454,unchanged,False,False,3,3,4,4,LOW,
generated_signal_net_v1,3274291965,unchanged,False,False,3,3,3,3,LOW,
generated_signal_net_v1,3274291984,unchanged,False,False,3,3,7,7,LOW,
generated_signal_net_v1,3285441969,unchanged,False,False,3,3,2,2,LOW,
generated_signal_net_v1,3372138533,unchanged,False,False,5,5,9,9,LOW,
generated_signal_net_v1,3372138534,unchanged,False,False,5,5,9,9,LOW,
generated_signal_net_v1,3440244893,unchanged,False,False,3,3,3,3,LOW,
generated_signal_net_v1,3440245093,unchanged,False,False,4,4,5,5,LOW,
generated_signal_net_v1,3440245293,unchanged,False,False,3,3,6,6,LOW,
generated_signal_net_v1,3440245493,unchanged,False,False,4,4,3,3,LOW,
generated_signal_net_v1,3514139394,unchanged,False,False,5,5,9,9,LOW,
generated_signal_net_v1,3535110993,unchanged,False,False,3,3,1,1,LOW,
generated_signal_net_v1,355173024,unchanged,False,False,9,9,19,19,LOW,
generated_signal_net_v1,3807096487,unchanged,False,False,10,10,30,30,LOW,
generated_signal_net_v1,3807475570,unchanged,False,False,14,14,30,30,LOW,
generated_signal_net_v1,3829120879,unchanged,False,False,5,5,9,9,LOW,
generated_signal_net_v1,3829132989,unchanged,False,False,5,5,9,9,LOW,
generated_signal_net_v1,3829132990,unchanged,False,False,5,5,9,9,LOW,
generated_signal_net_v1,3829132992,unchanged,False,False,5,5,9,9,LOW,
generated_signal_net_v1,3829133000,unchanged,False,False,5,5,9,9,LOW,
generated_signal_net_v1,3829133005,unchanged,False,False,5,5,9,9,LOW,
generated_signal_net_v1,3829133009,unchanged,False,False,5,5,9,9,LOW,
generated_signal_net_v1,3829133019,unchanged,False,False,5,5,9,9,LOW,
generated_signal_net_v1,3829360617,unchanged,False,False,6,6,14,14,LOW,
generated_signal_net_v1,3830592009,unchanged,False,False,11,11,31,31,LOW,
generated_signal_net_v1,3832951932,unchanged,False,False,11,11,30,30,LOW,
generated_signal_net_v1,3833006145,unchanged,False,False,6,6,14,14,LOW,
generated_signal_net_v1,3833145709,unchanged,False,False,4,4,3,3,LOW,
generated_signal_net_v1,3844547097,unchanged,False,False,5,5,9,9,LOW,
generated_signal_net_v1,3844547098,unchanged,False,False,5,5,8,8,LOW,
generated_signal_net_v1,3844547099,unchanged,False,False,5,5,9,9,LOW,
generated_signal_net_v1,3846493836,unchanged,False,False,6,6,17,17,LOW,
generated_signal_net_v1,3846493837,unchanged,False,False,6,6,17,17,LOW,
generated_signal_net_v1,3846493855,unchanged,False,False,6,6,17,17,LOW,
generated_signal_net_v1,3846495798,unchanged,False,False,6,6,17,17,LOW,
generated_signal_net_v1,3846533030,new,True,False,0,9,0,13,REVIEW_NEEDED,new signal installation requires separate baseline
generated_signal_net_v1,3846533327,unchanged,False,False,11,11,30,30,LOW,
generated_signal_net_v1,3846603653,new,True,False,0,3,0,3,REVIEW_NEEDED,new signal installation requires separate baseline
generated_signal_net_v1,3849142980,new,True,False,0,13,0,20,REVIEW_NEEDED,new signal installation requires separate baseline
