crosswalk_id,source_crosswalk_id,canonical_crosswalk_id,nearest_junction_id,tls_id_used,crossing_id,crossing_edge_id,ped_link_index,ped_link_indices,ped_depart_offset_sec,ped_repeat_count,ped_repeat_spacing_sec,route_from_edge,route_to_edge,source_file,batch_network_file,final_verdict,preflight_ok,preflight_msg,step_test_ok,controlled_links_count,crossing_inventory_used
LINK_10218,LINK_10218,LINK_10218,11139418716,11139418716,:11139418716_c0,:11139418716_c0,1,[1],0.0,5,1.5,,,top7_sim_mapping_audit,result/active/nets/generated_signal_7.net.xml,EXCLUDE_NO_VALID_PED_ROUTE,False,no_pedestrian_path,False,,False
