crosswalk_id,scenario,seed,tls_id_used,ped_link_index,crossing_edge_id,route_from_edge,route_to_edge,completed,step_count,ped_crossing_presence_steps,ped_crossing_person_count,expected_ped_repeat_count,ped_repeat_count_match,ped_wait_time_mean,ped_wait_time_max,veh_delay_mean,veh_delay_max,extension_count,batch_network_file,route_reason
LINK_43439,smart,42,2771852209,4,:2771852209_c0,237470575#3,272228670#0,True,600,83,5,5,True,0.0,0.0,,,0,/Users/junlee/Desktop/2026-1/js/result/phase_next_recovery_command_plan_20260514_200908/batch_03_run/recovery_tls_batch_network_v1.net.xml,from_nearest_road_edge_to_other_incident_edge
NODE_7240,smart,42,7209657835,4,:7209657835_c0,237470575#5,237470575#6,True,600,86,6,6,True,0.0,0.0,,,1,/Users/junlee/Desktop/2026-1/js/result/phase_next_recovery_command_plan_20260514_200908/batch_03_run/recovery_tls_batch_network_v1.net.xml,from_nearest_road_edge_to_other_incident_edge
LINK_52248,smart,42,5804596023,5,:5804596023_c0,198691077#14,613477341#4,True,600,107,8,8,True,0.0,0.0,,,0,/Users/junlee/Desktop/2026-1/js/result/phase_next_recovery_command_plan_20260514_200908/batch_03_run/recovery_tls_batch_network_v1.net.xml,from_nearest_road_edge_to_other_incident_edge
